step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[ 2.45412877  0.9182518  -0.32735177],[-0.79074662 -0.05568255  2.12292855],[-0.07335525  0.6705905   0.0344722 ],[4.76154652 0.57143232 6.44386624],[0.33236891 0.23280467 0.19905438 0.28245126],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.79074662 -0.05568255  2.12292855],[-0.61039527  0.20380626  0.2052841 ],[4.01205282 4.62772246 1.58981945],6.327709611074908,0.8324529100091866
0,0,[ 1.51027387  0.76980479 -0.49910571],[-0.77650019 -0.05375068  2.11548227],[-0.08094325  0.72859789 -0.00090234],[4.75810293 0.56882875 6.43971482],[0.16056287 0.14389902 0.12306146 0.13089667],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.77650019 -0.05375068  2.11548227],[-0.6640942   0.19425457  0.24218083],[3.98418739 4.65911532 1.55189928],6.3237248610987224,0.8266919170007848
0,0,[ 1.37217941  0.71056093 -0.54456045],[-0.76461984 -0.05256815  2.10804246],[-0.08867117  0.7848495  -0.05782432],[4.75459255 0.56617817 6.43496348],[0.08450669 0.13968474 0.13691998 0.09057606],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.76461984 -0.05256815  2.10804246],[-0.71562789  0.16873321  0.29428012],[3.95457992 4.6882343  1.52247045],6.319506268581039,0.8208043587256664
1,0,[ 1.33150736  0.51341082 -0.55232409],[-0.75283481 -0.05205656  2.10122114],[-0.096407    0.83973052 -0.11253046],[4.75102679 0.56348905 6.42960018],[0.27923412 0.14880847 0.25803511 0.1970987 ],[-1.60542381  0.56181782 -0.42085111 -0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.75283481 -0.05205656  2.10122114],[-0.76621471  0.14498927  0.3449607 ],[3.92615112 4.71665041 1.48947366],6.315060213822952,0.8147295622189112
1,0,[ 1.2503233   0.01245358 -0.49656589],[-0.74261599 -0.05451353  2.09757816],[-0.10460981  0.89377637 -0.14604787],[4.74731571 0.56070175 6.42374027],[0.21626854 0.30119667 0.30926705 0.25408953],[-1.60542381  0.56181782 -0.42085111 -0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.74261599 -0.05451353  2.09757816],[-0.81601619  0.13540084  0.38326699],[3.90549715 4.74101069 1.44583431],6.310350796633305,0.8088347988948268
1,0,[ 1.73130001  0.1574082  -0.42284525],[-0.72887178 -0.05626265  2.09426563],[-0.11248643  0.94631995 -0.18173966],[4.74341686 0.55778848 6.41744182],[0.10663555 0.23506934 0.1970922  0.17300948],[-1.60542381  0.56181782 -0.42085111 -0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.72887178 -0.05626265  2.09426563],[-0.86422336  0.12653819  0.4222677 ],[3.8878672  4.76656    1.38635966],6.305362695238928,0.8029843339010998
2,0,[ 1.94049186  0.43121908 -0.43333889],[-0.7126783  -0.05632035  2.08956734],[-0.12010109  0.99662411 -0.24126361],[4.73941929 0.55480805 6.41059295],[0.07047587 0.17086221 0.12406446 0.13099951],[-1.52020288  0.07328408 -0.45284098 -0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.7126783  -0.05632035  2.08956734],[-0.90999757  0.10340763  0.47655356],[3.86768086 4.79375018 1.32389636],6.300134723895653,0.7967579536016692
2,0,[ 1.96722668  0.72791195 -0.42143814],[-0.69610179 -0.05463673  2.08341482],[-0.12717159  1.0450022  -0.29104559],[4.73532635 0.55176273 6.40319432],[0.33765782 0.39416097 0.38670857 0.39822164],[-1.52020288  0.07328408 -0.45284098 -0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.69610179 -0.05463673  2.08341482],[-0.95570781  0.08782635  0.52136252],[3.84464067 4.82002277 1.26846538],6.294671225036458,0.7907795917610112
2,0,[ 2.02248543  1.0787376  -0.26807557],[-0.67899809 -0.04976075  2.07616541],[-0.13241715  1.09279271 -0.28402372],[4.73087714 0.54848161 6.3956161 ],[0.35958018 0.37566842 0.39372407 0.38508943],[-1.52020288  0.07328408 -0.45284098 -0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.67899809 -0.04976075  2.07616541],[-1.00490593  0.11152369  0.5197367 ],[3.82323989 4.84141881 1.22207092],6.288875629832158,0.7863162417889169
3,0,[ 1.94453087  0.72454486 -0.17976599],[-0.66236048 -0.04485276  2.07028713],[-0.13651705  1.13952283 -0.2977451 ],[4.72607591 0.54497103 6.38786518],[0.27722005 0.18286338 0.28817433 0.1557309 ],[-1.58045995  0.19869684 -0.35615063 -0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.66236048 -0.04485276  2.07028713],[-1.05127017  0.12358579  0.53418996],[3.80787837 4.85751805 1.1737007 ],6.28275358836172,0.781433506594072
