time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,train/approx_kl,train/clip_range,train/value_loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/loss,train/std,train/n_updates,train/policy_gradient_loss,train/clip_fraction
1,616,16384,26,-1807.5322875976562,,,,,,,,,,,
2,688,32768,47,-2036.4933013916016,0.0092053,0.2,10800.908160400391,-0.00024700164794921875,-5.700421531498432,0.001,2727.261962890625,1.0072681903839111,10,-0.005133333638514159,0.077655029296875
3,710,49152,69,-1907.405746459961,0.009874115,0.2,9512.315356445313,0.009041070938110352,-5.7371931076049805,0.001,2364.38427734375,1.017088532447815,20,-0.0068430123676080255,0.080487060546875
4,728,65536,89,-1873.2926940917969,0.013575723,0.2,6625.485167694092,0.007773160934448242,-5.7567051470279695,0.001,1832.7564697265625,1.0208463668823242,30,-0.006457243159093196,0.1064453125
5,733,81920,111,-1538.6286926269531,0.011202332,0.2,5660.86685256958,0.038987815380096436,-5.786889100074768,0.001,1776.6473388671875,1.0301542282104492,40,-0.008055098005570471,0.135675048828125
6,734,98304,133,-1697.8917236328125,0.012588786,0.2,4532.305337524414,0.20237016677856445,-5.79400193542242,0.001,1659.8189697265625,1.0293333530426025,50,-0.008681362378410995,0.1332763671875
7,728,114688,157,-1554.6543579101562,0.0065574176,0.2,4906.910940551757,0.25322115421295166,-5.790678189694882,0.001,2693.00244140625,1.0304986238479614,60,-0.007745280730887316,0.0777099609375
8,722,131072,181,-1472.8172912597656,0.007226593,0.2,4953.581067657471,0.15371757745742798,-5.7978022813797,0.001,2158.962890625,1.0327937602996826,70,-0.008177942764450562,0.090557861328125
9,720,147456,204,-1261.7595443725586,0.007872609,0.2,4251.104144287109,0.2512783408164978,-5.815455108880997,0.001,1808.35595703125,1.03729248046875,80,-0.009975290947477334,0.103277587890625
10,719,163840,227,-1479.551773071289,0.007090509,0.2,4014.0185943603515,0.14588326215744019,-5.822181093692779,0.001,1477.469482421875,1.0397899150848389,90,-0.008178604792192345,0.064788818359375
11,725,180224,248,-1262.7793350219727,0.005969109,0.2,3452.2864765167237,0.518254280090332,-5.825383463501931,0.001,1661.947998046875,1.0402401685714722,100,-0.007398594557162142,0.06324462890625
12,730,196608,269,-1270.1999206542969,0.006232065,0.2,2585.8083877563477,0.5761900842189789,-5.830978882312775,0.001,1109.935302734375,1.0433297157287598,110,-0.007812776463106274,0.06356201171875
13,730,212992,291,-1393.2155532836914,0.005656312,0.2,3281.390619277954,0.4295305609703064,-5.851132723689079,0.001,1313.56396484375,1.049773931503296,120,-0.008220093497948255,0.05250244140625
14,722,229376,317,-1041.6312255859375,0.0060759746,0.2,2109.637201690674,0.5823749899864197,-5.852686841785908,0.001,711.9583129882812,1.0468759536743164,130,-0.007904226113168988,0.058270263671875
15,723,245760,339,-1072.8879623413086,0.0068458114,0.2,1425.3149814605713,0.5818519592285156,-5.860426022112369,0.001,664.101318359375,1.0521376132965088,140,-0.008038769630366005,0.07354736328125
16,724,262144,361,-1195.0781021118164,0.007074057,0.2,1313.516255760193,0.616297036409378,-5.882236477732659,0.001,588.4357299804688,1.0586767196655273,150,-0.00936547475430416,0.07281494140625
17,725,278528,383,-919.1096572875977,0.0076847104,0.2,1171.9985020637512,0.4231266975402832,-5.898049899935723,0.001,421.6188049316406,1.0625157356262207,160,-0.008637160449870862,0.072442626953125
18,725,294912,406,-1024.1145477294922,0.00866894,0.2,1068.638017463684,0.4632158875465393,-5.91291233599186,0.001,390.196533203125,1.0660701990127563,170,-0.010530259803636,0.091021728515625
19,726,311296,428,-1029.2130508422852,0.009277178,0.2,839.6623888969422,0.5692964792251587,-5.914987383782863,0.001,345.838623046875,1.0667071342468262,180,-0.009935933680390007,0.08941650390625
20,725,327680,451,-927.5960388183594,0.0075339098,0.2,678.9972454071045,0.6917708218097687,-5.914935904741287,0.001,399.3208312988281,1.0669364929199219,190,-0.008109568353393114,0.080267333984375
21,724,344064,474,-975.8975143432617,0.00848479,0.2,656.9016587257386,0.6196877956390381,-5.897927585244179,0.001,169.92428588867188,1.0624897480010986,200,-0.008546790393302217,0.095684814453125
