time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,train/approx_kl,train/clip_range,train/value_loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/loss,train/std,train/n_updates,train/policy_gradient_loss,train/clip_fraction
1,474,18153472,34,-839.6094093322754,,,,,,,,,,,
2,549,18169856,59,-709.9299621582031,14.824059,0.2,869.3833547592163,0.7425432503223419,-1.9665161974728107,0.001,358.8987121582031,0.404510498046875,11080,0.15654419994098134,0.84024658203125
3,572,18186240,85,-915.8033828735352,0.040927533,0.2,1624.1283199310303,0.49817144870758057,-1.9866296302527189,0.001,1323.802490234375,0.405133455991745,11090,-0.004909955884795636,0.36531982421875
4,589,18202624,111,-931.2884521484375,0.06604162,0.2,720.1352940559387,0.6219355762004852,-1.9987280882894993,0.001,170.24205017089844,0.40530645847320557,11100,0.005540726830076892,0.48609619140625
5,601,18219008,136,-722.8044815063477,0.05722847,0.2,746.7619867324829,0.7524072676897049,-1.9859934493899345,0.001,252.87255859375,0.4032602310180664,11110,-0.0017116332135628908,0.418560791015625
6,605,18235392,162,-706.945463180542,0.06373091,0.2,667.7243470191955,0.768213763833046,-1.9759594179689883,0.001,308.30206298828125,0.40314775705337524,11120,0.004808406170923263,0.44927978515625
7,610,18251776,187,-828.2413177490234,0.05593872,0.2,636.1320679187775,0.771672859787941,-1.969883319735527,0.001,114.97525787353516,0.4015384614467621,11130,-0.0021994667156832294,0.422943115234375
8,613,18268160,213,-809.0841827392578,0.07221696,0.2,669.236863231659,0.7990488708019257,-1.9532221067696809,0.001,135.34107971191406,0.4002421498298645,11140,0.0013254681303806136,0.46524658203125
9,614,18284544,239,-905.3974456787109,0.0618731,0.2,692.2433925151824,0.7791061401367188,-1.9166104678064584,0.001,185.95982360839844,0.39591020345687866,11150,0.0011491084762383253,0.41715087890625
10,616,18300928,265,-694.614128112793,0.099758536,0.2,700.9287599563598,0.7596660554409027,-1.9076941907405853,0.001,283.2524719238281,0.3971640467643738,11160,0.00261138902278617,0.42708740234375
11,614,18317312,293,-928.2943534851074,0.12966263,0.2,746.9761384963989,0.7585911303758621,-1.9431562688201667,0.001,350.35614013671875,0.4017048180103302,11170,0.009306448703136993,0.490411376953125
12,616,18333696,318,-798.8997344970703,0.065473974,0.2,696.0133645534515,0.719585657119751,-1.9838751882314682,0.001,135.72828674316406,0.40569692850112915,11180,0.0005840559453645256,0.471832275390625
13,618,18350080,344,-916.0527114868164,0.05611279,0.2,823.5409428596497,0.6354121267795563,-2.0185489028692247,0.001,291.7955322265625,0.4064459800720215,11190,0.0032634617411531506,0.486651611328125
14,619,18366464,370,-826.7707977294922,0.045023967,0.2,748.9265184402466,0.7874122709035873,-2.025176102668047,0.001,258.503173828125,0.4078715443611145,11200,-0.004459086719725747,0.42735595703125
15,619,18382848,396,-937.0487823486328,0.054117505,0.2,759.8422866821289,0.7556312680244446,-2.025103371590376,0.001,325.75103759765625,0.4080759882926941,11210,-0.00367701728027896,0.438421630859375
16,620,18399232,422,-785.1240386962891,0.047533754,0.2,666.9974763870239,0.7820605635643005,-2.0176935248076915,0.001,221.1131591796875,0.40770959854125977,11220,-0.0010531097126659007,0.38502197265625
17,621,18415616,447,-698.8194046020508,0.047459856,0.2,748.4524317741394,0.7821311056613922,-2.0065194718539714,0.001,290.3996887207031,0.4049663245677948,11230,-0.00264291908024461,0.389837646484375
