time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rew_vec_envs,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/loss,train/std,train/clip_range,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_fraction,train/n_updates
20,1149,655360,570,375.51637148857117,-0.005567010375671089,0.001,3286.948804593086,675.1580810546875,0.8880565166473389,0.2,0.5627624094486237,-5.21584943830967,0.012343695,0.1205841064453125,190
21,1208,688128,569,284.94687826931477,-0.0066183604485559044,0.001,2644.1006728947164,2411.968017578125,0.8803125023841858,0.2,0.6413992345333099,-5.178887685388327,0.019160038,0.15174560546875,200
22,1267,720896,568,544.0389648675919,-0.005975640432734508,0.001,2773.995685297251,2593.0634765625,0.86656653881073,0.2,0.5489161610603333,-5.125962620228529,0.019248597,0.1715606689453125,210
23,1327,753664,567,209.4815040230751,-0.007308824466599617,0.001,3023.125423550606,3977.974365234375,0.8598600625991821,0.2,0.6525634527206421,-5.086701170355082,0.013419505,0.1249847412109375,220
24,1390,786432,565,129.98873281478882,-0.007328566555588623,0.001,3198.286503458023,552.1686401367188,0.8486477136611938,0.2,0.6345011293888092,-5.037752963602543,0.015105128,0.1311767578125,230
25,1452,819200,563,604.9840899705887,-0.005150027288073034,0.001,2913.9448628902437,1536.6837158203125,0.8450121879577637,0.2,0.6390478909015656,-5.00713911280036,0.012530068,0.1018585205078125,240
26,1516,851968,561,275.6371758878231,-0.006037177699181484,0.001,3627.875232076645,1853.72509765625,0.8381862640380859,0.2,0.6548606157302856,-4.979345363378525,0.012950588,0.110540771484375,250
27,1582,884736,558,364.7476305961609,-0.006560158341017086,0.001,3474.3916877150536,689.0598754882812,0.8308287262916565,0.2,0.6724898219108582,-4.943802793323994,0.013835173,0.1343109130859375,260
28,1646,917504,557,418.4700094461441,-0.006406592280472978,0.001,6305.893529033661,2939.993408203125,0.8228398561477661,0.2,0.7171238958835602,-4.902918818593025,0.009396263,0.090106201171875,270
29,1711,950272,555,336.47466200590134,-0.0060827244145912115,0.001,4084.38398873806,3944.626708984375,0.818136990070343,0.2,0.7565721124410629,-4.876658798754216,0.012093848,0.11390380859375,280
30,1772,983040,554,606.9015967845917,-0.007156253058928997,0.001,3839.618009662628,1705.97412109375,0.8122807741165161,0.2,0.7052274942398071,-4.855923349410295,0.015204091,0.1256439208984375,290
31,1832,1015808,554,557.01066878438,-0.006407105365724419,0.001,3811.9290647983553,500.7998962402344,0.8032808303833008,0.2,0.7254714369773865,-4.8061297431588175,0.014103182,0.1100799560546875,300
32,1894,1048576,553,243.80047523975372,-0.00724982289793843,0.001,4453.565654230118,1471.2357177734375,0.7961893081665039,0.2,0.7336980998516083,-4.773511730879545,0.012021868,0.0996490478515625,310
