step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[-1.41551261  0.43595734  0.1528459 ],[ 0.44581559 -0.00560704 -2.34459831],[-0.0063106  -0.46627202  0.17477878],[ 3.35556574 -4.50611477  7.88090478],[0.26109078 0.36188114 0.34524964 0.35209661],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.44581559 -0.00560704 -2.34459831],[-0.33889006 -0.36448189 -0.01742178],[ 4.26249381 -5.43656322 -2.18263102],7.244925893935172,0.8502006991976426
0,0,[-1.27662638  0.87223063  0.34435044],[ 4.35311080e-01 -6.96106516e-04 -2.33949879e+00],[-0.00910521 -0.50329002  0.14598692],[ 3.35253634 -4.50308072  7.8803488 ],[0.14160573 0.15424355 0.1502313  0.20523188],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 4.35311080e-01 -6.96106516e-04 -2.33949879e+00],[-0.36820308 -0.37277675  0.01264588],[ 4.26343054 -5.42013383 -2.2126849 ],7.242283149610614,0.8475885571267807
0,0,[-1.49691258  0.97177321  0.41671851],[ 0.42329969  0.00518895 -2.33309113],[-0.01169662 -0.5387885   0.07859847],[ 3.34945901 -4.49999887  7.87925392],[0.11036577 0.08035237 0.09135112 0.12461015],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.42329969  0.00518895 -2.33309113],[-0.39734478 -0.36465839  0.07582195],[ 4.26311348 -5.40331423 -2.2443984 ],7.23928625252119,0.8455383089440649
1,0,[-1.70597525  0.91105588  0.42386119],[ 0.40953786  0.0108443  -2.3267151 ],[-0.01339223 -0.57245256  0.00157842],[ 3.34636446 -4.49690017  7.87752963],[0.09092949 0.06336041 0.07035465 0.07552065],[-2.52534485 -0.16092111  0.31371227 -0.73409039],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.40953786  0.0108443  -2.3267151 ],[-0.42568466 -0.35373341  0.14679585],[ 4.26166603 -5.38242692 -2.28604525],7.235904902719738,0.8427388637318778
1,0,[-1.89282475  0.77695715  0.38820611],[ 0.39420824  0.01583963 -2.32094693],[-0.01422932 -0.60420879 -0.05595508],[ 3.34323176 -4.49376665  7.87524187],[0.41779859 0.41004301 0.43406691 0.40584159],[-2.52534485 -0.16092111  0.31371227 -0.73409039],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.39420824  0.01583963 -2.32094693],[-0.45256124 -0.35197307  0.1992611 ],[ 4.25961868 -5.3561171  -2.33919351],7.232162051113602,0.839303896199525
1,0,[-1.90523015  0.53629134  0.35788732],[ 0.37835952  0.01912355 -2.31615704],[-0.01497782 -0.6353194  -0.04837012],[ 3.33988864 -4.49044786  7.87293256],[0.32111256 0.34769942 0.32323243 0.30554479],[-2.52534485 -0.16092111  0.31371227 -0.73409039],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.37835952  0.01912355 -2.31615704],[-0.47785644 -0.37569769  0.19157037],[ 4.25414239 -5.32672281 -2.40329894],7.228246620828742,0.8362665914020063
2,0,[-1.91955982  0.59601018  0.24980251],[ 0.36254725  0.02276311 -2.3123222 ],[-0.01464437 -0.66445809 -0.08782662],[ 3.33640248 -4.48700654  7.8704018 ],[0.14863097 0.1800494  0.15976282 0.14347543],[-2.53966022 -0.33556935  0.34015667 -0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.36254725  0.02276311 -2.3123222 ],[-0.50175772 -0.38240939  0.22679234],[ 4.25392494 -5.29214077 -2.46675364],7.224091975552171,0.8329602714211055
2,0,[-2.01514508  0.62946325  0.22262733],[ 0.34605962  0.02694933 -2.30877018],[-0.01334547 -0.69090026 -0.16344907],[ 3.33287587 -4.48353109  7.86732428],[0.07866925 0.12665441 0.11335335 0.09611429],[-2.53966022 -0.33556935  0.34015667 -0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.34605962  0.02694933 -2.30877018],[-0.52434513 -0.37731931  0.29483757],[ 4.25702609 -5.25300101 -2.53102866],7.219584259125232,0.8289903619011435
2,0,[-1.94333221  0.74851785  0.24420058],[ 0.32943053  0.03177986 -2.30501819],[-0.01142559 -0.71526317 -0.20884378],[ 3.32929158 -4.48000964  7.8637672 ],[0.45457852 0.50392737 0.52682009 0.49574367],[-2.53966022 -0.33556935  0.34015667 -0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.32943053  0.03177986 -2.30501819],[-0.54499648 -0.38344658  0.3336094 ],[ 4.26184319 -5.2124575  -2.59221882],7.214750095685504,0.8254783473783165
3,0,[-1.58491028  0.26931459  0.54018341],[ 0.31573713  0.03476155 -2.29990054],[-0.01127455 -0.73996206 -0.17402083],[ 3.32544527 -4.47628713  7.86046618],[0.34352945 0.25824116 0.40236356 0.25143893],[-2.52524042 -0.38127151  0.31666842 -0.8       ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.31573713  0.03476155 -2.29990054],[-0.56506382 -0.41263583  0.29730248],[ 4.25327381 -5.18666913 -2.64392113],7.20986780411488,0.8239766998275828
