aviary_steps,physics_steps,step_count,agent_id,elapsed_time,rew_closing_distance,rew_close_to_target,rew_engaging_enemy,rew_speed_magnitude,rew_near_engagement,acc_rewards,vel_angles,rel_vel_magnitudade,approaching,chasing,in_range,in_cone,current_term,info[downed],info[exploded_target],info[exploded_ally],info[crashes],info[ally_collision],info[is_success],info[mission_complete],info[out_of_bounds],info[timeover]
11,22,0,0,0.09166666666666666,7.827395477022492e-05,0.0,0.1923058504777142,0.0,0.0,0.19238412443248443,1.5600149410678807,0.01849328760250471,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,1,0.09166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.581358025838715,0.021491582697520745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,2,0.09166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.5903323908996994,0.022307277959484322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,0,0.1,3.226255948352019e-05,0.0,0.1957484886450291,0.0,0.0,0.3881648756369971,1.5325788826090039,0.20306401913672206,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,1,0.1,1.8104343870284367e-05,0.0,0.19129001231242804,0.0,0.0,0.19130811665629832,1.5682993396958922,0.18357436626820742,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6064551312826643,0.20143376803342022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,0,0.10833333333333334,6.558069533113553e-05,0.0,0.1938875558594667,0.0,0.0,0.5821180121917949,1.547288574917338,0.401072231533599,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,1,0.10833333333333334,5.609220276703297e-05,0.0,0.19251131235482852,0.0,0.0,0.3838755212138939,1.5583499812574804,0.37227279713647,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,2,0.10833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.5849267005251857,0.3839874866980268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,0,0.11666666666666667,8.269317825071454e-05,0.0,0.1946356300917597,0.0,0.0,0.7768363354618053,1.5413416333821663,0.44246485165787747,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,1,0.11666666666666667,7.833698896941854e-05,0.0,0.19343212701871723,0.0,0.0,0.5773859852215806,1.5509316090546368,0.41750554161614234,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,2,0.11666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.5880568870509346,0.41357974337258846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,0,0.125,0.00010293721049237092,0.0,0.19592333305178974,0.0,0.0,0.9728626057240874,1.5312111902501115,0.5056486524054974,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,1,0.125,0.00010951803399894544,0.0,0.19548230431644828,0.0,0.0,0.7729778075720278,1.5346657644998785,0.4833082388520552,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,2,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.5924781791990585,0.4654469462310861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,0,0.13333333333333333,0.00021842974803831794,0.0,0.1973074168467952,0.0,0.0,1.170388452318921,1.5204699589825519,0.7048714260471711,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,1,0.13333333333333333,0.00026268560692876974,0.0,0.19866381259177202,0.0,0.0,0.9719043057707286,1.510088808254478,0.678672350619024,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,2,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.596816682953486,0.6719964801130595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,0,0.14166666666666666,0.00035353191839870846,0.0,0.19805410062350945,0.0,0.0,1.3687960848608292,1.5147376350984239,0.8299317415139713,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,1,0.14166666666666666,0.0004417027383469829,0.0,0.20014093003084366,0.0,0.0,1.1724869385399193,1.49894376904198,0.8107134720709531,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,2,0.14166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.6014527684269138,0.8615225840399197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,36,1,0,0.15,0.0003821762459548239,0.0,0.19877282575665162,0.0,0.0,1.5679510868634357,1.5092606288511294,0.8497580385043421,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18,36,1,1,0.15,0.0004838767650676701,0.0,0.2010330840009493,0.0,0.0,1.3740038993059362,1.4922916866687643,0.8505282831185604,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18,36,1,2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.6057606745961566,0.9068526109018574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,38,2,0,0.15833333333333333,0.0003859360079463414,0.0,0.1996783414899528,0.0,0.0,1.7680153643613348,1.5024163249828226,0.8366194382902009,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,38,2,1,0.15833333333333333,0.0004956208817281649,0.0,0.20202691980671184,0.0,0.0,1.5765264399943764,1.4849506208728191,0.853090883277675,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,38,2,2,0.15833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.6104127411148963,0.890293237502477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,40,2,0,0.16666666666666666,0.00041158424612852684,0.0,0.20081112776508764,0.0,0.0,1.969238076372551,1.4939411144134662,0.7742651511921635,1,1,0,0,0,0,0,0,0,0,0,0,0,0
