aviary_steps,physics_steps,step_count,agent_id,elapsed_time,rew_closing_distance,rew_close_to_target,rew_engaging_enemy,rew_speed_magnitude,rew_near_engagement,acc_rewards,vel_angles,rel_vel_magnitude,current_lin_vel_magnitude,approaching,chasing,in_range,in_cone,current_term,info[downed],info[exploded_target],info[exploded_ally],info[crashes],info[ally_collision],info[is_success],info[mission_complete],info[out_of_bounds],info[timeover]
11,22,0,10,0.09166666666666666,0.057710453802135575,0.007740604628058943,0.0,-0.1,0.0,-0.03454894156980548,0.0,0.674028648784055,0.8458913180552382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,11,0.09166666666666666,0.0,0.004807154753388544,0.0,-0.1,0.0,-0.09519284524661147,0.0,0.6578690809064505,0.8294823211409883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,12,0.09166666666666666,0.007625382718067897,0.008614655747023513,0.0,-0.1,0.0,-0.0837599615349086,0.0,0.6724398162144116,0.8460638928947491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,13,0.09166666666666666,0.04471642901863859,0.004245241832415178,0.0,-0.1,0.0,-0.05103832914894624,0.0,0.6700097178783816,0.8404978813791752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,14,0.09166666666666666,0.009750206787145999,0.004719055860640278,0.0,-0.1,0.0,-0.08553073735221373,0.0,0.6434554634303674,0.8138178025410217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,15,0.09166666666666666,0.07826759261174043,0.023391775912726554,0.0,-0.1,0.0,0.0016593685244669781,0.0,0.6884578843598298,0.8511053417219481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,16,0.09166666666666666,0.023258956141560816,0.005595339793245655,0.0,-0.1,0.0,-0.07114570406519354,0.0,0.6706009868800439,0.8425589982501115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,17,0.09166666666666666,0.005070851003043941,0.004778636668794128,0.0,-0.1,0.0,-0.09015051232816193,0.0,0.6560465283416702,0.8277986313899629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,18,0.09166666666666666,0.038385783109168514,0.013018557559442135,0.0,-0.1,0.0,-0.04859565933138936,0.0,0.6697855847260571,0.8403335473565258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,0,19,0.09166666666666666,0.0,0.0052127040665976305,0.0,-0.1,0.0,-0.09478729593340238,0.0,0.6606896503890788,0.8325603522481101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,0,0.1,0.01047511407549706,0.0057351484545986944,0.0,-0.1,0.0,-0.12954325948501724,0.0,0.8083346697991236,0.9090279688523928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,1,0.1,0.0,0.0060338353688656745,0.0,-0.1,0.0,-0.18793213531993594,0.0,0.8101918170780832,0.9109284363234615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,2,0.1,0.00645399949669212,0.003679632235781752,0.0,-0.1,0.0,-0.15618187181789445,0.0,0.8041476041396548,0.9048659907867935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,3,0.1,0.0005794182027774042,0.009186692890667826,0.0,-0.1,0.0,-0.17825872317930855,0.0,0.7920345584735153,0.8870263999685537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,4,0.1,0.0009133997073256239,0.00726355140077473,0.0,-0.1,0.0,-0.17872090050114492,0.0,0.8098656791859317,0.9105583249759217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,5,0.1,8.544673313437556e-05,0.0038850422954182363,0.0,-0.1,0.0,-0.19214447297500725,0.0,0.6962588639673847,0.7912785645352917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,6,0.1,0.0063468510017195,0.008652279542748595,0.0,-0.1,0.0,-0.14688076287446675,0.0,0.7920807813101269,0.8928332258978516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,7,0.1,0.011362346341872609,0.005136378662370661,0.0,-0.1,0.0,-0.1251853224167831,0.0,0.8108416437525505,0.9058191599772613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,8,0.1,0.005807410875519281,0.006524564554730288,0.0,-0.1,0.0,-0.15523420242632568,0.0,0.8599488613408419,0.9113029191869711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,9,0.1,0.009589570707057682,0.018975907862099173,0.0,-0.1,0.0,-0.10873273708113626,0.0,0.8150027818303943,0.9099441367597262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,10,0.1,0.012318507104710719,0.007743065701950856,0.0,-0.1,0.0,-0.11448736876314392,0.0,0.8061823722986733,0.9066398504024796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,11,0.1,0.0028462343522690503,0.0048073740063234284,0.0,-0.1,0.0,-0.187539236888019,0.0,0.7219921084471057,0.8182389877333347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,12,0.1,0.0015929511836958454,0.008615049820252704,0.0,-0.1,0.0,-0.17355196053096006,0.0,0.8657990599610873,0.9172896311783021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,13,0.1,0.009822891001078915,0.004245832010817472,0.0,-0.1,0.0,-0.13696960613704984,0.0,0.8020297557077696,0.8969658094542738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,14,0.1,0.0032541972723656443,0.0047192974373657425,0.0,-0.1,0.0,-0.17755724264248235,0.0,0.6290222646909832,0.7222526574598352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,15,0.1,0.017851763427634282,0.02342438143750397,0.0,-0.1,0.0,-0.057064486610394774,0.0,0.8858234392685004,0.9290951470807999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,16,0.1,0.004898886780459577,0.005595851084968219,0.0,-0.1,0.0,-0.16065096619976577,0.0,0.8097206241477551,0.9104653945593014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,17,0.1,0.003548661532519759,0.004778906800708458,0.0,-0.1,0.0,-0.1818229439949337,0.0,0.7020669709351824,0.8006713695103431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,18,0.1,0.008252081461301408,0.013023221183521103,0.0,-0.1,0.0,-0.12732035668656685,0.0,0.8093635412931122,0.9044565713465641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,0,19,0.1,0.0,0.0052126657599045265,0.0,-0.1,0.0,-0.18957463017349785,0.0,0.7414507379158564,0.8415569169865765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,0,0.10833333333333334,0.01246196718831527,0.005736515107269721,0.0,-0.1,0.0,-0.21134477718943226,0.0,0.937932435077336,0.9759253214962232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,1,0.10833333333333334,0.0,0.006033582820797084,0.0,-0.1,0.0,-0.28189855249913887,0.0,0.9376802280813913,0.9757371474207857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,2,0.10833333333333334,0.007661934623186539,0.003679978069100721,0.0,-0.1,0.0,-0.2448399591256072,0.0,0.9320940995134503,0.9701090831240615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,3,0.10833333333333334,0.0006719978970934903,0.00918688193949735,0.0,-0.1,0.0,-0.2683998433427177,0.0,0.8971254520930155,0.9296083677786492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,4,0.10833333333333334,0.0007672102008466908,0.007263686327882012,0.0,-0.1,0.0,-0.2706900039724162,0.0,0.9373033303958899,0.9752727868601252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,5,0.10833333333333334,0.0005377361009912818,0.003885069350102248,0.0,-0.1,0.0,-0.2877216675239137,0.0,0.772709437155434,0.8010728340081924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,6,0.10833333333333334,0.0075079917835960686,0.008654153491328958,0.0,-0.1,0.0,-0.2307186175995417,0.0,0.9042300766119946,0.9423599521108041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,7,0.10833333333333334,0.013348170791338987,0.005137552786005483,0.0,-0.1,0.0,-0.20669959883943861,0.0,0.932665547660186,0.9650084662007508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,8,0.10833333333333334,0.008364324701318537,0.006525751666755664,0.0,-0.1,0.0,-0.2403441260582515,0.0,1.2562806015836505,0.9739161081854935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,9,0.10833333333333334,0.011544428769765247,0.0189897745763446,0.0,-0.1,0.0,-0.17819853373502642,0.0,0.9413640507770011,0.9736464795405169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,10,0.10833333333333334,0.014376373921225039,0.007745939889952697,0.0,-0.1,0.0,-0.19236505495196618,0.0,0.9255978380918102,0.9632408171337953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,11,0.10833333333333334,0.007957795460935557,0.004807987122428662,0.0,-0.1,0.0,-0.2747734543046548,0.0,0.8232050983458857,0.8538725176500368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,12,0.10833333333333334,0.002277748265813173,0.008615613365075733,0.0,-0.1,0.0,-0.26265859890007115,0.0,1.271037387613418,0.9882693101927997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,13,0.10833333333333334,0.011836730383105731,0.004246543402650249,0.0,-0.1,0.0,-0.22088633235129385,0.0,0.9220447906726364,0.9543226967693128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,14,0.10833333333333334,0.005570000157160138,0.00471971098611137,0.0,-0.1,0.0,-0.26726753149921084,0.0,0.5550170719599437,0.5830418953723865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,15,0.10833333333333334,0.02566438418589989,0.023471415989872717,0.0,-0.1,0.0,-0.10792868643462217,0.0,1.2933720393227326,1.0066644669457487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,16,0.10833333333333334,0.0057221558469890965,0.005596448418756271,0.0,-0.1,0.0,-0.24933236193402042,0.0,0.9401416089923958,0.9781820399608019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,17,0.10833333333333334,0.00818058438976621,0.004779529641136661,0.0,-0.1,0.0,-0.2688628299640308,0.0,0.7281859050659287,0.7618746578516693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,18,0.10833333333333334,0.009794139565217463,0.01302876063235667,0.0,-0.1,0.0,-0.20449745648899273,0.0,0.9341979018071261,0.9667033512033537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,26,0,19,0.10833333333333334,0.0,0.005212597532165851,0.0,-0.1,0.0,-0.284362032641332,0.0,0.7928278031343421,0.8297156479602878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,0,0.11666666666666667,0.01296971506525324,0.005737938134411034,0.0,-0.1,0.0,-0.292637123989768,0.0,0.9635632377445975,1.046560502219321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,1,0.11666666666666667,0.0,0.006033301904912527,0.0,-0.1,0.0,-0.3758652505942264,0.0,0.9617929169869023,1.0447928661601094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,2,0.11666666666666667,0.007988276711131448,0.0036803387016025105,0.0,-0.1,0.0,-0.33317134371287327,0.0,0.9584305125547771,1.0414738507068364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,3,0.11666666666666667,0.0006907902821602363,0.009187076283177527,0.0,-0.1,0.0,-0.35852197677737996,0.0,0.9006431730202291,0.9875697120934245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,4,0.11666666666666667,0.0005350233503378377,0.007263780423905588,0.0,-0.1,0.0,-0.3628912001981728,0.0,0.9625940472249398,1.0455146242744744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,5,0.11666666666666667,0.0014875053097327395,0.003885144191723557,0.0,-0.1,0.0,-0.3823490180224574,0.0,0.8717173615410327,0.9115669075259956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,6,0.11666666666666667,0.007806502340583776,0.008656102807290934,0.0,-0.1,0.0,-0.314256012451667,0.0,0.9192752695979445,1.0023409426127654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,7,0.11666666666666667,0.013583983152251733,0.005138748203244756,0.0,-0.1,0.0,-0.28797686748394213,0.0,0.9441592046202893,1.0309663688188362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,8,0.11666666666666667,0.011227883097967961,0.006527345870394642,0.0,-0.1,0.0,-0.3225888970898889,0.0,1.6008110824827326,1.0430606872734574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,9,0.11666666666666667,0.012014291953965639,0.01900422720852532,0.0,-0.1,0.0,-0.24718001457253547,0.0,0.9553093093652152,1.0421526033955262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,10,0.11666666666666667,0.014760095864405187,0.007748893014140214,0.0,-0.1,0.0,-0.2698560660734208,0.0,0.9471032679222241,1.029316427141835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,11,0.11666666666666667,0.013990727258871516,0.004809065430900848,0.0,-0.1,0.0,-0.3559736616148824,0.0,0.9509766204459363,0.9963666780353474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,12,0.11666666666666667,0.003035860346040309,0.00861636459140947,0.0,-0.1,0.0,-0.35100637396262135,0.0,1.6207807039212303,1.061811020727734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,13,0.11666666666666667,0.012336218095288842,0.004247285067611693,0.0,-0.1,0.0,-0.3043028291883933,0.0,0.933162906728285,1.019998635449046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,14,0.11666666666666667,0.008046358547240118,0.0047203085218928105,0.0,-0.1,0.0,-0.3545008644300779,0.0,0.4695751645973182,0.5166459628649027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,15,0.11666666666666667,0.034814829058782415,0.023535523093865484,0.0,-0.1,0.0,-0.14957833428197426,0.0,1.653452285639648,1.085248476508129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,16,0.11666666666666667,0.005876538998840886,0.0055970620012936465,0.0,-0.1,0.0,-0.3378587609338859,0.0,0.9671745383446302,1.0502362304812842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,17,0.11666666666666667,0.01454433678564726,0.004780637395913297,0.0,-0.1,0.0,-0.34953785578247026,0.0,0.7719082167262987,0.8217997029621824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,18,0.11666666666666667,0.01001908211472724,0.013034432184161438,0.0,-0.1,0.0,-0.28144394219010405,0.0,0.9462027713026019,1.033419591178133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,28,0,19,0.11666666666666667,0.0,0.0052125113052912024,0.0,-0.1,0.0,-0.3791495213360408,0.0,0.7443223999176078,0.8227427948846392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,0,0.125,0.013243237501015415,0.005739391900904262,0.0,-0.1,0.0,-0.37365449458784833,0.0,0.9932062256471258,1.120867531928622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,1,0.125,0.0,0.00603300461541479,0.0,-0.1,0.0,-0.46983224597881157,0.0,0.9909204235512379,1.1184914041486025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,2,0.125,0.008178769968470334,0.003680708007202816,0.0,-0.1,0.0,-0.42131186573720014,0.0,0.9890552783391305,1.1167879980057818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,3,0.125,0.0007007337930122759,0.009187273432719198,0.0,-0.1,0.0,-0.44863396955164847,0.0,0.9209095922908386,1.0583764587697644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,4,0.125,0.00040360163281327743,0.007263851408044567,0.0,-0.1,0.0,-0.45522374715731495,0.0,0.9923651458413985,1.1199026101804759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,5,0.125,0.0026476089477291964,0.003885277409371018,0.0,-0.1,0.0,-0.4758161316653572,0.0,1.0361410205997874,1.0717919682925785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,6,0.125,0.007983123064011721,0.008658097134567388,0.0,-0.1,0.0,-0.39761479225308793,0.0,0.9449035964160274,1.0725031522101642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,7,0.125,0.013698083975185682,0.00513995422504659,0.0,-0.1,0.0,-0.3691388292837099,0.0,0.9676995195750666,1.1050968687306728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,8,0.125,0.011942837292679087,0.006529042442719392,0.0,-0.1,0.0,-0.40411701735449046,0.0,1.667812482974604,1.1191580794465044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,9,0.125,0.012237416041950056,0.019018970881796923,0.0,-0.1,0.0,-0.3159236276487885,0.0,0.9777712859011176,1.1152904613548806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,10,0.125,0.015028674064234693,0.007751902188551426,0.0,-0.1,0.0,-0.34707548982063463,0.0,0.9774458530422864,1.103982686896852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,11,0.125,0.019788561828072204,0.0048105914224763615,0.0,-0.1,0.0,-0.4313745083643339,0.0,1.155551202626812,1.1988691579288226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,12,0.125,0.0031363059456328557,0.008617140810685903,0.0,-0.1,0.0,-0.4392529272063026,0.0,1.6882807563578297,1.1383161489873548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,13,0.125,0.012588150727228964,0.004248042146101811,0.0,-0.1,0.0,-0.3874666363150625,0.0,0.9549325045488386,1.0924498939762335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,14,0.125,0.010353814040456655,0.004721077635745105,0.0,-0.1,0.0,-0.4394259727538761,0.0,0.5314767715202622,0.5579453184424742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,15,0.125,0.037521806437432303,0.023605008002576606,0.0,-0.1,0.0,-0.18845151984196534,0.0,1.7381618742598444,1.1649436685069245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,16,0.125,0.005962926624704323,0.005597684741295968,0.0,-0.1,0.0,-0.4262981495678856,0.0,0.9985523809329881,1.1262938872568422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,17,0.125,0.021694991259405327,0.00478229072765466,0.0,-0.1,0.0,-0.4230605737954103,0.0,0.9643856245203004,1.0037962643896157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,18,0.125,0.010081337926233225,0.01304014396349444,0.0,-0.1,0.0,-0.3583224603003764,0.0,0.9668860185626712,1.1049241308592526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,30,1,19,0.125,0.0,0.005212421776086318,0.0,-0.1,0.0,-0.4739370995599545,0.0,0.69725498986087,0.8108096792722306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,0,0.13333333333333333,0.01436816742438296,0.005740969989140315,0.0,-0.1,0.0,-0.4535453571743251,0.0,1.0923751760740918,1.1965628023589885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,1,0.13333333333333333,0.0,0.006032684057913471,0.0,-0.1,0.0,-0.5637995619208981,0.0,1.0892370412933254,1.1933173422644028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,2,0.13333333333333333,0.008897575352442288,0.003681109854048869,0.0,-0.1,0.0,-0.5087331805307089,0.0,1.0884701666551309,1.1927129033522168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,3,0.13333333333333333,0.0007635891616182278,0.009187488276081594,0.0,-0.1,0.0,-0.5386828921139486,0.0,1.0324780799207445,1.132253794065355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,4,0.13333333333333333,0.00039534793684659064,0.007263920941895526,0.0,-0.1,0.0,-0.5475644782785728,0.0,1.088422729570997,1.1925425330655417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,5,0.13333333333333333,0.003834164934730211,0.0038854703462140616,0.0,-0.1,0.0,-0.568096496384413,0.0,1.2585204764588611,1.2735081672456117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,6,0.13333333333333333,0.008670054908160196,0.00866026411097887,0.0,-0.1,0.0,-0.48028447323394885,0.0,1.042436461747946,1.1464472935641141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,7,0.13333333333333333,0.01504530399271431,0.005141279512783132,0.0,-0.1,0.0,-0.44895224577821247,0.0,1.0832067257719784,1.1828520342482585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,8,0.13333333333333333,0.012346214019073543,0.006530797245197579,0.0,-0.1,0.0,-0.48524000609021933,0.0,1.7624574275947527,1.1979402228712284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,9,0.13333333333333333,0.013356301692347472,0.019035088723441215,0.0,-0.1,0.0,-0.38353223723299984,0.0,1.0897205061337718,1.1893526479289334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,10,0.13333333333333333,0.016343037870949928,0.0077551771903410565,0.0,-0.1,0.0,-0.42297727475934366,0.0,1.0770951461520677,1.1805549729036848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,11,0.13333333333333333,0.026246308102265914,0.004812616896752826,0.0,-0.1,0.0,-0.5003155833653151,0.0,1.4346119810029132,1.454545745634329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,12,0.13333333333333333,0.0031689881177054957,0.008617925260689085,0.0,-0.1,0.0,-0.527466013827908,0.0,1.782825917921715,1.2169272773187922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,13,0.13333333333333333,0.013773753871497263,0.0042488708386039815,0.0,-0.1,0.0,-0.4694440116049613,0.0,1.067819103445782,1.1674716090726844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,14,0.13333333333333333,0.012126108518394574,0.004721978719922103,0.0,-0.1,0.0,-0.5225778855155594,0.0,0.60972853758546,0.6196297498451069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,15,0.13333333333333333,0.039096103759328926,0.023677846095979907,0.0,-0.1,0.0,-0.2256775699866565,0.0,1.832736435852094,1.2452497921834147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,16,0.13333333333333333,0.006500583506067414,0.005598363789552592,0.0,-0.1,0.0,-0.5141992022722656,0.0,1.0995065353902633,1.2037615949248457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,17,0.13333333333333333,0.028293659248323166,0.004784448649623192,0.0,-0.1,0.0,-0.48998246589746397,0.0,1.20113724722555,1.2168189555810955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,18,0.13333333333333333,0.010991263801989781,0.013046376985878155,0.0,-0.1,0.0,-0.43428481951250847,0.0,1.0790364878146568,1.179167281942582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,32,1,19,0.13333333333333333,0.0,0.005212346122761134,0.0,-0.1,0.0,-0.5687247534371933,0.0,0.7046184547781194,0.7855692993017458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,0,0.14166666666666666,0.016076498866823385,0.005742736736307124,0.0,-0.1,0.0,-0.5317261215711946,0.0,1.20183191810566,1.2728948410911043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,1,0.14166666666666666,0.0,0.00603233475487922,0.0,-0.1,0.0,-0.6577672271660189,0.0,1.1976956636484108,1.2686385243642724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,2,0.14166666666666666,0.009972249290953528,0.003681560341370774,0.0,-0.1,0.0,-0.5950793708983846,0.0,1.1966498469364093,1.2677420493231002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,3,0.14166666666666666,0.0008544829777719087,0.009187728705231895,0.0,-0.1,0.0,-0.6286406804309448,0.0,1.1516072010292069,1.2065068939539703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,4,0.14166666666666666,0.0004531548193913437,0.007264000644466611,0.0,-0.1,0.0,-0.6398473228147148,0.0,1.192785761506087,1.2638542654228988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,5,0.14166666666666666,0.005119978411340043,0.0038857280156296124,0.0,-0.1,0.0,-0.6590907899574433,0.0,1.517610991957608,1.5206307355911517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,6,0.14166666666666666,0.009692873903707877,0.008662688013322796,0.0,-0.1,0.0,-0.5619289113169181,0.0,1.149531380820051,1.2202986200432302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,34,1,7,0.14166666666666666,0.017100276093380273,0.0051427866458230095,0.0,-0.1,0.0,-0.5267091830390092,0.0,1.2052210410351167,1.2599190738193446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
