rew_vec_envs,time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/value_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/loss,train/n_updates,train/clip_range,train/std,train/clip_fraction,train/explained_variance
0.6762016,,,,,,,,,,,,,,,
0.5724647,,,,,,,,,,,,,,,
,47,5111808,1,688,,,,,,,,,,,
2.0673735,,,,,11124.431846046447,0.0001,-5.26579354852438,0.004199839,-0.0016710798467101996,6967.73583984375,1560,0.2,0.9035593271255493,0.0140045166015625,0.6394857466220856
0.72285104,,,,,,,,,,,,,,,
,80,5144576,2,809,,,,,,,,,,,
0.6780676,,,,,7878.482914733887,0.0001,-5.2695374801754955,0.0038837818,-0.0017899942708027084,4076.488037109375,1570,0.2,0.9038971662521362,0.0203582763671875,0.7096385359764099
188.52242,,,,,,,,,,,,,,,
,114,5177344,3,855,,,,,,,,,,,
1.2686884,,,,,3112.194134902954,0.0001,-5.267259584367276,0.0040077083,-0.0018823585556674515,2640.591552734375,1580,0.2,0.9022926092147827,0.0212005615234375,0.5840802192687988
0.6858947,,,,,,,,,,,,,,,
,149,5210112,4,876,,,,,,,,,,,
0.7735802,,,,,8013.147446727753,0.0001,-5.26128002256155,0.0038919095,-0.0012436386808985845,990.4647827148438,1590,0.2,0.9014292359352112,0.0082733154296875,0.5674414932727814
0.89494073,,,,,,,,,,,,,,,
,183,5242880,5,893,,,,,,,,,,,
0.8932635,,,,,11164.49416847229,0.0001,-5.257210791110992,0.002581932,-0.0012177122363937088,5757.22265625,1600,0.2,0.9004061222076416,0.0042877197265625,0.6286555528640747
0.5823471,,,,,,,,,,,,,,,
,218,5275648,6,901,,,,,,,,,,,
0.5799688,,,,,10744.983339500428,0.0001,-5.253858870267868,0.0025214355,-0.0009369441671879031,1197.7320556640625,1610,0.2,0.9001442193984985,0.003021240234375,0.7097599804401398
0.7627795,,,,,,,,,,,,,,,
,252,5308416,7,907,,,,,,,,,,,
0.580076,,,,,14970.336530685425,0.0001,-5.251721628010273,0.001464392,-0.0007313400197745068,5670.43798828125,1620,0.2,0.8992363214492798,0.0007476806640625,0.6320415437221527
1.3084552,,,,,,,,,,,,,,,
,287,5341184,8,910,,,,,,,,,,,
0.8125231,,,,,12793.65418510437,0.0001,-5.24845934510231,0.003614658,-0.0013922043748607394,5819.89501953125,1630,0.2,0.8987426161766052,0.0118927001953125,0.6529638767242432
0.62977767,,,,,,,,,,,,,,,
,322,5373952,9,915,,,,,,,,,,,
0.5856501,,,,,18220.88129348755,0.0001,-5.247020281851292,0.0016874507,-0.0008862940179824363,13596.5087890625,1640,0.2,0.8988041877746582,0.0010711669921875,0.6465052366256714
0.4686371,,,,,,,,,,,,,,,
,356,5406720,10,918,,,,,,,,,,,
