rew_vec_envs,time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/value_loss,train/learning_rate,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/loss,train/n_updates,train/clip_range,train/std,train/clip_fraction,train/explained_variance
0.79090476,,,,,10250.682268333436,0.0001,-5.243557220697403,0.0031353314,-0.0012847521807998418,1721.8089599609375,1650,0.2,0.89629065990448,0.00943603515625,0.6614842116832733
0.76347035,,,,,,,,,,,,,,,
,390,5439488,11,922,,,,,,,,,,,
0.87700593,,,,,7842.902229499817,0.0001,-5.231206099689007,0.0029384014,-0.0013030901638558135,1226.072265625,1660,0.2,0.8935397863388062,0.003973388671875,0.7512438297271729
0.7576021,,,,,,,,,,,,,,,
,424,5472256,12,925,,,,,,,,,,,
127.29598,,,,,7151.485296440124,0.0001,-5.222882808744908,0.0037301865,-0.0016796861506009008,1639.341552734375,1670,0.2,0.8928508758544922,0.0108612060546875,0.6981865763664246
0.57332873,,,,,,,,,,,,,,,
,459,5505024,13,927,,,,,,,,,,,
0.7503598,,,,,13471.00236968994,0.0001,-5.220357516407967,0.002403621,-0.0009225140824128175,10184.71484375,1680,0.2,0.8927432298660278,0.00247802734375,0.6451654732227325
0.9430486,,,,,,,,,,,,,,,
,493,5537792,14,928,,,,,,,,,,,
0.9010685,,,,,13895.31894607544,0.0001,-5.219507285952568,0.003473227,-0.0009464178299822378,3276.8720703125,1690,0.2,0.8922935128211975,0.0040924072265625,0.5967016220092773
0.85856307,,,,,,,,,,,,,,,
,528,5570560,15,930,,,,,,,,,,,
0.72013175,,,,,10114.116355514527,0.0001,-5.216968666017055,0.0034958262,-0.001636358239557012,4852.154296875,1700,0.2,0.8916369676589966,0.0090728759765625,0.7172451019287109
0.88248706,,,,,,,,,,,,,,,
,563,5603328,16,930,,,,,,,,,,,
0.5829575,,,,,8471.185570049285,0.0001,-5.2133024200797085,0.004862859,-0.001902456706011435,1979.7213134765625,1710,0.2,0.890377938747406,0.0246673583984375,0.7173135280609131
0.6832816,,,,,,,,,,,,,,,
,597,5636096,17,931,,,,,,,,,,,
0.81278414,,,,,14123.955337142945,0.0001,-5.209496073424816,0.0030882289,-0.0010047767143987584,1653.27685546875,1720,0.2,0.8902068138122559,0.0062591552734375,0.6547191739082336
1.1703722,,,,,,,,,,,,,,,
,632,5668864,18,931,,,,,,,,,,,
0.8152695,,,,,12986.538212585448,0.0001,-5.208128549158573,0.0034235362,-0.001313417914934689,6025.1328125,1730,0.2,0.8897430896759033,0.0067657470703125,0.6477682888507843
0.89916444,,,,,,,,,,,,,,,
,667,5701632,19,932,,,,,,,,,,,
0.8206751,,,,,10780.643009185791,0.0001,-5.206890143454075,0.0028291522,-0.0013119278599333483,5661.42724609375,1740,0.2,0.8896761536598206,0.00421142578125,0.6913456618785858
1.0131246,,,,,,,,,,,,,,,
,701,5734400,20,933,,,,,,,,,,,
0.9294239,,,,,17615.275989913942,0.0001,-5.204930894076824,0.0032852164,-0.000864605652532191,8661.787109375,1750,0.2,0.8887075781822205,0.00504150390625,0.5932671129703522
0.98855454,,,,,,,,,,,,,,,
,735,5767168,21,935,,,,,,,,,,,
0.49236387,,,,,8789.15143470764,0.0001,-5.203221620619297,0.0031791928,-0.0017237959742487873,5448.5458984375,1760,0.2,0.8893477916717529,0.0098602294921875,0.7387874722480774
0.941532,,,,,,,,,,,,,,,
,769,5799936,22,936,,,,,,,,,,,
0.70798534,,,,,6233.535019111633,0.0001,-5.202988052368164,0.0042334707,-0.0017662489481153898,4352.87109375,1770,0.2,0.8881067633628845,0.0160888671875,0.7521522790193558
0.76965714,,,,,,,,,,,,,,,
,804,5832704,23,936,,,,,,,,,,,
0.5115128,,,,,9741.985145187378,0.0001,-5.199424020946026,0.0020109017,-0.0008215442139771767,1339.598388671875,1780,0.2,0.888056218624115,0.002593994140625,0.641600489616394
1.3157368,,,,,,,,,,,,,,,
,839,5865472,24,937,,,,,,,,,,,
0.9921457,,,,,17575.926969146727,0.0001,-5.199386951327324,0.0035714377,-0.0010154974916076753,7390.396484375,1790,0.2,0.887982964515686,0.0061065673828125,0.6436431705951691
0.42207408,,,,,,,,,,,,,,,
,874,5898240,25,937,,,,,,,,,,,
0.62660396,,,,,7674.0635300636295,0.0001,-5.1974544480443,0.0035456773,-0.0012125832909077872,1968.219482421875,1800,0.2,0.8869913220405579,0.0062469482421875,0.6678768396377563
0.48165944,,,,,,,,,,,,,,,
,909,5931008,26,937,,,,,,,,,,,
0.8142782,,,,,6581.878074026108,0.0001,-5.193980053067207,0.004044871,-0.002032935394527158,4725.51806640625,1810,0.2,0.8863246440887451,0.01171875,0.7251149415969849
0.745175,,,,,,,,,,,,,,,
,944,5963776,27,936,,,,,,,,,,,
0.90701824,,,,,10950.3760389328,0.0001,-5.190383876860142,0.003083775,-0.001280128771031741,3918.796630859375,1820,0.2,0.8856907486915588,0.006524658203125,0.7058632671833038
1.2232704,,,,,,,,,,,,,,,
,979,5996544,28,936,,,,,,,,,,,
0.8558202,,,,,12474.133155822754,0.0001,-5.188621889054775,0.00077403814,-0.000516541799515835,3021.379150390625,1830,0.2,0.8857282400131226,1.220703125e-05,0.6916775405406952
0.8867197,,,,,,,,,,,,,,,
,1013,6029312,29,937,,,,,,,,,,,
2.1208165,,,,,11986.89306640625,0.0001,-5.188431817293167,0.0028078766,-0.0011424993957916741,3017.011474609375,1840,0.2,0.8852710723876953,0.003057861328125,0.656595915555954
1.3761342,,,,,,,,,,,,,,,
,1047,6062080,30,938,,,,,,,,,,,
0.6858568,,,,,8382.29473247528,0.0001,-5.187733080983162,0.002040165,-0.0006549315010488499,4984.18115234375,1850,0.2,0.885614275932312,0.0010894775390625,0.7397175133228302
1.0166761,,,,,,,,,,,,,,,
,1082,6094848,31,938,,,,,,,,,,,
