rew_vec_envs,time/time_elapsed,time/iterations,time/total_timesteps,time/fps,train/clip_range,train/explained_variance,train/n_updates,train/loss,train/value_loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/approx_kl,train/std,train/policy_gradient_loss
0.51440656,47,1,1114112,1385,,,,,,,,,,,
0.5533865,85,2,1179648,1526,0.2,0.657295286655426,170,2.2052619457244873,19.225638056918978,0.1382293701171875,-5.5740110412240025,0.001,0.012142541,0.9740854501724243,-0.004089188784564613
0.636626,124,3,1245184,1583,0.2,0.6090452671051025,180,4.74554967880249,9.361396175809205,0.22070159912109374,-5.563295765221119,0.001,0.019089581,0.9736677408218384,-0.0025171718174533454
0.5308266,162,4,1310720,1609,0.2,0.018964767456054688,190,607.2169189453125,7934.393789878488,0.1901031494140625,-5.557225405424833,0.001,0.022926845,0.9669197201728821,-0.0010436962511448655
0.61604524,201,5,1376256,1628,0.2,0.0007349848747253418,200,14.25924015045166,89046.30752727091,0.1154052734375,-5.526833245903253,0.001,0.013453018,0.9622885584831238,-0.0014198666936863446
0.56535673,240,6,1441792,1637,0.2,0.3605956435203552,210,1.642693042755127,11.098907251656055,0.20706787109375,-5.524679408222437,0.001,0.01840272,0.9615229368209839,-0.003609183701701113
0.63104576,279,7,1507328,1639,0.2,0.009210765361785889,220,23.557254791259766,160900.35645809397,0.13957977294921875,-5.509543601423502,0.001,0.010137482,0.9564615488052368,-0.0013651492934513953
0.6047648,319,8,1572864,1639,0.2,0.0752708911895752,230,101995.2109375,34343.249408710006,0.1524505615234375,-5.494121510535479,0.001,0.017321028,0.9560339450836182,-0.002627134745125659
0.6050199,358,9,1638400,1643,0.2,0.7080412805080414,240,6.328305721282959,16.304885318875314,0.18945465087890626,-5.490434548258781,0.001,0.019566938,0.9546533823013306,-0.003710286949353758
0.7251899,398,10,1703936,1646,0.2,0.7927781939506531,250,3.0379815101623535,13.450433188676834,0.21086578369140624,-5.489026132971048,0.001,0.0216041,0.9546794295310974,-0.0007779296225635335
0.6160766,436,11,1769472,1650,0.2,0.4728081226348877,260,2.9729135036468506,39.68111837431788,0.16825103759765625,-5.467742566019297,0.001,0.015690865,0.9467860460281372,-0.0029646702223544708
0.5475973,475,12,1835008,1652,0.2,0.5608887076377869,270,12.600215911865234,17.82063559368253,0.258404541015625,-5.448171524703502,0.001,0.024919061,0.9404498338699341,-0.00225026152565988
0.66559875,514,13,1900544,1654,0.2,0.021776139736175537,280,161.31068420410156,5759.920997434109,0.23184661865234374,-5.411060981452465,0.001,0.01854408,0.9434488415718079,-0.00018777935201796936
0.5703877,554,14,1966080,1653,0.2,0.006830155849456787,290,3.7732889652252197,151317.24914165065,0.158966064453125,-5.441604845970869,0.001,0.016122732,0.9444257020950317,-0.0006555700825629174
0.5966414,595,15,2031616,1650,0.2,0.1666833758354187,300,2812.118896484375,5104.9290765970945,0.16939544677734375,-5.428242976218462,0.001,0.018034924,0.9409596920013428,-0.0019323589098348749
0.5205534,635,16,2097152,1650,0.2,0.5441311299800873,310,7.8103508949279785,26.37930018827319,0.214727783203125,-5.419919132441282,0.001,0.01742856,0.9361966252326965,-0.001309143635808141
