time/total_timesteps,time/iterations,time/time_elapsed,time/fps,rew_vec_envs,train/approx_kl,train/entropy_loss,train/clip_fraction,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/n_updates,train/std,train/explained_variance,train/value_loss
1179648,72,2362,499,46.31114339828491,0.008131451,-4.978424591571093,0.08349609375,25.584571838378906,-0.0013172249829949579,0.2,0.0001,710,0.8390297293663025,0.6779090166091919,113.76896866299212
1196032,73,2396,499,75.10889959335327,0.012886866,-4.964417779073119,0.10478515625,8.274319648742676,-0.001893780278169288,0.2,0.0001,720,0.836601197719574,0.8016171902418137,58.702299719303845
1212416,74,2432,498,101.42188930511475,0.012343704,-4.9596698328852655,0.122943115234375,7.831210136413574,-0.0017119913688475208,0.2,0.0001,730,0.8372114896774292,0.8189677894115448,24.94191491175443
1228800,75,2466,498,104.2353949546814,0.008422073,-4.959007211402058,0.10206298828125,16.476354598999023,-0.0007976297616551165,0.2,0.0001,740,0.8353250622749329,0.6103137731552124,108.335869564116
1245184,76,2501,497,101.49817442893982,0.0093541145,-4.953766207024455,0.08421630859375,23.15458106994629,-0.001369530920237594,0.2,0.0001,750,0.8360215425491333,0.8393592983484268,55.10051726847887
1261568,77,2535,497,54.607149600982666,0.009150112,-4.948038904741407,0.101776123046875,5.171854496002197,-0.0018160260428885522,0.2,0.0001,760,0.8327530026435852,0.7918724715709686,59.68316060751677
1277952,78,2569,497,51.40217971801758,0.0077696927,-4.939174693077803,0.074835205078125,47.61030960083008,-0.0005506924479050212,0.2,0.0001,770,0.8327165842056274,0.7606794685125351,123.85539079010486
1294336,79,2602,497,73.87472438812256,0.007878534,-4.940792019292712,0.09029541015625,7.563472747802734,-0.0004978812531589938,0.2,0.0001,780,0.8329929113388062,0.84116430580616,39.76093514338136
1310720,80,2639,496,89.15473198890686,0.008355792,-4.9349679432809355,0.083154296875,7.62393856048584,-0.0019435630705629593,0.2,0.0001,790,0.8303872346878052,0.7907750308513641,70.92510826438665
1327104,81,2675,495,60.06015658378601,0.009151918,-4.917434972152114,0.085284423828125,26.68297004699707,-0.0019781248188337486,0.2,0.0001,800,0.825663149356842,0.8167033940553665,79.7673809632659
1343488,82,2712,495,76.56473445892334,0.0083566755,-4.896641789749265,0.090692138671875,12.598146438598633,-0.0015418997837514325,0.2,0.0001,810,0.8217185735702515,0.71620312333107,150.98062132000922
1359872,83,2748,494,126.43921232223511,0.009722217,-4.888242707401514,0.116351318359375,6.611052989959717,-0.0005582367257375154,0.2,0.0001,820,0.8228417634963989,0.703933596611023,48.73415573984384
1376256,84,2785,494,50.62102460861206,0.010200456,-4.899738269671798,0.08875732421875,7.2305378913879395,-0.0015634428341400053,0.2,0.0001,830,0.8260142803192139,0.772351861000061,71.17613265477121
1392640,85,2820,493,119.36668300628662,0.0103613585,-4.9004450585693125,0.08946533203125,5.545820713043213,-0.001154293071158463,0.2,0.0001,840,0.8220263719558716,0.8459278345108032,57.128336833789945
1409024,86,2854,493,155.3031530380249,0.011526121,-4.890364317595958,0.104071044921875,10.492094993591309,-0.0005786286653346906,0.2,0.0001,850,0.8219563961029053,0.8176729381084442,37.65698924772441
1425408,87,2888,493,115.40367078781128,0.009562077,-4.8847632329911,0.0730224609375,28.23172950744629,-0.0014425470752030378,0.2,0.0001,860,0.819829523563385,0.7494518756866455,85.43301548957825
1441792,88,2924,492,57.45276975631714,0.010130516,-4.876912746205926,0.120208740234375,4.232171058654785,-0.00028728905563184525,0.2,0.0001,870,0.82100510597229,0.7924607843160629,49.712558537721634
1458176,89,2959,492,96.96886253356934,0.009060347,-4.878155167773366,0.09453125,121.25009155273438,-0.0013033788358370658,0.2,0.0001,880,0.8189438581466675,0.6798019111156464,78.56859587393701
1474560,90,2993,492,143.14976739883423,0.010650426,-4.8670935273170475,0.085614013671875,11.47144889831543,-0.0008074320161540527,0.2,0.0001,890,0.8162684440612793,0.8144543021917343,84.8291065685451
1490944,91,3028,492,60.42861080169678,0.008106675,-4.855953625589609,0.0815185546875,13.975775718688965,-0.00245663557957414,0.2,0.0001,900,0.8145168423652649,0.7832460105419159,81.49423913359642
1507328,92,3064,491,75.23782348632812,0.013887834,-4.848903459310532,0.118890380859375,6.640817642211914,-0.0014811214922701766,0.2,0.0001,910,0.8139249682426453,0.7882233262062073,54.765171828866
1523712,93,3099,491,176.07139539718628,0.010828986,-4.844503391161561,0.106500244140625,9.617749214172363,-0.0011662369221994596,0.2,0.0001,920,0.8136576414108276,0.7800751328468323,62.04155765548349
1540096,94,3135,491,104.06180715560913,0.007882888,-4.834683288633824,0.060638427734375,109.49169921875,-0.0020871815149803297,0.2,0.0001,930,0.8093400597572327,0.7217848300933838,155.74259349927306
