time/fps,time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,train/std,train/entropy_loss,train/value_loss,train/clip_fraction,train/approx_kl,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/loss,train/n_updates,train/learning_rate
639,4751360,-2075.083427429199,1076,21,0.3780170679092407,-1.755399253964424,2621.3105016708373,0.222113037109375,0.024587927,0.8001810163259506,0.2,-0.009105409042967949,458.5225830078125,1440,0.001
639,4784128,-2110.984260559082,1127,22,0.37757569551467896,-1.7428803661838175,2907.641792869568,0.2099700927734375,0.024980098,0.7748021632432938,0.2,-0.009436825485681765,460.5970153808594,1450,0.001
639,4816896,-2072.0246543884277,1177,23,0.37613946199417114,-1.7338352654129268,2749.9601698875426,0.2100860595703125,0.020303167,0.806885153055191,0.2,-0.01079115386128251,475.008544921875,1460,0.001
640,4849664,-2231.4332885742188,1227,24,0.37504956126213074,-1.7185588344931602,2525.1762024879454,0.231854248046875,0.026114725,0.7981012463569641,0.2,-0.009025050130367163,385.6667175292969,1470,0.001
640,4882432,-2261.1878356933594,1278,25,0.37274935841560364,-1.6984726367518306,2624.274147796631,0.213336181640625,0.020468062,0.8062009513378143,0.2,-0.009857740320876473,944.988037109375,1480,0.001
640,4915200,-2220.6453399658203,1330,26,0.37006810307502747,-1.6684643397107721,2531.005002784729,0.2236480712890625,0.024286684,0.7930227667093277,0.2,-0.008617621587472968,987.5817260742188,1490,0.001
636,4947968,-2167.9214096069336,1389,27,0.3694114089012146,-1.6594058714807034,2541.1595735549927,0.2185699462890625,0.022051418,0.8027202636003494,0.2,-0.009893893484331784,599.6024169921875,1500,0.001
636,4980736,-2153.6464462280273,1442,28,0.36917465925216675,-1.6548667304217815,2690.674393939972,0.213714599609375,0.0247349,0.7941868305206299,0.2,-0.009410404504524194,490.52655029296875,1510,0.001
636,5013504,-2039.2957305908203,1493,29,0.3680764436721802,-1.6487384671345353,2904.291900444031,0.213055419921875,0.022857519,0.7885559797286987,0.2,-0.010276632497698302,424.0404357910156,1520,0.001
632,5046272,-2147.0242080688477,1555,30,0.36759936809539795,-1.636388048902154,2474.148127555847,0.237725830078125,0.025243767,0.7876063287258148,0.2,-0.009567187638458563,458.7523498535156,1530,0.001
628,5079040,-2059.017749786377,1615,31,0.36513811349868774,-1.6177807617932558,2755.1105757713317,0.218145751953125,0.024811301,0.78290955722332,0.2,-0.00997460349535686,523.4222412109375,1540,0.001
628,5111808,-1963.9254684448242,1669,32,0.3649459779262543,-1.6086811730638146,2369.939311981201,0.2358184814453125,0.029603746,0.8009067177772522,0.2,-0.010163581922097365,425.22265625,1550,0.001
627,5144576,-2292.7220764160156,1724,33,0.36239299178123474,-1.5913014367222786,2442.927832317352,0.232012939453125,0.023542926,0.8065621256828308,0.2,-0.009468803607524024,355.4259033203125,1560,0.001
626,5177344,-1847.759506225586,1778,34,0.3601309061050415,-1.5634531263262033,2257.9778393745423,0.24366455078125,0.02526881,0.7930957078933716,0.2,-0.00999535378832661,412.8186950683594,1570,0.001
626,5210112,-2149.6877670288086,1831,35,0.35698917508125305,-1.5305374849587678,2724.4278811454774,0.2332733154296875,0.026762605,0.8004580736160278,0.2,-0.010385498437608475,385.9500732421875,1580,0.001
625,5242880,-2199.0836639404297,1885,36,0.35605114698410034,-1.5172072861343622,2768.1130911827086,0.222601318359375,0.024409506,0.7864845246076584,0.2,-0.008381840138099506,526.2537231445312,1590,0.001
624,5275648,-2137.0409088134766,1940,37,0.35534101724624634,-1.5108701046556234,2474.988813114166,0.23671875,0.026586486,0.7913808822631836,0.2,-0.01060910939486348,411.3355712890625,1600,0.001
621,5308416,-2096.2580490112305,2002,38,0.3518017828464508,-1.480158364959061,2234.0485648155213,0.253192138671875,0.028163545,0.8051281571388245,0.2,-0.008585603325991542,419.4765930175781,1610,0.001
620,5341184,-2113.622932434082,2059,39,0.3500964939594269,-1.4542065786197782,2477.9357290267944,0.2355072021484375,0.024632718,0.7947603911161423,0.2,-0.011046739081211853,407.24212646484375,1620,0.001
619,5373952,-2137.2367782592773,2115,40,0.3485160171985626,-1.4399154718965292,2810.303896141052,0.2179718017578125,0.02695293,0.7742402255535126,0.2,-0.009990352170643747,501.98419189453125,1630,0.001
618,5406720,-2187.06494140625,2172,41,0.34762042760849,-1.4233076583594084,2208.9157236099245,0.251123046875,0.030379726,0.8066329658031464,0.2,-0.010018260128344992,349.1900939941406,1640,0.001
617,5439488,-2086.5291595458984,2229,42,0.3438935875892639,-1.396460254304111,2781.1094022750854,0.235687255859375,0.031033734,0.7760393023490906,0.2,-0.009073337988229468,556.6976318359375,1650,0.001
615,5472256,-1939.3119735717773,2288,43,0.3421149253845215,-1.3678365595638753,2503.7394227981567,0.2454925537109375,0.028817719,0.789014995098114,0.2,-0.009396881007342017,417.07086181640625,1660,0.001
613,5505024,-2086.6825637817383,2350,44,0.34045684337615967,-1.3517738342285157,2547.632746601105,0.23099365234375,0.026245598,0.792119637131691,0.2,-0.010563101371735684,530.8948974609375,1670,0.001
611,5537792,-2194.100959777832,2410,45,0.33877497911453247,-1.3330864813178778,2894.4720173835753,0.2194183349609375,0.025417272,0.7769287973642349,0.2,-0.010749177032266743,531.2887573242188,1680,0.001
610,5570560,-2230.0971450805664,2470,46,0.3405528962612152,-1.3386922704055906,2575.1158632278443,0.227508544921875,0.026718892,0.7741899192333221,0.2,-0.009903493446108769,547.5595092773438,1690,0.001
608,5603328,-2051.8157272338867,2531,47,0.34004443883895874,-1.3423992609605193,2666.5051681518553,0.24442138671875,0.026260868,0.7721188366413116,0.2,-0.009516209806679398,418.6520080566406,1700,0.001
606,5636096,-2144.6810989379883,2594,48,0.3379870653152466,-1.321804375015199,2934.702020359039,0.2445587158203125,0.026466975,0.755443349480629,0.2,-0.008982661334084697,458.94805908203125,1710,0.001
605,5668864,-2186.73233795166,2652,49,0.3388223350048065,-1.3187023628503085,2659.687278556824,0.2381988525390625,0.0271458,0.7763043791055679,0.2,-0.01073952481710876,468.5545654296875,1720,0.001
603,5701632,-2094.336006164551,2715,50,0.33627063035964966,-1.3002481264993548,2675.162134838104,0.24619140625,0.026325973,0.792226031422615,0.2,-0.009537390057812446,526.1812133789062,1730,0.001
601,5734400,-2140.081588745117,2779,51,0.33527442812919617,-1.2859753049910068,2577.1937273025515,0.243255615234375,0.027834956,0.8017278611660004,0.2,-0.00902717779026716,459.203125,1740,0.001
599,5767168,-1921.5697937011719,2841,52,0.333801805973053,-1.2710315411910416,2466.1071623802186,0.2487640380859375,0.028644966,0.7933389842510223,0.2,-0.011614817691588541,419.8283996582031,1750,0.001
598,5799936,-1847.7837448120117,2904,53,0.33227115869522095,-1.255263009853661,2852.9077741622923,0.22935791015625,0.02576178,0.7811630517244339,0.2,-0.00791776095284149,457.1744079589844,1760,0.001
597,5832704,-1820.286964416504,2962,54,0.33081716299057007,-1.2342703830450774,2876.8892292022706,0.2302001953125,0.026182417,0.7754926830530167,0.2,-0.0099282395625778,534.48779296875,1770,0.001
595,5865472,-2074.88614654541,3023,55,0.3308531641960144,-1.2286361346021295,2834.6440302848814,0.236273193359375,0.029411355,0.7751396149396896,0.2,-0.009342855229624547,504.7122497558594,1780,0.001
593,5898240,-2181.5233001708984,3090,56,0.3292734920978546,-1.2177287094295024,2594.214945888519,0.2456939697265625,0.0272999,0.8001756370067596,0.2,-0.008533960253771511,522.921875,1790,0.001
592,5931008,-2044.9173049926758,3154,57,0.32792651653289795,-1.1968010315671562,2787.61158618927,0.229473876953125,0.02504915,0.7845249325037003,0.2,-0.010866266296579852,541.8366088867188,1800,0.001
590,5963776,-2028.5658569335938,3219,58,0.3259500563144684,-1.170929400064051,2900.148472118378,0.230914306640625,0.02648647,0.7819008827209473,0.2,-0.009105403924331767,634.6484985351562,1810,0.001
589,5996544,-2070.212715148926,3282,59,0.32487910985946655,-1.1568487942218781,2690.7919108390806,0.2271484375,0.02476178,0.7823737114667892,0.2,-0.010571665896713966,496.7612609863281,1820,0.001
587,6029312,-2015.7172393798828,3347,60,0.3226814866065979,-1.1344519374892115,2616.3066618919374,0.2542083740234375,0.027010016,0.7632680237293243,0.2,-0.009639187671928085,435.27252197265625,1830,0.001
585,6062080,-2160.491409301758,3411,61,0.3205617070198059,-1.1118479412049056,3018.2456031799315,0.2224609375,0.023010556,0.7727469950914383,0.2,-0.010458845985340304,624.9647216796875,1840,0.001
584,6094848,-2155.7919006347656,3474,62,0.31843018531799316,-1.0818712685257197,2655.9228817939756,0.236279296875,0.026944868,0.7945615649223328,0.2,-0.010533941829271498,555.061767578125,1850,0.001
