time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,time/fps,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss
2129920,2.8018522,46,1,705,,,,,,,,,,,
2162688,2.0497868,78,2,839,-0.0011409699232899583,0.0043523456,8909.9541015625,0.0108795166015625,0.6047372817993164,0.9668049812316895,-5.543921338021756,650,0.2,0.0001,19381.118785095216
2195456,2.884768,110,3,891,-0.0009571966988005442,0.0031059813,19890.646484375,0.004833984375,0.5629972219467163,0.9665353894233704,-5.540041902661324,660,0.2,0.0001,26097.547132873537
2228224,2.7846832,142,4,919,-0.0014868358935927971,0.003445185,6886.6044921875,0.0104827880859375,0.6387583911418915,0.964954137802124,-5.537113216519356,670,0.2,0.0001,23747.805867004394
2260992,2.2134387,178,5,917,-0.001316523911737022,0.004835668,4927.8642578125,0.0155731201171875,0.6757605075836182,0.9631931781768799,-5.530043219029904,680,0.2,0.0001,18706.57162704468
2293760,1.5114869,215,6,911,-0.0009296293883380713,0.0031105522,5329.59130859375,0.0037872314453125,0.6879938542842865,0.9627032279968262,-5.524783943593502,690,0.2,0.0001,16510.99494857788
2326528,2.2292726,253,7,904,-0.0015774272695125546,0.0031527188,17429.560546875,0.0076202392578125,0.5903619825839996,0.9625639915466309,-5.5238423436880115,700,0.2,0.0001,32426.684031677247
2359296,1.8799825,287,8,911,-0.0010037500782345888,0.0031752714,12859.265625,0.006298828125,0.6015412509441376,0.9621761441230774,-5.52240568548441,710,0.2,0.0001,29043.06333770752
2392064,2.5769365,321,9,918,-0.001321095071034506,0.003615472,8267.2294921875,0.011224365234375,0.7272858917713165,0.9618643522262573,-5.521335832774639,720,0.2,0.0001,14921.684609985352
2424832,2.5524926,353,10,926,-0.0012370399075734896,0.0035751825,13164.8427734375,0.010223388671875,0.6333410441875458,0.960844874382019,-5.518751381337642,730,0.2,0.0001,29904.998361206053
2457600,1.6942897,388,11,928,-0.0009484633555985056,0.00311829,8020.25439453125,0.00401611328125,0.64520663022995,0.9602317214012146,-5.515105685591697,740,0.2,0.0001,19530.577880859375
2490368,1.836561,420,12,935,-0.0011435356173024047,0.0036382107,22382.720703125,0.0076873779296875,0.6129133105278015,0.9602086544036865,-5.513366335630417,750,0.2,0.0001,28456.790914916994
2523136,3.2392623,454,13,937,-0.0009089582730666734,0.0026108988,11770.830078125,0.0035125732421875,0.6730062961578369,0.959767758846283,-5.512882687151432,760,0.2,0.0001,22648.67983093262
2555904,2.406843,487,14,941,-0.00129106784297619,0.0034413491,11693.40234375,0.006622314453125,0.6741855144500732,0.9595627784729004,-5.511110390722751,770,0.2,0.0001,20973.20110168457
2588672,1.7386837,522,15,941,-0.0010772278234071563,0.0029177135,8452.556640625,0.0066986083984375,0.742490291595459,0.9593245983123779,-5.51016811132431,780,0.2,0.0001,14500.498825073242
2621440,3.5047083,555,16,944,-0.0013129509978170972,0.0029514642,11368.9833984375,0.0038665771484375,0.6567733883857727,0.9589309692382812,-5.509247002005577,790,0.2,0.0001,25267.937280273436
2654208,1.6114184,587,17,948,-0.0009863688523182646,0.0044752886,2229.343994140625,0.00860595703125,0.6578128337860107,0.9574771523475647,-5.505498936772346,800,0.2,0.0001,18632.88073272705
2686976,2.6962905,619,18,951,-0.0016348474688129499,0.0037115891,6072.23681640625,0.0093048095703125,0.6746490001678467,0.9554771184921265,-5.49841168820858,810,0.2,0.0001,17378.129300689696
2719744,4.0136743,652,19,954,-0.0016094093705760315,0.0034461087,6071.2421875,0.0070587158203125,0.7143116891384125,0.9556577205657959,-5.493795096874237,820,0.2,0.0001,21815.657927703858
2752512,2.3617969,684,20,957,-0.0010807892944285414,0.0026911246,11199.931640625,0.003338623046875,0.6927299797534943,0.9558983445167542,-5.49482791274786,830,0.2,0.0001,21346.046293640138
2785280,2.2637463,716,21,960,-0.0007226924237329513,0.0027190405,7731.51220703125,0.0030792236328125,0.6715859174728394,0.9561222195625305,-5.495695160329342,840,0.2,0.0001,25503.946556854247
2818048,3.807795,748,22,962,-0.0007719675322732655,0.0021979113,16941.46875,0.001885986328125,0.6605709195137024,0.954985499382019,-5.494342510402203,850,0.2,0.0001,35952.97591705322
2850816,444.95816,781,23,964,-0.0005972415321593872,0.0017011069,8454.6005859375,0.0012664794921875,0.7077337801456451,0.9550654292106628,-5.4913051456213,860,0.2,0.0001,21682.167137145996
2883584,2.2764642,814,24,965,-0.0005268644919851795,0.0013418705,30804.515625,0.0001251220703125,0.6691147983074188,0.9550438523292542,-5.491678178310394,870,0.2,0.0001,41039.87711181641
2916352,2.4459534,847,25,966,-0.0009647432234487496,0.002946735,9414.8896484375,0.0033843994140625,0.724750816822052,0.9546703100204468,-5.490968318283558,880,0.2,0.0001,24624.579187011717
2949120,2.7316544,880,26,968,-0.0018937314649519975,0.0043793805,7371.48486328125,0.0115509033203125,0.7468281388282776,0.9536877274513245,-5.488477136194706,890,0.2,0.0001,21705.812274169923
2981888,1.763693,913,27,968,-0.0012225998128997163,0.0027790507,8389.0859375,0.0051025390625,0.7171672880649567,0.9542983770370483,-5.487119743227959,900,0.2,0.0001,32803.22384338379
3014656,2.0771513,945,28,969,-0.0008341818404005608,0.0018843124,8250.509765625,0.00274658203125,0.738777369260788,0.9542256593704224,-5.488503332436085,910,0.2,0.0001,26873.57671356201
3047424,4.554076,978,29,970,-0.0005585541173786623,0.0012581558,12414.5361328125,0.0001861572265625,0.6587642431259155,0.9544183015823364,-5.48835668861866,920,0.2,0.0001,42294.306036376955
3080192,2.7070215,1011,30,971,-0.0004914180961350211,0.00085722096,7610.2314453125,3.96728515625e-05,0.6924252212047577,0.9542837738990784,-5.4886550396680835,930,0.2,0.0001,35461.40204620361
3112960,3.627553,1044,31,972,-0.0009571640875947196,0.00238147,12055.7763671875,0.00201416015625,0.7348766922950745,0.9540680646896362,-5.487957651913166,940,0.2,0.0001,26575.395477294922
3145728,3.1957417,1077,32,973,-0.0009594608483894263,0.0022354017,9372.513671875,0.00111083984375,0.7093290984630585,0.9538896083831787,-5.487101033329964,950,0.2,0.0001,34395.18508300781
