time/fps,rew_vec_envs,time/iterations,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/learning_rate,train/n_updates,train/loss,train/std,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl
1901,1.8797215,1,20217856,120,,,,,,,,,,,
1847,0.06468175,2,20447232,248,-4.3487527972885545,0.0001,1410,29.89402198791504,0.7171425819396973,0.2,-0.0022224379318296476,0.20462018251419067,232.86904915060316,0.0622589111328125,0.006495436
1812,0.08076688,3,20676608,379,-4.341195135244301,0.0001,1420,73.92814636230469,0.7163081169128418,0.2,-0.002509710279004399,0.17703711986541748,170.84903886743953,0.04699227469308036,0.005516692
1789,0.06854684,4,20905984,512,-4.331242401046413,0.0001,1430,99.40481567382812,0.7136846780776978,0.2,-0.0025952476657818938,0.10137242078781128,184.69156606537956,0.056906999860491074,0.0068480256
1768,0.07415574,5,21135360,648,-4.315917374832289,0.0001,1440,24.72938346862793,0.711205780506134,0.2,-0.0022179160148100762,0.02976769208908081,206.02945429342134,0.04761483328683036,0.00559529
