rew_vec_envs,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_range,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,train/std,train/learning_rate,train/n_updates
-44.949734,,,,,,,,,,,,,,,
-43.952946,,,,,,,,,,,,,,,
,1,4096000,47,685,,,,,,,,,,,
-49.351295,,,,,0.6509234607219696,-0.0007830921967979521,297322.3203125,0.2,4.57763671875e-05,142818.125,-5.639017741382122,0.0011569127,0.9907640218734741,0.0001,1250
-46.02795,,,,,,,,,,,,,,,
,2,4128768,81,802,,,,,,,,,,,
-54.04534,,,,,0.579074501991272,-0.0006242712817766006,307639.2416015625,0.2,9.1552734375e-06,136170.8125,-5.638453197479248,0.0006887404,0.9908750057220459,0.0001,1260
-58.050743,,,,,,,,,,,,,,,
,3,4161536,115,848,,,,,,,,,,,
-47.237778,,,,,0.6481822729110718,-0.00035367127129575237,309021.6573242188,0.2,0.0,157516.734375,-5.638932257890701,0.000358641,0.9909670948982239,0.0001,1270
-45.37599,,,,,,,,,,,,,,,
,4,4194304,150,870,,,,,,,,,,,
-50.31006,,,,,0.6976470649242401,-0.000724308055214351,291365.95229492185,0.2,4.8828125e-05,148339.6875,-5.638351182639599,0.0010383856,0.9905802011489868,0.0001,1280
-58.746017,,,,,,,,,,,,,,,
,5,4227072,185,883,,,,,,,,,,,
-41.26569,,,,,0.7068074643611908,-0.0006336358841508627,285679.429296875,0.2,3.662109375e-05,132442.65625,-5.637685066461563,0.00078611664,0.9906777739524841,0.0001,1290
-53.459087,,,,,,,,,,,,,,,
,6,4259840,220,891,,,,,,,,,,,
-49.33679,,,,,0.6965515911579132,-0.0007741735247691395,255641.62299804686,0.2,1.8310546875e-05,122562.65625,-5.63737199306488,0.00057958724,0.9904211759567261,0.0001,1300
-51.265587,,,,,,,,,,,,,,,
,7,4292608,255,898,,,,,,,,,,,
-51.487953,,,,,0.6840580701828003,-0.0002984986364026554,278071.3551269531,0.2,0.0,135777.09375,-5.636397805809975,0.00043719896,0.9902036786079407,0.0001,1310
-43.834557,,,,,,,,,,,,,,,
,8,4325376,290,903,,,,,,,,,,,
-49.179493,,,,,0.709452748298645,-0.0006391560804331675,237857.3960449219,0.2,6.103515625e-06,113332.390625,-5.635847876965999,0.00068086677,0.9902065992355347,0.0001,1320
-44.632736,,,,,,,,,,,,,,,
,9,4358144,327,899,,,,,,,,,,,
-55.220352,,,,,0.7342533767223358,-0.0006878485532070044,259199.42470703126,0.2,0.0,126937.796875,-5.6355575114488605,0.00064631377,0.9900587797164917,0.0001,1330
-53.138115,,,,,,,,,,,,,,,
,10,4390912,365,895,,,,,,,,,,,
-54.698647,,,,,0.7519843876361847,-0.0005657375993905589,250162.4826171875,0.2,3.0517578125e-06,120820.7734375,-5.633974254131317,0.000677711,0.9893786907196045,0.0001,1340
-54.759056,,,,,,,,,,,,,,,
,11,4423680,404,891,,,,,,,,,,,
-49.929115,,,,,0.741857647895813,-0.0005011033619666705,230054.22934570312,0.2,2.13623046875e-05,109283.390625,-5.631983463466168,0.0008038161,0.9891452789306641,0.0001,1350
-54.571808,,,,,,,,,,,,,,,
,12,4456448,441,890,,,,,,,,,,,
-50.792686,,,,,0.7163065075874329,-0.00032354434988519644,257217.38588867188,0.2,0.0,128711.078125,-5.631207723915577,0.00023609673,0.9890222549438477,0.0001,1360
-39.691147,,,,,,,,,,,,,,,
,13,4489216,476,894,,,,,,,,,,,
-49.33411,,,,,0.7123390734195709,-0.0008709568042831961,235194.411328125,0.2,0.000250244140625,110609.546875,-5.6304832845926285,0.0014229574,0.9887242317199707,0.0001,1370
-45.036953,,,,,,,,,,,,,,,
,14,4521984,512,895,,,,,,,,,,,
-48.974464,,,,,0.7286375164985657,-0.0003710353448695969,243312.14130859374,0.2,0.0,116051.953125,-5.629549305140972,0.00025338322,0.9886008501052856,0.0001,1380
-52.23699,,,,,,,,,,,,,,,
,15,4554752,548,895,,,,,,,,,,,
-61.331696,,,,,0.7401333153247833,-0.0007755830672977026,242618.1860839844,0.2,0.000213623046875,121161.8671875,-5.628945587575435,0.0012118237,0.9884095191955566,0.0001,1390
-43.785347,,,,,,,,,,,,,,,
,16,4587520,585,895,,,,,,,,,,,
-50.790302,,,,,0.748118668794632,-0.0004436660143255722,276513.7495605469,0.2,0.0,130496.4375,-5.627970786392689,0.0004248025,0.9881622791290283,0.0001,1400
-56.294228,,,,,,,,,,,,,,,
,17,4620288,625,891,,,,,,,,,,,
-44.845848,,,,,0.781467616558075,-0.0006645294404734158,250411.22412109375,0.2,3.0517578125e-05,119443.125,-5.627425041794777,0.000738971,0.9881497621536255,0.0001,1410
-40.358696,,,,,,,,,,,,,,,
,18,4653056,663,888,,,,,,,,,,,
-53.111988,,,,,0.7675794661045074,-0.0004656117205740884,219790.4066894531,0.2,0.0,108988.265625,-5.626563127338886,0.0003935012,0.9877380132675171,0.0001,1420
-56.906693,,,,,,,,,,,,,,,
,19,4685824,700,888,,,,,,,,,,,
-44.91932,,,,,0.7509794533252716,-0.0008210987769416533,265876.2625,0.2,9.1552734375e-06,126212.28125,-5.625460001826286,0.00085554895,0.987633466720581,0.0001,1430
-43.373154,,,,,,,,,,,,,,,
,20,4718592,738,887,,,,,,,,,,,
-50.570053,,,,,0.7618865966796875,-0.0006765557758626528,243462.180859375,0.2,3.0517578125e-06,111607.5625,-5.624313747882843,0.0005419834,0.9871551990509033,0.0001,1440
-48.38347,,,,,,,,,,,,,,,
,21,4751360,775,886,,,,,,,,,,,
-57.010937,,,,,0.7797405570745468,-0.000746280971361557,232815.940625,0.2,6.103515625e-06,112562.1484375,-5.622690057754516,0.0007790529,0.9868311882019043,0.0001,1450
-45.787956,,,,,,,,,,,,,,,
,22,4784128,813,885,,,,,,,,,,,
-54.811897,,,,,0.7868010997772217,-0.0007525999397330451,235331.09653320312,0.2,0.00015869140625,116064.8671875,-5.621250738203526,0.001133208,0.9864615797996521,0.0001,1460
-50.479164,,,,,,,,,,,,,,,
,23,4816896,858,877,,,,,,,,,,,
