time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,time/fps,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss
9502720,2.5874922,60,1,1076,,,,,,,,,,,
9568256,2.3401334,111,2,1180,-0.00021716007504437584,0.00030714157,2843.202880859375,0.0,0.7858414649963379,0.9456884860992432,-5.451453655958176,2410,0.2,0.0001,10359.926385879517
9633792,66.2164,159,3,1230,-0.00020703545560536442,0.0002522787,3033.61767578125,0.0,0.7960486114025116,0.9457178711891174,-5.451941499114037,2420,0.2,0.0001,11409.070018005372
9699328,2.6029468,209,4,1254,-0.0002567955898484797,0.0004830925,1972.45849609375,1.52587890625e-06,0.8173958212137222,0.9456349611282349,-5.451877807825804,2430,0.2,0.0001,9151.561735534668
9764864,1.4708726,257,5,1270,-0.000290769973253191,0.00036126262,2203.895263671875,0.0,0.8202960193157196,0.9455550909042358,-5.451515436917544,2440,0.2,0.0001,8915.014672851563
9830400,3.2172098,307,6,1279,-0.00045766425027977676,0.00073044177,1765.0233154296875,6.7138671875e-05,0.7937305867671967,0.9455630779266357,-5.45133461728692,2450,0.2,0.0001,9730.667071151733
9895936,3.1250138,357,7,1284,-0.00023250392769114114,0.00032775203,1225.8638916015625,0.0,0.7630724459886551,0.9456518888473511,-5.451528163999319,2460,0.2,0.0001,8775.581792449952
9961472,34.574924,407,8,1285,-0.0002522535038224305,0.00039324054,2567.437255859375,0.0,0.7826298922300339,0.9456302523612976,-5.451708681881428,2470,0.2,0.0001,10935.06372642517
10027008,1.7775285,459,9,1283,-0.00013400379593804247,9.672293e-05,2664.9228515625,0.0,0.7794791907072067,0.9455709457397461,-5.451533134281635,2480,0.2,0.0001,12004.003094482421
10092544,34.0358,509,10,1287,-0.00031752277882333144,0.00039262962,2821.372802734375,1.52587890625e-06,0.7935771346092224,0.9456478357315063,-5.4515264019370075,2490,0.2,0.0001,10038.905144882203
10158080,1.9052941,559,11,1288,-0.00036993320827605203,0.00049739226,3247.407958984375,7.62939453125e-06,0.7606664448976517,0.9456526637077332,-5.451724635064602,2500,0.2,0.0001,11027.967222595214
10223616,2.453607,611,12,1286,-0.00015520553297392324,0.00018018612,3369.228271484375,0.0,0.7911529242992401,0.9455998539924622,-5.451626506447792,2510,0.2,0.0001,10764.302626037597
10289152,3.5879126,663,13,1284,-0.00022746768408978823,0.00024831004,3959.946044921875,0.0,0.8027336001396179,0.9456151723861694,-5.451531711220741,2520,0.2,0.0001,10404.24391899109
10354688,2.810751,713,14,1285,-0.00020919183243677252,0.00029071292,2893.33251953125,0.0,0.8189321011304855,0.9454929828643799,-5.451341056078673,2530,0.2,0.0001,10101.387271499634
10420224,2.4821067,764,15,1285,-0.00025574400806362976,0.00038011483,3537.7080078125,0.0,0.7903114855289459,0.9453132152557373,-5.4507152430713175,2540,0.2,0.0001,8515.092814636231
10485760,3.2715197,815,16,1285,-0.00022154882499307859,0.0003799891,3420.01708984375,1.52587890625e-06,0.7953032106161118,0.9452106952667236,-5.450062935054302,2550,0.2,0.0001,8548.03013305664
