rew_vec_envs,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_range,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,train/std,train/learning_rate,train/n_updates
-60.28818,,,,,1.0669231414794922e-05,-0.00046028310389374384,908262.678125,0.2,3.0517578125e-06,453407.6875,-5.676996836066246,0.0006943209,1.0004326105117798,0.0001,240
-62.035614,,,,,,,,,,,,,,,
,25,819200,749,1092,,,,,,,,,,,
-57.77941,,,,,-5.960464477539062e-07,-0.00047735302323417275,930673.734765625,0.2,1.8310546875e-05,451188.75,-5.677802453935146,0.00077737076,1.000612735748291,0.0001,250
-49.54619,,,,,,,,,,,,,,,
,26,851968,780,1092,,,,,,,,,,,
-57.22174,,,,,0.0,-0.0007304162943910341,797134.934765625,0.2,0.0002349853515625,394948.75,-5.6781904473900795,0.0015751023,1.00058913230896,0.0001,260
-61.378483,,,,,,,,,,,,,,,
,27,884736,810,1091,,,,,,,,,,,
-57.902763,,,,,-1.1920928955078125e-07,-0.00040247327051474714,763780.74609375,0.2,4.8828125e-05,379542.875,-5.678779974579811,0.00061932567,1.000945806503296,0.0001,270
-48.885136,,,,,,,,,,,,,,,
,28,917504,840,1091,,,,,,,,,,,
-54.710114,,,,,5.960464477539063e-08,-0.0003123101058008615,733115.0537109375,0.2,0.0,366415.875,-5.679454055428505,0.00033664377,1.0008809566497803,0.0001,280
-58.985775,,,,,,,,,,,,,,,
,29,950272,871,1090,,,,,,,,,,,
-52.43557,,,,,1.5616416931152344e-05,-0.000563407893787371,745500.4453125,0.2,5.18798828125e-05,368179.8125,-5.679302363097667,0.0011373608,1.0008924007415771,0.0001,290
-59.39821,,,,,,,,,,,,,,,
,30,983040,902,1089,,,,,,,,,,,
-56.758686,,,,,0.0,-0.0005736862214689609,664607.5349609375,0.2,2.74658203125e-05,325845.1875,-5.678311651945114,0.00091746147,1.0003740787506104,0.0001,300
-58.035744,,,,,,,,,,,,,,,
,31,1015808,932,1089,,,,,,,,,,,
