time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,time/iterations,train/clip_range,train/approx_kl,train/loss,train/std,train/learning_rate,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/entropy_loss
411,1081344,79,184.78249561786652,1,,,,,,,,,,,
441,1114112,148,426.8676723241806,2,0.2,0.0112719275,6057.0830078125,0.811435341835022,0.001,0.09273681640625,330,5702.01166639328,-0.008674168440848007,0.54584139585495,-4.851495124399662
458,1146880,214,564.0772635936737,3,0.2,0.011180744,1720.01708984375,0.8038594722747803,0.001,0.0917755126953125,340,5474.712255287171,-0.00857003102728413,0.6501092910766602,-4.819916905462742
463,1179648,282,692.5854423046112,4,0.2,0.010117549,344.3725891113281,0.7998347878456116,0.001,0.080126953125,350,5705.777800369263,-0.008214567997129052,0.6385299563407898,-4.782856335490942
467,1212416,350,378.63006150722504,5,0.2,0.009866528,1861.5540771484375,0.7909619808197021,0.001,0.08350830078125,360,7056.996099853515,-0.008399579040997196,0.6214727461338043,-4.749178577959538
468,1245184,419,300.6603202223778,6,0.2,0.01051642,535.4064331054688,0.7803530097007751,0.001,0.084954833984375,370,5682.27477684021,-0.009637104325156543,0.6935230791568756,-4.698077414184809
470,1277952,487,353.08398389816284,7,0.2,0.012008967,1229.693603515625,0.7734541296958923,0.001,0.09090576171875,380,4707.986521530152,-0.009158661442779704,0.6859987378120422,-4.651916968822479
471,1310720,556,202.94750487804413,8,0.2,0.009754622,3348.01220703125,0.7634501457214355,0.001,0.0794708251953125,390,6669.1608751297,-0.007825109186160261,0.6824798882007599,-4.610548235476017
472,1343488,624,479.90402579307556,9,0.2,0.008973762,1748.165283203125,0.7575015425682068,0.001,0.0789031982421875,400,5439.274533939361,-0.008440189124303287,0.6913293898105621,-4.571385677158832
470,1376256,696,386.0944541171193,10,0.2,0.009597043,737.9775390625,0.7508836984634399,0.001,0.0778778076171875,410,6190.372284030915,-0.008937965838777017,0.6670231223106384,-4.540466050803661
469,1409024,767,376.3326737880707,11,0.2,0.009023454,1231.7794189453125,0.7479047775268555,0.001,0.0749969482421875,420,4910.36427154541,-0.008524740497159655,0.6380298435688019,-4.510335423052311
469,1441792,838,758.6332869529724,12,0.2,0.0090242885,1419.95458984375,0.7417334914207458,0.001,0.0653533935546875,430,6908.448827266693,-0.007680958536548132,0.6210007965564728,-4.487808072566986
468,1474560,909,887.6659424006939,13,0.2,0.009458499,1226.2799072265625,0.7346421480178833,0.001,0.0674957275390625,440,6493.461513519287,-0.008258801152260275,0.6521981954574585,-4.452043292671442
468,1507328,979,607.9979872703552,14,0.2,0.008762914,1607.8270263671875,0.7281832695007324,0.001,0.0601593017578125,450,7130.517563438416,-0.007199366710483446,0.6405922770500183,-4.414309674501419
467,1540096,1051,1015.0753903388977,15,0.2,0.008574692,2097.097900390625,0.7230850458145142,0.001,0.057061767578125,460,6777.800025558472,-0.007771511543614907,0.6632541418075562,-4.3831947788596155
466,1572864,1124,910.8699626922607,16,0.2,0.008527188,1980.869140625,0.7169910669326782,0.001,0.0592803955078125,470,7490.710150718689,-0.008528291902985074,0.6740840375423431,-4.353596850484609
466,1605632,1195,745.0185055732727,17,0.2,0.008211996,903.9248046875,0.7120186686515808,0.001,0.0657440185546875,480,6894.518546295166,-0.007983773089654278,0.6890250742435455,-4.319546493887901
465,1638400,1266,457.08486008644104,18,0.2,0.009075995,990.0921630859375,0.705020010471344,0.001,0.07166748046875,490,6431.033938217163,-0.008524154959013685,0.7076144218444824,-4.285893645882607
464,1671168,1339,1086.1231592297554,19,0.2,0.008876866,673.807861328125,0.6991966366767883,0.001,0.060546875,500,6263.654406738281,-0.007977699880211731,0.6901868879795074,-4.248239669203758
463,1703936,1412,938.9916672557592,20,0.2,0.009024605,998.365966796875,0.6937742233276367,0.001,0.0612640380859375,510,7670.6669090271,-0.0077064699253242,0.6639373898506165,-4.218211877346039
462,1736704,1487,995.9664540290833,21,0.2,0.00851965,1097.0390625,0.6903884410858154,0.001,0.0656005859375,520,7070.934528923035,-0.008936973684831174,0.6522466242313385,-4.193304439634085
461,1769472,1561,852.4737043380737,22,0.2,0.00861318,1184.5703125,0.6853162050247192,0.001,0.063092041015625,530,7686.788269615174,-0.008414662430732278,0.6261458694934845,-4.167138306051493
460,1802240,1634,923.2666946649551,23,0.2,0.007678033,1123.5517578125,0.6802245378494263,0.001,0.0615325927734375,540,7195.064062690735,-0.008297608083375962,0.6922155022621155,-4.137778264284134
460,1835008,1709,1092.823724269867,24,0.2,0.00811447,1345.48046875,0.6772274374961853,0.001,0.0604034423828125,550,8471.37545337677,-0.008147501898929477,0.6409556269645691,-4.112199005484581
