time/total_timesteps,time/fps,time/iterations,rew_vec_envs,time/time_elapsed,train/policy_gradient_loss,train/value_loss,train/loss,train/n_updates,train/learning_rate,train/std,train/clip_range,train/explained_variance,train/clip_fraction,train/entropy_loss,train/approx_kl
1114112,819,1,1.691504971589893,79,,,,,,,,,,,
1179648,941,2,1.1792658627964556,139,-0.0010339737593312748,90.20103030771716,0.21513108909130096,170,0.001,0.9319459199905396,0.2,0.05440056324005127,0.4050933837890625,-5.393201959133148,0.04263494
1245184,986,3,1.693555075675249,199,-0.00398721651536107,83.02916531410884,0.3978891670703888,180,0.001,0.927366316318512,0.2,0.4866848587989807,0.36579742431640627,-5.372098548710346,0.054587934
1310720,1006,4,1.3059393289731815,260,-0.0017595109621652226,1.4803983794990927,0.06222061067819595,190,0.001,0.9313403367996216,0.2,0.07854568958282471,0.40128326416015625,-5.381466593965888,0.05330159
1376256,1018,5,1.336353972352299,321,-0.0002173820839743712,125.9515655303665,0.045573897659778595,200,0.001,0.9320690035820007,0.2,0.11668109893798828,0.413946533203125,-5.386874411255121,0.050648708
1441792,1026,6,1.9506194846180733,383,-0.0025289212427196616,8.979424602954532,0.10612688213586807,210,0.001,0.933777928352356,0.2,0.05375039577484131,0.41679534912109373,-5.407388785108924,0.053696346
1507328,1028,7,1.7615926751459483,446,-0.0020498114295151026,109.376994068129,0.27539411187171936,220,0.001,0.9343376159667969,0.2,0.06125438213348389,0.3301666259765625,-5.391232367604971,0.05129221
1572864,1028,8,1.7423904396481475,509,-0.0015282301174920575,59.22984351424966,1.2047532796859741,230,0.001,0.9359014630317688,0.2,0.4067069888114929,0.38138580322265625,-5.404905050620437,0.048646815
1638400,1030,9,1.671331707853824,572,-0.004081192122612265,64.68047142836731,173.37506103515625,240,0.001,0.9423427581787109,0.2,0.2983700633049011,0.3032867431640625,-5.40990758985281,0.060654834
1703936,1029,10,1.8760927065013675,636,-0.0009636553648306289,62.840212846710344,0.3695004880428314,250,0.001,0.9539220929145813,0.2,0.5842195749282837,0.4297088623046875,-5.444419689849019,0.07666773
1769472,1028,11,1.523007969797618,700,-0.005882528114852903,47.55901818927377,62.699745178222656,260,0.001,0.9552466869354248,0.2,0.5079955458641052,0.32424774169921877,-5.492647648602724,0.041675713
1835008,1027,12,-4.2930004405207,765,0.00041373155527253403,4.787954818643629,0.1280328631401062,270,0.001,0.956673264503479,0.2,0.3370811343193054,0.5048995971679687,-5.503083530440927,0.06483571
1900544,1025,13,1.615510656173683,830,0.0056165476962632965,5.428728333313484,0.3531467914581299,280,0.001,0.9715895056724548,0.2,0.2746255397796631,0.50030517578125,-5.530658962205052,0.0839551
1966080,1021,14,1.815933886624407,897,-0.0013089820762616,32.17232265919447,12.50436782836914,290,0.001,0.9813506603240967,0.2,0.3804749846458435,0.397900390625,-5.568428623303771,0.056621823
2031616,1019,15,1.4592596222646534,964,-0.00036522229074762433,78.34666709979065,2.785856246948242,300,0.001,0.9787194728851318,0.2,0.33174586296081543,0.37110137939453125,-5.5752303443849085,0.067852646
2097152,1017,16,1.8185173545207363,1030,0.0011057824616727886,3.6075159718864596,0.17188701033592224,310,0.001,0.9838595390319824,0.2,0.7299952208995819,0.48079833984375,-5.606795420497656,0.066438876
