time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,time/fps,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss
4227072,3.4461637,48,1,677,,,,,,,,,,,
4259840,2.3350565,83,2,782,-0.00032957856965367684,0.0003832908,9943.8486328125,0.0,0.8240607529878616,0.9518215656280518,-5.477867539227009,1290,0.2,0.0001,20548.371937561034
4292608,2.2404604,118,3,831,-0.00039498651058238464,0.0005761636,9573.9833984375,6.103515625e-06,0.7903016358613968,0.9516100287437439,-5.477522271871567,1300,0.2,0.0001,24791.329542541505
4325376,2.257133,152,4,858,-0.0004823349398066057,0.0005599042,7847.1689453125,0.0,0.8169378340244293,0.9512789249420166,-5.476367339491844,1310,0.2,0.0001,29769.75273742676
4358144,3.1561265,186,5,877,-0.0004722531135485042,0.0005808771,17724.12109375,0.0,0.8029255867004395,0.9513395428657532,-5.475621777772903,1320,0.2,0.0001,36411.47437438965
4390912,3.3573883,220,6,890,-0.00042528833910182584,0.0006301862,11889.3505859375,6.103515625e-06,0.8055164366960526,0.9510635733604431,-5.475324492156505,1330,0.2,0.0001,34083.16836242676
4423680,2.9117982,255,7,898,-0.00047790662829356735,0.00050934125,16766.533203125,0.0,0.8253064900636673,0.9508526921272278,-5.474210499227047,1340,0.2,0.0001,28156.35203857422
4456448,3.8673472,289,8,905,-0.0004622051248588832,0.0006508347,6914.47998046875,3.0517578125e-06,0.8124404102563858,0.9507924318313599,-5.473623204231262,1350,0.2,0.0001,25411.174411010743
4489216,4.0485597,323,9,911,-0.00020376804459374399,0.00019011021,10130.982421875,0.0,0.7927752733230591,0.9505833387374878,-5.47313107252121,1360,0.2,0.0001,37309.62492675781
4521984,4.844679,357,10,917,-0.00031119339910219425,0.00034292234,16752.705078125,0.0,0.8018373996019363,0.9506092071533203,-5.472637943923473,1370,0.2,0.0001,26662.591546630858
4554752,3.5828412,391,11,921,-0.0006623620727623347,0.0009525628,6728.8828125,0.0001190185546875,0.8413648158311844,0.9500402808189392,-5.471783259510994,1380,0.2,0.0001,20589.44670562744
4587520,3.6021008,425,12,924,-0.0002959378623927478,0.00033280678,7249.9404296875,0.0,0.7870437055826187,0.9499136209487915,-5.470052766799927,1390,0.2,0.0001,33268.48395996094
4620288,4.264616,459,13,927,-0.00022245136933634057,0.00024283823,18662.8671875,0.0,0.7833611369132996,0.9499034881591797,-5.469722917675972,1400,0.2,0.0001,34627.9923248291
4653056,3.369398,493,14,930,-0.0002309489696926903,0.00020799442,18256.310546875,0.0,0.8115203380584717,0.949758768081665,-5.469465534389019,1410,0.2,0.0001,28246.363360595704
4685824,3.0573416,526,15,932,-0.00024616397204226816,0.00025859015,6399.072265625,0.0,0.8248088210821152,0.9497212767601013,-5.469032049179077,1420,0.2,0.0001,21221.484077453613
4718592,2.234098,561,16,933,-0.00033703534281812606,0.00038796864,16386.283203125,0.0,0.8279328495264053,0.9494213461875916,-5.468459476530552,1430,0.2,0.0001,23309.41305847168
4751360,3.0412867,597,17,931,-0.0003399487079150276,0.00026874102,9721.73046875,0.0,0.7849118262529373,0.9492784738540649,-5.467455276846886,1440,0.2,0.0001,33300.50196838379
4784128,3.9065754,631,18,933,-0.00020139939042564947,0.00015389707,9057.7685546875,0.0,0.822907492518425,0.9492905139923096,-5.467114935815334,1450,0.2,0.0001,27108.179244995117
4816896,67.59961,667,19,933,-0.0002885763853555545,0.00035012688,9261.5126953125,0.0,0.8178156316280365,0.9494305849075317,-5.467453755438328,1460,0.2,0.0001,26811.61762084961
4849664,2.5781436,702,20,933,-0.0003125458701106254,0.00026473537,16899.15625,0.0,0.8210816234350204,0.9494824409484863,-5.467917566001415,1470,0.2,0.0001,33576.790026855466
4882432,3.3065915,737,21,932,-0.00015235864084388594,0.0001158014,12951.68359375,0.0,0.8100494295358658,0.9493139982223511,-5.467687509953976,1480,0.2,0.0001,28878.88193359375
4915200,4.9083567,774,22,931,-0.00038616200108663177,0.00038646697,13736.6416015625,0.0,0.827686533331871,0.9492890238761902,-5.467195755243301,1490,0.2,0.0001,26814.552026367186
4947968,3.4503112,810,23,930,-0.00044467298139352354,0.00047438807,15683.16796875,0.0,0.8332928270101547,0.9489659667015076,-5.466582907736301,1500,0.2,0.0001,24399.874102783204
4980736,2.618144,845,24,930,-0.00041136111176456327,0.0003720974,15164.7451171875,0.0,0.822880819439888,0.9490506649017334,-5.465884354710579,1510,0.2,0.0001,31339.09487915039
5013504,3.5812614,880,25,930,-0.00032061866368167103,0.00028032035,16209.6650390625,0.0,0.833511620759964,0.9490447640419006,-5.466150704026222,1520,0.2,0.0001,21746.392700195312
5046272,2.7143483,914,26,931,-0.0005133524940902134,0.0005351389,10991.8447265625,1.220703125e-05,0.7944691777229309,0.9488823413848877,-5.465840728580952,1530,0.2,0.0001,31269.58593444824
5079040,3.4177475,953,27,927,-0.0002555321745603578,0.00021607742,16962.390625,0.0,0.8319855183362961,0.948906421661377,-5.465445263683796,1540,0.2,0.0001,28033.80783996582
5111808,129.46652,996,28,920,-0.0003886685244651744,0.0003414516,10889.42578125,3.0517578125e-06,0.8267176449298859,0.9489423036575317,-5.4655587553977965,1550,0.2,0.0001,26872.929913330077
5144576,2.93708,1035,29,917,-0.00023103714556782506,0.00021381132,8165.822265625,0.0,0.8139863312244415,0.9492236375808716,-5.4661503955721855,1560,0.2,0.0001,29813.665957641602
5177344,192.78107,1073,30,915,-0.00032978407180053184,0.00034246643,9722.2255859375,0.0,0.8526029586791992,0.949018120765686,-5.46650301516056,1570,0.2,0.0001,28415.352880859376
5210112,5.58663,1107,31,917,-0.00013775140687357634,7.842992e-05,7917.685546875,0.0,0.8369760811328888,0.9489439129829407,-5.465801483392715,1580,0.2,0.0001,27252.378952026367
5242880,3.7045918,1142,32,917,-0.00019863129928126,0.000111264395,8098.57666015625,0.0,0.8386321514844894,0.9489176273345947,-5.465606813132763,1590,0.2,0.0001,25465.50883178711
