time/time_elapsed,time/iterations,time/fps,rew_vec_envs,time/total_timesteps,train/std,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/loss,train/approx_kl,train/entropy_loss
72,1,454,7031.309143066406,15761408,,,,,,,,,,,
135,2,483,7187.380462646484,15794176,0.19230405986309052,0.001,0.00252891349773563,0.8294629454612732,4810,0.2,10977.67387046814,0.2650543212890625,2391.64111328125,0.028539017,1.7289098320528864
198,3,494,6880.760192871094,15826944,0.19242745637893677,0.001,0.0031699645143817177,0.8076289892196655,4820,0.2,10427.523161315918,0.265655517578125,2395.13330078125,0.027424559,1.7297584423795342
262,4,499,6991.191192626953,15859712,0.1920749843120575,0.001,0.0037615046221617376,0.8295927345752716,4830,0.2,10242.805335617066,0.284613037109375,2290.637939453125,0.027742215,1.7321190863847733
325,5,502,7020.965057373047,15892480,0.19186843931674957,0.001,0.0025337411938380684,0.8062724620103836,4840,0.2,11876.750282669067,0.2623046875,2052.88427734375,0.032133844,1.7391436323523521
390,6,504,7095.9683837890625,15925248,0.19165420532226562,0.001,0.0024764526442595525,0.7983639538288116,4850,0.2,11142.250846099854,0.2648162841796875,2476.940185546875,0.03157334,1.7457159822806716
454,7,504,7123.548919677734,15958016,0.19143685698509216,0.001,0.0006572037829755573,0.7887541353702545,4860,0.2,11192.450217437745,0.2626983642578125,2413.672119140625,0.033037037,1.7520149230957032
519,8,504,7200.9876708984375,15990784,0.19145366549491882,0.001,0.0027334204198268706,0.7814957052469254,4870,0.2,11828.966004180907,0.2751983642578125,2902.5302734375,0.031019703,1.7551487885415553
583,9,505,6966.917465209961,16023552,0.19153079390525818,0.001,0.005051554076635512,0.8134740889072418,4880,0.2,10417.42155303955,0.2943939208984375,2194.91015625,0.041669194,1.7559650748968125
647,10,505,6876.1326904296875,16056320,0.1912420392036438,0.001,0.004677896194698406,0.7997197061777115,4890,0.2,10940.966078186035,0.2855010986328125,2227.752197265625,0.029489264,1.7588014468550681
710,11,506,7305.951690673828,16089088,0.1914602518081665,0.001,0.003397836958174594,0.8138154447078705,4900,0.2,11012.043642425537,0.27774658203125,2029.4996337890625,0.039385535,1.7622796174138784
774,12,507,6705.944183349609,16121856,0.19153988361358643,0.001,0.00310252164999838,0.8388261944055557,4910,0.2,9579.093281173706,0.2687042236328125,2002.1546630859375,0.03457851,1.7650022903457283
838,13,507,7309.808288574219,16154624,0.19127169251441956,0.001,0.0017609903559787198,0.8181673139333725,4920,0.2,11002.24652519226,0.26341552734375,2350.89013671875,0.034017872,1.7663509832695126
903,14,507,7261.394683837891,16187392,0.19081450998783112,0.001,0.004181950772544951,0.8074090033769608,4930,0.2,10008.754381561279,0.28843994140625,2421.639404296875,0.028155703,1.7736706906929611
967,15,508,7094.232208251953,16220160,0.19056934118270874,0.001,0.003514061783789657,0.8106215000152588,4940,0.2,10052.971588897704,0.25802001953125,2195.085205078125,0.028034259,1.7830951115116478
1031,16,508,6630.593597412109,16252928,0.19043952226638794,0.001,0.004412221613893053,0.8258333206176758,4950,0.2,10228.551238250733,0.2825103759765625,2069.570068359375,0.03276697,1.788549629226327
1096,17,508,6935.066986083984,16285696,0.1899147629737854,0.001,0.004254815219974261,0.8341681212186813,4960,0.2,9523.42529335022,0.2930877685546875,2284.892333984375,0.0389866,1.7970924565568567
