time/total_timesteps,time/iterations,rew_vec_envs,time/time_elapsed,time/fps,train/explained_variance,train/value_loss,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/entropy_loss,train/loss,train/n_updates,train/std
7028736,1,683.1479339599609,37,438,,,,,,,,,,,
7045120,2,757.1522483825684,83,394,0.5965698659420013,298.3201531752944,0.341766357421875,0.2,-0.013365170122597192,0.0001,0.044583097,-0.25900039854459467,49.89476776123047,4290,0.2598777413368225
7061504,3,485.1978073120117,129,378,0.5491316914558411,417.14315944612025,0.28919677734375,0.2,-0.012886996804445517,0.0001,0.038817085,-0.24011083389632404,104.57592010498047,4300,0.25853431224823
7077888,4,501.01243019104004,176,370,0.4875345230102539,341.9868822872639,0.320794677734375,0.2,-0.011371855146353482,0.0001,0.044460952,-0.22201649299822748,54.079612731933594,4310,0.2575795650482178
7094272,5,705.6320343017578,221,369,0.6285194158554077,370.7915248811245,0.315740966796875,0.2,-0.012429652036553307,0.0001,0.04418976,-0.2160602455958724,34.436431884765625,4320,0.257416307926178
7110656,6,596.425121307373,269,365,0.6270376741886139,324.6889119297266,0.337255859375,0.2,-0.013851952682307456,0.0001,0.04359163,-0.20836623678915203,253.85118103027344,4330,0.25650477409362793
7127040,7,488.0127067565918,314,364,0.5909653007984161,319.54952692389486,0.32479248046875,0.2,-0.014120851653569844,0.0001,0.044093598,-0.19695435832254587,72.24378967285156,4340,0.2560802102088928
7143424,8,693.1991653442383,361,362,0.6210247278213501,338.05661914497614,0.337042236328125,0.2,-0.013731713481865882,0.0001,0.046634756,-0.18373069828376173,93.07669830322266,4350,0.25493544340133667
7159808,9,591.5672035217285,407,361,0.5719433724880219,329.44779612869024,0.324884033203125,0.2,-0.011351675784499093,0.0001,0.04622539,-0.1759640436153859,22.896949768066406,4360,0.2548816502094269
7176192,10,509.5134696960449,452,362,0.6158753037452698,313.0900548383594,0.314764404296875,0.2,-0.012759230155734259,0.0001,0.040590897,-0.16918751113116742,27.57004165649414,4370,0.2543562054634094
7192576,11,442.18329429626465,496,363,0.6511543691158295,305.3751941859722,0.335333251953125,0.2,-0.011348111246661574,0.0001,0.04278727,-0.15569002525880932,46.27373123168945,4380,0.2531725764274597
7208960,12,565.7379093170166,540,363,0.5965282320976257,360.49709530472757,0.326904296875,0.2,-0.011479764471914677,0.0001,0.04251896,-0.1529492659494281,202.39764404296875,4390,0.2536521553993225
7225344,13,547.9081516265869,584,364,0.6299732327461243,300.30673675388095,0.34825439453125,0.2,-0.012766766511231254,0.0001,0.046350155,-0.14958949447609485,48.45929718017578,4400,0.25286346673965454
7241728,14,462.71342277526855,629,364,0.6179085671901703,423.3677880555391,0.306341552734375,0.2,-0.014752420527656795,0.0001,0.038521312,-0.13391073751263322,40.23093795776367,4410,0.25156712532043457
7258112,15,521.7384147644043,672,365,0.6213594675064087,319.6944148719311,0.325579833984375,0.2,-0.012621492297148507,0.0001,0.043889225,-0.11551431957632304,60.7607421875,4420,0.2508210837841034
7274496,16,607.9392585754395,718,364,0.6831994354724884,307.76478154435756,0.341314697265625,0.2,-0.013919019982313329,0.0001,0.04580938,-0.10340135153383016,59.801673889160156,4430,0.24973484873771667
7290880,17,638.059944152832,762,365,0.6898679137229919,291.2597935348749,0.32286376953125,0.2,-0.014005887569874175,0.0001,0.043701146,-0.08766669211909175,39.477725982666016,4440,0.2492169886827469
7307264,18,664.359317779541,808,364,0.624335914850235,405.646313084662,0.307708740234375,0.2,-0.014616557926274254,0.0001,0.04007971,-0.08433501403778791,28.272109985351562,4450,0.24902383983135223
7323648,19,646.5879058837891,852,365,0.6274012625217438,324.4542502477765,0.345343017578125,0.2,-0.010649914942587203,0.0001,0.048091576,-0.08870137482881546,25.59584617614746,4460,0.2495073676109314
7340032,20,561.1870002746582,897,365,0.5602856576442719,382.6997058212757,0.3300048828125,0.2,-0.014956598768912954,0.0001,0.04347174,-0.08444114364683628,68.37772369384766,4470,0.24865585565567017
7356416,21,450.2429599761963,943,364,0.5290490686893463,361.5680984735489,0.336285400390625,0.2,-0.013612359536637086,0.0001,0.0459107,-0.07427250328473747,64.49304962158203,4480,0.2479124814271927
7372800,22,712.5947036743164,990,363,0.6545595824718475,313.6196118474007,0.344903564453125,0.2,-0.01274300071199832,0.0001,0.0482959,-0.06381695289164782,99.41649627685547,4490,0.24744635820388794
7389184,23,439.32450103759766,1037,363,0.5347679555416107,454.92039673626425,0.32890625,0.2,-0.014933455821392272,0.0001,0.04321711,-0.04299157653003931,112.86788177490234,4500,0.24525484442710876
7405568,24,623.9288864135742,1088,361,0.6097635626792908,297.6231561303139,0.33966064453125,0.2,-0.01093245335505344,0.0001,0.046188448,-0.02000981313176453,51.06389236450195,4510,0.24497392773628235
7421952,25,487.9723529815674,1136,360,0.5546743273735046,306.62724228203297,0.348590087890625,0.2,-0.011333638872747543,0.0001,0.05218467,-0.015699773421511055,104.22683715820312,4520,0.24492107331752777
