time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
30113792,1,1.0523305,1570,62,,,,,,,,,,,
30212096,2,1.7790543,1548,126,0.05941975911458333,-0.003470820706813053,0.006615002,-1.8920244717349608,757.7899233818055,0.8550029546022415,0.0001,0.3894233703613281,7910,283.2216491699219,0.2
30310400,3,2.0833836,1546,190,0.0490478515625,-0.0032476843231658372,0.006039832,-1.8775798531249166,1060.4846038182577,0.8136159479618073,0.0001,0.387774258852005,7920,301.94500732421875,0.2
30408704,4,2.1572614,1543,254,0.0468536376953125,-0.002862867939317463,0.0060438327,-1.8629562126472592,1033.0439425945283,0.8248901814222336,0.0001,0.3867017328739166,7930,254.55453491210938,0.2
30507008,5,2.90918,1539,319,0.0443695068359375,-0.0023992964711699945,0.0058807856,-1.8568576680496336,1151.9503325621288,0.8466948419809341,0.0001,0.386485755443573,7940,705.870361328125,0.2
30605312,6,1.8495563,1541,382,0.0487945556640625,-0.002864666764556508,0.005906233,-1.8497154938057065,1093.0364219029746,0.8247339725494385,0.0001,0.3853659927845001,7950,462.84161376953125,0.2
30703616,7,1.2741867,1542,446,0.03796183268229167,-0.0025670892605072974,0.0052719847,-1.837492181857427,1293.3404574394226,0.8206820040941238,0.0001,0.38414135575294495,7960,298.0163879394531,0.2
30801920,8,2.228696,1543,509,0.054320271809895834,-0.003279389164405681,0.006189365,-1.8256774133692184,1030.748001607259,0.8486821204423904,0.0001,0.3831827938556671,7970,323.4375915527344,0.2
30900224,9,1.8437548,1545,572,0.04334716796875,-0.0027480872497108065,0.005688111,-1.8150432319069902,1361.0195663134257,0.8477409780025482,0.0001,0.382087379693985,7980,326.88665771484375,0.2
30998528,10,2.8188822,1536,639,0.04862162272135417,-0.002878556826544809,0.0056043547,-1.803230072185397,1041.6206277211506,0.8522696793079376,0.0001,0.3809918761253357,7990,319.45782470703125,0.2
31096832,11,1.9064388,1537,703,0.04957784016927083,-0.0030524546218657633,0.0061957017,-1.790129602390031,1156.7329118092855,0.8471763134002686,0.0001,0.3796100914478302,8000,382.7909851074219,0.2
