step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[1.46713058 0.74887375 0.03659539],[-0.43056269 -0.19790698  0.58862246],[-0.19869611  0.39581995 -0.14454269],[-1.47315535  0.05829999  1.12688156],[0.69529895 0.58229599 0.74398947 0.65765136],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[-0.13656563 -0.03601072 -0.12427978],[-0.43323514 -0.19484739  0.58752508],[-0.05819769 -0.39520256 -0.19770846],[-2.48494687 -5.05537541  2.06998468],6.00138467567977,0.8632336381168835
0,0,[ 1.05568717 -0.3940431   1.11793529],[-0.42221521 -0.19822672  0.59601878],[-0.21207541  0.43247198  0.10131606],[-1.47622429  0.06022376  1.12533278],[0.76866169 0.80832464 0.87724002 0.87181843],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0.13573977 0.04844278 0.37481722],[-0.42539843 -0.19568006  0.59295796],[-0.10458853 -0.36375303 -0.35975099],[-2.50908707 -5.02178432  2.12644833],6.002967445758922,0.8520831182184974
0,0,[1.66582164 0.07907151 1.93532038],[-0.41267185 -0.19225551  0.61068679],[-0.22037618  0.47383942  0.33072398],[-1.48040778  0.06286241  1.12572472],[0.35641336 0.42856219 0.38688899 0.37628226],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0.39488243 0.16054415 0.54545126],[-0.41880848 -0.19088998  0.60307681],[-0.15968317 -0.33675429 -0.51987194],[-2.58422792 -4.95915052  2.18642084],6.004318772044782,0.837476192896965
0,0,[1.85841169 0.25872438 1.56756019],[-0.39938214 -0.18457836  0.62299134],[-0.22953836  0.51466852  0.32031936],[-1.48492482  0.06570869  1.12622772],[0.28554689 0.2619827  0.19086186 0.1591334 ],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0.34117142 0.17326751 0.41203949],[-0.40856838 -0.18468042  0.61157021],[-0.18723975 -0.36433856 -0.56383885],[-2.65712156 -4.89145647  2.253965  ],6.00558070694126,0.8337509621615783
1,0,[1.25632498 0.28742353 0.86160631],[-0.38827262 -0.17941212  0.63068622],[-0.24020305  0.55194776  0.29735145],[-1.48959493  0.06864701  1.12642536],[0.53377228 0.4814694  0.28919176 0.4878924 ],[ 0.34111959 -1.53819275  0.89084321  0.90862632],[False False False],[False False False],[False False False],[False False False],[0.18098601 0.04195873 0.17276871],[-0.39939773 -0.1802199   0.61718838],[-0.20723245 -0.39656147 -0.59226757],[-2.70324651 -4.84304069  2.30637184],6.006824112092204,0.8309446284680908
1,0,[-0.38709025  1.25073848 -0.07314126],[-0.38828141 -0.17141145  0.62866659],[-0.25759182  0.58284997  0.41687575],[-1.49471778  0.0718511   1.12708799],[0.79081645 0.81734235 0.7037049  0.76678603],[ 0.34111959 -1.53819275  0.89084321  0.90862632],[False False False],[False False False],[False False False],[False False False],[-0.2581137  -0.00026583 -0.23826284],[-0.39835699 -0.17229428  0.61619762],[-0.22292568 -0.39543278 -0.69049703],[-2.72577848 -4.84510205  2.27849671],6.008030410521054,0.8212890951315068
1,0,[ 0.01019806  1.84164279 -0.57047855],[-0.38901172 -0.15919157  0.61831824],[-0.2847005   0.6101815   0.60843955],[-1.50070069  0.07556424  1.12928525],[0.30870323 0.4201493  0.45746367 0.34419828],[ 0.34111959 -1.53819275  0.89084321  0.90862632],[False False False],[False False False],[False False False],[False False False],[-0.76649081 -0.16475269 -0.61739804],[-0.39310036 -0.1589943   0.61065423],[-0.22979759 -0.37043382 -0.85538502],[-2.73433964 -4.86858195  2.21984021],6.008942836648037,0.8064647904886113
1,0,[ 1.25096992  1.39424637 -0.17313624],[-0.37969059 -0.14818228  0.61101947],[-0.30745296  0.64493299  0.59831378],[-1.50698032  0.07946339  1.1315824 ],[0.14147619 0.20279268 0.37796539 0.22013892],[ 0.34111959 -1.53819275  0.89084321  0.90862632],[False False False],[False False False],[False False False],[False False False],[-0.69845969 -0.1897955  -0.58348148],[-0.37764678 -0.14636783  0.60843358],[-0.22568992 -0.39966383 -0.9118326 ],[-2.74820212 -4.86237969  2.21843761],6.009726828224216,0.8020900225098525
2,0,[2.21743164 0.25205611 0.85655853],[-0.36358549 -0.14181164  0.61299716],[-0.32000841  0.68625479  0.60201357],[-1.5134503   0.08349212  1.13372778],[0.60190914 0.50795269 0.74465678 0.62851804],[ 0.62682396 -1.01408553  0.6871894   0.82100052],[False False False],[False False False],[False False False],[False False False],[-0.38633628 -0.12041672 -0.27455146],[-0.35741714 -0.13871275  0.6136362 ],[-0.2412214  -0.4383413  -0.95436687],[-2.77754106 -4.81927459  2.27718296],6.010466223134027,0.7972714101585358
2,0,[ 2.00434894 -1.47096528  2.50314615],[-0.34823863 -0.14490621  0.63282778],[-0.31115421  0.73653213  0.81260162],[-1.52056708  0.08796861  1.13707402],[0.80923011 0.74385921 0.88585226 0.89108881],[ 0.62682396 -1.01408553  0.6871894   0.82100052],[False False False],[False False False],[False False False],[False False False],[0.28661769 0.01052621 0.46299225],[-0.34285218 -0.14171934  0.63087571],[-0.31509351 -0.43811971 -1.08236708],[-2.83506197 -4.73399339  2.3842373 ],6.0110612429047565,0.7817297044639334
2,0,[ 0.98108679 -1.74184055  3.3072237 ],[-0.34296749 -0.14962262  0.66433502],[-0.28439056  0.78467513  1.04958528],[-1.52859969  0.09305103  1.14246957],[0.4196736  0.44845706 0.32646145 0.42109135],[ 0.62682396 -1.01408553  0.6871894   0.82100052],[False False False],[False False False],[False False False],[False False False],[0.78940729 0.1034429  0.80296495],[-0.34371222 -0.14711335  0.65585919],[-0.42190001 -0.39897593 -1.24954372],[-2.92617863 -4.63643308  2.46495046],6.011240624228056,0.7634442580339412
2,0,[ 0.82253105 -1.14851011  2.21244629],[-0.34002967 -0.15268836  0.68815913],[-0.26754006  0.82488347  1.05484379],[-1.53694032  0.09831831  1.14809813],[0.31122537 0.41864836 0.14368724 0.20291715],[ 0.62682396 -1.01408553  0.6871894   0.82100052],[False False False],[False False False],[False False False],[False False False],[0.62573161 0.09216183 0.60061038],[-0.3465494  -0.15102074  0.67409382],[-0.49063426 -0.40139836 -1.29450922],[-2.99449507 -4.56408317  2.51742432],6.01126285827553,0.7584424726364706
3,0,[ 1.11102017 -0.37161228  1.07811782],[-0.33287243 -0.15366694  0.70022913],[-0.26554348  0.86407017  1.02012568],[-1.54542291  0.10366163  1.15345795],[0.27417183 0.34580549 0.08515312 0.2618497 ],[ 0.26002398 -2.30732822  1.36881709  1.06705499],[False False False],[False False False],[False False False],[False False False],[0.09284098 0.02518772 0.15780067],[-0.34176186 -0.15233191  0.68364809],[-0.52874939 -0.43585869 -1.2961814 ],[-3.02972509 -4.51504954  2.56332966],6.01128650568862,0.7569826105778981
3,0,[0.96444501 0.17838342 0.62585375],[-0.32543638 -0.15091742  0.70538272],[-0.27389905  0.90007166  0.96734014],[-1.55400525  0.10905446  1.15842472],[0.14698799 0.17371503 0.15071196 0.13956157],[ 0.26002398 -2.30732822  1.36881709  1.06705499],[False False False],[False False False],[False False False],[False False False],[-0.80338284  0.03070068 -0.47708422],[-0.32927602 -0.14984645  0.69163559],[-0.53268762 -0.50571116 -1.21177197],[-3.05575151 -4.4836722   2.58838872],6.011712718145476,0.7608229203163377
3,0,[1.04380098 0.35150568 0.66359384],[-0.31762721 -0.14707678  0.70966658],[-0.28348298  0.93504978  0.90510025],[-1.56264129  0.11447243  1.16286789],[0.17647231 0.26988709 0.28961445 0.3258466 ],[ 0.26002398 -2.30732822  1.36881709  1.06705499],[False False False],[False False False],[False False False],[False False False],[-0.86880544  0.12127364 -0.7412005 ],[-0.31394597 -0.14691781  0.70197286],[-0.53462181 -0.57330059 -1.13095635],[-3.08287663 -4.45324392  2.61093569],6.012694472855508,0.7641514142403196
3,0,[1.26083554 0.98049532 1.15554978],[-0.30866773 -0.13814134  0.71568108],[-0.29334702  0.97151884  0.88198999],[-1.57141173  0.11995341  1.16703453],[0.33148667 0.41080752 0.46454856 0.47266235],[ 0.26002398 -2.30732822  1.36881709  1.06705499],[False False False],[False False False],[False False False],[False False False],[-0.56257002  0.08910443 -0.64005606],[-0.29967181 -0.13886401  0.71363846],[-0.55139407 -0.60428647 -1.16248462],[-3.135341   -4.40916778  2.62556589],6.013710998325625,0.7608763938949408
4,0,[1.64415704 0.74527313 1.97754672],[-0.29735138 -0.12584274  0.72723181],[-0.29827184  1.01313218  0.95912878],[-1.58051949  0.12559424  1.17157039],[0.73715229 0.63853064 0.79966687 0.69981451],[ 0.46665078 -0.46850112  1.35263419  0.95674622],[False False False],[False False False],[False False False],[False False False],[-0.16253125 -0.04384654 -0.29763174],[-0.28595809 -0.12648858  0.72868665],[-0.58799897 -0.61090963 -1.27473605],[-3.21881571 -4.3369457   2.64638494],6.014418161378044,0.7505899300624965
