time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
20381696,1,2.3504953,1392,70,,,,,,,,,,,
20480000,2,1.1801499,1530,128,0.07696940104166666,-0.0040765984907314605,0.0072315508,-3.2900009748836356,572.5600175937017,0.4941942095756531,0.0001,0.5519500970840454,6920,199.8921661376953,0.2
20578304,3,0.96900463,1561,188,0.0667083740234375,-0.003266327547680703,0.007284466,-3.2725891444832085,484.31691358884177,0.5135181546211243,0.0001,0.5489659309387207,6930,228.2102508544922,0.2
20676608,4,2.1124144,1581,248,0.0664520263671875,-0.003315284027242645,0.007301634,-3.2484136826048293,531.7321029265721,0.6181099712848663,0.0001,0.5456594228744507,6940,139.20748901367188,0.2
20774912,5,1.0573701,1557,315,0.071966552734375,-0.0038931035420925277,0.007504374,-3.230126771206657,385.36997782389324,0.7339930534362793,0.0001,0.5434024333953857,6950,152.18887329101562,0.2
20873216,6,1.4170417,1537,383,0.06818745930989584,-0.0034395804974337806,0.0069098235,-3.211707140877843,464.9716757933299,0.708432525396347,0.0001,0.5404994487762451,6960,174.51121520996094,0.2
20971520,7,2.2221239,1544,445,0.07096761067708333,-0.003608327098360557,0.007270845,-3.1809021957218646,440.0605663061142,0.7906412929296494,0.0001,0.5361447334289551,6970,132.969482421875,0.2
21069824,8,1.0978466,1549,507,0.0714263916015625,-0.0032818463894121424,0.007494977,-3.159872565915187,403.61975107192995,0.772031381726265,0.0001,0.5336868762969971,6980,211.78762817382812,0.2
21168128,9,1.2368506,1552,569,0.07408955891927084,-0.004018247371156273,0.0073584537,-3.1501810852438212,402.77546832561495,0.8216356337070465,0.0001,0.533082902431488,6990,186.8101348876953,0.2
21266432,10,1.4849378,1557,631,0.07284749348958333,-0.0035196219530917007,0.0072392733,-3.139102067053318,400.31162055333454,0.8201290965080261,0.0001,0.5312467813491821,7000,84.11248016357422,0.2
21364736,11,1.5153351,1552,696,0.0690093994140625,-0.0034874845635082846,0.0068977377,-3.120302434017261,339.650259856383,0.8604308664798737,0.0001,0.5280046463012695,7010,89.33102416992188,0.2
