self.aviary.elapsed_time;rew_closing_distance;rew_progress_eng;rew_engaging_enemy;rew_last_distance;ang_vel_a;ang_pos_a;lin_vel_a;lin_pos_a_x;lin_pos_a_y;lin_pos_a_z;quaternion_a;ang_vel_t;ang_pos_t;lin_vel_t;lin_pos_t_x;lin_pos_t_y;lin_pos_t_z;quaternion_t;self.current_distance[target_id];self.current_angles[target_id];;
0.15;-7.260858534731464;-0.0;-7.260858534731464;-0.0;0.0;-0.0;[-0.47941186  1.55090682  0.04991233];[ 0.15851365 -0.40858221 -1.68776976];[-0.74324987 -0.37502273  0.32923248];2.077822902434958;2.6270297475955493;3.8630181749648203;(-0.0995950312591164, -0.19232997409570357, -0.7187205650574827, 0.6607047450838341);[-0.47941186  1.55090682  0.04991233];[ 0.15851365 -0.40858221 -1.68776976];[-0.74324987 -0.37502273  0.32923248];2.077822902434958;2.6270297475955493;3.8630181749648203;(-0.0995950312591164, -0.19232997409570357, -0.7187205650574827, 0.6607047450838341);7.2609;1.0703
0.21666666666666667;-0.04171025472209511;-0.0;-0.04171025472209511;-0.0;0.0;-0.0;[-1.26993666  0.86988088  0.16260957];[ 0.07807019 -0.32127703 -1.67706619];[-0.99979897 -0.46991467  0.28015989];2.054399615600221;2.6891947043082918;3.852912637149358;(-0.09310267445157062, -0.1355007917283872, -0.7293564761064982, 0.6640862581114417);[-1.26993666  0.86988088  0.16260957];[ 0.07807019 -0.32127703 -1.67706619];[-0.99979897 -0.46991467  0.28015989];2.054399615600221;2.6891947043082918;3.852912637149358;(-0.09310267445157062, -0.1355007917283872, -0.7293564761064982, 0.6640862581114417);7.3026;1.0781
0.2833333333333333;-0.053936880716666025;-0.0;-0.053936880716666025;-0.0;0.0;-0.0;[-1.09572441  1.02638369 -0.06041652];[ 2.34281682e-04 -2.41807989e-01 -1.65612458e+00];[-1.21522925 -0.49371636  0.3159297 ];2.028737317203262;2.7674520808197607;3.84588853698926;(-0.08876511065100291, -0.08165449515040626, -0.7312353775802343, 0.6713777782500251);[-1.09572441  1.02638369 -0.06041652];[ 2.34281682e-04 -2.41807989e-01 -1.65612458e+00];[-1.21522925 -0.49371636  0.3159297 ];2.028737317203262;2.7674520808197607;3.84588853698926;(-0.08876511065100291, -0.08165449515040626, -0.7312353775802343, 0.6713777782500251);7.3565;1.0851
0.35;-0.06426642349806588;-0.0;-0.06426642349806588;-0.0;0.0;-0.0;[-0.28325508  1.00515774 -0.32161203];[-0.05375284 -0.16639409 -1.64329644];[-1.37438992 -0.46568307  0.22967568];2.003898219168101;2.8576281592537303;3.842076750892074;(-0.07906815160420073, -0.036962332360881305, -0.7309937509979408, 0.6767792471628391);[-0.28325508  1.00515774 -0.32161203];[-0.05375284 -0.16639409 -1.64329644];[-1.37438992 -0.46568307  0.22967568];2.003898219168101;2.8576281592537303;3.842076750892074;(-0.07906815160420073, -0.036962332360881305, -0.7309937509979408, 0.6767792471628391);7.4208;1.0910
0.4166666666666667;-0.07229715564375283;-0.0;-0.07229715564375283;-0.0;0.0;-0.0;[-0.72602436  1.04587054 -0.61914189];[-0.09617253 -0.09564291 -1.64229791];[-1.48082916 -0.41725224  0.23479516];1.982438073603941;2.9560606138524044;3.8440796541700126;(-0.06766311923785757, 0.0026074090001666985, -0.7318130122255709, 0.6781331866607369);[-0.72602436  1.04587054 -0.61914189];[-0.09617253 -0.09564291 -1.64229791];[-1.48082916 -0.41725224  0.23479516];1.982438073603941;2.9560606138524044;3.8440796541700126;(-0.06766311923785757, 0.0026074090001666985, -0.7318130122255709, 0.6781331866607369);7.4931;1.0983
0.48333333333333334;-0.07785308465775298;-0.0;-0.07785308465775298;-0.0;0.0;-0.0;[-0.16993994  0.34994708 -0.59618234];[-0.11295029 -0.03518282 -1.64270357];[-1.53971655 -0.33989258  0.27307683];1.9663253438810817;3.0593979171997137;3.854975585963829;(-0.05130319471125993, 0.029351129810760188, -0.7314635506124781, 0.6793140418956738);[-0.16993994  0.34994708 -0.59618234];[-0.11295029 -0.03518282 -1.64270357];[-1.53971655 -0.33989258  0.27307683];1.9663253438810817;3.0593979171997137;3.854975585963829;(-0.05130319471125993, 0.029351129810760188, -0.7314635506124781, 0.6793140418956738);7.5709;1.1042
0.55;-0.08138849893482725;-0.0;-0.08138849893482725;-0.0;0.0;-0.0;[-0.55539107 -0.18159366 -0.40612085];[-0.15209684  0.00975746 -1.64399089];[-1.56161358 -0.2565613   0.32849609];1.9562877753924943;3.164207089586149;3.871616738709413;(-0.0481569329452295, 0.058963193228571596, -0.7301275338948894, 0.6790567250989906);[-0.55539107 -0.18159366 -0.40612085];[-0.15209684  0.00975746 -1.64399089];[-1.56161358 -0.2565613   0.32849609];1.9562877753924943;3.164207089586149;3.871616738709413;(-0.0481569329452295, 0.058963193228571596, -0.7301275338948894, 0.6790567250989906);7.6523;1.1167
0.6166666666666667;-0.08382208139575908;-0.0;-0.08382208139575908;-0.0;0.0;-0.0;[-0.1025309   0.32351488 -0.22620163];[-0.17919816  0.04302992 -1.64433113];[-1.55729053 -0.14516852  0.28907335];1.953439687626386;3.268277559883718;3.8922533086941122;(-0.04519083983077191, 0.08012324303086983, -0.7282036377900779, 0.6791594185689416);[-0.1025309   0.32351488 -0.22620163];[-0.17919816  0.04302992 -1.64433113];[-1.55729053 -0.14516852  0.28907335];1.953439687626386;3.268277559883718;3.8922533086941122;(-0.04519083983077191, 0.08012324303086983, -0.7282036377900779, 0.6791594185689416);7.7361;1.1256
0.6833333333333333;-0.08507044475393588;0.0;-0.08507044475393588;0.0;0.0;-0.0;[-0.22349433  0.36718617  0.05577818];[-0.21007548  0.0864528  -1.6508526 ];[-1.52913199 -0.02270129  0.32317411];1.959293108277738;3.3696544677685147;3.9171326724103097;(-0.039464383372532115, 0.10611917189538758, -0.7270314863436584, 0.677204918518903);[-0.22349433  0.36718617  0.05577818];[-0.21007548  0.0864528  -1.6508526 ];[-1.52913199 -0.02270129  0.32317411];1.959293108277738;3.3696544677685147;3.9171326724103097;(-0.039464383372532115, 0.10611917189538758, -0.7270314863436584, 0.677204918518903);7.8212;1.1250
0.75;-0.0856776980052949;0.0;-0.0856776980052949;0.0;0.0;-0.0;[-1.04346765  0.2258517  -0.19734881];[-0.23470813  0.1247293  -1.66006307];[-1.47138745  0.1145428   0.28404443];1.9741649435476705;3.4667239918929256;3.9418177709639743;(-0.03318542662749019, 0.12800550251146153, -0.7265276539314924, 0.6742928791401709);[-1.04346765  0.2258517  -0.19734881];[-0.23470813  0.1247293  -1.66006307];[-1.47138745  0.1145428   0.28404443];1.9741649435476705;3.4667239918929256;3.9418177709639743;(-0.03318542662749019, 0.12800550251146153, -0.7265276539314924, 0.6742928791401709);7.9069;1.1247
0.8166666666666667;-0.08528945938627874;-0.0;-0.08528945938627874;-0.0;0.0;-0.0;[0.32449071 0.52678384 0.18147216];[-0.20851731  0.15483348 -1.65563516];[-1.38830892  0.2889852   0.23987018];1.9986985259310592;3.557843601783081;3.9651868973230138;(-0.013542938969155656, 0.12844824805302754, -0.7248191148170062, 0.6767236416529847);[0.32449071 0.52678384 0.18147216];[-0.20851731  0.15483348 -1.65563516];[-1.38830892  0.2889852   0.23987018];1.9986985259310592;3.557843601783081;3.9651868973230138;(-0.013542938969155656, 0.12844824805302754, -0.7248191148170062, 0.6767236416529847);7.9922;1.1268
0.8833333333333333;-0.08312628014265133;-0.0;-0.08312628014265133;-0.0;0.0;-0.0;[0.41372886 0.40743762 0.11182674];[-0.20455919  0.18760287 -1.65623132];[-1.28154788  0.43493625  0.23856432];2.032482912336861;3.6415679590956147;3.9877999674440714;(-0.00010630188286192555, 0.13789379977621918, -0.7231198001339522, 0.6768183237305405);[0.41372886 0.40743762 0.11182674];[-0.20455919  0.18760287 -1.65623132];[-1.28154788  0.43493625  0.23856432];2.032482912336861;3.6415679590956147;3.9877999674440714;(-0.00010630188286192555, 0.13789379977621918, -0.7231198001339522, 0.6768183237305405);8.0753;1.1318
0.95;-0.07918002348316655;0.0;-0.07918002348316655;0.0;0.0;-0.0;[-0.29023399  0.96266319  0.0783195 ];[-0.20338512  0.21514623 -1.66030761];[-1.1577112   0.56650175  0.22887472];2.0748987834067;3.716298267671248;4.0103724165351045;(0.010726200778921904, 0.14656239281950317, -0.7226236294576807, 0.675440229611237);[-0.29023399  0.96266319  0.0783195 ];[-0.20338512  0.21514623 -1.66030761];[-1.1577112   0.56650175  0.22887472];2.0748987834067;3.716298267671248;4.0103724165351045;(0.010726200778921904, 0.14656239281950317, -0.7226236294576807, 0.675440229611237);8.1545;1.1315
1.0166666666666666;-0.0744943389610988;-0.0;-0.0744943389610988;-0.0;0.0;-0.0;[-0.03276332  0.1644004   0.25844197];[-0.18634227  0.23356329 -1.65990211];[-1.01207997  0.70051733  0.26231359];2.12529477679483;3.7812255031802904;4.031180171337798;(0.02324065628792391, 0.14648101486037501, -0.722377437579719, 0.6754065604186418);[-0.03276332  0.1644004   0.25844197];[-0.18634227  0.23356329 -1.65990211];[-1.01207997  0.70051733  0.26231359];2.12529477679483;3.7812255031802904;4.031180171337798;(0.02324065628792391, 0.14648101486037501, -0.722377437579719, 0.6754065604186418);8.2290;1.1320
1.0833333333333333;-0.0689825719598911;0.0;-0.0689825719598911;0.0;0.0;-0.0;[-0.53167827  0.71341595  0.34151589];[-0.1569187   0.25280194 -1.65608801];[-0.85710896  0.81775195  0.24640228];2.1828182627273893;3.835559798473167;4.050388452958175;(0.039988667850975414, 0.142271536907605, -0.7218026928426289, 0.6761365164185277);[-0.53167827  0.71341595  0.34151589];[-0.1569187   0.25280194 -1.65608801];[-0.85710896  0.81775195  0.24640228];2.1828182627273893;3.835559798473167;4.050388452958175;(0.039988667850975414, 0.142271536907605, -0.7218026928426289, 0.6761365164185277);8.2980;1.1241
1.15;-0.06226602438690776;0.0;-0.06226602438690776;0.0;0.0;-0.0;[-1.52298296  0.84540235  0.78805234];[-0.14954185  0.28020929 -1.64773054];[-0.68210791  0.9164417   0.27893292];2.2460539846852714;3.8787287243313755;4.067577595220242;(0.05192929211244153, 0.1488865176361033, -0.7174699603359677, 0.6785079288426924);[-1.52298296  0.84540235  0.78805234];[-0.14954185  0.28020929 -1.64773054];[-0.68210791  0.9164417   0.27893292];2.2460539846852714;3.8787287243313755;4.067577595220242;(0.05192929211244153, 0.1488865176361033, -0.7174699603359677, 0.6785079288426924);8.3602;1.1186
1.2166666666666666;-0.05529629566557759;0.0;-0.05529629566557759;0.0;0.0;-0.0;[0.07229663 0.22485215 0.24875407];[-0.10143091  0.30188921 -1.63101107];[-0.48100037  1.0166967   0.0812768 ];2.3141229082355976;3.9103017199404535;4.081000441196464;(0.07498552720312784, 0.13943659146173137, -0.7136426837796027, 0.6823845891866618);[0.07229663 0.22485215 0.24875407];[-0.10143091  0.30188921 -1.63101107];[-0.48100037  1.0166967   0.0812768 ];2.3141229082355976;3.9103017199404535;4.081000441196464;(0.07498552720312784, 0.13943659146173137, -0.7136426837796027, 0.6823845891866618);8.4155;1.1112
