self.aviary.elapsed_time;rew_closing_distance;rew_progress_eng;rew_engaging_enemy;rew_last_distance;ang_vel_a;ang_pos_a;lin_vel_a;lin_pos_a_x;lin_pos_a_y;lin_pos_a_z;quaternion_a;ang_vel_t;ang_pos_t;lin_vel_t;lin_pos_t_x;lin_pos_t_y;lin_pos_t_z;quaternion_t;self.current_distance[target_id];self.current_angles[target_id];;
1.2833333333333334;-0.04274057641607598;0.0;-0.04274057641607598;0.0;0.0;-0.0;[ 0.37096654  0.03144309 -0.06570775];[-0.12525937  0.3128912  -1.62852745];[-0.28146942  1.08310415  0.29132365];2.3871902566795296;3.925748693139462;4.101691667574243;(0.07064826146958406, 0.15169764388940166, -0.710237033059444, 0.6837835950508376);[ 0.37096654  0.03144309 -0.06570775];[-0.12525937  0.3128912  -1.62852745];[-0.28146942  1.08310415  0.29132365];2.3871902566795296;3.925748693139462;4.101691667574243;(0.07064826146958406, 0.15169764388940166, -0.710237033059444, 0.6837835950508376);8.4583;1.1036
1.35;-0.03576094568245125;0.0;-0.03576094568245125;0.0;0.0;-0.0;[-0.90829936  0.00958395  0.06881943];[-0.12567435  0.31962878 -1.63576067];[-0.08426406  1.15325404  0.30341204];2.464172404132254;3.929067420993713;4.1150531777609825;(0.07350060013048655, 0.15383495890101634, -0.7121447450146532, 0.6810156601344757);[-0.90829936  0.00958395  0.06881943];[-0.12567435  0.31962878 -1.63576067];[-0.08426406  1.15325404  0.30341204];2.464172404132254;3.929067420993713;4.1150531777609825;(0.07350060013048655, 0.15383495890101634, -0.7121447450146532, 0.6810156601344757);8.4940;1.0945
1.4166666666666667;-0.02529434482423376;0.0;-0.02529434482423376;0.0;0.0;-0.0;[ 0.43103724  0.73426693 -0.09460344];[-0.06436982  0.28748332 -1.62870818];[0.12359802 1.23634901 0.32159963];2.5455280941310847;3.9175634112258746;4.129411164475308;(0.08226905329221332, 0.12142722492019677, -0.7162454187684318, 0.6822607507484338);[ 0.43103724  0.73426693 -0.09460344];[-0.06436982  0.28748332 -1.62870818];[0.12359802 1.23634901 0.32159963];2.5455280941310847;3.9175634112258746;4.129411164475308;(0.08226905329221332, 0.12142722492019677, -0.7162454187684318, 0.6822607507484338);8.5193;1.0861
1.4833333333333334;-0.018007541218118206;0.0;-0.018007541218118206;0.0;0.0;-0.0;[0.28702221 0.44644777 0.14093463];[-0.09399628  0.29342258 -1.63198701];[0.30869332 1.27593841 0.32598603];2.6292939636380104;3.8945993636960887;4.137660461352376;(0.07452205419786784, 0.13390123688549932, -0.7150803223348988, 0.6820388953777348);[0.28702221 0.44644777 0.14093463];[-0.09399628  0.29342258 -1.63198701];[0.30869332 1.27593841 0.32598603];2.6292939636380104;3.8945993636960887;4.137660461352376;(0.07452205419786784, 0.13390123688549932, -0.7150803223348988, 0.6820388953777348);8.5373;1.0797
1.55;-0.009725723906916173;0.0;-0.009725723906916173;0.0;0.0;-0.0;[-0.4293485   0.86896725 -0.00850453];[-0.08324564  0.26703647 -1.63583273];[0.4908565  1.33251368 0.40422236];2.7158914056685393;3.8592118179581467;4.143027014185775;(0.06886005259587409, 0.12103643678080708, -0.7188141203483844, 0.6811128647409896);[-0.4293485   0.86896725 -0.00850453];[-0.08324564  0.26703647 -1.63583273];[0.4908565  1.33251368 0.40422236];2.7158914056685393;3.8592118179581467;4.143027014185775;(0.06886005259587409, 0.12103643678080708, -0.7188141203483844, 0.6811128647409896);8.5470;1.0695
1.6166666666666667;-0.0031793283664871552;0.0;-0.0031793283664871552;0.0;0.0;-0.0;[ 1.01222665 -0.31760073 -0.00880832];[-0.05243727  0.25657086 -1.62951234];[0.6780344  1.38328462 0.21217736];2.804883578932782;3.8128941307817326;4.142907904811742;(0.07521001509269906, 0.10665499009481659, -0.719030871785712, 0.6826146586008168);[ 1.01222665 -0.31760073 -0.00880832];[-0.05243727  0.25657086 -1.62951234];[0.6780344  1.38328462 0.21217736];2.804883578932782;3.8128941307817326;4.142907904811742;(0.07521001509269906, 0.10665499009481659, -0.719030871785712, 0.6826146586008168);8.5502;1.0584
1.6833333333333333;0.009034918566118932;0.0;0.009034918566118932;0.0;0.0;0.0;[-0.70627123  0.6452135  -0.14417615];[-0.07893403  0.19390853 -1.64960764];[0.82061985 1.42456339 0.37856967];2.89618977735404;3.7517932278234736;4.154820300642863;(0.04438418180947282, 0.09449029671565524, -0.7278040303663666, 0.6777926833583879);[-0.70627123  0.6452135  -0.14417615];[-0.07893403  0.19390853 -1.64960764];[0.82061985 1.42456339 0.37856967];2.89618977735404;3.7517932278234736;4.154820300642863;(0.04438418180947282, 0.09449029671565524, -0.7278040303663666, 0.6777926833583879);8.5412;1.0445
1.75;0.010622193658866408;0.0;0.010622193658866408;0.0;0.0;0.0;[ 0.69394469  0.14370783 -0.0339126 ];[-0.04923654  0.20173837 -1.64892862];[0.95478187 1.4777498  0.3126698 ];2.9890052584844446;3.683769646158338;4.154420400344828;(0.05728069561926943, 0.08632903356597503, -0.7285480372454359, 0.6771144491876985);[ 0.69394469  0.14370783 -0.0339126 ];[-0.04923654  0.20173837 -1.64892862];[0.95478187 1.4777498  0.3126698 ];2.9890052584844446;3.683769646158338;4.154420400344828;(0.05728069561926943, 0.08632903356597503, -0.7285480372454359, 0.6771144491876985);8.5306;1.0259
1.8166666666666667;0.018419178181213525;0.0;0.018419178181213525;0.0;0.0;0.0;[-0.07195624  0.54026406 -0.2088409 ];[-0.03621415  0.18813889 -1.6611465 ];[1.06764302 1.51995772 0.39705005];3.0837461151774543;3.6046696483004528;4.163307059954435;(0.05718171200797023, 0.07665041688328524, -0.7337862694194811, 0.6726162919636253);[-0.07195624  0.54026406 -0.2088409 ];[-0.03621415  0.18813889 -1.6611465 ];[1.06764302 1.51995772 0.39705005];3.0837461151774543;3.6046696483004528;4.163307059954435;(0.05718171200797023, 0.07665041688328524, -0.7337862694194811, 0.6726162919636253);8.5121;1.0083
1.8833333333333333;0.02125005491958909;0.0;0.02125005491958909;0.0;0.0;0.0;[ 0.71647125 -0.0483226  -0.54320771];[-0.02674626  0.1756325  -1.67197638];[1.18069622 1.5571228  0.34794083];3.179062243105204;3.518354472362587;4.164810950143075;(0.05613543351312234, 0.06867883917671849, -0.7382479480667674, 0.66867181586249);[ 0.71647125 -0.0483226  -0.54320771];[-0.02674626  0.1756325  -1.67197638];[1.18069622 1.5571228  0.34794083];3.179062243105204;3.518354472362587;4.164810950143075;(0.05613543351312234, 0.06867883917671849, -0.7382479480667674, 0.66867181586249);8.4909;0.9940
1.95;0.02698221575560389;0.0;0.02698221575560389;0.0;0.0;0.0;[ 0.2768261  -0.14620349 -0.42804471];[-0.03304437  0.14356799 -1.68657414];[1.27837513 1.58894232 0.34784882];3.2747456365801977;3.423177346912954;4.170212228786723;(0.042598670772572185, 0.05999666341270951, -0.7440200415507411, 0.6640933152792503);[ 0.2768261  -0.14620349 -0.42804471];[-0.03304437  0.14356799 -1.68657414];[1.27837513 1.58894232 0.34784882];3.2747456365801977;3.423177346912954;4.170212228786723;(0.042598670772572185, 0.05999666341270951, -0.7440200415507411, 0.6640933152792503);8.4639;0.9781
2.0166666666666666;0.03096913590643169;0.0;0.03096913590643169;0.0;0.0;0.0;[-0.66913069  0.28826593 -0.23932826];[-0.02775637  0.1283871  -1.70124147];[1.35307645 1.62387125 0.43660391];3.370716180914964;3.320724678745394;4.1782749044425245;(0.03908211796326627, 0.05271384247794139, -0.7494823060557624, 0.6587640789964588);[-0.66913069  0.28826593 -0.23932826];[-0.02775637  0.1283871  -1.70124147];[1.35307645 1.62387125 0.43660391];3.370716180914964;3.320724678745394;4.1782749044425245;(0.03908211796326627, 0.05271384247794139, -0.7494823060557624, 0.6587640789964588);8.4329;0.9656
2.0833333333333335;0.03312070411808676;0.0;0.03312070411808676;0.0;0.0;0.0;[ 0.37607216 -0.57598832 -0.19344945];[-0.02589922  0.11925156 -1.70567498];[1.44001221 1.65187054 0.36764964];3.4669325325040994;3.2122101113469825;4.184874082289927;(0.036373282789016186, 0.048933615367937715, -0.7512409928106111, 0.6572057944868566);[ 0.37607216 -0.57598832 -0.19344945];[-0.02589922  0.11925156 -1.70567498];[1.44001221 1.65187054 0.36764964];3.4669325325040994;3.2122101113469825;4.184874082289927;(0.036373282789016186, 0.048933615367937715, -0.7512409928106111, 0.6572057944868566);8.3998;0.9502
2.15;0.036098505887167676;0.0;0.036098505887167676;0.0;0.0;0.0;[-0.11258284  0.03545054  0.04243477];[-0.0128582   0.09623204 -1.72318225];[1.49290776 1.69258363 0.39609657];3.5634834829611384;3.097385897674399;4.196635046354948;(0.03231747485439598, 0.036195129203919735, -0.757784382998774, 0.6506983343486552);[-0.11258284  0.03545054  0.04243477];[-0.0128582   0.09623204 -1.72318225];[1.49290776 1.69258363 0.39609657];3.5634834829611384;3.097385897674399;4.196635046354948;(0.03231747485439598, 0.036195129203919735, -0.757784382998774, 0.6506983343486552);8.3637;0.9290
2.216666666666667;0.03687961809932183;0.0;0.03687961809932183;0.0;0.0;0.0;[0.11307421 0.0818137  0.15160303];[-0.00795974  0.08598997 -1.72146714];[1.56686453 1.69747376 0.32009383];3.6598024894089694;2.978112866256664;4.204958758464328;(0.030001696079493306, 0.031033994917907023, -0.7575026605322813, 0.6514034914538795);[0.11307421 0.0818137  0.15160303];[-0.00795974  0.08598997 -1.72146714];[1.56686453 1.69747376 0.32009383];3.6598024894089694;2.978112866256664;4.204958758464328;(0.030001696079493306, 0.031033994917907023, -0.7575026605322813, 0.6514034914538795);8.3268;0.9119
2.283333333333333;0.038473369345043196;0.0;0.038473369345043196;0.0;0.0;0.0;[0.40279088 0.06983614 0.45416601];[-0.01204284  0.07014095 -1.72888308];[1.61734974 1.71325034 0.37253252];3.7557784775818117;2.8544153638601015;4.215373140933433;(0.022767448097910318, 0.027335788077184894, -0.7601143077555707, 0.6488147941767188);[0.40279088 0.06983614 0.45416601];[-0.01204284  0.07014095 -1.72888308];[1.61734974 1.71325034 0.37253252];3.7557784775818117;2.8544153638601015;4.215373140933433;(0.022767448097910318, 0.027335788077184894, -0.7601143077555707, 0.6488147941767188);8.2884;0.8904
2.35;0.03828173662955692;0.0;0.03828173662955692;0.0;0.0;0.0;[-0.04835097  0.0368848   0.0438425 ];[-0.00836643  0.06132656 -1.72752143];[1.67054934 1.7124812  0.18769071];3.8514222548941994;2.7273667036230465;4.222747798512581;(0.020593094709202592, 0.023093998006128495, -0.7598434734313286, 0.6493692998519445);[-0.04835097  0.0368848   0.0438425 ];[-0.00836643  0.06132656 -1.72752143];[1.67054934 1.7124812  0.18769071];3.8514222548941994;2.7273667036230465;4.222747798512581;(0.020593094709202592, 0.023093998006128495, -0.7598434734313286, 0.6493692998519445);8.2501;0.8759
2.4166666666666665;0.039353644049482384;0.0;0.039353644049482384;0.0;0.0;0.0;[-0.0443888  -0.14686723 -0.18489994];[-0.01993308  0.06019998 -1.73301706];[1.70892086 1.72294357 0.27981407];3.946660453599019;2.596767065030711;4.236975001904771;(0.01648356669419416, 0.02707723112467484, -0.7614956510516921, 0.6473943844466203);[-0.0443888  -0.14686723 -0.18489994];[-0.01993308  0.06019998 -1.73301706];[1.70892086 1.72294357 0.27981407];3.946660453599019;2.596767065030711;4.236975001904771;(0.01648356669419416, 0.02707723112467484, -0.7614956510516921, 0.6473943844466203);8.2107;0.8500
2.4833333333333334;0.0385647234116675;0.0;0.0385647234116675;0.0;0.0;0.0;[-0.58026507  0.50532937  0.07642596];[-0.0113659   0.04391984 -1.73229416];[1.7503436  1.72549995 0.31687239];4.041756892714459;2.4634133821739237;4.2491526737962815;(0.013047988500920834, 0.01855195427147885, -0.7615619858926964, 0.6476950799812836);[-0.58026507  0.50532937  0.07642596];[-0.0113659   0.04391984 -1.73229416];[1.7503436  1.72549995 0.31687239];4.041756892714459;2.4634133821739237;4.2491526737962815;(0.013047988500920834, 0.01855195427147885, -0.7615619858926964, 0.6476950799812836);8.1722;0.8332
2.55;0.03650241185176206;0.0;0.03650241185176206;0.0;0.0;0.0;[-0.09104337  0.03462765  0.00615915];[-0.01629219  0.03937968 -1.72268807];[1.80517965 1.71429135 0.21180339];4.136605941979009;2.3280157575742777;4.254592578980721;(0.009632161782429422, 0.019004399772833216, -0.7584420623883544, 0.6513921186572426);[-0.09104337  0.03462765  0.00615915];[-0.01629219  0.03937968 -1.72268807];[1.80517965 1.71429135 0.21180339];4.136605941979009;2.3280157575742777;4.254592578980721;(0.009632161782429422, 0.019004399772833216, -0.7584420623883544, 0.6513921186572426);8.1357;0.8179
2.6166666666666667;0.035798283483682525;0.0;0.035798283483682525;0.0;0.0;0.0;[-0.62880862  0.03403188  0.22531819];[-0.00439945  0.03247186 -1.71942277];[1.84064171 1.70715227 0.24164508];4.23135420804746;2.190206982222301;4.264488882055927;(0.010865176893958177, 0.012262396460675113, -0.7575292277877115, 0.6525956256453593);[-0.62880862  0.03403188  0.22531819];[-0.00439945  0.03247186 -1.71942277];[1.84064171 1.70715227 0.24164508];4.23135420804746;2.190206982222301;4.264488882055927;(0.010865176893958177, 0.012262396460675113, -0.7575292277877115, 0.6525956256453593);8.0999;0.7955
2.683333333333333;0.034109375937044106;0.0;0.034109375937044106;0.0;0.0;0.0;[-0.64739675  0.0262775  -0.2909792 ];[ 0.00475519  0.01354756 -1.71627332];[1.87116089 1.69775398 0.32109226];4.325528975632692;2.0507697500242545;4.275171778798998;(0.006679710845397414, 0.002630075225785852, -0.7566165689714532, 0.6538194182839745);[-0.64739675  0.0262775  -0.2909792 ];[ 0.00475519  0.01354756 -1.71627332];[1.87116089 1.69775398 0.32109226];4.325528975632692;2.0507697500242545;4.275171778798998;(0.006679710845397414, 0.002630075225785852, -0.7566165689714532, 0.6538194182839745);8.0658;0.7785
2.75;0.03208402778379593;0.0;0.03208402778379593;0.0;0.0;0.0;[-0.28325374 -0.12207594 -0.04402353];[ 8.21203584e-04  2.34502466e-02 -1.71693037e+00];[1.88847647 1.69437526 0.28214173];4.419100410409693;1.9101271695796689;4.2882344617837385;(0.009142192562522326, 0.007352623918217081, -0.7567913595153164, 0.6535512201806575);[-0.28325374 -0.12207594 -0.04402353];[ 8.21203584e-04  2.34502466e-02 -1.71693037e+00];[1.88847647 1.69437526 0.28214173];4.419100410409693;1.9101271695796689;4.2882344617837385;(0.009142192562522326, 0.007352623918217081, -0.7567913595153164, 0.6535512201806575);8.0337;0.7566
2.816666666666667;0.029354414230574832;0.0;0.029354414230574832;0.0;0.0;0.0;[-0.69403273 -0.34908197  0.0913238 ];[ 1.57655949e-04  8.24632791e-03 -1.70883192e+00];[1.92319839 1.67095565 0.26906687];4.512154998575256;1.768168404950965;4.300303291887951;(0.0031613926805789225, 0.0026480548710294937, -0.7541813296678106, 0.6566532687668678);[-0.69403273 -0.34908197  0.0913238 ];[ 1.57655949e-04  8.24632791e-03 -1.70883192e+00];[1.92319839 1.67095565 0.26906687];4.512154998575256;1.768168404950965;4.300303291887951;(0.0031613926805789225, 0.0026480548710294937, -0.7541813296678106, 0.6566532687668678);8.0043;0.7345
2.8833333333333333;0.02660291593338915;0.0;0.02660291593338915;0.0;0.0;0.0;[ 0.0553616  -0.54395396  0.23024117];[ 0.00347713 -0.01668629 -1.6968968 ];[1.95292935 1.64332638 0.25616196];4.604653390959383;1.6255132806413266;4.314083408714634;(-0.005109999455465991, -0.006820302372832132, -0.7502186342975462, 0.6611349122031245);[ 0.0553616  -0.54395396  0.23024117];[ 0.00347713 -0.01668629 -1.6968968 ];[1.95292935 1.64332638 0.25616196];4.604653390959383;1.6255132806413266;4.314083408714634;(-0.005109999455465991, -0.006820302372832132, -0.7502186342975462, 0.6611349122031245);7.9777;0.7113
2.95;0.023437986193346916;0.0;0.023437986193346916;0.0;0.0;0.0;[ 0.27022024 -0.10137034  0.16529364];[ 0.02211035 -0.00832878 -1.69965651];[1.93965549 1.64061648 0.19749993];4.6966278254281315;1.4831739173286076;4.330562473663006;(0.004169489689416331, -0.011052829514561966, -0.7510842396365407, 0.6601006857177559);[ 0.27022024 -0.10137034  0.16529364];[ 0.02211035 -0.00832878 -1.69965651];[1.93965549 1.64061648 0.19749993];4.6966278254281315;1.4831739173286076;4.330562473663006;(0.004169489689416331, -0.011052829514561966, -0.7510842396365407, 0.6601006857177559);7.9543;0.6884
