agent_id,elapsed_time,rew_closing_distance,rew_engaging_enemy,rew_speed_magnitude,rew_near_engagement,acc_rewards,vel_angles,approaching,chasing,in_range,current_term,info[downed],info[exploded_target],info[exploded_ally],info[crashes],info[ally_collision],info[mission_complete],info[out_of_bounds],info[timeover]
15,0.825,0.0013351920019317731,1.9099155754548902,4.386396051167828,0.0,101.66581682890998,1.5707500575178466,1,1,0,0,0,0,0,0,0,0,0,0
16,0.825,0.0,0.0,0.0,0.0,543.3894832936496,1.5717171083634736,0,0,0,0,0,0,0,0,0,0,0,0
17,0.825,0.0,0.0,0.0,0.0,0.0,1.5693654936762371,0,1,0,0,0,0,0,0,0,0,0,0
18,0.825,0.0,0.0,12.934315910000706,0.0,1159.5877934075797,1.5709024584541844,1,0,0,0,0,0,0,0,0,0,0,0
19,0.825,0.0,0.0,10.579800351494939,0.0,1077.133405353267,1.5709026548888931,1,0,0,0,0,0,0,0,0,0,0,0
0,0.8333333333333334,0.0,0.0,11.338867463061607,0.0,1096.2201256795395,1.571357043238554,1,0,0,0,0,0,0,0,0,0,0,0
1,0.8333333333333334,0.0,0.0,17.523045425260328,0.0,1673.4460491018876,1.5708526079011067,1,0,0,0,0,0,0,0,0,0,0,0
2,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.5701501432006477,0,1,0,0,0,0,0,0,0,0,0,0
3,0.8333333333333334,0.0,0.0,13.320953075444056,0.0,1289.4015207036682,1.5708630930753569,1,0,0,0,0,0,0,0,0,0,0,0
4,0.8333333333333334,0.00460866657441894,1.909886242420985,5.597685968920012,0.0,426.0346707533668,1.5707741819204788,1,1,0,0,0,0,0,0,0,0,0,0
5,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.5700090364352057,0,1,0,0,0,0,0,0,0,0,0,0
6,0.8333333333333334,0.005898198528766052,1.909865347527091,6.190339964385305,0.0,588.3083588780531,1.5707913669853344,1,1,0,0,0,0,0,0,0,0,0,0
7,0.8333333333333334,0.00909691141437019,1.9098762061551104,7.32578848679177,0.0,714.4134838396399,1.5707824362289349,1,1,0,0,0,0,0,0,0,0,0,0
8,0.8333333333333334,0.01917281391037262,1.9110940539015393,6.053751585050244,0.0,597.1726802649549,1.5697814526058704,1,1,0,0,0,0,0,0,0,0,0,0
9,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.5708046731857566,0,0,0,0,0,0,0,0,0,0,0,0
10,0.8333333333333334,0.002898524371563127,1.9104838949263234,16.74305078401073,0.0,203.8998852797933,1.5702828000629092,1,1,0,0,0,0,0,0,0,0,0,0
11,0.8333333333333334,0.0,0.0,14.074067445953206,0.0,1272.3622707838822,1.5708492473025821,1,0,0,0,0,0,0,0,0,0,0,0
12,0.8333333333333334,0.0,0.0,13.441461428886347,0.0,1215.7733283075459,1.5710962137835742,1,0,0,0,0,0,0,0,0,0,0,0
13,0.8333333333333334,0.011384519861863396,1.9098792023764026,5.586537356697881,0.0,679.5522944000252,1.5707799719831466,1,1,0,0,0,0,0,0,0,0,0,0
14,0.8333333333333334,0.018396338744596008,1.9098897155573589,11.332903720000852,0.0,1237.5949210069857,1.570771325466045,1,1,0,0,0,0,0,0,0,0,0,0
15,0.8333333333333334,0.0018710545103930443,1.9098893242272517,4.386396051167828,0.0,107.96397325881546,1.5707716473119777,1,1,0,0,0,0,0,0,0,0,0,0
16,0.8333333333333334,0.0,0.0,0.0,0.0,543.3894832936496,1.5717356973350078,0,0,0,0,0,0,0,0,0,0,0,0
17,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.5692926456015788,0,1,0,0,0,0,0,0,0,0,0,0
18,0.8333333333333334,0.0,0.0,12.934315910000706,0.0,1172.5221093175805,1.5708537288307551,1,0,0,0,0,0,0,0,0,0,0,0
19,0.8333333333333334,0.0,0.0,10.579800351494939,0.0,1087.713205704762,1.5708467100407342,1,0,0,0,0,0,0,0,0,0,0,0
0,0.8416666666666667,0.0,0.0,11.338867463061607,0.0,1107.5589931426011,1.5713615972370847,1,0,0,0,0,0,0,0,0,0,0,0
1,0.8416666666666667,0.026396484752117644,1.909881119452013,17.523045425260328,0.0,1692.9053721313521,1.570778395286072,1,1,0,0,0,0,0,0,0,0,0,0
2,0.8416666666666667,0.0,0.0,0.0,0.0,0.0,1.5701251975958168,0,1,0,0,0,0,0,0,0,0,0,0
3,0.8416666666666667,0.0,0.0,13.320953075444056,0.0,1302.7224737791123,1.5708162711016922,1,0,0,0,0,0,0,0,0,0,0,0
4,0.8416666666666667,0.004564284880279601,1.9098683149489208,5.597685968920012,0.0,433.546789322116,1.5707889263979096,1,1,0,0,0,0,0,0,0,0,0,0
5,0.8416666666666667,0.0,0.0,0.0,0.0,0.0,1.5699666976496798,0,1,0,0,0,0,0,0,0,0,0,0
6,0.8416666666666667,0.005928620922432515,1.9098678944280205,6.190339964385305,0.0,596.4144953577888,1.5707892722593042,1,1,0,0,0,0,0,0,0,0,0,0
7,0.8416666666666667,0.0,0.0,7.32578848679177,0.0,721.7392723264317,1.570805611748192,1,0,0,0,0,0,0,0,0,0,0,0
8,0.8416666666666667,0.019136533976192194,1.9111266245174954,6.053751585050244,0.0,605.1566950084989,1.5697546994079548,1,1,0,0,0,0,0,0,0,0,0,0
9,0.8416666666666667,0.0,0.0,0.0,0.0,0.0,1.5708044088128985,0,0,0,0,0,0,0,0,0,0,0,0
10,0.8416666666666667,0.0032026007226306774,1.9104998742834298,16.74305078401073,0.0,222.5566385388101,1.5702696662700428,1,1,0,0,0,0,0,0,0,0,0,0
11,0.8416666666666667,0.0,0.0,14.074067445953206,0.0,1286.4363382298354,1.5708267863216896,1,0,0,0,0,0,0,0,0,0,0,0
12,0.8416666666666667,0.0,0.0,13.441461428886347,0.0,1229.2147897364323,1.5710949721219467,1,0,0,0,0,0,0,0,0,0,0,0
13,0.8416666666666667,0.011424689145121292,1.9098733869970297,5.586537356697881,0.0,687.0601298328652,1.570784754855933,1,1,0,0,0,0,0,0,0,0,0,0
14,0.8416666666666667,0.0,0.0,11.332903720000852,0.0,1248.9278247269865,1.5707969765965661,1,0,0,0,0,0,0,0,0,0,0,0
15,0.8416666666666667,0.002056168698375771,1.9098677315891144,4.386396051167828,0.0,114.26229321027077,1.5707894061877448,1,1,0,0,0,0,0,0,0,0,0,0
16,0.8416666666666667,0.0,0.0,0.0,0.0,543.3894832936496,1.5717491964046946,0,0,0,0,0,0,0,0,0,0,0,0
17,0.8416666666666667,0.0,0.0,0.0,0.0,0.0,1.569243028072441,0,1,0,0,0,0,0,0,0,0,0,0
18,0.8416666666666667,0.0,0.0,12.934315910000706,0.0,1185.4564252275813,1.5708112307268571,1,0,0,0,0,0,0,0,0,0,0,0
19,0.8416666666666667,0.0,0.0,10.579800351494939,0.0,1098.293006056257,1.5708019793303678,1,0,0,0,0,0,0,0,0,0,0,0
0,0.85,0.0,0.0,11.338867463061607,0.0,1118.8978606056628,1.5713600370445113,1,0,0,0,0,0,0,0,0,0,0,0
1,0.85,0.0,0.0,17.523045425260328,0.0,1710.4284175566124,1.5708708753117715,1,0,0,0,0,0,0,0,0,0,0,0
2,0.85,0.0,0.0,0.0,0.0,0.0,1.5701056908938433,0,1,0,0,0,0,0,0,0,0,0,0
3,0.85,0.0,0.0,13.320953075444056,0.0,1316.0434268545564,1.5709188197387995,1,0,0,0,0,0,0,0,0,0,0,0
4,0.85,0.004608909844752596,1.9098836935010124,5.597685968920012,0.0,441.0589678943818,1.5707762782668158,1,1,0,0,0,0,0,0,0,0,0,0
5,0.85,0.0,0.0,0.0,0.0,0.0,1.5699294598469709,0,1,0,0,0,0,0,0,0,0,0,0
6,0.85,0.005934110887617194,1.9098648532193472,6.190339964385305,0.0,604.520634286281,1.570791773534696,1,1,0,0,0,0,0,0,0,0,0,0
7,0.85,0.009074916602500593,1.9098788939831253,7.32578848679177,0.0,730.984014623809,1.5707802256212098,1,1,0,0,0,0,0,0,0,0,0,0
8,0.85,0.01953053281406536,1.911143295349988,6.053751585050244,0.0,613.1411204217133,1.569741006495596,1,1,0,0,0,0,0,0,0,0,0,0
9,0.85,0.0,0.0,0.0,0.0,0.0,1.5708036771619318,0,0,0,0,0,0,0,0,0,0,0,0
10,0.85,0.0033353491794692047,1.9105200371328293,16.74305078401073,0.0,241.21354470913312,1.57025309428431,1,1,0,0,0,0,0,0,0,0,0,0
11,0.85,0.0,0.0,14.074067445953206,0.0,1300.5104056757887,1.5708771037021179,1,0,0,0,0,0,0,0,0,0,0,0
12,0.85,0.0,0.0,13.441461428886347,0.0,1242.6562511653187,1.5710907123013365,1,0,0,0,0,0,0,0,0,0,0,0
13,0.85,0.011440653440391912,1.90987843177181,5.586537356697881,0.0,694.5679862747753,1.5707806057670777,1,1,0,0,0,0,0,0,0,0,0,0
14,0.85,0.01814480327770518,1.9099054069473815,11.332903720000852,0.0,1262.1887786572124,1.5707584203318876,1,1,0,0,0,0,0,0,0,0,0,0
15,0.85,0.002120892280595754,1.9098858194438975,4.386396051167828,0.0,120.56069597316309,1.5707745297954574,1,1,0,0,0,0,0,0,0,0,0,0
16,0.85,0.0,0.0,0.0,0.0,543.3894832936496,1.5717527996863632,0,0,0,0,0,0,0,0,0,0,0,0
17,0.85,0.0,0.0,0.0,0.0,0.0,1.5691823296565668,0,1,0,0,0,0,0,0,0,0,0,0
18,0.85,0.0,0.0,12.934315910000706,0.0,1198.3907411375822,1.5709030599974299,1,0,0,0,0,0,0,0,0,0,0,0
19,0.85,0.0,0.0,10.579800351494939,0.0,1108.8728064077518,1.5708377101250761,1,0,0,0,0,0,0,0,0,0,0,0
0,0.8583333333333333,0.0,0.0,11.338867463061607,0.0,1130.2367280687245,1.5713403818743965,1,0,0,0,0,0,0,0,0,0,0,0
1,0.8583333333333333,0.0,0.0,17.523045425260328,0.0,1727.9514629818727,1.5709375258075924,1,0,0,0,0,0,0,0,0,0,0,0
2,0.8583333333333333,0.0,0.0,0.0,0.0,0.0,1.5701069358671327,0,1,0,0,0,0,0,0,0,0,0,0
3,0.8583333333333333,0.0,0.0,13.320953075444056,0.0,1329.3643799300005,1.5709810800115742,1,0,0,0,0,0,0,0,0,0,0,0
4,0.8583333333333333,0.005367281855813033,1.9099091643781259,5.597685968920012,0.0,448.57193030953573,1.570755330124201,1,1,0,0,0,0,0,0,0,0,0,0
5,0.8583333333333333,0.0,0.0,0.0,0.0,0.0,1.5699140350536007,0,1,0,0,0,0,0,0,0,0,0,0
6,0.8583333333333333,0.005945528878432249,1.9098637907488039,6.190339964385305,0.0,612.6267835702936,1.5707926473771119,1,1,0,0,0,0,0,0,0,0,0,0
7,0.8583333333333333,0.009240746495324359,1.9099022741437486,7.32578848679177,0.0,740.2289461312398,1.5707609968394673,1,1,0,0,0,0,0,0,0,0,0,0
8,0.8583333333333333,0.019839826937704252,1.911121375068681,6.053751585050244,0.0,621.1258332087699,1.5697590111942457,1,1,0,0,0,0,0,0,0,0,0,0
9,0.8583333333333333,0.0,0.0,0.0,0.0,0.0,1.5708026112889915,0,0,0,0,0,0,0,0,0,0,0,0
10,0.8583333333333333,0.0034108755854607153,1.910550226713254,16.74305078401073,0.0,259.87055659544257,1.5702282819127669,1,1,0,0,0,0,0,0,0,0,0,0
11,0.8583333333333333,0.0,0.0,14.074067445953206,0.0,1314.584473121742,1.570904756962989,1,0,0,0,0,0,0,0,0,0,0,0
12,0.8583333333333333,0.0,0.0,13.441461428886347,0.0,1256.0977125942052,1.5710813282310943,1,0,0,0,0,0,0,0,0,0,0,0
13,0.8583333333333333,0.011404532209500218,1.9098825433529083,5.586537356697881,0.0,702.0758107070355,1.5707772242021376,1,1,0,0,0,0,0,0,0,0,0,0
14,0.8583333333333333,0.01836751558051475,1.9099380940246218,11.332903720000852,0.0,1275.4499879868183,1.5707315380460314,1,1,0,0,0,0,0,0,0,0,0,0
15,0.8583333333333333,0.002123261821005862,1.9099020150461665,4.386396051167828,0.0,126.8591173011981,1.57076120992913,1,1,0,0,0,0,0,0,0,0,0,0
16,0.8583333333333333,0.0,0.0,0.0,0.0,543.3894832936496,1.5717284410780727,0,0,0,0,0,0,0,0,0,0,0,0
17,0.8583333333333333,0.0,0.0,0.0,0.0,0.0,1.5691243076752346,0,1,0,0,0,0,0,0,0,0,0,0
18,0.8583333333333333,0.0,0.0,12.934315910000706,0.0,1211.325057047583,1.5709580232466798,1,0,0,0,0,0,0,0,0,0,0,0
19,0.8583333333333333,0.0,0.0,10.579800351494939,0.0,1119.4526067592467,1.570870352893125,1,0,0,0,0,0,0,0,0,0,0,0
0,0.8666666666666667,0.0,0.0,11.338867463061607,0.0,1141.5755955317861,1.571324847481674,1,0,0,0,0,0,0,0,0,0,0,0
1,0.8666666666666667,0.0,0.0,17.523045425260328,0.0,1745.474508407133,1.5708533603051698,1,0,0,0,0,0,0,0,0,0,0,0
2,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,1.5701047331763873,0,1,0,0,0,0,0,0,0,0,0,0
3,0.8666666666666667,0.0,0.0,13.320953075444056,0.0,1342.6853330054446,1.5708515588722407,1,0,0,0,0,0,0,0,0,0,0,0
4,0.8666666666666667,0.005371161211481734,1.9098868530529722,5.597685968920012,0.0,456.0848742927202,1.5707736797101208,1,1,0,0,0,0,0,0,0,0,0,0
5,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,1.5698940560890118,0,1,0,0,0,0,0,0,0,0,0,0
6,0.8666666666666667,0.005973545692909532,1.9098692839958078,6.190339964385305,0.0,620.7329663643676,1.5707881293967054,1,1,0,0,0,0,0,0,0,0,0,0
7,0.8666666666666667,0.009132622251684097,1.9098693934991986,7.32578848679177,0.0,749.4737366337824,1.5707880393347216,1,1,0,0,0,0,0,0,0,0,0,0
8,0.8666666666666667,0.01971401226460978,1.9111187908796377,6.053751585050244,0.0,629.1104175969645,1.5697611338012007,1,1,0,0,0,0,0,0,0,0,0,0
9,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,1.570802814810122,0,0,0,0,0,0,0,0,0,0,0,0
10,0.8666666666666667,0.0036028823905311924,1.9105800714649779,16.74305078401073,0.0,278.5277903333088,1.5702037537216047,1,1,0,0,0,0,0,0,0,0,0,0
11,0.8666666666666667,0.0,0.0,14.074067445953206,0.0,1328.6585405676951,1.5708349854943409,1,0,0,0,0,0,0,0,0,0,0,0
12,0.8666666666666667,0.0,0.0,13.441461428886347,0.0,1269.5391740230916,1.5710758414637658,1,0,0,0,0,0,0,0,0,0,0,0
13,0.8666666666666667,0.01130867653807055,1.9098773210097928,5.586537356697881,0.0,709.5835340612813,1.5707815193144636,1,1,0,0,0,0,0,0,0,0,0,0
14,0.8666666666666667,0.018517381703211377,1.9098796251511054,11.332903720000852,0.0,1288.7112887136734,1.5707796242722085,1,1,0,0,0,0,0,0,0,0,0,0
15,0.8666666666666667,0.002062058897760899,1.9098884637468798,4.386396051167828,0.0,133.15746387501056,1.570772355006797,1,1,0,0,0,0,0,0,0,0,0,0
16,0.8666666666666667,0.0,0.0,0.0,0.0,543.3894832936496,1.5717118050160623,0,0,0,0,0,0,0,0,0,0,0,0
17,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,1.5690807276711023,0,1,0,0,0,0,0,0,0,0,0,0
18,0.8666666666666667,0.0,0.0,12.934315910000706,0.0,1224.2593729575838,1.5708395701504574,1,0,0,0,0,0,0,0,0,0,0,0
19,0.8666666666666667,0.0,0.0,10.579800351494939,0.0,1130.0324071107416,1.5708452385453544,1,0,0,0,0,0,0,0,0,0,0,0
0,0.875,0.0,0.0,11.338867463061607,0.0,1152.9144629948478,1.5713243560078665,1,0,0,0,0,0,0,0,0,0,0,0
1,0.875,0.0,0.0,17.523045425260328,0.0,1762.9975538323934,1.5707974644398972,1,0,0,0,0,0,0,0,0,0,0,0
2,0.875,0.0,0.0,0.0,0.0,0.0,1.570083506670336,0,1,0,0,0,0,0,0,0,0,0,0
3,0.875,0.028959412184875966,1.909915526560947,13.320953075444056,0.0,1357.9451610196345,1.570750097729135,1,1,0,0,0,0,0,0,0,0,0,0
4,0.875,0.005223711473168358,1.9098691872220974,5.597685968920012,0.0,463.5976531603355,1.5707882089890652,1,1,0,0,0,0,0,0,0,0,0,0
5,0.875,0.0,0.0,0.0,0.0,0.0,1.569853394803719,0,1,0,0,0,0,0,0,0,0,0,0
6,0.875,0.006000455511731673,1.9098734809939848,6.190339964385305,0.0,628.8391802652586,1.5707846775476793,1,1,0,0,0,0,0,0,0,0,0,0
7,0.875,0.0,0.0,7.32578848679177,0.0,756.7995251205742,1.5708096198340675,1,0,0,0,0,0,0,0,0,0,0,0
8,0.875,0.019631737265514815,1.9111459989787942,6.053751585050244,0.0,637.094946918259,1.569738785840028,1,1,0,0,0,0,0,0,0,0,0,0
9,0.875,0.0,0.0,15.698202155266392,0.0,15.698202155266392,1.5708031345818867,1,0,0,0,0,0,0,0,0,0,0,0
10,0.875,0.003937576468430848,1.9105961676899637,16.74305078401073,0.0,297.18537486147795,1.5701905252051234,1,1,0,0,0,0,0,0,0,0,0,0
11,0.875,0.015085852211020878,1.909881081734094,14.074067445953206,0.0,1344.6575749475935,1.5707784263071094,1,1,0,0,0,0,0,0,0,0,0,0
12,0.875,0.0,0.0,13.441461428886347,0.0,1282.980635451978,1.5710729906264487,1,0,0,0,0,0,0,0,0,0,0,0
13,0.875,0.011288887871306663,1.9098723479804,5.586537356697881,0.0,717.0912326538308,1.5707856094007322,1,1,0,0,0,0,0,0,0,0,0,0
14,0.875,0.0,0.0,11.332903720000852,0.0,1300.0441924336742,1.570822837192173,1,0,0,0,0,0,0,0,0,0,0,0
15,0.875,0.0020964314700604447,1.9098764534079966,4.386396051167828,0.0,139.45583281105644,1.5707822328752101,1,1,0,0,0,0,0,0,0,0,0,0
16,0.875,0.0,0.0,0.0,0.0,543.3894832936496,1.5717179758965816,0,0,0,0,0,0,0,0,0,0,0,0
17,0.875,0.0,0.0,0.0,0.0,0.0,1.5690386221889532,0,1,0,0,0,0,0,0,0,0,0,0
18,0.875,0.023849407507904985,1.9099203111926846,12.934315910000706,0.0,1239.127458586285,1.5707461627687467,1,1,0,0,0,0,0,0,0,0,0,0
19,0.875,0.0,0.0,10.579800351494939,0.0,1140.6122074622365,1.5708162863158655,1,0,0,0,0,0,0,0,0,0,0,0
0,0.8833333333333333,0.0,0.0,11.338867463061607,0.0,1164.2533304579094,1.5713150215611749,1,0,0,0,0,0,0,0,0,0,0,0
1,0.8833333333333333,0.0,0.0,17.523045425260328,0.0,1780.5205992576537,1.5708929999321664,1,0,0,0,0,0,0,0,0,0,0,0
2,0.8833333333333333,0.0,0.0,0.0,0.0,0.0,1.5700692679729549,0,1,0,0,0,0,0,0,0,0,0,0
3,0.8833333333333333,0.0,0.0,13.320953075444056,0.0,1371.2661140950786,1.570828513821651,1,0,0,0,0,0,0,0,0,0,0,0
4,0.8833333333333333,0.005234838842154588,1.9098842160396667,5.597685968920012,0.0,471.1104581841373,1.5707758485070868,1,1,0,0,0,0,0,0,0,0,0,0
5,0.8833333333333333,0.0,0.0,0.0,0.0,0.0,1.569822146664492,0,1,0,0,0,0,0,0,0,0,0,0
6,0.8833333333333333,0.006008138975027499,1.9098715562222905,6.190339964385305,0.0,636.9453999248412,1.5707862605870597,1,1,0,0,0,0,0,0,0,0,0,0
7,0.8833333333333333,0.009009846570284807,1.9098762020222453,7.32578848679177,0.0,766.0441996559586,1.57078243962802,1,1,0,0,0,0,0,0,0,0,0,0
8,0.8833333333333333,0.019875757915334358,1.9111668264296429,6.053751585050244,0.0,645.0797410876542,1.5697216791924267,1,1,0,0,0,0,0,0,0,0,0,0
9,0.8833333333333333,0.0,0.0,15.698202155266392,0.0,31.396404310532784,1.5708023878175956,1,0,0,0,0,0,0,0,0,0,0,0
10,0.8833333333333333,0.004117903547012247,1.910604287276913,16.74305078401073,0.0,315.8431478363126,1.5701838522909144,1,1,0,0,0,0,0,0,0,0,0,0
11,0.8833333333333333,0.0,0.0,14.074067445953206,0.0,1358.7316423935467,1.570817795763083,1,0,0,0,0,0,0,0,0,0,0,0
12,0.8833333333333333,0.0,0.0,13.441461428886347,0.0,1296.4220968808645,1.5710600035034554,1,0,0,0,0,0,0,0,0,0,0,0
13,0.8833333333333333,0.011423256243682012,1.9098796668883298,5.586537356697881,0.0,724.5990729336608,1.5707795899454482,1,1,0,0,0,0,0,0,0,0,0,0
14,0.8833333333333333,0.01834684271241649,1.909866989080768,11.332903720000852,0.0,1313.3053099854683,1.5707900168712379,1,1,0,0,0,0,0,0,0,0,0,0
15,0.8833333333333333,0.0022668249650106276,1.909899874193887,4.386396051167828,0.0,145.75439556138318,1.5707629706327995,1,1,0,0,0,0,0,0,0,0,0,0
16,0.8833333333333333,0.0,0.0,0.0,0.0,543.3894832936496,1.57170637894907,0,0,0,0,0,0,0,0,0,0,0,0
17,0.8833333333333333,0.0,0.0,0.0,0.0,0.0,1.5677466792605352,0,1,0,0,0,0,0,0,0,0,0,0
18,0.8833333333333333,0.0,0.0,12.934315910000706,0.0,1252.0617744962858,1.5708167269045086,1,0,0,0,0,0,0,0,0,0,0,0
19,0.8833333333333333,0.0,0.0,10.579800351494939,0.0,1151.1920078137314,1.5708534355577364,1,0,0,0,0,0,0,0,0,0,0,0
0,0.8916666666666667,0.0,0.0,11.235280208701953,0.0,1175.4886106666113,1.5712903394095767,1,0,0,0,0,0,0,0,0,0,0,0
1,0.8916666666666667,0.0,0.0,17.327766478156736,0.0,1797.8483657358104,1.5709564655734578,1,0,0,0,0,0,0,0,0,0,0,0
2,0.8916666666666667,0.0,0.0,0.0,0.0,0.0,1.570074408646564,0,1,0,0,0,0,0,0,0,0,0,0
3,0.8916666666666667,0.0,0.0,12.693957147312599,0.0,1383.9600712423912,1.5709051819087159,1,0,0,0,0,0,0,0,0,0,0,0
4,0.8916666666666667,0.0054171908350886255,1.9098990800349969,4.95340231463815,0.0,477.97917676964556,1.5707636237748375,1,1,0,0,0,0,0,0,0,0,0,0
5,0.8916666666666667,0.0,0.0,0.0,0.0,0.0,1.5698107422192156,0,1,0,0,0,0,0,0,0,0,0,0
6,0.8916666666666667,0.00604864966655505,1.909869694469796,4.850323896135723,0.0,643.7116421651133,1.5707877917989783,1,1,0,0,0,0,0,0,0,0,0,0
7,0.8916666666666667,0.009269804681427019,1.9099014048927074,7.061413187936038,0.0,775.0247840534687,1.570761711737958,1,1,0,0,0,0,0,0,0,0,0,0
8,0.8916666666666667,0.020537611921968235,1.9111690375160122,5.7522474623260615,0.0,652.7636951994182,1.5697198631363163,1,1,0,0,0,0,0,0,0,0,0,0
9,0.8916666666666667,0.0,0.0,15.78504304353291,0.0,47.181447354065696,1.570801566683604,1,0,0,0,0,0,0,0,0,0,0,0
10,0.8916666666666667,0.004186342369658647,1.910628471107073,16.768378202465,0.0,334.52634085225435,1.5701639776474774,1,1,0,0,0,0,0,0,0,0,0,0
11,0.8916666666666667,0.0,0.0,14.387977741404217,0.0,1373.119620134951,1.5708587617400405,1,0,0,0,0,0,0,0,0,0,0,0
12,0.8916666666666667,0.0,0.0,13.272820452113994,0.0,1309.6949173329785,1.5710448796435206,1,0,0,0,0,0,0,0,0,0,0,0
13,0.8916666666666667,0.011440093400049811,1.9098844267933361,6.625834184656871,0.0,733.146231638511,1.5707756751736803,1,1,0,0,0,0,0,0,0,0,0,0
14,0.8916666666666667,0.018734115015076824,1.9099081204149435,11.129411642956942,0.0,1326.3633638638553,1.5707561887051535,1,1,0,0,0,0,0,0,0,0,0,0
15,0.8916666666666667,0.002297186545725971,1.9099143270414487,5.791637973362136,0.0,153.4582450483325,1.570751084236929,1,1,0,0,0,0,0,0,0,0,0,0
16,0.8916666666666667,0.0,0.0,0.0,0.0,543.3894832936496,1.5716712771969952,0,0,0,0,0,0,0,0,0,0,0,0
17,0.8916666666666667,0.0,0.0,0.0,0.0,0.0,1.5676748634310191,0,1,0,0,0,0,0,0,0,0,0,0
18,0.8916666666666667,0.0,0.0,11.56164435487338,0.0,1263.6234188511592,1.570886434511988,1,0,0,0,0,0,0,0,0,0,0,0
19,0.8916666666666667,0.0,0.0,11.267711995813137,0.0,1162.4597198095446,1.5708808826902319,1,0,0,0,0,0,0,0,0,0,0,0
0,0.9,0.0,0.0,11.235280208701953,0.0,1186.7238908753131,1.5712821477819108,1,0,0,0,0,0,0,0,0,0,0,0
1,0.9,0.0,0.0,17.327766478156736,0.0,1815.176132213967,1.5708389392927706,1,0,0,0,0,0,0,0,0,0,0,0
2,0.9,0.0,0.0,0.0,0.0,0.0,1.5700624675932329,0,1,0,0,0,0,0,0,0,0,0,0
3,0.9,0.0,0.0,12.693957147312599,0.0,1396.6540283897039,1.5708645407401272,1,0,0,0,0,0,0,0,0,0,0,0
4,0.9,0.005986559739243447,1.9098916663568366,4.95340231463815,0.0,484.8484573103798,1.5707697210504985,1,1,0,0,0,0,0,0,0,0,0,0
5,0.9,0.0,0.0,0.0,0.0,0.0,1.569774467954209,0,1,0,0,0,0,0,0,0,0,0,0
6,0.9,0.006184682941903219,1.9098708104669484,4.850323896135723,0.0,650.4780215546579,1.570786873938622,1,1,0,0,0,0,0,0,0,0,0,0
7,0.9,0.009013648415617581,1.909862627292046,7.061413187936038,0.0,784.0050735171124,1.57079360427804,1,1,0,0,0,0,0,0,0,0,0,0
8,0.9,0.021756772626666976,1.9111856917726118,5.7522474623260615,0.0,660.4488851261435,1.5697061844459081,1,1,0,0,0,0,0,0,0,0,0,0
9,0.9,0.0,0.0,15.78504304353291,0.0,62.966490397598605,1.5708022891930735,1,0,0,0,0,0,0,0,0,0,0,0
10,0.9,0.0042550292798040346,1.9106963968655886,16.768378202465,0.0,353.20967048086476,1.5701081579058636,1,1,0,0,0,0,0,0,0,0,0,0
11,0.9,0.0,0.0,14.387977741404217,0.0,1387.5075978763552,1.5708404687547228,1,0,0,0,0,0,0,0,0,0,0,0
12,0.9,0.0,0.0,13.272820452113994,0.0,1322.9677377850926,1.571045082668191,1,0,0,0,0,0,0,0,0,0,0,0
13,0.9,0.011299755383371135,1.9098715594588187,6.625834184656871,0.0,741.6932371380101,1.5707862579251561,1,1,0,0,0,0,0,0,0,0,0,0
14,0.9,0.019468352539217193,1.909886767506291,11.129411642956942,0.0,1339.4221306268578,1.5707737500674204,1,1,0,0,0,0,0,0,0,0,0,0
15,0.9,0.002020665919880038,1.9098789459434795,5.791637973362136,0.0,161.16178263355798,1.5707801828864085,1,1,0,0,0,0,0,0,0,0,0,0
16,0.9,0.0,0.0,0.0,0.0,543.3894832936496,1.5716678021389834,0,0,0,0,0,0,0,0,0,0,0,0
17,0.9,0.0,0.0,0.0,0.0,0.0,1.5675659344933426,0,1,0,0,0,0,0,0,0,0,0,0
18,0.9,0.0,0.0,11.56164435487338,0.0,1275.1850632060325,1.5708501121074634,1,0,0,0,0,0,0,0,0,0,0,0
19,0.9,0.0,0.0,11.267711995813137,0.0,1173.7274318053578,1.5708403488812013,1,0,0,0,0,0,0,0,0,0,0,0
0,0.9083333333333333,0.0,0.0,11.235280208701953,0.0,1197.959171084015,1.5712892644142864,1,0,0,0,0,0,0,0,0,0,0,0
1,0.9083333333333333,0.026756621517783685,1.9099384158856012,17.327766478156736,0.0,1834.440593729527,1.5707312733478678,1,1,0,0,0,0,0,0,0,0,0,0
2,0.9083333333333333,0.0,0.0,0.0,0.0,0.0,1.5700356645556517,0,1,0,0,0,0,0,0,0,0,0,0
3,0.9083333333333333,0.0,0.0,12.693957147312599,0.0,1409.3479855370165,1.5708097830715098,1,0,0,0,0,0,0,0,0,0,0,0
4,0.9083333333333333,0.006275156883986277,1.9098806066576652,4.95340231463815,0.0,491.7180153885596,1.5707788170330022,1,1,0,0,0,0,0,0,0,0,0,0
