time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,train/approx_kl,train/clip_range,train/value_loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/loss,train/std,train/n_updates,train/policy_gradient_loss,train/clip_fraction
1,590,6062080,27,-53.5172455906868,,,,,,,,,,,
2,642,6078464,50,-87.31188535690308,0.13757065,0.2,960.1174226284027,0.5392664670944214,-1.7249161794781684,0.001,43.299156188964844,0.37370631098747253,3700,-0.0042829373662243595,0.459222412109375
3,663,6094848,74,-87.115882396698,0.10083109,0.2,1216.248628640175,0.517676591873169,-1.7249496717005968,0.001,115.77812957763672,0.37205970287323,3710,0.0014402389744645916,0.46553955078125
4,674,6111232,97,397.47438764572144,0.046567727,0.2,1485.0378946304322,0.5776486098766327,-1.6993696812540293,0.001,181.68511962890625,0.3688659965991974,3720,-0.006197008497838397,0.359478759765625
5,678,6127616,120,504.05447578430176,0.06546244,0.2,1209.9129882335662,0.5956329703330994,-1.664069125801325,0.001,92.26029968261719,0.3664584159851074,3730,-0.008653633890207856,0.346368408203125
6,684,6144000,143,272.6810293197632,0.03479646,0.2,2048.2979409217833,0.6459865272045135,-1.6428263630717992,0.001,174.0562744140625,0.364455908536911,3740,-0.012374876021931413,0.272161865234375
7,685,6160384,167,-21.319456100463867,0.07493448,0.2,1424.8625849246978,0.5258008241653442,-1.6166675444692373,0.001,84.00215911865234,0.36182260513305664,3750,-0.011350075108930468,0.340032958984375
8,689,6176768,190,-136.36114013195038,0.085026145,0.2,1042.5501000881195,0.6914667189121246,-1.6019667930901051,0.001,106.9227294921875,0.3611127734184265,3760,-0.008821030938997864,0.417315673828125
9,691,6193152,213,-27.521602869033813,0.093451455,0.2,1086.985397529602,0.6626087129116058,-1.5866514392197133,0.001,79.15552520751953,0.35931098461151123,3770,-0.006502957953489386,0.45018310546875
10,692,6209536,236,91.2646279335022,0.11651016,0.2,803.9828922510147,0.5184394717216492,-1.5848028138279915,0.001,64.8543930053711,0.36166346073150635,3780,-0.004758686023706105,0.4686279296875
11,694,6225920,259,54.60010623931885,0.09563042,0.2,991.139742898941,0.5429679453372955,-1.6163120321929454,0.001,59.5534553527832,0.36362969875335693,3790,0.0026040055556222795,0.48304443359375
12,695,6242304,282,51.42378866672516,0.22642599,0.2,537.5779283046722,0.6492196321487427,-1.6271961729973554,0.001,52.87907791137695,0.3647821247577667,3800,0.006659830606804462,0.537811279296875
13,696,6258688,305,222.91927099227905,0.083365574,0.2,1273.0332439899444,0.5139772295951843,-1.6424957860261202,0.001,80.11975860595703,0.3657929003238678,3810,0.0020708374155219643,0.445831298828125
14,699,6275072,327,230.86218923330307,0.06864458,0.2,1151.7569438695907,0.4529420733451843,-1.6630940817296505,0.001,81.90360260009766,0.3671150207519531,3820,-0.004993593265680829,0.39202880859375
15,700,6291456,350,-124.514967918396,0.07138454,0.2,996.3255746364594,0.5964157581329346,-1.658656232059002,0.001,51.234039306640625,0.3660902976989746,3830,-0.006964314692595508,0.40181884765625
16,701,6307840,373,-87.49214363098145,0.056917787,0.2,1486.6058129310609,0.5464323461055756,-1.6482707481831311,0.001,124.92845916748047,0.36466702818870544,3840,-0.0057445639351499265,0.37501220703125
17,703,6324224,396,329.2532598376274,0.07594265,0.2,765.9490184307099,0.6994299590587616,-1.6276984680444002,0.001,71.31446075439453,0.3632500469684601,3850,-0.011576655716635288,0.40916748046875
18,704,6340608,418,177.7295684814453,0.077481456,0.2,893.5315519809723,0.6570287942886353,-1.6167887549847364,0.001,60.70948028564453,0.36129075288772583,3860,-0.005987592533347197,0.425384521484375
19,706,6356992,440,191.2130904197693,0.06005312,0.2,1157.67237906456,0.6614003479480743,-1.6005199398845433,0.001,103.01753997802734,0.3604092597961426,3870,-0.002270702824171167,0.390277099609375
20,706,6373376,463,-72.04475021362305,0.043697752,0.2,2078.0803401947023,0.36354243755340576,-1.5817183069884777,0.001,166.9996795654297,0.3585319519042969,3880,-0.009944414693745785,0.294720458984375
21,707,6389760,486,62.35345125198364,0.07189739,0.2,1052.7211544036866,0.5913628339767456,-1.5688036426901817,0.001,88.58712768554688,0.35956472158432007,3890,-0.005171645369409816,0.39317626953125
22,708,6406144,508,81.73495578765869,0.08935045,0.2,1826.2291163921357,0.5484751760959625,-1.5734544344246388,0.001,140.4467010498047,0.35897141695022583,3900,-0.00788034389843233,0.33387451171875
23,708,6422528,532,-146.94721508026123,0.07982277,0.2,1313.5717606067658,0.5953657031059265,-1.5687501985579728,0.001,95.15950012207031,0.358279824256897,3910,-0.00762182040780317,0.39949951171875
24,709,6438912,554,181.6426043510437,0.095681414,0.2,960.3288421154023,0.6692535281181335,-1.5536932330578566,0.001,101.2356948852539,0.3560996651649475,3920,-0.0072184241471404675,0.392742919921875
25,709,6455296,577,-183.04549932479858,0.07955615,0.2,1050.26867415905,0.625380277633667,-1.5405075583606958,0.001,70.97077178955078,0.3563964366912842,3930,-0.008245981266372836,0.413397216796875
26,710,6471680,599,-63.28547763824463,0.10345949,0.2,858.0184388875962,0.5529897809028625,-1.5406649466603994,0.001,104.76485443115234,0.3571218252182007,3940,-0.0010268728976370767,0.4798828125
27,711,6488064,621,269.03437757492065,0.06571375,0.2,1394.0441970825195,0.7177791893482208,-1.5439093284308911,0.001,85.77365112304688,0.3552224636077881,3950,-0.0068123551216558555,0.3658447265625
28,711,6504448,644,-22.784279227256775,0.08474575,0.2,914.8486115455628,0.5765595436096191,-1.534590708091855,0.001,85.53886413574219,0.35572633147239685,3960,-0.008364172907022294,0.402557373046875
29,712,6520832,666,202.6786835193634,0.12263855,0.2,743.528677558899,0.6397886872291565,-1.536006670817733,0.001,62.598384857177734,0.3553518056869507,3970,-0.004080709107074654,0.501318359375
