time/iterations,rew_vec_envs,time/fps,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/explained_variance,train/value_loss,train/std,train/clip_range,train/entropy_loss,train/approx_kl,train/policy_gradient_loss
1,-2189.254493713379,544,10059776,60,,,,,,,,,,,
2,-2312.107582092285,582,10092544,112,0.3027862548828125,3070,876.8117065429688,0.001,0.5054010152816772,5095.196720886231,0.2860264182090759,0.2,-0.6707631023600698,0.038871486,-0.016377876549813663
3,-2370.8029556274414,599,10125312,163,0.2650360107421875,3080,908.3259887695312,0.001,0.5925605297088623,4498.5998815536495,0.28415799140930176,0.2,-0.6430721214041114,0.03283639,-0.015813557807268806
4,-1847.9011993408203,607,10158080,215,0.2825958251953125,3090,849.1719970703125,0.001,0.6685643494129181,4444.145306587219,0.28151756525039673,0.2,-0.6103423178195954,0.03803891,-0.01674651067260129
5,-2268.3428268432617,611,10190848,267,0.2749114990234375,3100,957.4171142578125,0.001,0.7177034020423889,4462.461712265014,0.2792968153953552,0.2,-0.5770441250875592,0.031675883,-0.01693961822311394
6,-2140.9212188720703,613,10223616,320,0.277911376953125,3110,822.3976440429688,0.001,0.7503235340118408,4371.140330123902,0.27722734212875366,0.2,-0.5477070897817612,0.033895627,-0.017185950734710787
7,-2205.146469116211,615,10256384,372,0.28170166015625,3120,916.3367919921875,0.001,0.7667998969554901,4329.232213020325,0.2756839990615845,0.2,-0.5242882328107953,0.03685461,-0.01745115108642494
8,-2094.843158721924,616,10289152,425,0.288958740234375,3130,815.911376953125,0.001,0.7636581659317017,4002.7322549819946,0.2739024758338928,0.2,-0.4946439633145928,0.03409779,-0.01834058954664215
9,-2247.349319458008,617,10321920,477,0.2919891357421875,3140,754.0084228515625,0.001,0.7453857958316803,4256.402899360657,0.27300840616226196,0.2,-0.48185836244374514,0.03627365,-0.016876609723840374
10,-2002.7820358276367,618,10354688,529,0.3068634033203125,3150,840.1383056640625,0.001,0.7936208993196487,4022.4732517242433,0.27153873443603516,0.2,-0.4614315191283822,0.04007104,-0.014506624025307247
11,-2364.347053527832,618,10387456,582,0.305401611328125,3160,747.6765747070312,0.001,0.7984185367822647,3614.647106552124,0.2706650197505951,0.2,-0.44009965416043995,0.03840692,-0.0172281751067203
12,-2095.7842559814453,620,10420224,634,0.3052215576171875,3170,729.08984375,0.001,0.8094529360532761,3702.67522315979,0.2697611451148987,0.2,-0.4308300981298089,0.036325637,-0.018514110585238087
13,-2232.090507507324,619,10452992,687,0.288922119140625,3180,962.5174560546875,0.001,0.8143141269683838,4071.305387878418,0.26795151829719543,0.2,-0.406345228664577,0.035949793,-0.017972001672023907
14,-2202.6208114624023,619,10485760,741,0.295257568359375,3190,722.9695434570312,0.001,0.7855624854564667,3891.5050760269164,0.2670708894729614,0.2,-0.38388457857072356,0.03714979,-0.016565150980750332
15,-2043.278823852539,619,10518528,793,0.29564208984375,3200,780.5349731445312,0.001,0.792216345667839,4114.959580802917,0.26499757170677185,0.2,-0.3669139850884676,0.034100685,-0.0178329426489654
16,-2113.4355392456055,619,10551296,846,0.2973358154296875,3210,712.9280395507812,0.001,0.7898826003074646,3930.9211662292482,0.2639619708061218,0.2,-0.34617692418396473,0.04002324,-0.01710189815421472
17,-1846.3484153747559,618,10584064,900,0.2880096435546875,3220,930.1791381835938,0.001,0.7448674440383911,4456.8931533813475,0.26386064291000366,0.2,-0.3364532792940736,0.03751794,-0.014510642032109899
18,-2295.99031829834,618,10616832,953,0.308673095703125,3230,578.1277465820312,0.001,0.7781055271625519,3646.419895362854,0.2625543773174286,0.2,-0.32812263201922176,0.041032836,-0.016072195751257824
19,-2088.034942626953,617,10649600,1008,0.3029327392578125,3240,1421.335693359375,0.001,0.7907595038414001,4161.937743759156,0.2610071301460266,0.2,-0.3059474315494299,0.035626207,-0.01638740707130637
20,-2067.3335342407227,617,10682368,1060,0.309033203125,3250,768.1718139648438,0.001,0.7602842748165131,3936.460727119446,0.2602311670780182,0.2,-0.2879770305007696,0.039497465,-0.01724588783545187
21,-2159.599853515625,617,10715136,1115,0.335888671875,3260,650.300048828125,0.001,0.7853181511163712,3582.7706236839294,0.25941115617752075,0.2,-0.2756428238004446,0.043115545,-0.016441063176171156
22,-2119.065475463867,616,10747904,1169,0.3100830078125,3270,678.4898681640625,0.001,0.7831438630819321,3835.1250356674195,0.2581974267959595,0.2,-0.2574313674122095,0.04027172,-0.015606781526730628
23,-2219.2387771606445,616,10780672,1222,0.3363037109375,3280,653.5685424804688,0.001,0.7721130102872849,3583.371362686157,0.25692617893218994,0.2,-0.2365130677819252,0.045031235,-0.016593418987395126
24,-2272.1211471557617,617,10813440,1274,0.316351318359375,3290,985.990478515625,0.001,0.8025042712688446,3852.767391586304,0.25523921847343445,0.2,-0.2147782776504755,0.042187832,-0.016815774538190453
25,-2140.235855102539,617,10846208,1327,0.3381195068359375,3300,1245.1746826171875,0.001,0.8031167387962341,3465.7693396568297,0.2542499601840973,0.2,-0.19258633106946946,0.048087336,-0.015647259666366153
26,-2169.2610244750977,616,10878976,1381,0.323388671875,3310,612.1664428710938,0.001,0.7985042929649353,3681.582344055176,0.253189355134964,0.2,-0.1746733460575342,0.04887214,-0.01562573161427281
27,-2276.857406616211,616,10911744,1435,0.302862548828125,3320,846.4506225585938,0.001,0.7508794069290161,4187.029182052613,0.2532186806201935,0.2,-0.17000411003828048,0.044609144,-0.01438988477602834
28,-2139.606689453125,615,10944512,1489,0.336163330078125,3330,1113.9228515625,0.001,0.7850253731012344,3469.1705488204957,0.25280851125717163,0.2,-0.16792241036891936,0.04559078,-0.016020788737660042
29,-1998.0469970703125,615,10977280,1544,0.3311981201171875,3340,726.295166015625,0.001,0.7915333807468414,3806.9305572509766,0.25123661756515503,0.2,-0.1482411243021488,0.044916127,-0.01386685335819493
30,-2186.903953552246,614,11010048,1599,0.325823974609375,3350,570.97705078125,0.001,0.7664359360933304,3488.1134342193604,0.2510623335838318,0.2,-0.1377384101971984,0.042157486,-0.016594775387784467
31,-1951.5678367614746,614,11042816,1653,0.357171630859375,3360,566.0025634765625,0.001,0.7975185364484787,3198.894694328308,0.2507312297821045,0.2,-0.12913280855864287,0.04992199,-0.01600946568796644
32,-1941.2740173339844,613,11075584,1708,0.3433624267578125,3370,1306.3021240234375,0.001,0.7896232903003693,3483.4400705337525,0.24913163483142853,0.2,-0.11415272783488035,0.048653193,-0.01648727260690066
33,-2214.206230163574,613,11108352,1763,0.3067779541015625,3380,695.8694458007812,0.001,0.7848252356052399,3979.090828514099,0.2488318830728531,0.2,-0.10274886377155781,0.036220945,-0.01590211126822396
34,-2105.9583129882812,612,11141120,1818,0.313623046875,3390,709.7045288085938,0.001,0.7780236005783081,3976.421720314026,0.24741828441619873,0.2,-0.08242643531411886,0.041380167,-0.017675595943364895
35,-2137.722610473633,611,11173888,1874,0.3181610107421875,3400,1326.607421875,0.001,0.7720134556293488,3853.7556064605715,0.24576975405216217,0.2,-0.05614773016422987,0.041448474,-0.017148870676101068
36,-2145.471519470215,611,11206656,1930,0.32691650390625,3410,777.191162109375,0.001,0.777718648314476,3714.944571685791,0.2447984665632248,0.2,-0.0370679397135973,0.04315123,-0.015521883012843319
37,-2217.227081298828,610,11239424,1986,0.3660614013671875,3420,725.3076782226562,0.001,0.7828450351953506,3510.3696859359743,0.2432893067598343,0.2,-0.01498907171189785,0.0560802,-0.014816809144758736
38,-1859.5638580322266,609,11272192,2043,0.3476470947265625,3430,651.8353271484375,0.001,0.7912221401929855,4025.485708427429,0.24267727136611938,0.2,-0.004330300539731979,0.047161933,-0.015104313310439465
