time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,train/approx_kl,train/clip_range,train/value_loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/loss,train/std,train/n_updates,train/policy_gradient_loss,train/clip_fraction
1,482,16138240,33,-989.4167633056641,,,,,,,,,,,
2,522,16154624,62,-1031.4005661010742,0.0511483,0.2,894.9338610649108,0.7115982472896576,-1.8462773125618697,0.001,411.5044860839844,0.38618984818458557,9850,-0.0020022117598273324,0.400408935546875
3,545,16171008,90,-912.0482444763184,0.03659402,0.2,893.5098217964172,0.6647033989429474,-1.8547975186258554,0.001,381.0173645019531,0.38697701692581177,9860,-0.004090717260260135,0.373895263671875
4,554,16187392,118,-1002.7079544067383,0.052549988,0.2,880.0829196929932,0.7146972715854645,-1.8584063697606326,0.001,216.47726440429688,0.38741204142570496,9870,0.002556079143687384,0.41781005859375
5,559,16203776,146,-962.5460205078125,0.0458242,0.2,926.6847358703614,0.676243007183075,-1.8682445269078016,0.001,366.93609619140625,0.3879988193511963,9880,0.00011638915893854573,0.40206298828125
6,564,16220160,174,-1045.3765487670898,0.033977672,0.2,899.4707098007202,0.7237508594989777,-1.8662007521837949,0.001,338.8432312011719,0.3876728415489197,9890,-0.008119512359553483,0.35955810546875
7,565,16236544,202,-980.2801780700684,0.037824534,0.2,891.2449523925782,0.7263266146183014,-1.8447559792548418,0.001,334.31640625,0.38464394211769104,9900,-0.0015164089272730052,0.404583740234375
8,568,16252928,230,-1021.383903503418,0.05829589,0.2,971.395138835907,0.6476865708827972,-1.845122753828764,0.001,582.5089111328125,0.3872116208076477,9910,0.0028910088760312645,0.4298583984375
9,572,16269312,257,-1028.1899452209473,0.052855097,0.2,965.8405890464783,0.62735715508461,-1.8620249137282372,0.001,413.6065673828125,0.3879547715187073,9920,0.002894549483607989,0.434722900390625
10,573,16285696,285,-804.7754058837891,0.05119958,0.2,884.4397456169129,0.6871324181556702,-1.8545874550938606,0.001,265.4681396484375,0.3864303231239319,9930,0.003084554846282117,0.4263427734375
11,576,16302080,312,-928.3394317626953,0.041364014,0.2,863.9631970405578,0.7268111705780029,-1.8484374850988388,0.001,342.5113220214844,0.3861722946166992,9940,-0.004273999419820029,0.366729736328125
12,577,16318464,340,-797.0064163208008,0.038258433,0.2,910.5224891662598,0.6934913396835327,-1.8615228727459907,0.001,501.0876770019531,0.3882731795310974,9950,-0.0023297908395761625,0.35421142578125
13,579,16334848,367,-792.0510330200195,0.0455974,0.2,936.6205251693725,0.7055622041225433,-1.8645847514271736,0.001,366.2576599121094,0.38779979944229126,9960,-0.005059811804676429,0.35118408203125
14,580,16351232,395,-936.0360107421875,0.053708114,0.2,854.8536345481873,0.6803601682186127,-1.8739492807537317,0.001,557.4468383789062,0.38858121633529663,9970,-0.0006871950026834384,0.416314697265625
15,581,16367616,422,-1079.3609008789062,0.039370522,0.2,969.3738018989563,0.7106730043888092,-1.8699827671051026,0.001,360.171142578125,0.3877200186252594,9980,3.4703901474131274e-05,0.39608154296875
16,583,16384000,449,-1072.1480026245117,0.05601935,0.2,900.1118674278259,0.7447807490825653,-1.8650446806102992,0.001,340.69744873046875,0.38776761293411255,9990,0.0004654563708754722,0.398138427734375
17,584,16400384,476,-971.5120086669922,0.045334328,0.2,900.6900764465332,0.7030569016933441,-1.8682706777006388,0.001,275.899658203125,0.3874651789665222,10000,0.005179928868165007,0.440057373046875
18,585,16416768,504,-933.8746948242188,0.054434963,0.2,855.713459777832,0.754787489771843,-1.8687577001750468,0.001,172.5297088623047,0.3874576687812805,10010,-0.007027418623329141,0.37740478515625
19,585,16433152,531,-875.4472045898438,0.04631886,0.2,843.5954580307007,0.7244656085968018,-1.8690888535231351,0.001,416.200927734375,0.38754886388778687,10020,-0.003991338618652663,0.398980712890625
20,584,16449536,560,-1015.0913696289062,0.06867919,0.2,804.7195096969605,0.7212768495082855,-1.86494306512177,0.001,494.6503601074219,0.3875609040260315,10030,0.0015269914430973586,0.418499755859375
21,586,16465920,586,-836.175594329834,0.053907726,0.2,866.4936139106751,0.7113615870475769,-1.8762642368674278,0.001,301.333984375,0.3888477683067322,10040,-0.004783402484463295,0.37366943359375
22,586,16482304,614,-1004.7329864501953,0.056225542,0.2,857.9264931678772,0.7080573439598083,-1.8924172811210156,0.001,494.32012939453125,0.38994497060775757,10050,-0.0008590551267843693,0.394464111328125
23,587,16498688,641,-874.514720916748,0.043215714,0.2,933.3516702651978,0.6550217270851135,-1.8884160984307528,0.001,561.1642456054688,0.3888234794139862,10060,-0.004950346991245169,0.346759033203125
24,588,16515072,668,-927.107780456543,0.05830094,0.2,867.1005774497986,0.709105372428894,-1.8914107121527195,0.001,510.7606506347656,0.38964271545410156,10070,0.004684171817643801,0.42293701171875
25,587,16531456,696,-911.8679237365723,0.048098918,0.2,896.6411647796631,0.645064502954483,-1.8825179893523454,0.001,426.4450378417969,0.3897094130516052,10080,0.00013236041777417996,0.406500244140625
26,587,16547840,724,-896.8076858520508,0.052854683,0.2,832.4910420417785,0.7135406136512756,-1.8810120940208435,0.001,480.16253662109375,0.38944122195243835,10090,-0.004485204230149975,0.32821044921875
27,588,16564224,751,-847.4179763793945,0.04890971,0.2,939.6905862808228,0.6869667768478394,-1.8745855566114187,0.001,442.7488098144531,0.3885903060436249,10100,-0.0024626444734167307,0.372833251953125
28,588,16580608,780,-1026.1896438598633,0.04041265,0.2,1119.348184490204,0.5642534792423248,-1.864742650464177,0.001,353.0877990722656,0.38700929284095764,10110,-0.008615160048066173,0.335528564453125
29,588,16596992,807,-973.1253890991211,0.04113762,0.2,866.3982580184936,0.6418507397174835,-1.8459749814122914,0.001,333.06976318359375,0.38496240973472595,10120,-0.004747608114848844,0.363409423828125
30,588,16613376,835,-973.5522994995117,0.1430426,0.2,849.0781858444213,0.693548172712326,-1.8515943571925164,0.001,437.5434265136719,0.3878099024295807,10130,0.019063378647115315,0.519122314453125
31,588,16629760,863,-852.2142639160156,0.058091063,0.2,880.719949913025,0.6684201955795288,-1.8579033214598895,0.001,225.00091552734375,0.38676193356513977,10140,-0.002077209742856212,0.39571533203125
32,588,16646144,891,-989.6193771362305,0.039527938,0.2,947.0505508422851,0.6818681061267853,-1.8595868442207575,0.001,495.9423828125,0.38764047622680664,10150,-0.0018673770886380226,0.37586669921875
33,588,16662528,919,-952.3786392211914,0.049861543,0.2,902.7122890472413,0.7080009281635284,-1.864664451032877,0.001,230.65850830078125,0.3878859281539917,10160,-0.002632780689600622,0.38504638671875
34,588,16678912,946,-990.5948791503906,0.045180455,0.2,953.2683706283569,0.6947635114192963,-1.8745174255222081,0.001,366.80694580078125,0.3898085653781891,10170,0.0009088314334803726,0.3935546875
35,588,16695296,973,-855.085521697998,0.04656018,0.2,784.2995561599731,0.7508871406316757,-1.8645531743764878,0.001,205.8481903076172,0.38759586215019226,10180,-0.002629541476198938,0.3702392578125
36,588,16711680,1002,-1036.8867111206055,0.055326194,0.2,918.849883556366,0.7398005425930023,-1.8544549498707057,0.001,405.1296081542969,0.38791248202323914,10190,0.0004891675496764946,0.395458984375
37,588,16728064,1029,-1033.6608200073242,0.0445164,0.2,980.6446513175964,0.6822929084300995,-1.8562316440045834,0.001,184.22763061523438,0.38755911588668823,10200,-0.007212639688077616,0.359613037109375
38,588,16744448,1058,-922.5063858032227,0.057433825,0.2,844.6592123031617,0.7122730910778046,-1.8369104214012624,0.001,269.28155517578125,0.385612815618515,10210,-0.0018743710694252512,0.372247314453125
39,588,16760832,1086,-1186.2528610229492,0.04241146,0.2,891.9896021842957,0.6722557842731476,-1.8310179069638253,0.001,279.1385803222656,0.38541191816329956,10220,-0.0059123195838765245,0.405194091796875
40,588,16777216,1114,-1111.864517211914,0.061841417,0.2,860.1562456130981,0.6502752900123596,-1.8288291234523057,0.001,298.9071044921875,0.38555771112442017,10230,-0.002798492681176867,0.37213134765625
41,588,16793600,1141,-776.0644607543945,0.04260409,0.2,885.7456716537475,0.7235561311244965,-1.828512542694807,0.001,430.185791015625,0.38479340076446533,10240,-0.006412248793640174,0.362274169921875
42,588,16809984,1168,-1009.3077049255371,0.05461173,0.2,847.4590151786804,0.7076566815376282,-1.8214556377381086,0.001,242.32427978515625,0.3851654529571533,10250,-0.004987956344848499,0.36605224609375
43,588,16826368,1196,-936.3512077331543,0.04991343,0.2,860.72748336792,0.7175938785076141,-1.823257276043296,0.001,275.10430908203125,0.3840823173522949,10260,0.002354282911983319,0.423614501953125
44,588,16842752,1224,-784.7236557006836,0.05619159,0.2,931.0659549713134,0.699596643447876,-1.8283561058342457,0.001,375.24609375,0.38579079508781433,10270,0.006768406805349514,0.4293212890625
45,589,16859136,1251,-920.9285583496094,0.04389095,0.2,915.3588695526123,0.7326577603816986,-1.8305843576788903,0.001,414.3122253417969,0.38525307178497314,10280,-0.0053475674576475285,0.359930419921875
46,589,16875520,1278,-960.6926498413086,0.05339396,0.2,827.5997131347656,0.7081334590911865,-1.8419022478163243,0.001,593.5253295898438,0.38729822635650635,10290,0.0018191321440099272,0.42171630859375
47,589,16891904,1306,-929.7678756713867,0.055543266,0.2,728.5723687171936,0.7413580119609833,-1.8331867538392543,0.001,271.6741943359375,0.38521188497543335,10300,-0.004191413195803762,0.4017333984375
48,588,16908288,1335,-900.6694488525391,0.049873978,0.2,970.2123450279236,0.693415641784668,-1.8344029750674964,0.001,458.83331298828125,0.38577035069465637,10310,-0.006113621580880135,0.39005126953125
49,589,16924672,1362,-887.2869415283203,0.042547803,0.2,807.1640730857849,0.7262920141220093,-1.8234167829155923,0.001,324.8983154296875,0.3841209411621094,10320,-0.006180434707493987,0.37064208984375
50,588,16941056,1391,-1101.3503532409668,0.053127304,0.2,789.1861989974975,0.7271728813648224,-1.8210095901042223,0.001,680.8179321289062,0.38482582569122314,10330,-0.0026081840303959327,0.41004638671875
51,588,16957440,1418,-787.7037353515625,0.048864953,0.2,838.0373229980469,0.6742735207080841,-1.8297047656029464,0.001,340.1204528808594,0.38551974296569824,10340,-0.0021800703696499115,0.404296875
52,588,16973824,1447,-934.4496459960938,0.047428265,0.2,687.6387985229492,0.7578790932893753,-1.8332419902086259,0.001,154.32061767578125,0.3852689862251282,10350,-0.004863618994568242,0.3767578125
53,588,16990208,1474,-814.8145637512207,0.0615956,0.2,843.763321685791,0.6693740785121918,-1.8286086402833461,0.001,235.86593627929688,0.38498401641845703,10360,-0.006076401073369197,0.37257080078125
54,588,17006592,1502,-958.2206878662109,0.04423488,0.2,833.8865335464477,0.6891030371189117,-1.829878882318735,0.001,351.7643737792969,0.3854253888130188,10370,-0.003011128618527437,0.382025146484375
55,588,17022976,1530,-873.5546493530273,0.06744905,0.2,792.6310315132141,0.6373464465141296,-1.830773588642478,0.001,610.3466186523438,0.3857252299785614,10380,0.002483936759381322,0.45364990234375
56,588,17039360,1559,-942.0451774597168,0.06200768,0.2,880.3428327560425,0.6832544803619385,-1.8483278185129166,0.001,369.57598876953125,0.3878205120563507,10390,0.01324990497523686,0.490679931640625
