time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
39845888,1,3.0693169,1443,68,,,,,,,,,,,
39944192,2,2.1330595,1457,134,0.059124755859375,-0.003375393078264703,0.006396372,-0.9490881978223721,1882.02097530365,0.7710425555706024,0.0001,0.308851420879364,8900,944.199462890625,0.2
40042496,3,2.3071873,1446,203,0.06292622884114583,-0.0034825372605458444,0.006681982,-0.9417644487693906,1624.0319499651591,0.8016104996204376,0.0001,0.3083527088165283,8910,585.8400268554688,0.2
40140800,4,3.402894,1448,271,0.0627288818359375,-0.003965447257905907,0.006684441,-0.9345011947676539,1832.1054770151775,0.790787011384964,0.0001,0.30761009454727173,8920,596.5059204101562,0.2
40239104,5,2.8602304,1456,337,0.06563313802083333,-0.003393059468726278,0.006993109,-0.92822587278982,1521.3233997662862,0.7968537509441376,0.0001,0.307464599609375,8930,636.9258422851562,0.2
40337408,6,2.7295845,1461,403,0.05836690266927083,-0.003037158203005674,0.0066021713,-0.9255381948004167,1576.7489974657694,0.7941416651010513,0.0001,0.30722033977508545,8940,433.71759033203125,0.2
40435712,7,2.8768952,1465,469,0.0535125732421875,-0.0029096763842971995,0.006294831,-0.9206188761939605,2119.5356743176776,0.7703391164541245,0.0001,0.3067893385887146,8950,622.2647705078125,0.2
40534016,8,4.1870046,1469,535,0.05705464680989583,-0.0031623588074580766,0.0067235506,-0.914356702628235,1745.419150575002,0.7895744889974594,0.0001,0.30620768666267395,8960,776.5542602539062,0.2
40632320,9,1.9353285,1466,603,0.05152689615885417,-0.0032560994476322474,0.005984379,-0.9097845414032538,1758.543795045217,0.7845034450292587,0.0001,0.30608242750167847,8970,523.3997192382812,0.2
40730624,10,2.362963,1468,669,0.06400349934895834,-0.0034770137683153733,0.00711461,-0.9012817250564694,1490.1010504086812,0.8068080097436905,0.0001,0.30501261353492737,8980,580.5882568359375,0.2
40828928,11,2.2973444,1470,735,0.057352701822916664,-0.0032460322655727698,0.0067389216,-0.8920539908731977,1861.5372290611267,0.7818373441696167,0.0001,0.30465346574783325,8990,818.8880004882812,0.2
