rew_vec_envs,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/n_updates,train/loss,train/std,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/entropy_loss,train/clip_fraction,train/clip_range
1.2793922,,,,,3980,152.28501892089844,0.6644806265830994,-0.0033718313032295557,275.0635576605797,0.0055240896,0.0001,0.5049439370632172,-4.024887895584106,0.054071044921875,0.2
1.0795444,,,,,,,,,,,,,,,
,18,853,10715136,691,,,,,,,,,,,
1.2246406,,,,,3990,158.60060119628906,0.6640411019325256,-0.0029238110550068087,328.62989152669905,0.004520033,0.0001,0.5850417912006378,-4.024937180429697,0.03515625,0.2
1.1857501,,,,,,,,,,,,,,,
,19,901,10747904,690,,,,,,,,,,,
1.1119409,,,,,4000,73.89259338378906,0.6609838008880615,-0.004913144840611494,234.2271338224411,0.007275015,0.0001,0.6938231885433197,-4.014480202645063,0.058062744140625,0.2
1.0861275,,,,,,,,,,,,,,,
,20,950,10780672,689,,,,,,,,,,,
1.2397153,,,,,4010,134.76492309570312,0.6622158288955688,-0.0038982959900749846,250.770496237278,0.008716764,0.0001,0.4503205418586731,-4.007109043002129,0.065380859375,0.2
1.0485022,,,,,,,,,,,,,,,
,21,998,10813440,689,,,,,,,,,,,
1.1693468,,,,,4020,136.97860717773438,0.6614083051681519,-0.004237986023144913,376.1173487186432,0.00603693,0.0001,0.4661397337913513,-4.011614606529474,0.0463592529296875,0.2
1.1866977,,,,,,,,,,,,,,,
,22,1046,10846208,689,,,,,,,,,,,
1.0222735,,,,,4030,46.21039962768555,0.6597782373428345,-0.0042523223251919266,194.42737138271332,0.0074624717,0.0001,0.5454775989055634,-4.001505523920059,0.06571044921875,0.2
1.1004225,,,,,,,,,,,,,,,
,23,1094,10878976,688,,,,,,,,,,,
1.3515886,,,,,4040,127.3301010131836,0.6597065925598145,-0.004621870632036007,352.95382249355316,0.0063526556,0.0001,0.44251370429992676,-3.997848628088832,0.0426910400390625,0.2
1.306565,,,,,,,,,,,,,,,
,24,1141,10911744,688,,,,,,,,,,,
1.1344243,,,,,4050,53.75636291503906,0.6572757959365845,-0.004738770132826175,193.0921935081482,0.008956221,0.0001,0.49722301959991455,-3.9889177616685627,0.073822021484375,0.2
1.1336613,,,,,,,,,,,,,,,
,25,1189,10944512,688,,,,,,,,,,,
1.1756277,,,,,4060,43.18611145019531,0.658703088760376,-0.004956060432232334,177.83510919809342,0.007611341,0.0001,0.5357641279697418,-3.9858971908688545,0.0734588623046875,0.2
1.432727,,,,,,,,,,,,,,,
,26,1237,10977280,688,,,,,,,,,,,
1.1393107,,,,,4070,71.2428207397461,0.6585398316383362,-0.006905957023263909,153.0573840379715,0.008888088,0.0001,0.6583099365234375,-3.9896251544356347,0.110699462890625,0.2
1.1083614,,,,,,,,,,,,,,,
,27,1286,11010048,687,,,,,,,,,,,
1.1429894,,,,,4080,50.784942626953125,0.6575497984886169,-0.004521194676999585,252.29881761074066,0.007904829,0.0001,0.7019159197807312,-3.9858713917434216,0.0659576416015625,0.2
1.3978527,,,,,,,,,,,,,,,
,28,1335,11042816,686,,,,,,,,,,,
1.1326387,,,,,4090,69.42488098144531,0.6569496989250183,-0.004519371318383492,247.20628820061683,0.00665814,0.0001,0.6192122399806976,-3.981718126311898,0.057012939453125,0.2
1.3003601,,,,,,,,,,,,,,,
,29,1384,11075584,686,,,,,,,,,,,
1.0428913,,,,,4100,141.98931884765625,0.6560691595077515,-0.003893183748004958,342.6588057398796,0.006034028,0.0001,0.5869927108287811,-3.9782246608287095,0.046417236328125,0.2
1.2956829,,,,,,,,,,,,,,,
,30,1433,11108352,685,,,,,,,,,,,
1.2491169,,,,,4110,85.38428497314453,0.6547452211380005,-0.005488463002257049,353.1330966949463,0.0065817526,0.0001,0.5822836756706238,-3.9717000421136617,0.05845947265625,0.2
1.0606533,,,,,,,,,,,,,,,
,31,1481,11141120,685,,,,,,,,,,,
