rew_vec_envs,time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/n_updates,train/loss,train/std,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/entropy_loss,train/clip_fraction,train/clip_range
1.0509332,,,,,,,,,,,,,,,
1.2135794,,,,,,,,,,,,,,,
,1,51,10158080,630,,,,,,,,,,,
1.1708314,,,,,3820,56.731563568115234,0.6739706993103027,-0.005981887791858753,92.63902525901794,0.008951346,0.0001,0.7567429393529892,-4.088214840739965,0.0967254638671875,0.2
0.746851,,,,,,,,,,,,,,,
,2,96,10190848,676,,,,,,,,,,,
1.0524282,,,,,3830,63.686161041259766,0.6728664636611938,-0.004703644038454513,197.69160208702087,0.006438859,0.0001,0.6439853012561798,-4.076342246681452,0.0532501220703125,0.2
1.1083467,,,,,,,,,,,,,,,
,3,141,10223616,694,,,,,,,,,,,
1.5324185,,,,,3840,33.18425369262695,0.6717888116836548,-0.006932914233038901,86.22265819907189,0.009487115,0.0001,0.7680704295635223,-4.067037424445152,0.1084991455078125,0.2
0.85501873,,,,,,,,,,,,,,,
,4,187,10256384,698,,,,,,,,,,,
1.0352665,,,,,3850,73.48497772216797,0.6710519194602966,-0.005085088468695176,222.82107298374177,0.0070044305,0.0001,0.5514759719371796,-4.065952929109335,0.0640777587890625,0.2
1.3850309,,,,,,,,,,,,,,,
,5,234,10289152,699,,,,,,,,,,,
1.1027962,,,,,3860,44.35649108886719,0.6727750301361084,-0.005876715138219879,139.4188667714596,0.008133458,0.0001,0.5466352701187134,-4.068147128075362,0.0917236328125,0.2
0.97226524,,,,,,,,,,,,,,,
,6,280,10321920,700,,,,,,,,,,,
1.0995415,,,,,3870,38.78523635864258,0.6720597743988037,-0.006223609356311499,111.07878803014755,0.008570901,0.0001,0.6538403034210205,-4.070471424609423,0.0947845458984375,0.2
1.2410073,,,,,,,,,,,,,,,
,7,326,10354688,702,,,,,,,,,,,
1.1667438,,,,,3880,59.60794448852539,0.672287106513977,-0.005887335330044152,130.14865018725396,0.009227128,0.0001,0.6210543513298035,-4.0713278040289875,0.092926025390625,0.2
1.0425199,,,,,,,,,,,,,,,
,8,373,10387456,702,,,,,,,,,,,
0.9674256,,,,,3890,32.424434661865234,0.6716972589492798,-0.007214818532156641,106.98424497246742,0.008821683,0.0001,0.6621511280536652,-4.068947129696608,0.1025482177734375,0.2
1.2264771,,,,,,,,,,,,,,,
,9,419,10420224,702,,,,,,,,,,,
1.0552232,,,,,3900,119.7499008178711,0.6717145442962646,-0.0032066132756881417,239.31000090241432,0.007064284,0.0001,0.41632944345474243,-4.069482215493918,0.05098876953125,0.2
1.1213937,,,,,,,,,,,,,,,
,10,467,10452992,700,,,,,,,,,,,
1.1953452,,,,,3910,52.374664306640625,0.670615017414093,-0.007026101444716914,102.66253626346588,0.00845081,0.0001,0.7378577589988708,-4.065223225951195,0.085711669921875,0.2
0.97064734,,,,,,,,,,,,,,,
,11,514,10485760,700,,,,,,,,,,,
1.0579064,,,,,3920,49.51750183105469,0.6699202060699463,-0.004368966619949788,139.14864838123322,0.0067391424,0.0001,0.7416979670524597,-4.059931120276451,0.064215087890625,0.2
1.0040021,,,,,,,,,,,,,,,
,12,562,10518528,699,,,,,,,,,,,
1.1922082,,,,,3930,46.333309173583984,0.6685263514518738,-0.006125303242515656,127.34958089590073,0.008657878,0.0001,0.6483916640281677,-4.052561069279909,0.08704833984375,0.2
-36.211018,,,,,,,,,,,,,,,
,13,609,10551296,698,,,,,,,,,,,
1.1010082,,,,,3940,1144.703125,0.6688957214355469,-0.003392180362789077,593.4107845067978,0.005424722,0.0001,0.3917144536972046,-4.051987479627132,0.0508880615234375,0.2
1.176761,,,,,,,,,,,,,,,
,14,657,10584064,697,,,,,,,,,,,
1.3617473,,,,,3950,82.75624084472656,0.6673781871795654,-0.0035576381436840166,336.002372443676,0.0065300143,0.0001,0.3478912115097046,-4.047959588468075,0.0551116943359375,0.2
1.0926076,,,,,,,,,,,,,,,
,15,706,10616832,695,,,,,,,,,,,
1.1634126,,,,,3960,53.189605712890625,0.6654441356658936,-0.0037348609697801295,389.05956663489343,0.0075487625,0.0001,0.5148536264896393,-4.037490596622229,0.0464996337890625,0.2
1.1165547,,,,,,,,,,,,,,,
,16,755,10649600,694,,,,,,,,,,,
1.1392106,,,,,3970,47.974830627441406,0.6640630960464478,-0.007239362936161342,123.2532732963562,0.00975071,0.0001,0.785115510225296,-4.026900970935822,0.097412109375,0.2
1.1165128,,,,,,,,,,,,,,,
,17,805,10682368,691,,,,,,,,,,,
