rew_vec_envs,time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/loss,train/explained_variance,train/policy_gradient_loss,train/std,train/approx_kl,train/clip_fraction,train/n_updates,train/entropy_loss,train/clip_range,train/value_loss
0.19356225,,,,,,,,,,,,,,,
0.5771514,,,,,,,,,,,,,,,
,2004992,194,10,1,,,,,,,,,,,
1.7811071,,,,,0.0001,2322.022216796875,0.3866799473762512,-0.00036523659946396947,1.0121328830718994,0.001088267,9.765625e-05,9790,-5.7239186525344845,0.2,3506.7221252441404
0.8200785,,,,,,,,,,,,,,,
,2007040,193,21,2,,,,,,,,,,,
0.6979641,,,,,0.0001,1354.017822265625,0.49799835681915283,-0.0001605608966201544,1.0121426582336426,8.2832645e-05,0.0,9800,-5.723964023590088,0.2,2937.891650390625
4.300487,,,,,,,,,,,,,,,
,2009088,193,31,3,,,,,,,,,,,
0.64965594,,,,,0.0001,16561.20703125,0.20909422636032104,-5.278203170746565e-05,1.0121556520462036,5.9170212e-05,0.0,9810,-5.724007534980774,0.2,30119.75224609375
0.97554874,,,,,,,,,,,,,,,
,2011136,193,42,4,,,,,,,,,,,
0.5116328,,,,,0.0001,20.36011505126953,0.872321680188179,-0.0025630924152210354,1.0122654438018799,0.0037569746,0.00390625,9820,-5.724167776107788,0.2,77.58966426849365
1.9249854,,,,,,,,,,,,,,,
,2013184,193,52,5,,,,,,,,,,,
0.60946435,,,,,0.0001,46.322383880615234,0.928685188293457,-0.0023508780635893346,1.012500524520874,0.0031720866,0.006591796875,9830,-5.724892807006836,0.2,144.66922874450682
0.24359012,,,,,,,,,,,,,,,
,2015232,194,63,6,,,,,,,,,,,
0.9557541,,,,,0.0001,26.574649810791016,0.9519518204033375,-0.004392781225033104,1.0120666027069092,0.006476962,0.02880859375,9840,-5.725062870979309,0.2,82.98057765960694
1.8403811,,,,,,,,,,,,,,,
,2017280,194,73,7,,,,,,,,,,,
1.2887217,,,,,0.0001,41.11035919189453,0.9450566545128822,-0.002583079366013408,1.0116674900054932,0.006502258,0.01708984375,9850,-5.7226746559143065,0.2,124.37653160095215
0.42569247,,,,,,,,,,,,,,,
,2019328,195,84,8,,,,,,,,,,,
3.0586252,,,,,0.0001,27.851276397705078,0.7797147035598755,-0.0016948593081906437,1.0114854574203491,0.004377271,0.01083984375,9860,-5.721910762786865,0.2,108.78108520507813
1.0524622,,,,,,,,,,,,,,,
,2021376,195,94,9,,,,,,,,,,,
0.38632864,,,,,0.0001,39.28130340576172,0.884668692946434,-0.0034301698673516513,1.0111171007156372,0.0045927335,0.008837890625,9870,-5.720707845687866,0.2,133.95024948120118
0.89652646,,,,,,,,,,,,,,,
,2023424,194,105,10,,,,,,,,,,,
0.798093,,,,,0.0001,73.68380737304688,0.8686342388391495,-0.002220629877410829,1.010908842086792,0.005106696,0.01259765625,9880,-5.71938111782074,0.2,211.5159828186035
3.0141943,,,,,,,,,,,,,,,
,2025472,194,115,11,,,,,,,,,,,
1.552138,,,,,0.0001,25861.080078125,0.17538094520568848,0.00013409240636974573,1.0109018087387085,0.00055633625,0.0,9890,-5.719069623947144,0.2,43061.5779296875
0.6177298,,,,,,,,,,,,,,,
,2027520,194,126,12,,,,,,,,,,,
0.24558327,,,,,0.0001,8078.44091796875,0.33877843618392944,-0.0008754180744290352,1.0109405517578125,0.00028023153,0.0,9900,-5.7191150188446045,0.2,14320.35068359375
0.2765248,,,,,,,,,,,,,,,
,2029568,194,137,13,,,,,,,,,,,
0.42864794,,,,,0.0001,23016.4296875,0.18479669094085693,-0.00030253397999331356,1.010964035987854,0.00013568936,0.0,9910,-5.719281268119812,0.2,55255.40517578125
1.5054547,,,,,,,,,,,,,,,
,2031616,194,147,14,,,,,,,,,,,
0.69439375,,,,,0.0001,64.57636260986328,0.8885909467935562,-0.004693319951184094,1.0111589431762695,0.0055477144,0.01904296875,9920,-5.719598484039307,0.2,185.59019775390624
0.70812917,,,,,,,,,,,,,,,
,2033664,194,158,15,,,,,,,,,,,
1.4066892,,,,,0.0001,37.0285758972168,0.9230262339115143,-0.0021642551524564623,1.0114047527313232,0.0022835585,0.001025390625,9930,-5.720508861541748,0.2,106.37295417785644
0.2866439,,,,,,,,,,,,,,,
,2035712,194,168,16,,,,,,,,,,,
