time/fps,rew_vec_envs,time/iterations,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/learning_rate,train/n_updates,train/loss,train/std,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl
1627,0.04938279,1,1179648,60,,,,,,,,,,,
1713,0.04146461,2,1277952,114,-5.534923960268498,0.0001,120,18.31894302368164,0.9645166397094727,0.2,-0.0019019520624472838,0.009340822696685791,28.803496165170024,0.0487274169921875,0.006021189
1754,0.048016965,3,1376256,168,-5.527654835085074,0.0001,130,0.16081297397613525,0.9630540013313293,0.2,-0.002619526391936233,-0.0014344453811645508,55.135098858876155,0.059769694010416666,0.0056198
1769,0.047460645,4,1474560,222,-5.52138468871514,0.0001,140,0.20753729343414307,0.961495041847229,0.2,-0.00421911130809652,0.10863125324249268,6.8880829773377625,0.07473246256510417,0.0077286083
1781,0.059990656,5,1572864,275,-5.517920603851477,0.0001,150,0.47954604029655457,0.9616307020187378,0.2,-0.0025951811869163064,0.04373663663864136,28.411365082425377,0.03661295572916667,0.0043612826
1766,0.041578162,6,1671168,333,-5.516367813944816,0.0001,160,1.7672224044799805,0.9605070948600769,0.2,-0.003562509809853509,0.24499386548995972,11.876503642306973,0.071466064453125,0.007031381
1778,0.050822306,7,1769472,386,-5.512460959951083,0.0001,170,0.4446186423301697,0.959970235824585,0.2,-0.0033413692285345557,0.30022650957107544,10.682577663442741,0.07778218587239584,0.0071098115
1781,0.052633952,8,1867776,441,-5.50994732628266,0.0001,180,1.3065192699432373,0.9592719078063965,0.2,-0.0019212975643313258,0.018207907676696777,72.02005719902614,0.04975179036458333,0.0056412346
1785,0.060339153,9,1966080,495,-5.500785684585571,0.0001,190,12.330970764160156,0.9557105302810669,0.2,-0.00345211072199163,0.03927421569824219,45.96112350144734,0.0881072998046875,0.0082057305
1782,0.05691688,10,2064384,551,-5.4859309951464335,0.0001,200,0.2581687867641449,0.9530633687973022,0.2,-0.004400503034654927,0.060394227504730225,3.6405851798132063,0.09481201171875,0.008713888
1779,0.06538901,11,2162688,607,-5.4828551838795345,0.0001,210,3.5321316719055176,0.9527305364608765,0.2,-0.0020135140972342923,0.08999782800674438,85.84292326681316,0.049607340494791666,0.005492296
