step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[ 1.12205587  0.92294597 -0.08226129],[-0.40604787 -0.50679043 -2.59775455],[-0.4541951   0.3295181  -0.11270523],[ 4.13914033 -0.7198381   1.52607158],[0.78864488 0.6097633  0.69753025 0.73120793],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.40604787 -0.50679043 -2.59775455],[-0.13604104  0.39420606  0.39201053],[ 4.82514521 -1.9483131  -0.11363316],5.20488834757761,0.8427655845157956
0,0,[-0.31996639  0.09734693  0.09668015],[-0.4082503  -0.50625674 -2.59760352],[-0.49437892  0.35856142  0.05208025],[ 4.14322322 -0.72063175  1.52330609],[0.3166135  0.39571774 0.37138174 0.39653122],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.4082503  -0.50625674 -2.59760352],[-0.23291192  0.48880164  0.28725278],[ 4.82858424 -1.95260324 -0.11593139],5.209733704770837,0.8387065122131473
0,0,[0.18186271 0.81681422 0.20292532],[-0.40789416 -0.50090722 -2.59821289],[-0.53369759  0.38781467  0.05366523],[ 4.14776289 -0.72150977  1.52048477],[0.13936025 0.3460046  0.24946133 0.24927395],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.40789416 -0.50090722 -2.59821289],[-0.25059677  0.52786852  0.31091699],[ 4.83028443 -1.96366504 -0.09155476],5.214979418991225,0.8338098728164361
0,0,[1.02821831 1.56745558 0.12278391],[-0.39924112 -0.48971582 -2.60215403],[-0.57281557  0.4171892   0.01922358],[ 4.15251869 -0.72242898  1.51727858],[0.15123432 0.3427945  0.26563134 0.22482955],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.39924112 -0.48971582 -2.60215403],[-0.25364708  0.55679988  0.35800993],[ 4.83326627 -1.97329124 -0.02215027],5.220616034086871,0.8291103635572169
1,0,[ 1.9476091   2.04534872 -0.01234787],[-0.38180478 -0.47466922 -2.60882234],[-6.11431682e-01  4.45668166e-01  2.01770943e-04],[ 4.15752548 -0.72339709  1.51374331],[0.42600589 0.50379557 0.43855708 0.44547677],[0.18124297 0.00411677 0.03354442 0.17357154],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.38180478 -0.47466922 -2.60882234],[-0.26721425  0.59337767  0.38596418],[ 4.83725645 -1.97777902  0.08431428],5.226640294959228,0.8243383282769365
1,0,[ 2.13298889  2.20144238 -0.12761035],[-0.3600408  -0.4576766  -2.61746074],[-0.65083194  0.47363219  0.04281064],[ 4.16309036 -0.72447307  1.51033914],[0.48128892 0.46304789 0.48135183 0.46970473],[0.18124297 0.00411677 0.03354442 0.17357154],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.3600408  -0.4576766  -2.61746074],[-0.31174967  0.6513058   0.35826711],[ 4.84189798 -1.97404304  0.20952813],5.233041569116602,0.8193933984038921
1,0,[ 1.73049017  1.62415867 -0.11860302],[-0.34172361 -0.44410209 -2.62412045],[-0.68909669  0.50055911  0.05886417],[ 4.16919883 -0.72565147  1.50708101],[0.25951138 0.20037072 0.23931086 0.23895147],[0.18124297 0.00411677 0.03354442 0.17357154],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.34172361 -0.44410209 -2.62412045],[-0.34247378  0.69828248  0.35212489],[ 4.84560383 -1.96948168  0.31108133],5.239800199401185,0.8146256092711828
1,0,[ 1.31940172  1.29429767 -0.06816564],[-0.32791863 -0.43373643 -2.62893391],[-0.72487271  0.52515878  0.00516947],[ 4.17548492 -0.72686255  1.50342458],[0.17932428 0.15691833 0.17772518 0.20017286],[0.18124297 0.00411677 0.03354442 0.17357154],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.32791863 -0.43373643 -2.62893391],[-0.34162916  0.72073661  0.40630921],[ 4.8490404  -1.96625837  0.38842583],5.246926657127376,0.810486933032596
2,0,[1.09133923 1.31884075 0.05963772],[-0.31693678 -0.42358842 -2.63252939],[-0.75903519  0.54911871 -0.02646765],[ 4.18193014 -0.72810155  1.4993537 ],[0.4586412  0.49735297 0.48665434 0.50665343],[0.18166129 0.0059691  0.03358996 0.17882423],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.31693678 -0.42358842 -2.63252939],[-0.34936787  0.74896666  0.44199248],[ 4.85055392 -1.96731758  0.45898482],5.254415175758451,0.8062788008570795
2,0,[1.03715982 1.71561359 0.20152133],[-0.30673203 -0.41034937 -2.63553144],[-0.79299388  0.57445863  0.04849114],[ 4.18895047 -0.7294374   1.49559744],[0.55022088 0.58290456 0.57037475 0.55930694],[0.18166129 0.0059691  0.03358996 0.17882423],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.30673203 -0.41034937 -2.63553144],[-0.40002002  0.80887617  0.38327109],[ 4.84750916 -1.97457914  0.54163639],5.262193247516598,0.8019595287981683
2,0,[1.34086634 1.63413755 0.14646232],[-0.29491102 -0.39646424 -2.63861694],[-0.82704624  0.59998282  0.10026427],[ 4.19663766 -0.73088453  1.49234888],[0.24280641 0.25967136 0.25991922 0.2297508 ],[0.18166129 0.0059691  0.03358996 0.17882423],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.29491102 -0.39646424 -2.63861694],[-0.44035011  0.8624479   0.34104717],[ 4.84329253 -1.98010855  0.63006634],5.2702273162646724,0.7973336577255107
2,0,[1.3614163  1.4299776  0.10977166],[-0.28238797 -0.3844066  -2.64135443],[-0.85873796  0.62357534  0.03818179],[ 4.20450194 -0.73236204  1.4887446 ],[0.12950345 0.13441572 0.11962734 0.11252034],[0.18166129 0.0059691  0.03358996 0.17882423],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.28238797 -0.3844066  -2.64135443],[-0.435582    0.88343979  0.3969098 ],[ 4.84015323 -1.98241991  0.71176244],5.278605666301853,0.793805135180145
