time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
33357824,1,-1.2610613,1493,65,,,,,,,,,,,
33456128,2,3.0421426,1503,130,0.0615753173828125,-0.0032430159422801807,0.00666709,-1.5717655767376224,1005.6979107379914,0.8513331115245819,0.0001,0.3602476716041565,8240,215.48980712890625,0.2
33554432,3,1.7811122,1519,194,0.05008646647135417,-0.0030054554830712733,0.005822191,-1.5621598684539397,1394.3714044253031,0.8401497602462769,0.0001,0.3594573140144348,8250,442.4228515625,0.2
33652736,4,2.2180443,1525,257,0.05760599772135417,-0.0031763882527836057,0.0067228326,-1.552165568806231,1049.6262032667796,0.7942642122507095,0.0001,0.3583105206489563,8260,237.72909545898438,0.2
33751040,5,3.2100656,1524,322,0.05603841145833333,-0.0029343246975865136,0.006373144,-1.5381011497229338,1303.943254407247,0.8353836536407471,0.0001,0.3570651113986969,8270,547.3350219726562,0.2
33849344,6,2.6478975,1521,387,0.0541290283203125,-0.003397917511635266,0.0062051318,-1.5297506691887974,1189.567276875178,0.8354441076517105,0.0001,0.35673561692237854,8280,360.90460205078125,0.2
33947648,7,2.6272833,1523,451,0.05954691569010417,-0.0034381466613316054,0.006381028,-1.5244317156573137,1117.6665632247925,0.8370318710803986,0.0001,0.35610777139663696,8290,271.13409423828125,0.2
34045952,8,3.1848214,1524,515,0.06298014322916666,-0.0034827009400032693,0.007089975,-1.5125326524178186,1137.8055114746094,0.8248725533485413,0.0001,0.35479170083999634,8300,575.1055297851562,0.2
34144256,9,2.437044,1523,580,0.05880940755208333,-0.003356928970242734,0.0067386576,-1.4964085777600606,1177.6813776652018,0.775749921798706,0.0001,0.3531057834625244,8310,263.96044921875,0.2
34242560,10,2.5010374,1521,645,0.049273681640625,-0.0026917200740475284,0.0061885733,-1.4831360319629312,1563.5974286397297,0.8066993951797485,0.0001,0.35239875316619873,8320,458.93359375,0.2
34340864,11,2.2931423,1520,711,0.05043843587239583,-0.0033246080615451016,0.0056310534,-1.4742795205364625,1470.7802961349487,0.8151192367076874,0.0001,0.35156717896461487,8330,426.0606994628906,0.2
