time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,train/approx_kl,train/clip_range,train/value_loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/loss,train/std,train/n_updates,train/policy_gradient_loss,train/clip_fraction
1,557,2031616,29,-294.14721488952637,,,,,,,,,,,
2,634,2048000,51,-321.5445933043957,0.04286786,0.2,164.98416467309,0.6807546615600586,-4.335653783380986,0.001,18.662797927856445,0.718410074710846,1240,-0.0046727238266612405,0.3381591796875
3,653,2064384,75,-337.56754207611084,0.042342305,0.2,987.3923754096031,0.34754931926727295,-4.321303491294384,0.001,22.888750076293945,0.7134790420532227,1250,-0.003322065225802362,0.297674560546875
4,665,2080768,98,-289.3996353149414,0.038674112,0.2,248.93441010713576,0.5450166761875153,-4.319080206751823,0.001,21.9107723236084,0.7139813899993896,1260,-0.005725435639033094,0.3105712890625
5,675,2097152,121,-359.9921340942383,0.036193255,0.2,162.49731365442275,0.7408194839954376,-4.299520879983902,0.001,27.20075225830078,0.7112496495246887,1270,-0.008557464046316455,0.314794921875
6,679,2113536,144,-253.0399775505066,0.044632725,0.2,136.98912811279297,0.7358578741550446,-4.283931137621403,0.001,20.847036361694336,0.7073590755462646,1280,-0.009560470140422694,0.352496337890625
7,686,2129920,167,-318.3307342529297,0.04515773,0.2,103.5841475725174,0.7323298156261444,-4.263205036520958,0.001,49.24763107299805,0.70218825340271,1290,-0.005554362495604437,0.36378173828125
8,687,2146304,190,-54.293535232543945,0.03815388,0.2,553.5820964932442,0.3210582733154297,-4.222503453493118,0.001,30.369596481323242,0.6969383955001831,1300,-0.0036852426041150466,0.332373046875
9,691,2162688,213,-348.4776430130005,0.03480746,0.2,312.1089022397995,0.27496910095214844,-4.193945237994194,0.001,46.471534729003906,0.6895177364349365,1310,-0.008577930182946147,0.28380126953125
10,693,2179072,236,-376.6839790344238,0.057312384,0.2,110.74977375268936,0.7307907938957214,-4.173507644236087,0.001,9.797447204589844,0.6869633197784424,1320,-0.00863706263335189,0.388470458984375
11,692,2195456,260,-394.7388343811035,0.030390888,0.2,335.40713695287707,0.43483710289001465,-4.15610672980547,0.001,34.292205810546875,0.6852647066116333,1330,-0.0027450782210507894,0.320758056640625
12,695,2211840,282,-369.871768951416,0.03610494,0.2,220.07223490476608,0.6979601383209229,-4.1545666888356205,0.001,63.67231750488281,0.6864737272262573,1340,-0.006489186763064936,0.312213134765625
13,696,2228224,305,-240.86637270450592,0.047160856,0.2,155.43860425949097,0.6844063401222229,-4.143262211978436,0.001,19.288576126098633,0.6810557842254639,1350,-0.0051739756956521886,0.36431884765625
14,698,2244608,328,-423.01802253723145,0.034022328,0.2,258.9822291076183,0.5467720627784729,-4.1275037109851835,0.001,46.14801025390625,0.6806080341339111,1360,-0.006333062305930071,0.30810546875
15,702,2260992,349,-267.24812269210815,0.04351566,0.2,263.69292958974836,0.6218218803405762,-4.1404362753033634,0.001,39.795249938964844,0.6833547353744507,1370,-0.00796985169799882,0.30352783203125
16,702,2277376,373,-217.30681443214417,0.050240077,0.2,110.69517141580582,0.7369567155838013,-4.12725570499897,0.001,26.404680252075195,0.6800858378410339,1380,-0.0053077253804076465,0.34991455078125
17,704,2293760,395,-232.94141006469727,0.048875544,0.2,106.42370399832726,0.7349295318126678,-4.111338537931442,0.001,24.283218383789062,0.6775405406951904,1390,-0.006414033153123455,0.377288818359375
18,705,2310144,417,-255.3177433013916,0.04011631,0.2,213.48662806153297,0.636029452085495,-4.0982265174388885,0.001,44.069175720214844,0.6756172776222229,1400,-0.00764060129004065,0.325177001953125
19,707,2326528,439,-226.29721075296402,0.042701803,0.2,109.95976192355155,0.6683835685253143,-4.111074072122574,0.001,59.64988708496094,0.6774672865867615,1410,-0.006220764877070906,0.337615966796875
20,710,2342912,461,-366.46110343933105,0.038783222,0.2,853.0291609644889,0.18215513229370117,-4.096211761236191,0.001,17.433584213256836,0.6753185391426086,1420,-0.003219776778132655,0.31361083984375
21,709,2359296,485,-305.28168630599976,0.028741349,0.2,445.6575751066208,0.4320387840270996,-4.0913142502307895,0.001,24.48741912841797,0.6755779981613159,1430,-0.004531168132962194,0.29793701171875
22,711,2375680,506,-234.43599224090576,0.036967337,0.2,367.7397298336029,0.5220828056335449,-4.078942312300205,0.001,24.290435791015625,0.6711814999580383,1440,-0.00790137753210729,0.2584716796875
23,711,2392064,529,-258.5925998687744,0.04260468,0.2,237.8466541290283,0.6644973456859589,-4.071811217069626,0.001,17.23983383178711,0.6711004972457886,1450,-0.009215859332471155,0.2831787109375
24,712,2408448,551,-175.56485152244568,0.053352505,0.2,130.2960147857666,0.7637746334075928,-4.057721583545208,0.001,15.987316131591797,0.667721152305603,1460,-0.006402387889102102,0.378216552734375
25,713,2424832,574,32.25827074050903,0.048146605,0.2,673.4851867079735,0.3255090117454529,-4.060679784417152,0.001,168.55789184570312,0.6711133718490601,1470,-0.002793466710136272,0.328875732421875
26,713,2441216,597,-275.00131595134735,0.034503378,0.2,439.107957804203,0.5630840957164764,-4.077020469307899,0.001,39.70554733276367,0.67033851146698,1480,-0.005653242950211279,0.31234130859375
27,714,2457600,619,-220.12322425842285,0.04652951,0.2,163.07415105104445,0.61424720287323,-4.067111203074456,0.001,19.8689022064209,0.6695054769515991,1490,-0.007128187343187165,0.32420654296875
28,714,2473984,641,-180.2152625322342,0.051566564,0.2,109.055341309309,0.8104882538318634,-4.056114892661571,0.001,14.767221450805664,0.6681615114212036,1500,-0.007757909668725915,0.374554443359375
29,714,2490368,664,-258.59129214286804,0.052095108,0.2,90.59246181845666,0.8341246545314789,-4.055151151120663,0.001,17.89846420288086,0.6666747331619263,1510,-0.008946307179576252,0.37301025390625
30,715,2506752,686,-327.21056747436523,0.045031317,0.2,181.3637237548828,0.6692309677600861,-4.03401390761137,0.001,24.286911010742188,0.660298228263855,1520,-0.011033801479788963,0.339984130859375
31,715,2523136,709,-304.7015838623047,0.06663063,0.2,659.9978129863739,0.4261820912361145,-4.0012330211699005,0.001,24.579099655151367,0.6581324934959412,1530,-0.0014531900924339425,0.317803955078125
32,716,2539520,731,-268.49250316619873,0.043089423,0.2,133.6778230249882,0.7485184073448181,-3.9861874647438524,0.001,17.827816009521484,0.6558165550231934,1540,-0.012176061331410892,0.330279541015625
33,716,2555904,754,-267.5244445800781,0.046435162,0.2,295.76204788684845,0.4296056628227234,-3.9863762989640237,0.001,23.807954788208008,0.6550602912902832,1550,-0.007423850776103791,0.313690185546875
34,717,2572288,776,-241.75091814994812,0.050358005,0.2,160.01708931326866,0.6644943952560425,-3.976156248152256,0.001,23.259239196777344,0.6520966291427612,1560,-0.009696241241181269,0.3290283203125
35,718,2588672,798,-257.29039108753204,0.04252006,0.2,179.59121836423873,0.6100136041641235,-3.964552579820156,0.001,34.86104202270508,0.6540439128875732,1570,-0.007920101096533471,0.35594482421875
36,718,2605056,821,-198.2880256175995,0.05600392,0.2,121.22600410580635,0.7410518229007721,-3.9725360810756682,0.001,18.10740852355957,0.6545428037643433,1580,-0.009576099171681562,0.368212890625
37,718,2621440,843,-43.011866331100464,0.039081495,0.2,177.23936088085173,0.6647821366786957,-3.9708750545978546,0.001,21.49223518371582,0.6505942344665527,1590,-0.012106008324190043,0.322064208984375
