time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
29032448,1,1.9793097,1580,62,,,,,,,,,,,
29130752,2,3.0118482,1572,125,0.06307779947916667,-0.0033675956936349396,0.007234294,-1.9832253022740285,791.372307952245,0.842106431722641,0.0001,0.3981856107711792,7800,255.8904266357422,0.2
29229056,3,2.1669729,1566,188,0.04631754557291667,-0.0028867055802038522,0.006246306,-1.9714478245625893,1053.0307747046152,0.807281568646431,0.0001,0.3973463177680969,7810,327.41815185546875,0.2
29327360,4,1.3055714,1559,252,0.046771240234375,-0.0025934865880117286,0.0056208544,-1.9620772593344251,1139.7601827462515,0.8372698575258255,0.0001,0.396370530128479,7820,318.455322265625,0.2
29425664,5,2.0939276,1558,315,0.05110371907552083,-0.0031465197117843974,0.0061197863,-1.9557050585746765,940.7763243198394,0.856645256280899,0.0001,0.3960031569004059,7830,434.02581787109375,0.2
29523968,6,3.2875092,1559,378,0.04862772623697917,-0.0028201131640647266,0.005467965,-1.953103493216137,1058.4510579744974,0.8340362161397934,0.0001,0.39587175846099854,7840,250.0311737060547,0.2
29622272,7,1.4419514,1555,442,0.0506011962890625,-0.0029213332578365224,0.0058498494,-1.94617826876541,1055.005363814036,0.8314764052629471,0.0001,0.3946561813354492,7850,335.2172546386719,0.2
29720576,8,1.5593427,1556,505,0.039210001627604164,-0.0024730447274123437,0.0050029554,-1.935290781284372,1288.6467019875845,0.8207047581672668,0.0001,0.3937535881996155,7860,373.6015319824219,0.2
29818880,9,2.251747,1554,569,0.05184326171875,-0.0027803397013485666,0.0059880526,-1.929180585592985,858.8247120539347,0.8364030569791794,0.0001,0.3934456706047058,7870,287.3948669433594,0.2
29917184,10,2.4376657,1554,632,0.05694580078125,-0.003098224802063972,0.0062296395,-1.9216674206778408,866.711415163676,0.8389502465724945,0.0001,0.3924000561237335,7880,387.65179443359375,0.2
30015488,11,1.328204,1552,696,0.05009256998697917,-0.003168357395164397,0.006040978,-1.9142467964440584,872.7627844810486,0.8267549127340317,0.0001,0.39181840419769287,7890,372.3851013183594,0.2
