time/iterations,rew_vec_envs,time/fps,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/explained_variance,train/value_loss,train/std,train/clip_range,train/entropy_loss,train/approx_kl,train/policy_gradient_loss
14,-2197.7739028930664,612,5472256,749,0.1134002685546875,1660,977.8568725585938,0.001,0.7341062724590302,5288.763997459411,0.5175333023071289,0.2,-3.0190067920833825,0.012500887,-0.009746138861373765
15,-1986.7372665405273,612,5505024,802,0.1035308837890625,1670,1913.7559814453125,0.001,0.7152886092662811,5142.9309009552,0.515110194683075,0.2,-3.0083534575998785,0.010874188,-0.009618925511676934
16,-2039.2270965576172,609,5537792,859,0.118096923828125,1680,849.9558715820312,0.001,0.731371283531189,4874.951961517334,0.5114912390708923,0.2,-2.980798189714551,0.012005676,-0.010688573774314137
17,-2149.814407348633,609,5570560,914,0.11788330078125,1690,1224.6651611328125,0.001,0.732238233089447,4845.321733283997,0.5092394948005676,0.2,-2.9576597027480602,0.011708006,-0.010217774080228993
18,-2238.1947708129883,608,5603328,969,0.117547607421875,1700,1030.804931640625,0.001,0.753733366727829,4878.485650253296,0.5071290135383606,0.2,-2.9444459818303583,0.01215092,-0.009859501158280182
19,-2168.957015991211,607,5636096,1024,0.1099273681640625,1710,1133.7493896484375,0.001,0.7121264040470123,5089.679774665832,0.5037193894386292,0.2,-2.9235156182199717,0.011776174,-0.010257799497048836
20,-2072.373052597046,607,5668864,1079,0.1127105712890625,1720,736.585205078125,0.001,0.7231430113315582,5046.046361351013,0.5011628866195679,0.2,-2.897623109444976,0.012208337,-0.009494792889381643
21,-2027.512351989746,606,5701632,1134,0.119573974609375,1730,867.107666015625,0.001,0.6909802556037903,5050.00957698822,0.5000578761100769,0.2,-2.885463521629572,0.012533942,-0.009761479220469483
22,-2138.2915802001953,605,5734400,1189,0.1158447265625,1740,1022.279541015625,0.001,0.7330963611602783,5023.537683296204,0.4974431097507477,0.2,-2.8630541909486054,0.012631798,-0.010272289231579634
23,-1951.943946838379,604,5767168,1245,0.1224639892578125,1750,1139.5936279296875,0.001,0.7320432066917419,4724.936162757874,0.49482154846191406,0.2,-2.8410748321563006,0.013215434,-0.010477169426667387
24,-2168.700523376465,603,5799936,1303,0.116790771484375,1760,1172.2615966796875,0.001,0.741961807012558,4948.870914268494,0.4908176064491272,0.2,-2.815375928208232,0.012359998,-0.009925914463383378
25,-2211.878089904785,599,5832704,1365,0.1257110595703125,1770,954.4566650390625,0.001,0.713591992855072,4937.766668510437,0.48645085096359253,0.2,-2.7774837359786035,0.01421505,-0.010026218831262668
26,-2128.1955184936523,599,5865472,1422,0.1336639404296875,1780,959.2671508789062,0.001,0.7494324743747711,4464.633924484253,0.4831532835960388,0.2,-2.7470694936811926,0.013349285,-0.010059621855180011
27,-1918.960090637207,598,5898240,1478,0.130889892578125,1790,987.8331909179688,0.001,0.7420117557048798,4295.343645858765,0.48092740774154663,0.2,-2.7265763323754073,0.014063301,-0.01058452740908251
28,-2005.5877532958984,597,5931008,1534,0.13857421875,1800,923.2467651367188,0.001,0.7327120006084442,4414.052266693116,0.4781079888343811,0.2,-2.707336449995637,0.015312936,-0.01003732790632057
29,-2101.998405456543,596,5963776,1592,0.1350555419921875,1810,975.512451171875,0.001,0.7316650152206421,4451.166674041748,0.47597771883010864,0.2,-2.6875266928225754,0.014577214,-0.010013044005972915
30,-1917.2815322875977,594,5996544,1654,0.1312164306640625,1820,938.1182250976562,0.001,0.7356300950050354,4513.639926528931,0.4739672541618347,0.2,-2.667897776141763,0.014052756,-0.009754767741833347
31,-2239.5021438598633,593,6029312,1712,0.1352508544921875,1830,867.4805908203125,0.001,0.7287954688072205,4581.763471221924,0.47025638818740845,0.2,-2.6395476941019296,0.014818078,-0.010705498548850301
32,-1951.6547966003418,592,6062080,1770,0.13905029296875,1840,911.8630981445312,0.001,0.7484235763549805,4746.3683597564695,0.46614915132522583,0.2,-2.6074249926954507,0.015674552,-0.010378179891267792
33,-1954.3577995300293,591,6094848,1827,0.13037109375,1850,952.9202270507812,0.001,0.7384814321994781,4376.736210250854,0.46324610710144043,0.2,-2.580840973556042,0.014171621,-0.009996380821394268
34,-1994.4538497924805,591,6127616,1884,0.1257293701171875,1860,968.9048461914062,0.001,0.7306086421012878,4717.528688621521,0.4596976041793823,0.2,-2.5531731519848107,0.013640575,-0.01005196107653319
35,-1872.6381530761719,589,6160384,1944,0.1388275146484375,1870,872.2084350585938,0.001,0.7390108704566956,4657.904298973083,0.4587342441082001,0.2,-2.533230911567807,0.014639907,-0.009713781127356925
36,-2159.723243713379,588,6193152,2003,0.1322113037109375,1880,901.0617065429688,0.001,0.7484655678272247,4540.100188636779,0.4570574462413788,0.2,-2.520260355621576,0.013918614,-0.010310142691378133
37,-1871.6514854431152,587,6225920,2064,0.13505859375,1890,790.1138916015625,0.001,0.7159689664840698,4260.012928009033,0.4565824270248413,0.2,-2.515248315781355,0.0150089525,-0.010401737792562926
38,-2130.793312072754,585,6258688,2125,0.13150634765625,1900,717.271484375,0.001,0.7230387628078461,4830.282649040222,0.45377370715141296,0.2,-2.4970330078154803,0.0140755,-0.009767079450466554
39,-1944.7307586669922,584,6291456,2185,0.138763427734375,1910,1003.0635375976562,0.001,0.7261180877685547,4542.7602819442745,0.45367488265037537,0.2,-2.486223814636469,0.013273534,-0.009556573496229247
40,-1967.952293395996,583,6324224,2246,0.1427520751953125,1920,890.999267578125,0.001,0.7332624197006226,4651.685552787781,0.44996529817581177,0.2,-2.465140299871564,0.015706737,-0.009617373763467186
41,-2016.7291793823242,582,6356992,2306,0.13856201171875,1930,799.8294677734375,0.001,0.719433605670929,4645.861915016174,0.4490872621536255,0.2,-2.4480341326445343,0.014492422,-0.010196058155997889
42,-2231.6364212036133,581,6389760,2367,0.1537322998046875,1940,697.8592529296875,0.001,0.7511395066976547,3709.0998443603517,0.4464525580406189,0.2,-2.430016420036554,0.01600993,-0.010969848328386433
43,-2107.8787155151367,580,6422528,2428,0.1470306396484375,1950,778.6822509765625,0.001,0.739404708147049,4292.216143417359,0.44266968965530396,0.2,-2.3967473972588778,0.015419582,-0.01015733608037408
44,-2162.842643737793,578,6455296,2491,0.14298095703125,1960,886.8004150390625,0.001,0.7008752524852753,4549.162213516235,0.440114825963974,0.2,-2.368819426372647,0.01617982,-0.009780593885079725
45,-1897.8627014160156,577,6488064,2555,0.1334381103515625,1970,1308.94580078125,0.001,0.7204767167568207,4717.489476013184,0.439807653427124,0.2,-2.3604916825890543,0.015589742,-0.010195119043783053
46,-2157.120475769043,575,6520832,2618,0.149346923828125,1980,923.7544555664062,0.001,0.7174017131328583,4290.211023712158,0.43890827894210815,0.2,-2.352554904296994,0.0175111,-0.009995748566871044
47,-2040.6979598999023,574,6553600,2680,0.150201416015625,1990,957.0006713867188,0.001,0.7572858929634094,4267.009161758423,0.4375211298465729,0.2,-2.3431280944496393,0.014526013,-0.010059221735718892
48,-2000.2355575561523,573,6586368,2744,0.1457000732421875,2000,703.796875,0.001,0.7491633296012878,4327.454065895081,0.435289204120636,0.2,-2.3236170075833797,0.014898209,-0.009945743211937952
49,-2055.6462326049805,571,6619136,2808,0.13580322265625,2010,996.6260375976562,0.001,0.7369135916233063,4629.787286567688,0.4326253831386566,0.2,-2.3042106673121454,0.013814665,-0.010184689735615393
50,-1907.5614852905273,570,6651904,2872,0.1600830078125,2020,1010.0794677734375,0.001,0.74760502576828,4169.990157318115,0.4295075535774231,0.2,-2.273567584902048,0.017372042,-0.010524324239668204
51,-1958.732753753662,569,6684672,2935,0.15860595703125,2030,792.973876953125,0.001,0.730648934841156,4535.553113746643,0.4262036681175232,0.2,-2.242854966968298,0.017943,-0.009606356651056558
52,-2043.6747665405273,568,6717440,2999,0.152215576171875,2040,832.61083984375,0.001,0.7642222344875336,4464.013438415527,0.423376202583313,0.2,-2.2177265491336584,0.016904142,-0.010069184657186269
53,-1939.2069625854492,566,6750208,3064,0.1517242431640625,2050,765.3834838867188,0.001,0.7438468337059021,4371.507192611694,0.41990792751312256,0.2,-2.1864672217518093,0.015864413,-0.010089592240183265
54,-2207.1372451782227,565,6782976,3129,0.1645965576171875,2060,939.6768188476562,0.001,0.7357407510280609,4078.6519054412843,0.4194376468658447,0.2,-2.1687032517045735,0.016781913,-0.009563365517533385
55,-2115.4411697387695,564,6815744,3193,0.1586761474609375,2070,807.15087890625,0.001,0.7358236908912659,4576.10587978363,0.4160712659358978,0.2,-2.1447669845074415,0.018179249,-0.010126646746721235
56,-2047.8458442687988,563,6848512,3258,0.1697845458984375,2080,746.1012573242188,0.001,0.7842992842197418,3736.023406791687,0.41251665353775024,0.2,-2.112158166617155,0.01853956,-0.009567023847557721
57,-2154.9472427368164,561,6881280,3325,0.1626129150390625,2090,1198.1490478515625,0.001,0.7372169196605682,4606.366579055786,0.41043591499328613,0.2,-2.0866611190140247,0.016545882,-0.010089486527431291
58,-2080.970245361328,559,6914048,3393,0.1683685302734375,2100,708.18505859375,0.001,0.7443514466285706,3882.0333768844603,0.40716952085494995,0.2,-2.0607441503554584,0.017166484,-0.01055614252036321
59,-1953.1282234191895,558,6946816,3461,0.1718505859375,2110,773.7511596679688,0.001,0.7416812479496002,4249.896559715271,0.4055092930793762,0.2,-2.03930903673172,0.016681723,-0.010764119031227893
60,-2024.9214782714844,556,6979584,3529,0.1727874755859375,2120,796.556396484375,0.001,0.7772298008203506,3534.9327686309816,0.4058007597923279,0.2,-2.0371303401887415,0.017182013,-0.009788859612308442
61,-1944.4869327545166,555,7012352,3597,0.1665252685546875,2130,874.1771850585938,0.001,0.7239063680171967,4403.079330062867,0.40418779850006104,0.2,-2.0247828636318443,0.016937744,-0.00934449855267303
62,-2095.6998291015625,553,7045120,3667,0.1729827880859375,2140,844.08935546875,0.001,0.7235319912433624,4333.414138793945,0.4023202359676361,0.2,-2.003499125875533,0.017038295,-0.009195448180253151
63,-1978.1455383300781,552,7077888,3734,0.1457855224609375,2150,1154.1064453125,0.001,0.7383418679237366,4939.73227558136,0.4017183184623718,0.2,-1.9942292273044586,0.015929937,-0.01000114681010018
64,-1995.155128479004,551,7110656,3803,0.1727783203125,2160,786.1729736328125,0.001,0.7286254167556763,3884.486381149292,0.4009924530982971,0.2,-1.9917101612314583,0.016853072,-0.010562475564802299
65,-2055.1503143310547,549,7143424,3874,0.169384765625,2170,1206.921630859375,0.001,0.7065763771533966,4555.526738166809,0.3992305397987366,0.2,-1.9755707029253244,0.017408635,-0.01031844997087319
66,-1880.7833156585693,548,7176192,3943,0.181658935546875,2180,659.0014038085938,0.001,0.7270026504993439,3992.050740623474,0.39896467328071594,0.2,-1.9683777257800101,0.019263167,-0.010690691140916897
67,-1740.4859504699707,546,7208960,4013,0.1598663330078125,2190,1116.8179931640625,0.001,0.7133892476558685,4528.934519767761,0.39576607942581177,0.2,-1.9469054985791445,0.017544093,-0.010372837076283758
68,-2253.421989440918,545,7241728,4083,0.176275634765625,2200,649.8699951171875,0.001,0.7177103459835052,4099.624374771118,0.39323586225509644,0.2,-1.9163080405443906,0.018823644,-0.009827555729134473
69,-1948.7440719604492,544,7274496,4154,0.168524169921875,2210,828.6875,0.001,0.7141432762145996,4264.727342414856,0.3932041823863983,0.2,-1.9081864509731532,0.017957544,-0.009868582524723024
70,-2015.4238204956055,542,7307264,4227,0.17261962890625,2220,649.5081176757812,0.001,0.7412653267383575,4207.317912483215,0.39111995697021484,0.2,-1.8945765694603325,0.018784063,-0.009271117522075656
71,-2112.599822998047,541,7340032,4299,0.1728302001953125,2230,925.9508056640625,0.001,0.7458047866821289,4140.480829429626,0.3885370194911957,0.2,-1.8680351814255118,0.01868627,-0.010443037346340134
72,-2219.2603149414062,539,7372800,4370,0.171502685546875,2240,1115.123291015625,0.001,0.6987499594688416,4556.39025592804,0.3881884217262268,0.2,-1.8618965031579138,0.01918118,-0.009713872538486611
73,-1832.604263305664,537,7405568,4449,0.1950225830078125,2250,685.1317749023438,0.001,0.7372018396854401,3440.1541707992556,0.38897639513015747,0.2,-1.8599089860916138,0.020230819,-0.009778558398465975
74,-1695.3740310668945,535,7438336,4529,0.1819549560546875,2260,1122.7012939453125,0.001,0.7376008033752441,4342.948885726929,0.38609957695007324,0.2,-1.848406346514821,0.019272527,-0.010358121969693457
75,-1844.3780879974365,533,7471104,4607,0.1663726806640625,2270,1210.8427734375,0.001,0.7248392999172211,4671.319760894776,0.38384485244750977,0.2,-1.823781681805849,0.015846007,-0.010311614755846677
76,-1971.0711288452148,531,7503872,4683,0.176910400390625,2280,684.513427734375,0.001,0.7074012458324432,4503.221698951721,0.38160592317581177,0.2,-1.7969583049416542,0.019989423,-0.010603340095985913
77,-1866.514045715332,530,7536640,4756,0.186761474609375,2290,879.42822265625,0.001,0.7544927299022675,4134.681402397156,0.3796444535255432,0.2,-1.7795412300154567,0.019013193,-0.009007255257165525
78,-2025.912052154541,528,7569408,4834,0.1838958740234375,2300,883.9625244140625,0.001,0.7166768610477448,4528.277384757996,0.3788292407989502,0.2,-1.7688988400623202,0.018522609,-0.010184883985493798
79,-2165.657585144043,527,7602176,4910,0.1737091064453125,2310,909.3056640625,0.001,0.7378153800964355,4311.17309627533,0.37816470861434937,0.2,-1.7588213859125972,0.018667232,-0.010699473120621406
80,-2092.799385070801,525,7634944,4992,0.1737335205078125,2320,1074.0281982421875,0.001,0.7212657928466797,4493.0590721130375,0.3769516944885254,0.2,-1.7484540047124029,0.01699481,-0.010679572135995841
81,-1969.367473602295,523,7667712,5071,0.1756988525390625,2330,1061.01953125,0.001,0.7070361971855164,4713.971921730042,0.37434566020965576,0.2,-1.7277763396501542,0.017934399,-0.010698528548527975
82,-1920.8422546386719,520,7700480,5160,0.182940673828125,2340,825.2906494140625,0.001,0.7526572346687317,4115.926022911071,0.372408390045166,0.2,-1.701670745573938,0.019360378,-0.009573049833852565
83,-1927.3050231933594,518,7733248,5247,0.1738922119140625,2350,1038.506591796875,0.001,0.6867208778858185,4733.277998733521,0.37063586711883545,0.2,-1.6808775229379536,0.019295085,-0.009543084129472846
84,-1935.935546875,515,7766016,5335,0.18551025390625,2360,894.379638671875,0.001,0.738139271736145,4334.956280136108,0.36898234486579895,0.2,-1.6653379695490003,0.01902459,-0.009318525962589775
85,-1974.6908874511719,513,7798784,5418,0.18748779296875,2370,751.54638671875,0.001,0.7256894707679749,4298.552119445801,0.36812517046928406,0.2,-1.6546348668634892,0.019362263,-0.010446484504791442
86,-1850.011001586914,512,7831552,5500,0.176629638671875,2380,1254.4849853515625,0.001,0.7368860840797424,4614.468953323364,0.3662451505661011,0.2,-1.6354056926444174,0.018988492,-0.010206803369510454
87,-2098.200912475586,510,7864320,5582,0.186517333984375,2390,784.015869140625,0.001,0.7091645002365112,4297.614360809326,0.3649100661277771,0.2,-1.6164060059934855,0.021121893,-0.00965924269912648
88,-2000.6115989685059,508,7897088,5666,0.175872802734375,2400,738.6342163085938,0.001,0.7343458235263824,4655.571346092224,0.3633689880371094,0.2,-1.6008096477016807,0.017565511,-0.010665471579341102
89,-1863.3791885375977,507,7929856,5748,0.1928009033203125,2410,874.645751953125,0.001,0.7069928348064423,4229.77309589386,0.36078357696533203,0.2,-1.5792155558243395,0.020255692,-0.010420483225971111
90,-1869.2292556762695,505,7962624,5831,0.1927642822265625,2420,911.6893920898438,0.001,0.7299851179122925,4555.119083595276,0.3590637147426605,0.2,-1.5538419058546424,0.021110728,-0.010214747747886577
91,-1745.304054260254,504,7995392,5913,0.1930633544921875,2430,770.5704956054688,0.001,0.7218550443649292,4669.230048370361,0.3562363386154175,0.2,-1.5266508746892213,0.024294436,-0.0105938924189104
92,-1849.5094566345215,502,8028160,5995,0.194158935546875,2440,1342.4859619140625,0.001,0.7233219146728516,4632.440494155884,0.35540515184402466,0.2,-1.5084335550665855,0.018578835,-0.009900406448286958
93,-1904.8789863586426,501,8060928,6078,0.1857879638671875,2450,918.4357299804688,0.001,0.7141248881816864,4786.039803886413,0.3539905250072479,0.2,-1.4954604057595133,0.017810898,-0.008884471152850893
94,-1962.2408256530762,499,8093696,6160,0.1871124267578125,2460,994.7351684570312,0.001,0.7055336534976959,4969.61419467926,0.3522980809211731,0.2,-1.4797270487993957,0.019681543,-0.01122776742631686
95,-1840.253116607666,498,8126464,6244,0.1982147216796875,2470,826.1331787109375,0.001,0.7214285135269165,4347.814019775391,0.34883174300193787,0.2,-1.4449478138238192,0.020962354,-0.009669710808884702
96,-1740.5698719024658,497,8159232,6328,0.192431640625,2480,946.5780029296875,0.001,0.6845329403877258,4592.4448505401615,0.3466973304748535,0.2,-1.4184178391471505,0.020015802,-0.010145469939743634
97,-2033.3150787353516,495,8192000,6412,0.2011932373046875,2490,821.42333984375,0.001,0.7096619307994843,4261.200547981262,0.34538277983665466,0.2,-1.3971427589654923,0.02231808,-0.010092787434041383
98,-1879.905860900879,494,8224768,6498,0.1979736328125,2500,1080.760009765625,0.001,0.7292792499065399,4517.809829521179,0.3441276550292969,0.2,-1.3824179138988257,0.020586628,-0.010815137972167576
99,-1777.6163330078125,492,8257536,6588,0.2119873046875,2510,1012.4400634765625,0.001,0.7240111231803894,4372.949507141113,0.34196001291275024,0.2,-1.3603073360398412,0.02072205,-0.009721451445147977
100,-1802.5464553833008,490,8290304,6677,0.2079864501953125,2520,1195.5823974609375,0.001,0.7197216749191284,4488.379770469665,0.3399748206138611,0.2,-1.338163922354579,0.021515753,-0.009900368691160111
101,-1786.9573440551758,489,8323072,6766,0.1933990478515625,2530,1124.6968994140625,0.001,0.6961269080638885,4740.109961128235,0.3382120430469513,0.2,-1.3138114044442772,0.021130519,-0.009469930284831207
102,-1810.7271575927734,487,8355840,6854,0.1959075927734375,2540,945.588134765625,0.001,0.7103878557682037,4501.935842514038,0.33648332953453064,0.2,-1.2954936036840081,0.021658208,-0.010384461718422245
103,-1927.9992218017578,486,8388608,6941,0.192730712890625,2550,925.0870361328125,0.001,0.7185394763946533,4559.163488769531,0.33504384756088257,0.2,-1.2788767723366619,0.022196732,-0.00907195974214119
104,-2020.7334442138672,484,8421376,7035,0.202532958984375,2560,1034.284912109375,0.001,0.7198601961135864,4502.227557754517,0.33313342928886414,0.2,-1.2576770661398768,0.021757701,-0.009440545204415684
105,-1880.7095336914062,482,8454144,7126,0.1991424560546875,2570,1118.6453857421875,0.001,0.727425754070282,4364.209191322327,0.33049216866493225,0.2,-1.2280570097267627,0.022369811,-0.009631313419959042
106,-2060.8937797546387,481,8486912,7219,0.1996917724609375,2580,828.8466796875,0.001,0.7189683616161346,4543.009000587464,0.32908713817596436,0.2,-1.2040198549628258,0.019544877,-0.01092963156188489
107,-1894.3722076416016,479,8519680,7311,0.2125213623046875,2590,991.7633666992188,0.001,0.7006168961524963,4394.303391456604,0.3269330859184265,0.2,-1.1864066952839494,0.021451686,-0.00952964967182197
108,-1906.4703216552734,478,8552448,7400,0.233038330078125,2600,805.8228149414062,0.001,0.7202159762382507,4068.731763076782,0.32632729411125183,0.2,-1.1708985142409802,0.02901774,-0.0093663831044978
109,-1895.7833633422852,476,8585216,7492,0.2006134033203125,2610,956.52099609375,0.001,0.6769118309020996,4755.499720954895,0.3267733156681061,0.2,-1.1694045200943948,0.023507658,-0.009290411605252302
110,-1702.7156257629395,475,8617984,7583,0.1984619140625,2620,932.2583618164062,0.001,0.6849076449871063,4782.483478927612,0.32550325989723206,0.2,-1.1639037895947695,0.020583812,-0.010232781840386451
111,-1841.654396057129,473,8650752,7676,0.210418701171875,2630,1079.9576416015625,0.001,0.7082622945308685,4489.832122993469,0.3236016035079956,0.2,-1.1443763472139836,0.023851752,-0.010543266612512526
112,-1928.3890228271484,472,8683520,7768,0.2058197021484375,2640,989.7134399414062,0.001,0.7298507988452911,4636.613618087768,0.32213094830513,0.2,-1.125243728607893,0.02275214,-0.009531569427781505
113,-1902.9274215698242,471,8716288,7861,0.2029754638671875,2650,867.642822265625,0.001,0.6905469000339508,4882.159782791137,0.32149365544319153,0.2,-1.1115184143185615,0.02238028,-0.009905571138733648
114,-1820.9370651245117,469,8749056,7958,0.2120330810546875,2660,868.1146850585938,0.001,0.732504814863205,4448.614137077331,0.32005631923675537,0.2,-1.0943554366007446,0.025783654,-0.008997351940342924
115,-1911.4742469787598,467,8781824,8053,0.2230682373046875,2670,836.5338134765625,0.001,0.7140145897865295,4706.887767601013,0.3202176094055176,0.2,-1.0928490847349166,0.024529848,-0.008641312806867063
116,-1789.538558959961,466,8814592,8148,0.22080078125,2680,1047.9833984375,0.001,0.711892306804657,4660.936177444458,0.3197166919708252,0.2,-1.0890279646962882,0.025022076,-0.010647589397558476
117,-2030.712173461914,464,8847360,8247,0.2310516357421875,2690,840.2589721679688,0.001,0.7196216881275177,4217.565274429321,0.31848034262657166,0.2,-1.0783792534843086,0.02341428,-0.009534792271369951
118,-1955.005012512207,463,8880128,8342,0.2268524169921875,2700,1022.2742919921875,0.001,0.7304874360561371,4531.519601631165,0.31785207986831665,0.2,-1.0684381192550063,0.026117757,-0.009075302642668249
119,-1913.6245651245117,461,8912896,8441,0.2146148681640625,2710,847.2979125976562,0.001,0.7146060168743134,4664.413443183899,0.3172317147254944,0.2,-1.0603961162269115,0.021706896,-0.009132527226756792
120,-1876.0673065185547,460,8945664,8540,0.2349517822265625,2720,1220.006591796875,0.001,0.6922181844711304,4683.889164924622,0.3162190318107605,0.2,-1.051708652637899,0.02480917,-0.009189202131892671
121,-1721.8128547668457,458,8978432,8647,0.22701416015625,2730,789.26318359375,0.001,0.6964858174324036,4736.346876335144,0.31385546922683716,0.2,-1.0235996890813113,0.027087009,-0.009762012429928291
122,-2038.1919784545898,456,9011200,8756,0.214215087890625,2740,1055.56396484375,0.001,0.6971418559551239,4842.9638759613035,0.3135015070438385,0.2,-1.0139900293201207,0.022684375,-0.008005104239782668
123,-1712.9529342651367,454,9043968,8861,0.2158416748046875,2750,729.9811401367188,0.001,0.7113979458808899,4861.21036529541,0.3127552270889282,0.2,-1.002724278345704,0.021403972,-0.009555134739639471
124,-1895.067237854004,453,9076736,8961,0.2260986328125,2760,965.590087890625,0.001,0.7078632414340973,4859.665435600281,0.3111222982406616,0.2,-0.9915599543601274,0.02439317,-0.008926894254545913
125,-1985.6371765136719,451,9109504,9063,0.223492431640625,2770,1030.768310546875,0.001,0.7227871716022491,4742.896652793885,0.31078240275382996,0.2,-0.9753253232687712,0.022962868,-0.009541295218514278
126,-2017.3603439331055,450,9142272,9162,0.2132110595703125,2780,792.8912353515625,0.001,0.6756141185760498,5119.581698036194,0.30871063470840454,0.2,-0.9600198807194829,0.023634912,-0.009078649127332028
127,-1815.5106163024902,449,9175040,9262,0.2248260498046875,2790,814.80078125,0.001,0.6913084387779236,4397.879229164124,0.3072226643562317,0.2,-0.9344192901626229,0.0245465,-0.009364150680994499
128,-2092.3925018310547,447,9207808,9363,0.225787353515625,2800,843.4360961914062,0.001,0.6853785514831543,4473.626559829712,0.30586695671081543,0.2,-0.9193742170929908,0.026355144,-0.009028069568739739
129,-1957.6828689575195,446,9240576,9463,0.2276611328125,2810,898.4354858398438,0.001,0.703918069601059,4898.6591669082645,0.30509719252586365,0.2,-0.9093147329986095,0.024090014,-0.009512583207833814
130,-1766.8456649780273,445,9273344,9565,0.25843505859375,2820,941.5280151367188,0.001,0.7001451551914215,4372.336388397217,0.3049359917640686,0.2,-0.9003727691248059,0.028684825,-0.008678943670747685
131,-2011.7705917358398,443,9306112,9669,0.2324737548828125,2830,1192.634033203125,0.001,0.6891700029373169,4608.846185111999,0.30454781651496887,0.2,-0.8976989699527621,0.029611377,-0.007696084034250816
132,-1977.324935913086,442,9338880,9771,0.212359619140625,2840,985.6253051757812,0.001,0.6929192841053009,4743.236585617065,0.3036250174045563,0.2,-0.8877576626837254,0.025286533,-0.009510180943107117
133,-1812.6288871765137,441,9371648,9876,0.2348968505859375,2850,724.96923828125,0.001,0.6824786961078644,4208.649293518067,0.30212971568107605,0.2,-0.8721834139898419,0.025424207,-0.010064271787996404
134,-1925.6269989013672,439,9404416,9981,0.2255889892578125,2860,909.6576538085938,0.001,0.6947607398033142,5273.964193916321,0.3007122278213501,0.2,-0.8521840970963239,0.022465471,-0.00851171961221553
135,-1903.9546585083008,438,9437184,10091,0.216058349609375,2870,828.3495483398438,0.001,0.7005710899829865,4796.347012901306,0.3003561794757843,0.2,-0.8415308937430381,0.024223471,-0.009760657249353244
136,-1938.522575378418,436,9469952,10208,0.21768798828125,2880,1123.7088623046875,0.001,0.720712274312973,4862.6620439529415,0.2983928322792053,0.2,-0.8265188589692116,0.022538751,-0.01059032276061771
137,-1754.9132270812988,435,9502720,10313,0.2472869873046875,2890,882.40771484375,0.001,0.6738438606262207,4420.488543319702,0.2980040907859802,0.2,-0.8134177660569548,0.025469624,-0.00944794374772755
138,-2108.2800903320312,434,9535488,10415,0.232635498046875,2900,975.6260375976562,0.001,0.6929082274436951,4703.965428161621,0.29685747623443604,0.2,-0.8021306844428182,0.024724675,-0.009771755114707048
