time/time_elapsed,time/iterations,time/total_timesteps,time/fps,rew_vec_envs,train/clip_range,train/learning_rate,train/n_updates,train/entropy_loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/loss,train/value_loss,train/explained_variance
4580,139,2277376,497,262.31591606140137,0.2,0.0001,1380,-4.781310286000371,0.8089640140533447,0.048077392578125,-0.002408675461083476,0.0059430962,1378.326904296875,2417.5085525035856,0.71995609998703
4617,140,2293760,496,490.59500217437744,0.2,0.0001,1390,-4.773949880152941,0.8066583275794983,0.048419189453125,-0.0024896969355722833,0.005296699,1091.2037353515625,2190.706991672516,0.6460097432136536
4655,141,2310144,496,272.70808506011963,0.2,0.0001,1400,-4.7642107896506785,0.8048017024993896,0.035467529296875,-0.002002743860884948,0.0047377087,888.728271484375,2730.2469016075133,0.6383641362190247
4692,142,2326528,495,306.59762048721313,0.2,0.0001,1410,-4.753233196213841,0.8027735352516174,0.054119873046875,-0.0030288389685665606,0.005830851,1804.712890625,2510.028385448456,0.6833125352859497
4730,143,2342912,495,333.81593322753906,0.2,0.0001,1420,-4.738844491541386,0.7988280057907104,0.025799560546875,-0.001355833833804354,0.004338051,504.41229248046875,2062.254934263229,0.7078145146369934
4768,144,2359296,494,423.82924795150757,0.2,0.0001,1430,-4.724427143111825,0.7977213859558105,0.036395263671875,-0.002612552436585247,0.0051013026,1086.2135009765625,2890.687711215019,0.6696501672267914
4806,145,2375680,494,313.37354946136475,0.2,0.0001,1440,-4.7187752515077594,0.7968340516090393,0.0381103515625,-0.0020452452877179894,0.004789615,610.041748046875,2302.2355253219603,0.7060791254043579
4846,146,2392064,493,293.3217206001282,0.2,0.0001,1450,-4.706335075199604,0.7930667400360107,0.04412841796875,-0.002293798147547932,0.0054183532,1066.723388671875,2200.8417233705522,0.6813917756080627
4885,147,2408448,492,430.5857276916504,0.2,0.0001,1460,-4.693964135274291,0.791836678981781,0.056146240234375,-0.0034128776318993912,0.006084701,1247.4998779296875,2544.1019217967987,0.6439328789710999
4924,148,2424832,492,402.777156829834,0.2,0.0001,1470,-4.687816251441836,0.7907969951629639,0.044793701171875,-0.0026408790507048254,0.005571002,737.8995971679688,2613.81987323761,0.7072193026542664
4963,149,2441216,491,308.7997226715088,0.2,0.0001,1480,-4.678027922287583,0.7881439924240112,0.03681640625,-0.0023599392610776705,0.0046185763,714.4307250976562,2437.71044344902,0.6971824169158936
5002,150,2457600,491,315.1704626083374,0.2,0.0001,1490,-4.669141300395131,0.7870022654533386,0.034637451171875,-0.001888378236662902,0.0046817325,1392.3800048828125,2661.855689835548,0.663002222776413
5039,151,2473984,490,130.57380390167236,0.2,0.0001,1500,-4.66394390501082,0.7862467765808105,0.0456787109375,-0.0019075497457379242,0.0040990957,1223.8392333984375,2226.2771184682847,0.6181415617465973
5078,152,2490368,490,343.90978717803955,0.2,0.0001,1510,-4.659740460664034,0.7847796082496643,0.046820068359375,-0.002265983770848834,0.004630386,482.6208801269531,2083.3732543468477,0.6449848413467407
5117,153,2506752,489,516.1719846725464,0.2,0.0001,1520,-4.650096926093101,0.7826564311981201,0.030401611328125,-0.001405436384084169,0.004722289,2278.34033203125,2310.4100299596785,0.6629291474819183
5155,154,2523136,489,530.3723545074463,0.2,0.0001,1530,-4.6401080314069985,0.7820287942886353,0.0382568359375,-0.0022047095037123652,0.0046901978,328.487060546875,2694.8636588573454,0.676666259765625
5198,155,2539520,488,471.69619941711426,0.2,0.0001,1540,-4.639178492128849,0.7831910848617554,0.050091552734375,-0.0029643944653798826,0.0058079083,590.1019897460938,2166.2734880924227,0.6681162118911743
5236,156,2555904,488,401.81977367401123,0.2,0.0001,1550,-4.642159428074956,0.784035861492157,0.026171875,-0.0018948465193716403,0.0040538935,316.03033447265625,2341.967351794243,0.6983747184276581
5275,157,2572288,487,426.909704208374,0.2,0.0001,1560,-4.644027880579233,0.7845410108566284,0.03372802734375,-0.0019359656075721432,0.005364118,551.6271362304688,2731.5936777353286,0.6723985373973846
5314,158,2588672,487,380.91271781921387,0.2,0.0001,1570,-4.642016332969069,0.7830899357795715,0.044268798828125,-0.003146616450317197,0.0047779987,1876.666748046875,2791.3958344459534,0.6852245628833771
5355,159,2605056,486,487.5561661720276,0.2,0.0001,1580,-4.637985884025693,0.7828410863876343,0.03348388671875,-0.002089221326968982,0.0038891023,2370.17626953125,3288.4189143180847,0.7103781402111053
5394,160,2621440,485,518.6525077819824,0.2,0.0001,1590,-4.635900902748108,0.7824805974960327,0.037115478515625,-0.0017974102373045752,0.005320857,2108.1044921875,2859.7419830322265,0.6989713609218597
5434,161,2637824,485,773.4391689300537,0.2,0.0001,1600,-4.632473102584481,0.7810880541801453,0.04102783203125,-0.002114004384930013,0.0054775625,559.7103271484375,2479.87401266098,0.7116375267505646
5473,162,2654208,484,361.14240741729736,0.2,0.0001,1610,-4.619320724159479,0.7774863243103027,0.044024658203125,-0.0024584939503256463,0.0059792185,1079.1988525390625,2668.833253145218,0.6670574247837067
5513,163,2670592,484,284.62778866291046,0.2,0.0001,1620,-4.601575523242355,0.7747961282730103,0.03919677734375,-0.0020404147184308386,0.0051023336,625.4242553710938,2034.6127717256545,0.669364720582962
5555,164,2686976,483,744.6038570404053,0.2,0.0001,1630,-4.592408209294081,0.7747076749801636,0.03265380859375,-0.0020441760343601345,0.004896989,1178.865966796875,2618.3721191883087,0.7048298716545105
5597,165,2703360,482,523.9003248214722,0.2,0.0001,1640,-4.589309430494905,0.7740260362625122,0.035748291015625,-0.002532291637180606,0.00458626,988.5127563476562,2891.4030151605607,0.7419665455818176
5638,166,2719744,482,462.6652183532715,0.2,0.0001,1650,-4.587044417858124,0.7739408016204834,0.030303955078125,-0.0011442059325418087,0.0041953484,745.3870239257812,3101.156105184555,0.709108293056488
5679,167,2736128,481,423.3753471374512,0.2,0.0001,1660,-4.578687226772308,0.7711611986160278,0.039471435546875,-0.0020360908561997348,0.005068033,882.7184448242188,3074.6144313812256,0.6701749861240387
5720,168,2752512,481,589.5494432449341,0.2,0.0001,1670,-4.566490912437439,0.7695930004119873,0.045587158203125,-0.002135639236530551,0.006128192,513.4205932617188,2448.840781569481,0.6796256303787231
5763,169,2768896,480,825.7377729415894,0.2,0.0001,1680,-4.553850532323122,0.7667034864425659,0.045867919921875,-0.001976389238097909,0.005264397,587.8841552734375,2483.7820588111877,0.6827504336833954
5806,170,2785280,479,414.7601127624512,0.2,0.0001,1690,-4.542690715566278,0.7658906579017639,0.04217529296875,-0.0023154944091402286,0.005130929,1323.9422607421875,3229.643214607239,0.6311380863189697
5848,171,2801664,479,524.7914137840271,0.2,0.0001,1700,-4.538824970647693,0.7656596899032593,0.03155517578125,-0.0020703364987639363,0.0044479016,416.76019287109375,2897.4178746700286,0.6799628436565399
5892,172,2818048,478,395.00793170928955,0.2,0.0001,1710,-4.533559799939394,0.763828456401825,0.041180419921875,-0.0016721169748052489,0.0055563804,535.5687255859375,2515.6705079078674,0.6367461383342743
5938,173,2834432,477,331.78899574279785,0.2,0.0001,1720,-4.524679404124617,0.7618104219436646,0.0501953125,-0.0018368365444075608,0.0057560327,353.96234130859375,2267.211236691475,0.7051920890808105
5983,174,2850816,476,789.7967100143433,0.2,0.0001,1730,-4.5136947825551035,0.761017382144928,0.03896484375,-0.0011768941124500997,0.004563402,1083.0843505859375,2576.335053730011,0.6933486461639404
6025,175,2867200,475,561.8799152374268,0.2,0.0001,1740,-4.505315859988332,0.7594646215438843,0.036700439453125,-0.0016818471763144771,0.005196308,395.8182067871094,2553.512195158005,0.6259244680404663
6069,176,2883584,475,265.9299097061157,0.2,0.0001,1750,-4.499655463546515,0.7599581480026245,0.04901123046875,-0.002153141696817329,0.0068759536,1689.060546875,2655.239200139046,0.641369104385376
6114,177,2899968,474,469.70477390289307,0.2,0.0001,1760,-4.495813935622573,0.7584443688392639,0.030035400390625,-0.0012703657921520062,0.0050325794,2354.605224609375,2733.793900871277,0.6441136002540588
6160,178,2916352,473,496.9186487197876,0.2,0.0001,1770,-4.484125965461135,0.7551968693733215,0.036224365234375,-0.0012477854855205805,0.004815703,764.853271484375,2612.0211046218874,0.7111548483371735
6204,179,2932736,472,751.3116827011108,0.2,0.0001,1780,-4.471028980240225,0.7534406185150146,0.046844482421875,-0.002198936381500971,0.0051676733,1078.9163818359375,2949.3048090457914,0.6868376433849335
6247,180,2949120,472,315.0579204559326,0.2,0.0001,1790,-4.468810987100005,0.7536082863807678,0.03944091796875,-0.0019756171624067064,0.0047312714,1816.2506103515625,3069.3745393276213,0.6935249269008636
6292,181,2965504,471,802.9543409347534,0.2,0.0001,1800,-4.463894530758262,0.7517989873886108,0.034515380859375,-0.0012829755487018702,0.00437669,216.25950622558594,3130.1848269701004,0.7075467705726624
6338,182,2981888,470,473.07353496551514,0.2,0.0001,1810,-4.455001601949334,0.7500555515289307,0.04066162109375,-0.0017022919482769794,0.0057573803,364.200439453125,2985.2530014753343,0.6838549971580505
6381,183,2998272,469,796.5530624389648,0.2,0.0001,1820,-4.4419309549033645,0.7477011680603027,0.046661376953125,-0.0017386489977070595,0.00543486,652.6773071289062,3141.699238395691,0.7122925519943237
6424,184,3014656,469,824.5667743682861,0.2,0.0001,1830,-4.434383294731378,0.7470324039459229,0.044451904296875,-0.0014397762717635488,0.005543339,714.9578247070312,2698.633199429512,0.6860710680484772
