time/time_elapsed,time/iterations,time/total_timesteps,time/fps,rew_vec_envs,train/clip_range,train/learning_rate,train/n_updates,train/entropy_loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/loss,train/value_loss,train/explained_variance
2626,84,1376256,524,69.13466358184814,0.2,0.0001,830,-5.119642380252481,0.8746414184570312,0.0425048828125,-0.0029390803083742868,0.005321586,519.7994384765625,1952.0914444684981,0.6246358454227448
2659,85,1392640,523,111.07456302642822,0.2,0.0001,840,-5.119121688976884,0.8739345073699951,0.05526123046875,-0.0031440593175830144,0.005892525,184.46592712402344,1383.4252099990845,0.5823640525341034
2693,86,1409024,523,254.33163499832153,0.2,0.0001,850,-5.118670106306672,0.8739978075027466,0.0482421875,-0.0027908184649277244,0.0057141497,393.7861022949219,1313.802371430397,0.6031979024410248
2726,87,1425408,522,466.68931007385254,0.2,0.0001,860,-5.1199821006506685,0.8739326000213623,0.041583251953125,-0.0028816781617933885,0.005124923,223.37791442871094,1212.898737025261,0.6889158487319946
2759,88,1441792,522,256.7557249069214,0.2,0.0001,870,-5.115877733007073,0.8715949058532715,0.04049072265625,-0.0020445121990633197,0.0050220694,1880.8831787109375,1997.0939119100572,0.6104456186294556
2793,89,1458176,522,235.95587015151978,0.2,0.0001,880,-5.112733252346516,0.8725098371505737,0.050177001953125,-0.002032455211610795,0.0060903784,675.3164672851562,1445.7952915549279,0.644656240940094
2827,90,1474560,521,511.0783681869507,0.2,0.0001,890,-5.1085632216185335,0.8707348108291626,0.034722900390625,-0.002390809554799489,0.006087296,625.2359619140625,1442.8561472773551,0.6588098108768463
2861,91,1490944,521,335.35722637176514,0.2,0.0001,900,-5.102752409130335,0.8703987002372742,0.0349609375,-0.0018715616934969147,0.0046404684,1135.7396240234375,1703.0123369932176,0.6933202743530273
2894,92,1507328,520,123.47331523895264,0.2,0.0001,910,-5.097192395105958,0.868576169013977,0.0375244140625,-0.0026197613786280273,0.005285738,407.02606201171875,2199.5867483854295,0.6703024804592133
2927,93,1523712,520,138.83897018432617,0.2,0.0001,920,-5.086652895063162,0.8672001361846924,0.045361328125,-0.0020815850870349096,0.006020033,970.20556640625,1385.7413469314574,0.6054848432540894
2961,94,1540096,519,334.72075033187866,0.2,0.0001,930,-5.083802716061473,0.8674623966217041,0.045477294921875,-0.0027991845507131076,0.004984276,492.82769775390625,1559.4649079442024,0.6484807729721069
2996,95,1556480,519,27.841376781463623,0.2,0.0001,940,-5.080464530363679,0.8656234741210938,0.039398193359375,-0.002530170425416145,0.0057916185,800.6519165039062,1945.960642528534,0.615196168422699
3030,96,1572864,519,258.9027829170227,0.2,0.0001,950,-5.072986696660519,0.8644205927848816,0.0330078125,-0.0024592066704826722,0.0049077063,488.6761474609375,2442.061869764328,0.633212685585022
3064,97,1589248,518,265.49626541137695,0.2,0.0001,960,-5.064244487136603,0.862895667552948,0.0291259765625,-0.001951816052041977,0.004388388,425.415771484375,1614.2788438558578,0.7068748474121094
3099,98,1605632,518,515.9312000274658,0.2,0.0001,970,-5.056111178174615,0.8611113429069519,0.032647705078125,-0.002102711241241195,0.0049975067,529.2116088867188,1648.2753230690955,0.6612648665904999
3133,99,1622016,517,405.9994955062866,0.2,0.0001,980,-5.0471627593040465,0.8592197299003601,0.02904052734375,-0.0020046954465669843,0.0044927225,1467.834228515625,2040.5660927534104,0.6751893758773804
3167,100,1638400,517,281.8864188194275,0.2,0.0001,990,-5.038398770987987,0.8575374484062195,0.037017822265625,-0.002539959636033018,0.004953469,689.4044189453125,2197.402584528923,0.7296070754528046
3202,101,1654784,516,225.23484182357788,0.2,0.0001,1000,-5.033549285680055,0.8567138910293579,0.02696533203125,-0.0015075514050295169,0.0035784093,1342.5115966796875,2060.7536283016207,0.6446964740753174
3237,102,1671168,516,180.53803253173828,0.2,0.0001,1010,-5.023440316691994,0.8537055850028992,0.0468505859375,-0.0031757928314618765,0.005813989,823.4360961914062,2177.0612037062647,0.6452034413814545
3272,103,1687552,515,433.9473328590393,0.2,0.0001,1020,-5.011385435611009,0.8515425324440002,0.034686279296875,-0.0021281179779180093,0.0052082236,395.14703369140625,2371.0985790491104,0.6934450268745422
3307,104,1703936,515,297.6710147857666,0.2,0.0001,1030,-5.0060907859355215,0.8513380289077759,0.04930419921875,-0.0027391900177462956,0.006120668,1584.0496826171875,2590.4738051652907,0.6793616414070129
3341,105,1720320,514,541.365345954895,0.2,0.0001,1040,-5.00352594666183,0.8508614301681519,0.0366943359375,-0.0024507892367637398,0.00479606,610.1926879882812,2098.3914531469345,0.6882342100143433
3376,106,1736704,514,413.91639137268066,0.2,0.0001,1050,-4.9966702099889515,0.8479668498039246,0.030706787109375,-0.0023233389865708887,0.0051180036,448.9136047363281,1873.0757447481155,0.732700914144516
3411,107,1753088,513,419.1080894470215,0.2,0.0001,1060,-4.986853317916394,0.8479424118995667,0.0361572265625,-0.0020007049835840006,0.0052483734,764.133544921875,2246.1880506515504,0.6846809387207031
3446,108,1769472,513,242.44999361038208,0.2,0.0001,1070,-4.983670723438263,0.8466267585754395,0.020025634765625,-0.0013098075165544286,0.003912599,393.3228759765625,2035.555846452713,0.6887930929660797
3480,109,1785856,513,248.4369134902954,0.2,0.0001,1080,-4.982049350813031,0.8476864099502563,0.025018310546875,-0.001579281985596026,0.0045511504,495.22637939453125,1990.6388210296632,0.69169482588768
3516,110,1802240,512,509.2470016479492,0.2,0.0001,1090,-4.985874042659998,0.8483278751373291,0.039959716796875,-0.00213736088890073,0.005063367,912.9375,2432.0607726335525,0.657445102930069
3551,111,1818624,512,348.03788137435913,0.2,0.0001,1100,-4.989857978001237,0.8497092127799988,0.04840087890625,-0.0029313546294361,0.006128243,1978.666259765625,2510.533243083954,0.6711267232894897
3587,112,1835008,511,200.8341202735901,0.2,0.0001,1110,-4.992366548627615,0.849446713924408,0.031427001953125,-0.002115464626422181,0.0049429853,637.5527954101562,2779.451143503189,0.624712198972702
3622,113,1851392,511,283.44043922424316,0.2,0.0001,1120,-4.988122041150928,0.847885251045227,0.019525146484375,-0.0018525810480696236,0.0035682458,538.1732177734375,2428.4907586097715,0.6971435546875
3659,114,1867776,510,513.9089441299438,0.2,0.0001,1130,-4.983879230543971,0.8471772074699402,0.029345703125,-0.0021859898438378877,0.004440056,1033.0130615234375,2153.59869992733,0.7073801755905151
3696,115,1884160,509,242.26228380203247,0.2,0.0001,1140,-4.982267397642135,0.8472231030464172,0.036749267578125,-0.0025777762892175817,0.005250296,492.47552490234375,2803.5051522731783,0.6887179017066956
3732,116,1900544,509,62.03139400482178,0.2,0.0001,1150,-4.980321484804153,0.84690260887146,0.031939697265625,-0.0023558790342576687,0.0048939977,1189.81787109375,2259.0186146736146,0.6945195496082306
3769,117,1916928,508,277.99109840393066,0.2,0.0001,1160,-4.974602396413684,0.8445517420768738,0.03348388671875,-0.0017363325134283514,0.004110178,423.8192443847656,2265.7330137014387,0.7315645813941956
3805,118,1933312,508,145.088041305542,0.2,0.0001,1170,-4.960291735827923,0.8415973782539368,0.040606689453125,-0.002254022006309242,0.005646782,916.7908325195312,2682.9016045331955,0.6354396641254425
3841,119,1949696,507,412.66992712020874,0.2,0.0001,1180,-4.947355480492115,0.8391137719154358,0.033489990234375,-0.0024674203612448766,0.0051669194,767.197265625,2420.557865524292,0.7143017649650574
3878,120,1966080,506,563.9197783470154,0.2,0.0001,1190,-4.93515326268971,0.8363844156265259,0.04478759765625,-0.0031112136699448455,0.0052278163,963.127685546875,2356.0542266845705,0.6458050906658173
3914,121,1982464,506,402.7077250480652,0.2,0.0001,1200,-4.924923991784453,0.8354668021202087,0.034979248046875,-0.0022266752937866842,0.0049523506,714.5823364257812,2688.424625492096,0.6998022198677063
3951,122,1998848,505,621.182222366333,0.2,0.0001,1210,-4.920321849361062,0.8345970511436462,0.030499267578125,-0.0015018506554952183,0.004381645,1741.28662109375,2339.069652557373,0.7189488410949707
3987,123,2015232,505,437.67064476013184,0.2,0.0001,1220,-4.911105563119054,0.8319206237792969,0.02625732421875,-0.0015783669060510873,0.003873444,716.2305297851562,2354.8108691215516,0.7292676568031311
4023,124,2031616,504,269.96766901016235,0.2,0.0001,1230,-4.9047763425856825,0.832405686378479,0.0394775390625,-0.0024828306536619493,0.0048847776,257.7729797363281,2039.3721128463744,0.7346946895122528
4059,125,2048000,504,230.34798908233643,0.2,0.0001,1240,-4.902110477536917,0.8311771750450134,0.02918701171875,-0.0020299767132200943,0.0043014227,715.9016723632812,2330.846979522705,0.7263462841510773
4097,126,2064384,503,391.5778913497925,0.2,0.0001,1250,-4.898683293536306,0.8309382200241089,0.024627685546875,-0.001455178529249679,0.0036773547,1259.279296875,2371.2890882492065,0.7022498548030853
4133,127,2080768,503,232.78717041015625,0.2,0.0001,1260,-4.8909790117293594,0.8284561038017273,0.035076904296875,-0.0024046959689258073,0.00496001,467.51715087890625,2090.748967432976,0.6879626214504242
4171,128,2097152,502,374.4988384246826,0.2,0.0001,1270,-4.8769831992685795,0.8257555961608887,0.039227294921875,-0.0021338147886126534,0.005469159,523.7840576171875,2369.2887436151505,0.6574636101722717
4207,129,2113536,502,390.610876083374,0.2,0.0001,1280,-4.862161488831044,0.8232700228691101,0.037554931640625,-0.002115642422995734,0.0049416646,738.1688232421875,2431.826669549942,0.6797621846199036
4244,130,2129920,501,211.88082456588745,0.2,0.0001,1290,-4.848155719786883,0.8203673362731934,0.037945556640625,-0.0022620799062679,0.0048653367,735.1994018554688,2497.5841807842253,0.6246275007724762
4280,131,2146304,501,280.48421573638916,0.2,0.0001,1300,-4.836596953868866,0.8185900449752808,0.03173828125,-0.0016193918593671696,0.0043000835,1198.0439453125,2220.8747775554657,0.6900046467781067
4317,132,2162688,500,213.50580406188965,0.2,0.0001,1310,-4.829494112730027,0.8179343342781067,0.03575439453125,-0.001751058452828147,0.005205731,637.3715209960938,2096.573088145256,0.6819810271263123
4354,133,2179072,500,356.4673762321472,0.2,0.0001,1320,-4.821306325495243,0.8155068159103394,0.043048095703125,-0.0019961423271524837,0.005417104,350.81964111328125,1620.6864765882492,0.6898348033428192
4391,134,2195456,499,413.7415199279785,0.2,0.0001,1330,-4.815378118306398,0.8151453137397766,0.03179931640625,-0.001060098500965978,0.003918573,1303.615966796875,2300.2860746860506,0.6252659857273102
4429,135,2211840,499,596.892825126648,0.2,0.0001,1340,-4.810975170880556,0.8146323561668396,0.0358642578125,-0.001369787597013783,0.0052308114,542.88623046875,2317.0715831756593,0.6405657231807709
4467,136,2228224,498,263.4756193161011,0.2,0.0001,1350,-4.8054861597716805,0.8139297962188721,0.037200927734375,-0.002339904211157773,0.0049339123,1962.76806640625,2248.310283303261,0.6293322443962097
4504,137,2244608,498,618.9839105606079,0.2,0.0001,1360,-4.796299090236426,0.8115686178207397,0.045599365234375,-0.0027111666355267515,0.0055383965,1311.474365234375,2479.1297879695894,0.6394029259681702
4541,138,2260992,497,436.55497646331787,0.2,0.0001,1370,-4.787134640663862,0.8102067708969116,0.041485595703125,-0.0019298880290989473,0.0054689515,457.6667175292969,1660.076125717163,0.7641917616128922
