rew_vec_envs,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/clip_range,train/explained_variance,train/std,train/loss,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/n_updates,train/entropy_loss
-1.12245536968112,39,235,2709,638976,0.11007080078125,0.2,0.1835678219795227,0.8276721239089966,0.008506029844284058,0.0001,-0.0051525631304684795,0.008702921,0.004548056988369353,380,-4.930276639759541
-1.4979261308908463,40,235,2777,655360,0.095245361328125,0.2,0.14734917879104614,0.8226338624954224,0.01024108286947012,0.0001,-0.004833930930999486,0.009310877,0.004256180022457557,390,-4.902855691313744
-1.4582411870360374,41,236,2842,671744,0.10804443359375,0.2,0.14867228269577026,0.8207457065582275,0.001610197126865387,0.0001,-0.006561095115284843,0.009040018,0.004204159257824358,400,-4.88660701289773
-1.4880248457193375,42,236,2910,688128,0.102362060546875,0.2,0.18341481685638428,0.8123346567153931,0.011128644458949566,0.0001,-0.005288121923695144,0.008620016,0.004201692972765158,410,-4.857424342632294
-1.3759991079568863,43,236,2977,704512,0.11497802734375,0.2,0.1694895625114441,0.8082009553909302,0.010581624694168568,0.0001,-0.0058347947344373095,0.0103921415,0.004143164519518905,420,-4.827821734547615
-1.5855527371168137,44,236,3044,720896,0.1168701171875,0.2,0.17967063188552856,0.8018456697463989,0.00940205343067646,0.0001,-0.008033602573232202,0.011347311,0.0042881441220743,430,-4.800122467800975
-1.1986057832837105,45,236,3111,737280,0.108270263671875,0.2,0.17190784215927124,0.7989379167556763,-0.018597925081849098,0.0001,-0.005196909788901393,0.0095737595,0.0040528386549340215,440,-4.78106841109693
-1.184915043413639,46,237,3178,753664,0.102203369140625,0.2,0.21680128574371338,0.7906193733215332,-0.007205868139863014,0.0001,-0.006230422002226987,0.0098223295,0.004040525268646888,450,-4.747067405283451
-1.2169789150357246,47,237,3245,770048,0.11826171875,0.2,0.15882837772369385,0.7816413640975952,0.0007269200868904591,0.0001,-0.007324699812488689,0.01028127,0.003999869684321311,460,-4.700994189083576
-0.9321974292397499,48,237,3313,786432,0.11561279296875,0.2,0.22872215509414673,0.781838059425354,-0.023711327463388443,0.0001,-0.006027451699719677,0.011199609,0.003820163366799534,470,-4.681255558505654
-1.0515521839261055,49,237,3380,802816,0.10606689453125,0.2,0.21715939044952393,0.773865818977356,-0.014226807281374931,0.0001,-0.005825743376044556,0.009933444,0.0037588631289509067,480,-4.655979228764773
-1.3026242852210999,50,237,3449,819200,0.103802490234375,0.2,0.15765798091888428,0.7720850706100464,-0.00035196682438254356,0.0001,-0.006019906498659111,0.009149101,0.0036254222547540847,490,-4.634554134309292
-1.29206732660532,51,237,3516,835584,0.104669189453125,0.2,0.2092740535736084,0.7665402293205261,-0.01054806262254715,0.0001,-0.005951786552213889,0.008449914,0.0035326465521393403,500,-4.6117414437234405
-1.273937277495861,52,237,3582,851968,0.117919921875,0.2,0.27999913692474365,0.7629351615905762,-0.014739178121089935,0.0001,-0.006455606008057657,0.009603433,0.0036963162142455985,510,-4.588102383911609
-1.4575815945863724,53,237,3653,868352,0.09658203125,0.2,0.22288364171981812,0.7565407752990723,-0.002005032729357481,0.0001,-0.004311869885168562,0.009477919,0.003686728555476293,520,-4.559567012265324
-1.1290469616651535,54,237,3719,884736,0.129461669921875,0.2,0.19416946172714233,0.7521268725395203,-0.015345491468906403,0.0001,-0.008808487496753514,0.011141868,0.0035428730449893918,530,-4.529869132488966
-1.106250248849392,55,238,3784,901120,0.129119873046875,0.2,0.2529065012931824,0.7492469549179077,-0.008044067770242691,0.0001,-0.007034361193382211,0.011295445,0.0039013809282550937,540,-4.508265560865402
-1.2708014398813248,56,238,3849,917504,0.118890380859375,0.2,0.2755436897277832,0.7463017702102661,0.002501127775758505,0.0001,-0.007332155981930555,0.009533088,0.0032631603635309148,550,-4.494691719859839
-1.0297695621848106,57,238,3913,933888,0.13614501953125,0.2,0.2287387251853943,0.7445642948150635,-0.002168152714148164,0.0001,-0.007874986514434568,0.0113406945,0.0034303295164136217,560,-4.478079579025507
-0.9953065663576126,58,238,3980,950272,0.119281005859375,0.2,0.331074059009552,0.7385132312774658,-0.0001575112110003829,0.0001,-0.0077658738653553884,0.010997435,0.0035478207038977414,570,-4.452427687868476
-1.1107566803693771,59,239,4041,966656,0.1090576171875,0.2,0.3962392807006836,0.7330610752105713,-0.0034808688797056675,0.0001,-0.006428287267772248,0.009905513,0.0031322554510552435,580,-4.418909490481019
-0.9012787342071533,60,239,4103,983040,0.114117431640625,0.2,0.4128667116165161,0.7265779376029968,-0.0393807552754879,0.0001,-0.0074622806076149574,0.010831488,0.003044722122922394,590,-4.382271415740251
-0.7760102339088917,61,240,4162,999424,0.107598876953125,0.2,0.4431174397468567,0.7202875018119812,-0.012558570131659508,0.0001,-0.006902427979366621,0.009651201,0.0033258887808187863,600,-4.34132951721549
-0.6777258571237326,62,240,4221,1015808,0.12044677734375,0.2,0.4164910912513733,0.7127959132194519,0.009912527166306973,0.0001,-0.00816782249339667,0.011422536,0.002897205384851986,610,-4.296001715213061
-0.9114943332970142,63,241,4280,1032192,0.11966552734375,0.2,0.425662100315094,0.7075064182281494,-0.023572232574224472,0.0001,-0.0077031079946209505,0.010704573,0.0025056158255210904,620,-4.255648743733763
-0.7672541588544846,64,241,4337,1048576,0.118121337890625,0.2,0.4654039740562439,0.7017597556114197,-0.008271894417703152,0.0001,-0.008502935856267869,0.010473177,0.002459805580065222,630,-4.2211417753249405
-0.4980590380728245,65,242,4394,1064960,0.11806640625,0.2,0.47135937213897705,0.6945242285728455,-0.007619160693138838,0.0001,-0.008412432412296767,0.011597107,0.0024205584390074365,640,-4.176410721242428
-0.7699236497282982,66,243,4441,1081344,0.124139404296875,0.2,0.5009741485118866,0.6896578073501587,-0.025210238993167877,0.0001,-0.00733934649706498,0.010802949,0.0021844923459411803,650,-4.13811454884708
-0.5837325472384691,67,244,4493,1097728,0.132281494140625,0.2,0.5602791905403137,0.6830682158470154,-0.005730057135224342,0.0001,-0.007947405590766721,0.011144953,0.002229296272571446,660,-4.098167891427875
-0.5931545272469521,68,245,4545,1114112,0.114495849609375,0.2,0.596530556678772,0.6728640794754028,-0.007102428935468197,0.0001,-0.008958883388368121,0.010388718,0.001901397111123515,670,-4.035768546909094
-0.7341080047190189,69,245,4598,1130496,0.128173828125,0.2,0.5944901704788208,0.6712756156921387,-0.020808644592761993,0.0001,-0.008027280215537757,0.010744628,0.0018736247450760856,680,-4.001850719377399
-0.4327987367287278,70,246,4644,1146880,0.1366455078125,0.2,0.6229310631752014,0.6682414412498474,0.0032675673719495535,0.0001,-0.008655502235342283,0.012104509,0.0018746476790511223,690,-3.9797910556197165
-0.35350297950208187,71,248,4684,1163264,0.127972412109375,0.2,0.6368163526058197,0.6650305986404419,-0.012810489162802696,0.0001,-0.007126243473612704,0.010802059,0.0017163099725735266,700,-3.95552535187453
-0.17216327786445618,72,249,4720,1179648,0.14210205078125,0.2,0.6304496824741364,0.6621319651603699,-0.0027988364454358816,0.0001,-0.007397610271164012,0.011818375,0.0017547470290537603,710,-3.9339291302487256
-0.27175637253094465,73,251,4755,1196032,0.13154296875,0.2,0.6101166903972626,0.6570025086402893,-0.007742977701127529,0.0001,-0.0078146603436835,0.012195747,0.0015260722555694884,720,-3.9021099131554364
-0.1946973018348217,74,253,4790,1212416,0.12655029296875,0.2,0.6837568581104279,0.652159571647644,-0.0033684817608445883,0.0001,-0.006103972856817563,0.012710839,0.0014440291320170218,730,-3.868946224823594
-0.17263616155833006,75,254,4825,1228800,0.1380859375,0.2,0.6388563215732574,0.6494093537330627,-0.00534377945587039,0.0001,-0.0055691319580546406,0.0107310265,0.0016037560865925116,740,-3.84265216793865
-0.5894866860471666,76,256,4860,1245184,0.139385986328125,0.2,0.598879873752594,0.652018666267395,-0.012964166700839996,0.0001,-0.005554156128528121,0.012244092,0.0015637176079508208,750,-3.8466322829946877
-0.4071863014250994,77,257,4895,1261568,0.1476806640625,0.2,0.6361294686794281,0.6567721366882324,-0.007525294087827206,0.0001,-0.0104201368003487,0.014149567,0.001440484868612657,760,-3.8687233718112113
-0.2820988460443914,78,259,4930,1277952,0.112078857421875,0.2,0.6861467957496643,0.6530758142471313,-0.015820490196347237,0.0001,-0.006701140074801515,0.01130243,0.001384583027379449,770,-3.8655096085742118
-0.41543579287827015,79,260,4967,1294336,0.132696533203125,0.2,0.7306106388568878,0.6501717567443848,0.009127188473939896,0.0001,-0.0073877757149602985,0.011350052,0.0014389531854249072,780,-3.8447749987244606
-0.19940525805577636,80,261,5009,1310720,0.1265625,0.2,0.7332014441490173,0.6472592353820801,0.006811975035816431,0.0001,-0.007598444979339547,0.012734329,0.0013109856974097057,790,-3.8241638971492646
-0.10271788225509226,81,262,5049,1327104,0.12713623046875,0.2,0.7129241228103638,0.6469061374664307,0.005311332643032074,0.0001,-0.006490660593044595,0.010746973,0.0016289643386244279,800,-3.8111082727089522
-0.3238751559983939,82,264,5086,1343488,0.14835205078125,0.2,0.7572739273309708,0.6445165276527405,-0.01962439902126789,0.0001,-0.0057690799156262075,0.011415478,0.0012729713708722556,810,-3.7937336809933186
-0.15916453185491264,83,265,5120,1359872,0.1402587890625,0.2,0.7472693026065826,0.6371936202049255,-0.021129855886101723,0.0001,-0.007377192563581048,0.012359848,0.0011851917798253453,820,-3.7556265447288752
-0.03696764097549021,84,266,5154,1376256,0.1271728515625,0.2,0.7427200078964233,0.6371879577636719,0.011000923812389374,0.0001,-0.007663701516594301,0.011145749,0.0012405293693291241,830,-3.731721628457308
-0.046147173969075084,85,268,5188,1392640,0.12109375,0.2,0.7645833492279053,0.6300992965698242,-0.020829547196626663,0.0001,-0.007036118562609772,0.010755704,0.0009232313400048042,840,-3.7002461034804583
-0.0943049390334636,86,269,5222,1409024,0.130084228515625,0.2,0.7655231803655624,0.6227754950523376,-0.015500249341130257,0.0001,-0.008405090886662947,0.011163832,0.0005434110509156653,850,-3.6523427709937097
-0.23902769153937697,87,271,5256,1425408,0.120428466796875,0.2,0.79129658639431,0.6200377345085144,0.026915844529867172,0.0001,-0.007253732786102774,0.010249955,0.0007226683005342238,860,-3.6222999745979907
-0.14076278056018054,88,272,5290,1441792,0.137933349609375,0.2,0.7505490183830261,0.6171899437904358,-0.01247815228998661,0.0001,-0.006331827134272316,0.012185227,0.000873563618370099,870,-3.6031303156167267
-0.1809337956365198,89,273,5324,1458176,0.138848876953125,0.2,0.8044017851352692,0.6146084666252136,-0.010892110876739025,0.0001,-0.007546900755914976,0.012200618,0.0008185885918464919,880,-3.5822947001084686
-0.11728982185013592,90,275,5358,1474560,0.14180908203125,0.2,0.7742940187454224,0.6152814626693726,0.01277926005423069,0.0001,-0.006231356578064151,0.013021579,0.0008993509143920165,890,-3.573413221165538
-0.10568210761994123,91,276,5391,1490944,0.154461669921875,0.2,0.7701974362134933,0.6112323999404907,-0.018537379801273346,0.0001,-0.008490328436892014,0.0126624,0.0008478018907908336,900,-3.560501472093165
-0.037748576141893864,92,277,5425,1507328,0.128558349609375,0.2,0.7591901570558548,0.6085985898971558,-0.022535961121320724,0.0001,-0.006931748058468657,0.011381399,0.0007174596712502535,910,-3.5334231119602917
-0.010045513045042753,93,279,5458,1523712,0.148724365234375,0.2,0.8031278252601624,0.605410635471344,-0.009605969302356243,0.0001,-0.005891471454924612,0.013328069,0.0007124870056600229,920,-3.5146347926929593
-0.013853884069249034,94,280,5491,1540096,0.14591064453125,0.2,0.7341323494911194,0.6036808490753174,-0.0073754326440393925,0.0001,-0.00779870327351091,0.011982715,0.0007965276501352037,930,-3.499839449673891
0.012188345892354846,95,281,5524,1556480,0.1272216796875,0.2,0.8372769504785538,0.5964832305908203,-0.00465405685827136,0.0001,-0.005362826119744568,0.009818376,0.0004866791158349315,940,-3.4637384500354527
-0.07224122271873057,96,283,5557,1572864,0.13060302734375,0.2,0.8290993571281433,0.5935384631156921,-0.02947024442255497,0.0001,-0.006359588851319131,0.010408072,0.0004628794437110173,950,-3.4286325519904493
-0.05767903639934957,97,284,5591,1589248,0.14097900390625,0.2,0.7436815202236176,0.5881431102752686,-0.014678888954222202,0.0001,-0.005677253411613492,0.011284294,0.0006044588903137083,960,-3.399953331425786
0.04061274649575353,98,285,5624,1605632,0.140924072265625,0.2,0.7666284292936325,0.5829512476921082,-0.008167421445250511,0.0001,-0.004856198232664611,0.010655506,0.0005429090303380235,970,-3.364863813482225
-0.02571253851056099,99,286,5657,1622016,0.13912353515625,0.2,0.7288772761821747,0.5761252641677856,-0.011683921329677105,0.0001,-0.006795804225657775,0.010718735,0.00033995999994260726,980,-3.318845314159989
-0.026565820444375277,100,287,5690,1638400,0.146044921875,0.2,0.6918411254882812,0.5721692442893982,-0.013204940594732761,0.0001,-0.0074339213579150965,0.010743711,0.0004978155563833298,990,-3.2851256424561144
-0.045816560508683324,101,289,5723,1654784,0.128826904296875,0.2,0.7520489692687988,0.5693740844726562,-0.012894931249320507,0.0001,-0.00862745986214577,0.012763787,0.0002977182073493623,1000,-3.2633539099246263
-0.020360489608719945,102,290,5756,1671168,0.11419677734375,0.2,0.8193919956684113,0.5652773976325989,-0.006193085107952356,0.0001,-0.006992873209492245,0.00994169,0.0002406598531962345,1010,-3.234125896729529
-0.10042836470529437,103,291,5790,1687552,0.14541015625,0.2,0.770181268453598,0.5632030963897705,-0.006446526385843754,0.0001,-0.006763748911453149,0.011691418,0.0004121629077928901,1020,-3.2153923446312547
0.0511880861595273,104,292,5822,1703936,0.118743896484375,0.2,0.8386118859052658,0.5625502467155457,-0.008979609236121178,0.0001,-0.007266787128537544,0.010357818,0.00018091351962254976,1030,-3.2057683316990735
0.014785364968702197,105,293,5855,1720320,0.13558349609375,0.2,0.7927806377410889,0.5593899488449097,-0.011136576533317566,0.0001,-0.006599464475584682,0.010098401,0.00029471296781480305,1040,-3.1896116491407156
0.10565686458721757,106,294,5889,1736704,0.13865966796875,0.2,0.8299476206302643,0.5536735653877258,-0.011697961948812008,0.0001,-0.005564078808492923,0.012853023,0.0001282750563547097,1050,-3.1531997503712774
0.0514939553104341,107,295,5922,1753088,0.145477294921875,0.2,0.49524354934692383,0.5488131046295166,-0.0058853477239608765,0.0001,-0.004513642010533658,0.012012646,0.00036565846302778483,1060,-3.1126723716035487
0.05036501190625131,108,297,5955,1769472,0.13602294921875,0.2,0.6327413022518158,0.5497490763664246,0.003914519213140011,0.0001,-0.0040771136076727995,0.010212982,0.00023544795358247937,1070,-3.0987590234726667
0.04726567445322871,109,298,5988,1785856,0.1397216796875,0.2,0.5696233808994293,0.5473107099533081,0.023246167227625847,0.0001,-0.004856147197278915,0.011212706,0.00028796951236529365,1080,-3.091350479610264
0.04431937960907817,110,299,6021,1802240,0.14007568359375,0.2,0.5444469451904297,0.5470805168151855,-0.02038155309855938,0.0001,-0.008686181428674899,0.012915551,0.0002226948658233141,1090,-3.07974470295012
0.03861016547307372,111,300,6054,1818624,0.1512451171875,0.2,0.6480236947536469,0.5410478115081787,-0.009892046451568604,0.0001,-0.005369762176178483,0.011971794,0.00026693893961891033,1100,-3.0471910629421473
0.051764005329459906,112,301,6087,1835008,0.147186279296875,0.2,0.5581808984279633,0.5372306704521179,-0.007575321942567825,0.0001,-0.0052198217735167415,0.012139578,0.00019309506133851072,1110,-3.008574324287474
0.04303512675687671,113,302,6121,1851392,0.149310302734375,0.2,0.5864039659500122,0.5314393043518066,0.0024273470044136047,0.0001,-0.005187105898676237,0.012316788,0.0004063365878010927,1120,-2.972508860193193
0.07633339986205101,114,303,6154,1867776,0.135784912109375,0.2,0.4302694797515869,0.5283287763595581,-0.02577529102563858,0.0001,-0.002674828085127956,0.012344344,0.00022007183533645502,1130,-2.941797339729965
0.05217422544956207,115,304,6187,1884160,0.151953125,0.2,0.526251345872879,0.5267399549484253,-0.009120474569499493,0.0001,-0.004061813582848117,0.011661123,0.0003086677108257163,1140,-2.925015352666378
0.06231047923211008,116,305,6220,1900544,0.142279052734375,0.2,0.38965368270874023,0.5202978849411011,-0.00648558558896184,0.0001,-0.0032952301883597103,0.011261977,0.0002765019711944205,1150,-2.887201289087534
0.04674410168081522,117,306,6254,1916928,0.1248779296875,0.2,0.7241153120994568,0.5212119817733765,0.003530638525262475,0.0001,-0.002990372614658554,0.010847142,8.801779175939827e-05,1160,-2.8719031639397143
0.061220824252814054,118,307,6287,1933312,0.137640380859375,0.2,0.6633786559104919,0.5198949575424194,0.020259397104382515,0.0001,-0.005760191432273132,0.011365553,3.300645686081794e-05,1170,-2.8713365837931635
0.04127359460107982,119,308,6321,1949696,0.142681884765625,0.2,0.5562715828418732,0.5152380466461182,0.01025597844272852,0.0001,-0.005334850122017088,0.010784642,6.670815409819398e-05,1180,-2.846403672732413
0.06885645724833012,120,309,6358,1966080,0.148114013671875,0.2,0.4839898943901062,0.5122448205947876,-0.024169865995645523,0.0001,-0.0034476003902454977,0.01223901,0.00014932501327251656,1190,-2.8230075180530547
0.05754648335278034,121,310,6391,1982464,0.14559326171875,0.2,0.38516175746917725,0.5088740587234497,-0.0017273490084335208,0.0001,-0.004650387140463863,0.009724912,0.00015397077115295588,1200,-2.7956302873790264
0.08887030207552016,122,311,6425,1998848,0.14019775390625,0.2,0.6018068492412567,0.5063244104385376,-0.014821566641330719,0.0001,-0.0037583803734378305,0.01140132,0.00023307916322039545,1210,-2.7746592942625283
0.08501524711027741,123,311,6459,2015232,0.147808837890625,0.2,0.348331093788147,0.5038988590240479,-0.010694479569792747,0.0001,-0.004184175068303375,0.011312125,0.0002321698761221569,1220,-2.7565065857023
0.10018396377563477,124,312,6492,2031616,0.149969482421875,0.2,0.4654129147529602,0.5026729106903076,-0.02189614810049534,0.0001,-0.004123066152260435,0.01272474,0.0002456688600716461,1230,-2.7430448390543463
0.05517834727652371,125,313,6527,2048000,0.163641357421875,0.2,0.4775523543357849,0.5016776919364929,-0.0030243322253227234,0.0001,-0.005872681752589415,0.01242472,0.00019172233193529565,1240,-2.7334511015564202
0.1003514127805829,126,314,6561,2064384,0.1493896484375,0.2,0.49638426303863525,0.5000848174095154,0.006061892490833998,0.0001,-0.004274921978685597,0.011318392,0.00016532758818215142,1250,-2.721115189231932
0.05258834222331643,127,315,6595,2080768,0.152496337890625,0.2,0.47727835178375244,0.49532511830329895,0.008377433754503727,0.0001,-0.004638395101392234,0.012024664,0.0002573814482190073,1260,-2.691932374238968
0.11586622428148985,128,316,6629,2097152,0.15869140625,0.2,0.42245376110076904,0.4917179346084595,-0.00027965864865109324,0.0001,-0.0033977707309531978,0.011906588,0.0003700335404971611,1270,-2.6576383475214245
0.13149871514178813,129,317,6663,2113536,0.166290283203125,0.2,0.6365115344524384,0.48966607451438904,-0.021725066006183624,0.0001,-0.005611195253732148,0.013932122,0.0003780636357845424,1280,-2.6359920306131244
0.060147056356072426,130,317,6698,2129920,0.1650146484375,0.2,0.3966067433357239,0.48572683334350586,-0.006003671791404486,0.0001,-0.005809733809292084,0.0131758405,0.00035907954487299774,1290,-2.6097321044653654
0.07068682881072164,131,318,6732,2146304,0.145068359375,0.2,0.579401284456253,0.4840288758277893,-0.022807572036981583,0.0001,-0.005488817334025953,0.012879673,0.0001710142395722869,1300,-2.5876990497112273
0.11713105672970414,132,319,6767,2162688,0.161083984375,0.2,0.36206668615341187,0.4803921580314636,-0.021935606375336647,0.0001,-0.005148976610871614,0.011579045,0.0003314655867882266,1310,-2.5592889500781895
0.056017701514065266,133,320,6801,2179072,0.145758056640625,0.2,0.47137659788131714,0.47928595542907715,-0.005105597898364067,0.0001,-0.004208618262418895,0.011761244,0.00021874804906758528,1320,-2.5432612864300608
0.07232818566262722,134,321,6836,2195456,0.176031494140625,0.2,0.4374006986618042,0.4735817313194275,-0.005847529042512178,0.0001,-0.006200172322678554,0.013973386,0.00033760535081341916,1330,-2.509236106462777
0.14912068517878652,135,321,6870,2211840,0.146820068359375,0.2,0.5568336844444275,0.47104859352111816,-0.02499966509640217,0.0001,-0.004610794859218004,0.011501361,0.0002286354323160822,1340,-2.4793859224766495
