time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,time/iterations,train/clip_range,train/approx_kl,train/loss,train/std,train/learning_rate,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/entropy_loss
417,5275648,78,2169.206157684326,1,,,,,,,,,,,
441,5308416,148,2410.1611709594727,2,0.2,0.012423258,2565.937744140625,0.4109570384025574,0.001,0.1114349365234375,1610,13827.535343551635,-0.01100126704586728,0.4831339716911316,-2.1052115958184006
450,5341184,218,2120.601863861084,3,0.2,0.012583977,2499.2548828125,0.4086742401123047,0.001,0.1014495849609375,1620,13450.19155921936,-0.00998797591237235,0.5141074061393738,-2.088715124502778
455,5373952,287,2224.812569618225,4,0.2,0.013023324,2555.93798828125,0.4068602919578552,0.001,0.120208740234375,1630,13654.470538711548,-0.010123631931492127,0.5260988175868988,-2.067451176419854
458,5406720,357,2231.077293395996,5,0.2,0.012652145,2329.116455078125,0.40511754155158997,0.001,0.1109893798828125,1640,13385.421848678589,-0.01067862576819607,0.5404556691646576,-2.0486081898212434
460,5439488,427,2298.8813800811768,6,0.2,0.010902366,2776.74658203125,0.4021078646183014,0.001,0.100933837890625,1650,14664.962957000733,-0.010334756564043346,0.5382729768753052,-2.0265004839748144
460,5472256,498,2743.5750045776367,7,0.2,0.013430374,2339.290771484375,0.4000524878501892,0.001,0.1176116943359375,1660,14695.707970428466,-0.010517229260221939,0.5131546556949615,-2.0007295820862057
460,5505024,569,2022.3834171295166,8,0.2,0.012904918,2672.6435546875,0.3977673649787903,0.001,0.117822265625,1670,13974.240324783324,-0.01075889261883276,0.5094950497150421,-1.9781537659466266
461,5537792,639,1784.4929294586182,9,0.2,0.013294604,2257.777099609375,0.3959869146347046,0.001,0.122747802734375,1680,13271.28533630371,-0.01085536068312649,0.5155575275421143,-1.9566239859908818
461,5570560,710,2026.4489345550537,10,0.2,0.01309083,2648.6875,0.3932934105396271,0.001,0.1115631103515625,1690,15715.17177886963,-0.010330802329917788,0.5006064176559448,-1.9368550291284918
460,5603328,782,2421.221248626709,11,0.2,0.0126064215,2979.675048828125,0.39175426959991455,0.001,0.112530517578125,1700,15782.592398071289,-0.01054620409886411,0.5043365061283112,-1.915609199553728
459,5636096,855,2239.2041969299316,12,0.2,0.012013586,3334.865966796875,0.39035412669181824,0.001,0.1079498291015625,1710,14741.352793121338,-0.010320778669120045,0.5249487161636353,-1.8986710781231522
459,5668864,926,2231.1780700683594,13,0.2,0.013124424,2573.669677734375,0.3889663815498352,0.001,0.1157073974609375,1720,14594.534853363037,-0.010565549845341592,0.5195307433605194,-1.8862687235698103
459,5701632,998,1675.4048767089844,14,0.2,0.014269645,3202.227783203125,0.38670265674591064,0.001,0.1223876953125,1730,13674.809172439574,-0.010923982713575243,0.5513402819633484,-1.8667953725904227
459,5734400,1070,2519.379093170166,15,0.2,0.01113037,2939.29443359375,0.38486161828041077,0.001,0.109234619140625,1740,15179.897439575196,-0.010390822805129573,0.5141098201274872,-1.8449030615389348
459,5767168,1141,2003.5902576446533,16,0.2,0.016244581,2534.63623046875,0.38386037945747375,0.001,0.13502197265625,1750,13756.496038818359,-0.010019100943100056,0.5369802415370941,-1.8302660347893833
459,5799936,1212,1968.5058178901672,17,0.2,0.014818769,3197.431640625,0.38274016976356506,0.001,0.1277740478515625,1760,14153.595230865478,-0.011109109034077847,0.5194652378559113,-1.8185391573235392
459,5832704,1283,1858.9349174499512,18,0.2,0.014211763,2794.824951171875,0.3833208382129669,0.001,0.130413818359375,1770,14942.78302078247,-0.0107523503844277,0.5183974802494049,-1.8167872177436948
459,5865472,1355,1971.4989948272705,19,0.2,0.015009319,2450.60400390625,0.3820633292198181,0.001,0.1309600830078125,1780,12998.814575576782,-0.01057450183579931,0.5437224507331848,-1.8113069046288728
459,5898240,1427,1927.9365348815918,20,0.2,0.013876796,3410.48681640625,0.3812130093574524,0.001,0.1147705078125,1790,14802.455268859863,-0.01048295692744432,0.5142649710178375,-1.8012413827702403
458,5931008,1500,2950.022491455078,21,0.2,0.014102979,2874.884033203125,0.37922394275665283,0.001,0.1257904052734375,1800,15059.137347030639,-0.01049835961421195,0.4689873456954956,-1.785606898367405
458,5963776,1571,1727.0564403533936,22,0.2,0.015337468,5613.90771484375,0.3777281641960144,0.001,0.1329986572265625,1810,14707.828509902954,-0.011039420992528904,0.5078489780426025,-1.7674028143286704
458,5996544,1644,1784.470679283142,23,0.2,0.015874155,2298.8056640625,0.3772568106651306,0.001,0.1443572998046875,1820,13751.774653625489,-0.011569321442584624,0.5071034133434296,-1.7566081419587136
458,6029312,1715,2250.362253189087,24,0.2,0.012948558,2936.0302734375,0.37472569942474365,0.001,0.1284454345703125,1830,14725.614067077637,-0.010084392438875512,0.5427530109882355,-1.7421291571110487
457,6062080,1790,2011.3383255004883,25,0.2,0.01438304,2698.65576171875,0.37380391359329224,0.001,0.128875732421875,1840,15528.12112045288,-0.010858802547227242,0.49909085035324097,-1.7213822508230805
457,6094848,1863,1826.1325216293335,26,0.2,0.0143242255,3072.22607421875,0.3719646632671356,0.001,0.130999755859375,1850,15217.076529693604,-0.01083342593483394,0.5049252808094025,-1.707352109439671
456,6127616,1936,2311.6853218078613,27,0.2,0.01728835,3210.01220703125,0.37010014057159424,0.001,0.136285400390625,1860,13949.854951095582,-0.010854021536215442,0.508967399597168,-1.6864457968622446
456,6160384,2010,1980.7729148864746,28,0.2,0.013212278,2650.616455078125,0.368111252784729,0.001,0.1207733154296875,1870,15972.652130889892,-0.010922077142095078,0.5421251952648163,-1.665743527561426
455,6193152,2086,2244.373924255371,29,0.2,0.012793068,3152.91650390625,0.3674633800983429,0.001,0.1279632568359375,1880,14784.4006149292,-0.01150252682127757,0.4792531132698059,-1.6504047825932502
455,6225920,2157,1909.4574699401855,30,0.2,0.013003202,3329.283935546875,0.3665637671947479,0.001,0.12645263671875,1890,15959.238189697266,-0.010208162159324274,0.5344154238700867,-1.6416774347424508
455,6258688,2232,1781.8651542663574,31,0.2,0.014142066,2574.806640625,0.3648894429206848,0.001,0.1315460205078125,1900,15220.724146270752,-0.01089544247770391,0.5364105105400085,-1.6288338674232363
454,6291456,2305,2249.9892325401306,32,0.2,0.014750242,2710.94140625,0.36447134613990784,0.001,0.1338348388671875,1910,14946.25345993042,-0.011556648853002116,0.5152279436588287,-1.617608010210097
