time/iterations,time/fps,time/total_timesteps,rew_vec_envs,time/time_elapsed,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/explained_variance,train/std,train/loss,train/entropy_loss,train/value_loss,train/n_updates,train/clip_fraction
1,763,32768,-23.79311916232109,42,,,,,,,,,,,
2,935,65536,-14.288894400000572,70,0.008137563,0.2,-0.0047273993186536245,0.001,0.0022772550582885742,0.9884847402572632,22.51648712158203,-5.648135969042778,49.403041675686836,10,0.098089599609375
3,1014,98304,-7.7809918820858,96,0.008905508,0.2,-0.004061548321624286,0.001,0.12502098083496094,0.9844350814819336,43.44054412841797,-5.621433910727501,79.28332341611386,20,0.0797607421875
4,1067,131072,-5.484376560896635,122,0.008459574,0.2,-0.008840601713745854,0.001,0.4499526619911194,0.9713072180747986,2.324370861053467,-5.578180974721908,7.949879056215286,30,0.08883056640625
5,1097,163840,1.0023887604475021,149,0.0087411385,0.2,-0.011585472911247053,0.001,0.5227432250976562,0.9616810083389282,2.4907984733581543,-5.530845975875854,7.56548812687397,40,0.1043060302734375
6,1115,196608,1.8364386036992073,176,0.008158142,0.2,-0.009683681717433501,0.001,0.6826320290565491,0.950457751750946,2.9210045337677,-5.490986448526383,9.358093744516372,50,0.0837860107421875
7,1127,229376,11.277184829115868,203,0.008547636,0.2,-0.009289600684132893,0.001,0.603748232126236,0.9404162168502808,3.4987704753875732,-5.444384127855301,17.02816501557827,60,0.1009674072265625
8,1130,262144,11.170658975839615,231,0.008155521,0.2,-0.009599826294288506,0.001,0.6369060277938843,0.9303587079048157,5.717875957489014,-5.402038481831551,18.159049668908118,70,0.10897216796875
9,1130,294912,24.408827567473054,260,0.008931694,0.2,-0.005726972724369261,0.001,0.3471603989601135,0.9222630262374878,45.678375244140625,-5.369756224751472,103.32166678905487,80,0.099664306640625
10,1121,327680,44.64222475886345,292,0.009123825,0.2,-0.0080115527351154,0.001,0.6559025049209595,0.9165607690811157,9.933504104614258,-5.335192149877548,34.53456249833107,90,0.0933563232421875
11,1108,360448,78.91434375755489,325,0.008715741,0.2,-0.007243236566137057,0.001,0.48446255922317505,0.9106876850128174,57.505496978759766,-5.310726368427277,84.2926046013832,100,0.09495849609375
12,1096,393216,84.92674946784973,358,0.00846136,0.2,-0.005890769485267811,0.001,0.4165935516357422,0.9030413627624512,123.71697998046875,-5.28247387111187,216.2507800579071,110,0.09207763671875
13,1085,425984,107.42095360159874,392,0.009094752,0.2,-0.005511495481187012,0.001,0.46358662843704224,0.9002558588981628,102.47291564941406,-5.2567009180784225,238.69044971466064,120,0.0877044677734375
14,1078,458752,105.15416559576988,425,0.008695966,0.2,-0.0050733246345771475,0.001,0.5152623355388641,0.8959246277809143,157.15487670898438,-5.242430806159973,338.3616220474243,130,0.0845733642578125
15,1070,491520,140.12106001377106,459,0.009052717,0.2,-0.00579830687638605,0.001,0.5729373395442963,0.8911563158035278,95.791015625,-5.2207893341779705,321.2641098022461,140,0.09091796875
16,1061,524288,135.46231138706207,493,0.007929315,0.2,-0.0052900537280947905,0.001,0.5168350040912628,0.8882079124450684,193.20799255371094,-5.202397936582566,590.3610034942627,150,0.07596435546875
17,1054,557056,176.48189252614975,528,0.007948076,0.2,-0.005438695724296849,0.001,0.5898124575614929,0.8842897415161133,220.7008514404297,-5.1884088784456255,583.5405656814576,160,0.0669830322265625
18,1046,589824,210.41183590888977,563,0.0065281326,0.2,-0.004560647798643913,0.001,0.5457437336444855,0.8828287124633789,316.7304992675781,-5.174297115206718,664.3906229019165,170,0.05775146484375
19,1037,622592,191.01538038253784,600,0.0070728892,0.2,-0.005267405168706318,0.001,0.5535722374916077,0.8804242014884949,261.0264892578125,-5.165931075811386,658.7585540771485,180,0.055426025390625
20,1031,655360,222.46575164794922,635,0.0057433723,0.2,-0.004714500144473277,0.001,0.5779474675655365,0.8784710168838501,303.7519836425781,-5.155054870247841,789.5606157302857,190,0.0427520751953125
21,1022,688128,259.91563725471497,672,0.0063040648,0.2,-0.004509065025195014,0.001,0.590813547372818,0.8751990795135498,397.0789489746094,-5.143158787488938,796.9712491989136,200,0.04990234375
22,1015,720896,282.5851447582245,710,0.0060047866,0.2,-0.004461038438603282,0.001,0.530382513999939,0.8718575239181519,372.9906311035156,-5.127041471004486,935.6514884948731,210,0.043316650390625
23,1008,753664,269.31462478637695,747,0.005847715,0.2,-0.004806016536895186,0.001,0.5549131035804749,0.8681548237800598,402.5069885253906,-5.110306721925736,855.4051712036132,220,0.048968505859375
24,999,786432,275.4241966307163,786,0.0063071316,0.2,-0.006281271838088287,0.001,0.5144597291946411,0.8651393055915833,293.5705871582031,-5.094463929533958,818.624083328247,230,0.0552978515625
25,989,819200,255.3778281211853,827,0.006492913,0.2,-0.005184215593908447,0.001,0.4717482924461365,0.8626352548599243,282.65972900390625,-5.080803254246712,741.0515563964843,240,0.0514129638671875
26,982,851968,291.1076965332031,866,0.0066003017,0.2,-0.004704696807311848,0.001,0.485943078994751,0.8607039451599121,424.3663024902344,-5.070620331168175,881.8138938903809,250,0.0526275634765625
27,976,884736,327.11837673187256,905,0.0058113723,0.2,-0.004803143973549595,0.001,0.4711991548538208,0.8623997569084167,294.5322265625,-5.069346895813942,794.2746984481812,260,0.0463592529296875
28,969,917504,398.993688583374,946,0.0062741395,0.2,-0.00520350830629468,0.001,0.46603089570999146,0.8590922951698303,289.9616394042969,-5.066386830806732,836.9562370300293,270,0.04898681640625
29,963,950272,371.7509527206421,986,0.0057736645,0.2,-0.004852925387240248,0.001,0.5045205950737,0.8560130596160889,304.2712707519531,-5.0513925671577455,763.5872421264648,280,0.050299072265625
30,957,983040,346.7054986357689,1026,0.0056895902,0.2,-0.0052250966837164015,0.001,0.4592328667640686,0.8526890277862549,300.8788757324219,-5.0364381730556484,779.752197265625,290,0.0439422607421875
31,951,1015808,332.0678029060364,1067,0.005521126,0.2,-0.005041055289620999,0.001,0.4635239243507385,0.8470431566238403,299.5881042480469,-5.015863773226738,798.3884489059449,300,0.038671875
32,946,1048576,381.44418144226074,1107,0.006051029,0.2,-0.005743354877631645,0.001,0.4947208762168884,0.8419507741928101,344.22601318359375,-4.98878316283226,786.3435710906982,310,0.0520660400390625
33,939,1081344,355.216881275177,1150,0.0054301517,0.2,-0.005118860115180724,0.001,0.5074253678321838,0.8390517234802246,352.4231872558594,-4.969686132669449,780.624246788025,320,0.0436187744140625
34,934,1114112,400.2323794364929,1192,0.0058175614,0.2,-0.005347901731875026,0.001,0.4111093282699585,0.837473452091217,261.1737365722656,-4.959002390503883,823.5959724426269,330,0.0444305419921875
35,928,1146880,355.75247859954834,1235,0.0050864583,0.2,-0.005192389701551292,0.001,0.42127442359924316,0.832414984703064,238.9111785888672,-4.942900687456131,766.3710981369019,340,0.0517974853515625
36,924,1179648,411.46160411834717,1276,0.0066514704,0.2,-0.005787443718872964,0.001,0.43406426906585693,0.8284403085708618,424.6028137207031,-4.921720212697982,848.7525358200073,350,0.0543121337890625
37,918,1212416,352.01024293899536,1319,0.0065309573,0.2,-0.006382184011454228,0.001,0.4421146512031555,0.8233499526977539,266.0548400878906,-4.899203592538834,799.9232334136963,360,0.051025390625
38,915,1245184,386.4819016456604,1360,0.006627097,0.2,-0.005692625741357915,0.001,0.404207706451416,0.8187715411186218,300.3070983886719,-4.875125893950463,825.850645828247,370,0.0595184326171875
39,911,1277952,332.3725640773773,1402,0.0060393894,0.2,-0.004935774696787121,0.001,0.4255586266517639,0.8169577121734619,316.75604248046875,-4.859438887238502,842.6873899459839,380,0.048114013671875
