time/iterations,time/fps,time/total_timesteps,rew_vec_envs,time/time_elapsed,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/explained_variance,train/std,train/loss,train/entropy_loss,train/value_loss,train/n_updates,train/clip_fraction
40,907,1310720,370.5312671661377,1444,0.005779826,0.2,-0.005688193110836437,0.001,0.4149920344352722,0.811363160610199,283.2437744140625,-4.841220879554749,862.2416620254517,390,0.046612548828125
41,904,1343488,446.81683683395386,1485,0.006887386,0.2,-0.005858103117498103,0.001,0.41942209005355835,0.808481752872467,326.6318054199219,-4.819779151678086,851.1065599441529,400,0.0541534423828125
42,900,1376256,423.41102743148804,1528,0.006482357,0.2,-0.00587788103875937,0.001,0.4276750683784485,0.8018320202827454,301.7639465332031,-4.793588033318519,775.196229171753,410,0.0552734375
43,895,1409024,301.5228042602539,1572,0.006059763,0.2,-0.005591950488451403,0.001,0.40842705965042114,0.7972500324249268,393.7626647949219,-4.764744535088539,851.6655696868896,420,0.05933837890625
44,891,1441792,431.97445011138916,1617,0.005994485,0.2,-0.006039885355858132,0.001,0.3958381414413452,0.795242428779602,194.5336456298828,-4.748027414083481,771.959260559082,430,0.060833740234375
45,886,1474560,412.0364089012146,1662,0.005788636,0.2,-0.005102222187269944,0.001,0.4159806966781616,0.7914804220199585,284.6534729003906,-4.733569186925888,781.3186172485351,440,0.053204345703125
46,882,1507328,369.456139087677,1707,0.0062771505,0.2,-0.005708489645621739,0.001,0.46554553508758545,0.7885037660598755,346.3699645996094,-4.717338833212852,880.9990776062011,450,0.0516693115234375
47,878,1540096,397.9937243461609,1753,0.0064484873,0.2,-0.006408066966832849,0.001,0.37349724769592285,0.787285566329956,244.76560974121094,-4.706962168216705,842.2273460388184,460,0.061676025390625
48,873,1572864,411.13222312927246,1799,0.0060253264,0.2,-0.005448999215150252,0.001,0.43325966596603394,0.7842032313346863,341.6587829589844,-4.694495442509651,839.9097305297852,470,0.0564788818359375
49,870,1605632,340.60884952545166,1845,0.0068943715,0.2,-0.005729338098899461,0.001,0.38519877195358276,0.7811379432678223,289.75921630859375,-4.678109931945801,874.764341545105,480,0.0676361083984375
50,867,1638400,350.59746742248535,1889,0.006269063,0.2,-0.0059401995793450625,0.001,0.37827515602111816,0.7754580974578857,345.906494140625,-4.653034970164299,836.4990350723267,490,0.0555755615234375
51,862,1671168,333.09571051597595,1936,0.006470276,0.2,-0.006973748687596526,0.001,0.4290160536766052,0.7707644701004028,240.64857482910156,-4.6264635771512985,818.231960105896,500,0.0642608642578125
52,857,1703936,464.3720471858978,1986,0.0071080336,0.2,-0.005677532566187438,0.001,0.4477205276489258,0.7675454616546631,158.8671875,-4.605176916718483,807.7085044860839,510,0.0686370849609375
53,853,1736704,383.35243678092957,2034,0.006153685,0.2,-0.005515974801528501,0.001,0.41010868549346924,0.766158938407898,385.1565246582031,-4.592200225591659,967.2534896850586,520,0.0635498046875
54,849,1769472,380.4106454849243,2082,0.007287833,0.2,-0.005984955688472837,0.001,0.46275097131729126,0.7607476711273193,312.87322998046875,-4.571892315149308,824.2040843963623,530,0.0660003662109375
55,845,1802240,387.83969140052795,2131,0.0071613016,0.2,-0.006147809233516455,0.001,0.45802927017211914,0.7580719590187073,235.3948516845703,-4.553818580508232,797.6648498535156,540,0.06058349609375
56,841,1835008,509.08226680755615,2180,0.008287096,0.2,-0.0064256144556566145,0.001,0.4627426266670227,0.7546775341033936,249.20724487304688,-4.534728878736496,846.3720977783203,550,0.0837005615234375
57,838,1867776,290.6156622171402,2228,0.008047838,0.2,-0.006949529180565151,0.001,0.4431546926498413,0.7519612908363342,218.9989013671875,-4.517183950543403,817.8667930603027,560,0.0794281005859375
58,834,1900544,489.4046388864517,2276,0.00745136,0.2,-0.0069346781041531354,0.001,0.4433823227882385,0.7481136918067932,244.78567504882812,-4.495137867331505,762.8412065505981,570,0.082904052734375
59,831,1933312,347.537805557251,2326,0.008046735,0.2,-0.006213052337989211,0.001,0.4172922968864441,0.7409610748291016,322.1397399902344,-4.461097523570061,829.8351848602294,580,0.07523193359375
60,827,1966080,444.0161819458008,2375,0.008144647,0.2,-0.006906569868442602,0.001,0.4051229953765869,0.7332429885864258,293.1320495605469,-4.426715987920761,912.5827266693116,590,0.076171875
61,824,1998848,375.98360300064087,2425,0.00831715,0.2,-0.006856499498826452,0.001,0.4815276861190796,0.7282580137252808,273.3200988769531,-4.393061912059784,754.4664236068726,600,0.0795867919921875
62,820,2031616,358.11027336120605,2476,0.008905649,0.2,-0.006704301928402856,0.001,0.42146265506744385,0.7256959676742554,294.97283935546875,-4.370851704478264,809.8892530441284,610,0.0877532958984375
63,817,2064384,361.78897190093994,2525,0.009246277,0.2,-0.006613892038876657,0.001,0.4348742365837097,0.7174883484840393,292.8390808105469,-4.331420055031776,859.8082956314087,620,0.078228759765625
64,814,2097152,394.0586438179016,2575,0.009342544,0.2,-0.007081272693903884,0.001,0.5041117668151855,0.7134133577346802,292.4690856933594,-4.302839595079422,741.5271650314331,630,0.0830047607421875
65,810,2129920,411.8590726852417,2626,0.0077794017,0.2,-0.007376455384655855,0.001,0.4599602222442627,0.7098817825317383,190.62925720214844,-4.284048384428024,816.5408620834351,640,0.08612060546875
66,807,2162688,413.3635301589966,2677,0.009041725,0.2,-0.006867057331692195,0.001,0.4570300579071045,0.7034705877304077,297.73699951171875,-4.2502922266721725,780.5595230102539,650,0.076702880859375
67,804,2195456,457.30588722229004,2727,0.0070485603,0.2,-0.006001651683618547,0.001,0.4459407925605774,0.7015706896781921,226.92071533203125,-4.232414084672928,776.7347810745239,660,0.069293212890625
68,801,2228224,447.2637891769409,2778,0.0072638975,0.2,-0.006994426562596345,0.001,0.4765470027923584,0.6978234052658081,242.2479705810547,-4.214978480339051,768.9404178619385,670,0.0768890380859375
69,798,2260992,394.3627805709839,2831,0.006593624,0.2,-0.005758134504139889,0.001,0.46314525604248047,0.6936827898025513,221.93569946289062,-4.189969024062156,805.1525577545166,680,0.0670623779296875
70,794,2293760,400.4589262008667,2886,0.008057037,0.2,-0.007696915621636435,0.001,0.510767251253128,0.6930943131446838,281.5922546386719,-4.182396951317787,778.5430171966552,690,0.0780487060546875
71,791,2326528,456.9059433937073,2937,0.008303543,0.2,-0.0073385744864935985,0.001,0.459073007106781,0.6865236759185791,236.0322723388672,-4.150369945168495,753.3215682983398,700,0.0770843505859375
72,789,2359296,338.2485403418541,2989,0.0074065584,0.2,-0.006573940825182945,0.001,0.4646952152252197,0.6803960800170898,269.82598876953125,-4.116382491588593,784.41812210083,710,0.0691162109375
73,786,2392064,377.69183373451233,3042,0.006626337,0.2,-0.007128067615849431,0.001,0.44666701555252075,0.6802591681480408,264.68865966796875,-4.103621655702591,849.8270919799804,720,0.066961669921875
74,783,2424832,364.7749671936035,3095,0.007967982,0.2,-0.0071271531225647776,0.001,0.46890485286712646,0.6743307113647461,200.52134704589844,-4.079349699616432,721.0140438079834,730,0.0757049560546875
75,780,2457600,434.9913432598114,3147,0.0070319427,0.2,-0.006716695641807746,0.001,0.4706465005874634,0.6676008701324463,214.7735595703125,-4.045618519186974,754.0461130142212,740,0.0637237548828125
76,777,2490368,415.56558418273926,3201,0.008084705,0.2,-0.007643987346091308,0.001,0.461897075176239,0.6635380387306213,236.276123046875,-4.0135556817054745,695.3946075439453,750,0.0773162841796875
77,774,2523136,416.88334262371063,3256,0.008280787,0.2,-0.0060240258928388355,0.001,0.4675409197807312,0.6588035821914673,265.2019958496094,-3.9847892224788666,741.6806604385376,760,0.0800811767578125
78,772,2555904,439.01156973838806,3309,0.00716855,0.2,-0.005356240150285884,0.001,0.49691230058670044,0.6563189029693604,257.220703125,-3.964094650745392,754.500112915039,770,0.06650390625
79,769,2588672,362.84074890613556,3365,0.0064283954,0.2,-0.006697968936350662,0.001,0.4111858606338501,0.6515406370162964,194.4511260986328,-3.937688671052456,773.2978227615356,780,0.061688232421875
80,766,2621440,398.85795402526855,3418,0.00814429,0.2,-0.007615448553406168,0.001,0.5090417265892029,0.6466255187988281,266.3454284667969,-3.9103025451302527,722.2226480484009,790,0.0765899658203125
81,763,2654208,491.11014556884766,3474,0.0066045886,0.2,-0.005697890768351499,0.001,0.5606522560119629,0.6430855989456177,212.22120666503906,-3.8841113418340685,654.187840461731,800,0.0722808837890625
82,761,2686976,345.85968255996704,3529,0.0065882104,0.2,-0.005133057381317485,0.001,0.5303548574447632,0.637640655040741,219.86007690429688,-3.856190484762192,673.3239988327026,810,0.0713470458984375
83,758,2719744,422.56787168979645,3583,0.0074596936,0.2,-0.006495193975206348,0.001,0.49463051557540894,0.6337381601333618,135.93185424804688,-3.827857293188572,626.1569040298461,820,0.0780853271484375
84,756,2752512,306.1694326400757,3638,0.0077874507,0.2,-0.006016858838847838,0.001,0.5283632278442383,0.6295613646507263,201.0467071533203,-3.8022283419966696,674.216362953186,830,0.0667816162109375
85,753,2785280,503.37898540496826,3695,0.008488604,0.2,-0.005377313165809028,0.001,0.5145873725414276,0.6245074272155762,163.8418731689453,-3.768051874637604,639.5523704528808,840,0.0771697998046875
86,751,2818048,303.8305218219757,3749,0.007713674,0.2,-0.0071898443668032995,0.001,0.5720398128032684,0.6198412775993347,166.20315551757812,-3.7339696794748307,601.88628616333,850,0.07391357421875
87,749,2850816,440.5850479602814,3804,0.00798838,0.2,-0.0066808471812692,0.001,0.5280666947364807,0.6139822602272034,172.62855529785156,-3.6983528271317483,599.0357130050659,860,0.07362060546875
88,747,2883584,396.16254329681396,3859,0.009696831,0.2,-0.006593328196322546,0.001,0.5466067790985107,0.6103286743164062,165.4209747314453,-3.6675438314676283,721.2530292510986,870,0.0797149658203125
89,744,2916352,436.1918697357178,3914,0.009513423,0.2,-0.006974047939002049,0.001,0.4967421293258667,0.6081490516662598,180.18028259277344,-3.6479569733142854,652.3174415588379,880,0.075872802734375
90,742,2949120,429.5979986190796,3970,0.010751722,0.2,-0.005559015490871388,0.001,0.4851797819137573,0.6052052974700928,182.4449920654297,-3.630010670423508,712.6357170104981,890,0.0750091552734375
91,740,2981888,392.60825634002686,4025,0.0075055165,0.2,-0.006813228816463379,0.001,0.5467765927314758,0.6059916615486145,194.06021118164062,-3.627142232656479,663.0229784011841,900,0.0830322265625
92,738,3014656,417.5311071872711,4080,0.008179735,0.2,-0.005606129535590298,0.001,0.5377035737037659,0.6013461947441101,136.0441436767578,-3.60936266630888,686.4931726455688,910,0.0734344482421875
