rew_vec_envs,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/n_updates,train/learning_rate,train/clip_range,train/value_loss,train/std,train/loss
1.3741809,,,,,,,,,,,,,,,
1.1776527,,,,,,,,,,,,,,,
,613,1,53,12222464,,,,,,,,,,,
-24.009115,,,,,0.0,-0.00019246868760092184,-5.135791902244091,0.5789622664451599,8.085411e-05,3730,0.0001,0.2,19740.131997680663,0.8739973306655884,3286.4345703125
0.7330551,,,,,,,,,,,,,,,
,702,2,93,12255232,,,,,,,,,,,
64.90592,,,,,0.0005096435546875,-0.0006492397977126529,-5.136378814280033,0.5385076403617859,0.0013078449,3740,0.0001,0.2,12901.46883544922,0.8742666244506836,1522.8685302734375
1.7456443,,,,,,,,,,,,,,,
,734,3,133,12288000,,,,,,,,,,,
0.8057574,,,,,0.0,-0.0002579307125415653,-5.137125912308693,0.4040147066116333,0.0002055884,3750,0.0001,0.2,18840.15504989624,0.8742409944534302,3171.093017578125
0.9663131,,,,,,,,,,,,,,,
,751,4,174,12320768,,,,,,,,,,,
1.2031877,,,,,3.0517578125e-06,-0.00036698161165986675,-5.137187688052654,0.42606234550476074,0.0003284942,3760,0.0001,0.2,14592.239197540282,0.8743259906768799,4079.40380859375
0.65997946,,,,,,,,,,,,,,,
,762,5,214,12353536,,,,,,,,,,,
0.4637947,,,,,0.0,-0.00035332431143615396,-5.137543860077858,0.47368794679641724,0.00037118376,3770,0.0001,0.2,18755.013999938965,0.874373197555542,2734.421875
0.50522316,,,,,,,,,,,,,,,
,770,6,255,12386304,,,,,,,,,,,
1.0644472,,,,,9.46044921875e-05,-0.0006325988313619745,-5.137671622633934,0.4118106961250305,0.0007835034,3780,0.0001,0.2,14879.431732177734,0.8743476867675781,1622.0677490234375
0.72916764,,,,,,,,,,,,,,,
,778,7,294,12419072,,,,,,,,,,,
1.6313363,,,,,1.8310546875e-05,-0.00040087757297442296,-5.1377140656113625,0.5138134956359863,0.00044746444,3790,0.0001,0.2,15979.923767089844,0.8744227886199951,2430.3896484375
0.7205953,,,,,,,,,,,,,,,
,784,8,334,12451840,,,,,,,,,,,
0.63611996,,,,,0.0,-0.0002674552237294847,-5.13790689855814,0.46400660276412964,0.00015915008,3800,0.0001,0.2,23356.992863464355,0.8744069933891296,4342.40087890625
1.0091128,,,,,,,,,,,,,,,
,787,9,374,12484608,,,,,,,,,,,
0.59340686,,,,,3.0517578125e-06,-0.00031340250861831007,-5.137991869449616,0.5810611546039581,0.0004218271,3810,0.0001,0.2,16709.359382629395,0.8744683265686035,1794.9686279296875
-5.628631,,,,,,,,,,,,,,,
,788,10,415,12517376,,,,,,,,,,,
0.84690285,,,,,0.0,-0.00028083172110200395,-5.138258920609951,0.45742499828338623,0.00026097003,3820,0.0001,0.2,25150.822856140137,0.8745250701904297,4557.48583984375
0.5393324,,,,,,,,,,,,,,,
,791,11,455,12550144,,,,,,,,,,,
0.67975354,,,,,3.662109375e-05,-0.00047752516766195183,-5.138080736994743,0.60428187251091,0.00069563685,3830,0.0001,0.2,11763.782959747314,0.8743017911911011,1490.1712646484375
0.48171365,,,,,,,,,,,,,,,
,794,12,495,12582912,,,,,,,,,,,
0.53928286,,,,,2.44140625e-05,-0.00046845779143041,-5.137243995070458,0.5214919447898865,0.0005655823,3840,0.0001,0.2,18548.154847717284,0.8742281198501587,2994.8701171875
0.61557543,,,,,,,,,,,,,,,
,796,13,535,12615680,,,,,,,,,,,
0.74007094,,,,,0.0,-0.0002729389951127814,-5.137172944843769,0.5861993432044983,0.00022408039,3850,0.0001,0.2,15384.18264465332,0.874297022819519,1875.7598876953125
0.5921422,,,,,,,,,,,,,,,
,798,14,574,12648448,,,,,,,,,,,
0.66144556,,,,,0.0,-0.00024875780873117036,-5.137143740057946,0.5336196720600128,0.0002509542,3860,0.0001,0.2,15294.785873413086,0.8741321563720703,2373.095458984375
0.6018006,,,,,,,,,,,,,,,
,798,15,615,12681216,,,,,,,,,,,
0.9513844,,,,,0.0,-0.00020451279706321657,-5.136640438437462,0.5076595842838287,0.00011518318,3870,0.0001,0.2,21656.98798828125,0.8741380572319031,2732.143798828125
0.8121588,,,,,,,,,,,,,,,
,799,16,655,12713984,,,,,,,,,,,
0.60869855,,,,,0.0,-0.0005083292240669835,-5.136594638228416,0.6020510196685791,0.00041196734,3880,0.0001,0.2,18871.020388793946,0.8741164803504944,2068.891845703125
0.96504456,,,,,,,,,,,,,,,
,800,17,695,12746752,,,,,,,,,,,
-11.239428,,,,,0.0,-0.00030844810426060575,-5.136622184515,0.4913652539253235,0.0002415642,3890,0.0001,0.2,17803.14641799927,0.8741812109947205,2188.4296875
190.24388,,,,,,,,,,,,,,,
,801,18,735,12779520,,,,,,,,,,,
0.51222384,,,,,0.0,-0.00041144911883748134,-5.136903342604637,0.5821184813976288,0.00044102204,3900,0.0001,0.2,18537.5004196167,0.8742079734802246,3298.74755859375
0.5646949,,,,,,,,,,,,,,,
,801,19,776,12812288,,,,,,,,,,,
1.4385095,,,,,2.74658203125e-05,-0.0005245505759376101,-5.136930075287819,0.5946348607540131,0.0006563519,3910,0.0001,0.2,14117.948337554932,0.8741838335990906,1560.819091796875
2.489695,,,,,,,,,,,,,,,
,802,20,816,12845056,,,,,,,,,,,
1.1520628,,,,,3.35693359375e-05,-0.0005543183320696699,-5.136816737055779,0.6262434124946594,0.00073204073,3920,0.0001,0.2,12765.87940864563,0.8741586804389954,2340.6650390625
1.3474821,,,,,,,,,,,,,,,
,803,21,856,12877824,,,,,,,,,,,
0.7840471,,,,,0.0,-0.00040936556470114736,-5.136253319680691,0.5415014922618866,0.000366805,3930,0.0001,0.2,13159.593782806396,0.8738608360290527,1904.1072998046875
0.8458519,,,,,,,,,,,,,,,
,803,22,896,12910592,,,,,,,,,,,
1.3353581,,,,,3.0517578125e-06,-0.00031977308171917687,-5.1354920104146,0.5668980181217194,0.0005439599,3940,0.0001,0.2,15126.431427764892,0.8739303946495056,1798.888427734375
0.60566354,,,,,,,,,,,,,,,
,804,23,936,12943360,,,,,,,,,,,
1.1742265,,,,,0.0,-0.00032493324906681666,-5.136174762248993,0.624900758266449,0.00029845085,3950,0.0001,0.2,16663.647923278808,0.8742067813873291,2008.084228515625
0.48206174,,,,,,,,,,,,,,,
,804,24,977,12976128,,,,,,,,,,,
0.68295276,,,,,6.103515625e-06,-0.0004536362637736602,-5.137264588475228,0.630600780248642,0.00058487075,3960,0.0001,0.2,16608.675021362305,0.8743395209312439,2205.177734375
1.4147725,,,,,,,,,,,,,,,
,805,25,1017,13008896,,,,,,,,,,,
-22.99373,,,,,6.103515625e-06,-0.00022131775112939068,-5.137611724436283,0.5811611711978912,0.00019526872,3970,0.0001,0.2,19888.130471801756,0.8743134140968323,2286.63818359375
1.1125625,,,,,,,,,,,,,,,
,805,26,1058,13041664,,,,,,,,,,,
0.97751313,,,,,6.103515625e-06,-0.0004547933825961081,-5.137910084426403,0.5183667838573456,0.00043802417,3980,0.0001,0.2,19271.90672607422,0.8745710849761963,3663.166748046875
0.72074866,,,,,,,,,,,,,,,
,805,27,1098,13074432,,,,,,,,,,,
1.1557504,,,,,0.0,-0.00028067711318726654,-5.1387565463781355,0.5598920583724976,0.0002885198,3990,0.0001,0.2,17975.766959381104,0.8746017217636108,3326.597900390625
0.73384607,,,,,,,,,,,,,,,
,805,28,1138,13107200,,,,,,,,,,,
0.90604925,,,,,0.0,-0.0004855445135035552,-5.138648326694965,0.5259123146533966,0.00060773944,4000,0.0001,0.2,22496.914027404786,0.8745023608207703,3493.511474609375
1.997345,,,,,,,,,,,,,,,
,806,29,1178,13139968,,,,,,,,,,,
0.745919,,,,,0.0,-0.0002320883169886656,-5.138373017311096,0.5855488181114197,0.00015952329,4010,0.0001,0.2,24731.9776763916,0.8744998574256897,4141.78955078125
1.112207,,,,,,,,,,,,,,,
,806,30,1219,13172736,,,,,,,,,,,
1.5536442,,,,,0.0,-0.00024427702228422275,-5.138076747953892,0.6493305563926697,0.00023814646,4020,0.0001,0.2,14687.909076690674,0.8743247985839844,2085.476318359375
0.408999,,,,,,,,,,,,,,,
,808,31,1257,13205504,,,,,,,,,,,
