time/iterations,time/time_elapsed,time/fps,rew_vec_envs,time/total_timesteps,train/entropy_loss,train/loss,train/clip_range,train/std,train/n_updates,train/approx_kl,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate
34,1205,924,64.10862284898758,1114112,-4.631148411333561,3.274996757507324,0.2,0.7668108940124512,330,0.057419527,0.334991455078125,25.11679610311985,-0.016800722081097775,0.789834052324295,0.001
35,1245,920,59.06958132982254,1146880,-4.603347886353731,3.812588930130005,0.2,0.7635751366615295,340,0.0628759,0.3651519775390625,18.579420921579004,-0.015368510677581071,0.7859162241220474,0.001
36,1284,918,23.475335001945496,1179648,-4.56979440972209,4.150033473968506,0.2,0.7575181722640991,350,0.04733318,0.309814453125,32.378068659454584,-0.01790092203154927,0.766679972410202,0.001
37,1324,915,54.72946560382843,1212416,-4.521426226198673,4.267205715179443,0.2,0.7459473609924316,360,0.0710876,0.398834228515625,24.257619331777097,-0.01564685077246395,0.7638819217681885,0.001
38,1363,913,64.31249451637268,1245184,-4.465264021605253,4.300802230834961,0.2,0.7375205755233765,370,0.04224809,0.32611083984375,29.894669564813377,-0.01868089887320821,0.7632973939180374,0.001
39,1403,910,66.01435643434525,1277952,-4.430169920623302,5.989904403686523,0.2,0.7316069602966309,380,0.056245513,0.3670654296875,32.61261748075485,-0.01931993402977241,0.7269298732280731,0.001
40,1443,907,48.443153500556946,1310720,-4.392326502501964,4.137259483337402,0.2,0.7245075106620789,390,0.062170945,0.3623992919921875,34.800395333766936,-0.017414873230154625,0.741081565618515,0.001
41,1484,905,51.2434199154377,1343488,-4.363687232881785,3.8916866779327393,0.2,0.7182127237319946,400,0.06867908,0.40450439453125,35.703622525185345,-0.01718447733655921,0.6630424857139587,0.001
42,1524,902,102.25209367275238,1376256,-4.317775627225638,5.960781574249268,0.2,0.713655948638916,410,0.06956426,0.38065185546875,38.42444787472486,-0.016151864142739215,0.7722130119800568,0.001
43,1565,899,74.47264677286148,1409024,-4.29820636510849,9.084112167358398,0.2,0.707528293132782,420,0.060847178,0.37744140625,41.99540434628725,-0.0194378592314024,0.75163134932518,0.001
44,1606,897,94.21713775396347,1441792,-4.257908526062965,9.471600532531738,0.2,0.6993279457092285,430,0.0526506,0.342822265625,51.60701445192099,-0.02041400661710213,0.7519236505031586,0.001
45,1647,894,90.14993453025818,1474560,-4.204010199010372,4.028676509857178,0.2,0.691572904586792,440,0.079157054,0.416046142578125,40.7595824316144,-0.01669082976441132,0.7390685677528381,0.001
46,1689,892,57.11909210681915,1507328,-4.174086529016495,7.903759002685547,0.2,0.690073549747467,450,0.057316173,0.3577117919921875,52.9473770737648,-0.018102327187079936,0.7226758301258087,0.001
47,1731,889,46.217369079589844,1540096,-4.157584830373525,6.861146926879883,0.2,0.6841700077056885,460,0.05694425,0.3678070068359375,56.03204179257155,-0.01873773092229385,0.7214087247848511,0.001
48,1773,887,43.8036345243454,1572864,-4.117905683070421,6.068859577178955,0.2,0.6780826449394226,470,0.06504966,0.383465576171875,53.653648264706135,-0.01850547053909395,0.7722778618335724,0.001
49,1816,884,84.33558058738708,1605632,-4.07512137517333,14.111506462097168,0.2,0.6704892516136169,480,0.050423563,0.336749267578125,84.2576913356781,-0.02142736051864631,0.7775789648294449,0.001
50,1859,881,164.63923633098602,1638400,-4.020058516412973,17.54990577697754,0.2,0.6613520383834839,490,0.060976498,0.3583465576171875,78.69762147367001,-0.022310492016549686,0.7918251305818558,0.001
51,1901,878,91.85392773151398,1671168,-3.9759765598922967,11.140673637390137,0.2,0.6537800431251526,500,0.052320503,0.33580322265625,89.30063816010951,-0.02193940869474318,0.756784662604332,0.001
52,1943,876,109.98507857322693,1703936,-3.9206262163817884,18.427061080932617,0.2,0.6470787525177002,510,0.053000636,0.334686279296875,100.80455665290356,-0.023814525946727373,0.7788129895925522,0.001
53,1987,873,141.98453229665756,1736704,-3.8776557512581347,10.396005630493164,0.2,0.6374994516372681,520,0.06968948,0.39837646484375,83.21636320352555,-0.020269340569211636,0.7975381165742874,0.001
54,2030,871,157.12431132793427,1769472,-3.8268935564905404,13.406501770019531,0.2,0.6294834613800049,530,0.0508766,0.3537689208984375,103.81655068397522,-0.023298458789213328,0.8069011270999908,0.001
55,2073,869,119.45242416858673,1802240,-3.79005639180541,11.542715072631836,0.2,0.6245952844619751,540,0.064216524,0.4020355224609375,82.02564513385296,-0.022383885124872903,0.7788001000881195,0.001
56,2117,866,142.8883398771286,1835008,-3.7460246488451956,9.891493797302246,0.2,0.6190803050994873,550,0.082471535,0.421490478515625,81.79823289811611,-0.0182735542570299,0.7596017569303513,0.001
57,2162,863,161.1424491405487,1867776,-3.715990096703172,13.968062400817871,0.2,0.6118443012237549,560,0.069055915,0.378814697265625,109.2442631393671,-0.02288912807853194,0.7527986466884613,0.001
58,2207,860,193.58019733428955,1900544,-3.682804596051574,16.124481201171875,0.2,0.6087700128555298,570,0.0669113,0.3730712890625,110.81994125545025,-0.020573493192205205,0.7287688851356506,0.001
59,2250,859,112.12338697910309,1933312,-3.649024431407452,14.894684791564941,0.2,0.6046940684318542,580,0.069178075,0.397320556640625,89.67890992760658,-0.01914867992090876,0.7913006395101547,0.001
60,2295,856,183.13899366557598,1966080,-3.6213979560881855,14.517836570739746,0.2,0.5995502471923828,590,0.06733148,0.389373779296875,99.8994566589594,-0.019620856629990156,0.798908069729805,0.001
61,2338,854,112.16071301698685,1998848,-3.5935769349336626,14.522424697875977,0.2,0.5955666303634644,600,0.06280172,0.384466552734375,116.18256300985813,-0.01980264296689711,0.779021143913269,0.001
62,2382,852,150.57823193073273,2031616,-3.5558106407523153,25.991436004638672,0.2,0.5901245474815369,610,0.065912664,0.3833984375,127.47091465890408,-0.02207589964818908,0.7388780415058136,0.001
63,2427,850,154.14739274978638,2064384,-3.542439803481102,10.233202934265137,0.2,0.5859137773513794,620,0.096820965,0.4487152099609375,91.75156491994858,-0.01831618662836263,0.7423038482666016,0.001
64,2472,848,104.96859574317932,2097152,-3.495479555800557,10.799607276916504,0.2,0.5839340686798096,630,0.08556755,0.422357177734375,112.58203346133232,-0.02097515374480281,0.7397733628749847,0.001
65,2516,846,143.24451786279678,2129920,-3.482629097625613,21.817935943603516,0.2,0.5774092078208923,640,0.0725379,0.4081573486328125,109.73029400706291,-0.02171062783745583,0.7822760939598083,0.001
66,2559,844,156.791375041008,2162688,-3.428659485653043,19.044973373413086,0.2,0.571679949760437,650,0.072627604,0.408123779296875,111.97974137961864,-0.021294923319874214,0.754237025976181,0.001
67,2604,843,145.70140278339386,2195456,-3.4013760332018137,16.918964385986328,0.2,0.5699831247329712,660,0.08861524,0.4376373291015625,98.54700620472431,-0.020078144505168892,0.7418133616447449,0.001
68,2649,840,114.67604726552963,2228224,-3.3719551414251328,14.416823387145996,0.2,0.5635286569595337,670,0.08001594,0.4130279541015625,125.98278423249721,-0.022206987768004182,0.737023651599884,0.001
69,2696,838,190.10912418365479,2260992,-3.3618710141628982,14.384888648986816,0.2,0.5624507069587708,680,0.09155506,0.421533203125,121.7357949078083,-0.019689120617840672,0.7671314924955368,0.001
70,2740,836,122.26731729507446,2293760,-3.3219822239130736,19.23951530456543,0.2,0.5579218864440918,690,0.09563616,0.454168701171875,107.22350692451,-0.018179355203028536,0.7454347014427185,0.001
71,2789,833,130.37391352653503,2326528,-3.3016174346208573,21.56192970275879,0.2,0.5541937351226807,700,0.09167347,0.452056884765625,93.78877366781235,-0.02166124227878754,0.7979384064674377,0.001
72,2837,831,193.02792501449585,2359296,-3.2889391601085665,16.386436462402344,0.2,0.5546656847000122,710,0.0843576,0.418218994140625,120.03524487614632,-0.021373233207123123,0.7559843212366104,0.001
73,2887,828,176.5390509366989,2392064,-3.265823624283075,22.04960060119629,0.2,0.5491957664489746,720,0.08323227,0.4345306396484375,119.88143990933895,-0.022985504673124525,0.7901621758937836,0.001
74,2936,825,195.1514275074005,2424832,-3.244222491979599,12.181976318359375,0.2,0.5461122393608093,730,0.108968705,0.4706390380859375,97.53836521208287,-0.020990258878737223,0.7658091485500336,0.001
75,2983,823,200.17906761169434,2457600,-3.2121494606137277,24.614187240600586,0.2,0.5436098575592041,740,0.07905725,0.4146240234375,137.26991926729679,-0.02225999547372339,0.7430382370948792,0.001
76,3031,821,164.2254438996315,2490368,-3.1736732583492993,18.70648956298828,0.2,0.5369546413421631,750,0.07967532,0.41827392578125,134.64599460959434,-0.02192777972413751,0.7508015781641006,0.001
77,3079,819,161.08819139003754,2523136,-3.137536007910967,17.897369384765625,0.2,0.5311169624328613,760,0.07513881,0.4116424560546875,152.75831607282163,-0.023638754091371082,0.751285582780838,0.001
78,3126,817,190.3519824743271,2555904,-3.1079215191304685,24.15564727783203,0.2,0.5276424288749695,770,0.081363544,0.4249542236328125,138.58875598609447,-0.02389385163951374,0.7748038321733475,0.001
79,3173,815,241.4709655046463,2588672,-3.0744141854345797,18.446889877319336,0.2,0.5221635103225708,780,0.09036976,0.4367645263671875,128.04169104099273,-0.022116751768771793,0.7685904800891876,0.001
80,3220,813,222.09660184383392,2621440,-3.0377704240381718,20.10283088684082,0.2,0.5180268287658691,790,0.11141441,0.475225830078125,120.74282931983471,-0.019440728812332962,0.7386996448040009,0.001
81,3266,812,147.4220952987671,2654208,-3.0173182845115663,13.875667572021484,0.2,0.5163367986679077,800,0.113520496,0.5004486083984375,151.98916072547436,-0.01824674653762486,0.7483444809913635,0.001
82,3314,810,224.40094113349915,2686976,-3.0053991474211217,14.867744445800781,0.2,0.5151791572570801,810,0.09404863,0.443048095703125,137.9408103197813,-0.02099076632184733,0.7562416791915894,0.001
83,3361,808,225.3885532617569,2719744,-2.9888372708112003,22.927532196044922,0.2,0.5126863718032837,820,0.08992767,0.4341949462890625,178.6719229966402,-0.022661367712862555,0.7753006815910339,0.001
84,3410,807,131.3264354467392,2752512,-2.9590854894369842,18.45098304748535,0.2,0.5073689818382263,830,0.10327328,0.46348876953125,127.08981973826886,-0.020597971425013385,0.7901415526866913,0.001
85,3466,803,204.96593129634857,2785280,-2.918995279446244,27.53476333618164,0.2,0.5020273923873901,840,0.08911221,0.4520172119140625,142.35913294553757,-0.022779006201744778,0.7861034125089645,0.001
86,3516,801,164.71266651153564,2818048,-2.877141376212239,21.180465698242188,0.2,0.4973656237125397,850,0.088056855,0.4263092041015625,188.33805527091027,-0.023753456124541116,0.7276035845279694,0.001
87,3567,799,246.24190151691437,2850816,-2.845112473890185,26.293209075927734,0.2,0.4923785626888275,860,0.09165957,0.4458831787109375,175.24267598986626,-0.022204897569099557,0.749963253736496,0.001
88,3615,797,209.51752507686615,2883584,-2.821361308172345,19.497678756713867,0.2,0.4913773834705353,870,0.1056535,0.4738128662109375,178.6792257666588,-0.020911035120661836,0.7196677327156067,0.001
89,3666,795,153.54470866918564,2916352,-2.806679163873196,17.29872703552246,0.2,0.4902693033218384,880,0.10189114,0.4861297607421875,151.06055095791817,-0.01966349514623289,0.7085685133934021,0.001
90,3715,793,213.80014610290527,2949120,-2.7915372591465712,21.363170623779297,0.2,0.4868568181991577,890,0.099558085,0.4578765869140625,147.98438156843184,-0.02054742945729231,0.758761540055275,0.001
91,3763,792,178.73830831050873,2981888,-2.747243606299162,21.976398468017578,0.2,0.4827254116535187,900,0.09716524,0.456842041015625,164.71088926792146,-0.02110162711396697,0.7522619515657425,0.001
92,3809,791,197.02013075351715,3014656,-2.73443895727396,24.676393508911133,0.2,0.4802512526512146,910,0.10228684,0.4767791748046875,175.00922261476518,-0.020816349081906084,0.7359246909618378,0.001
93,3855,790,173.23733150959015,3047424,-2.7082315824925898,19.986087799072266,0.2,0.4777219593524933,920,0.11960797,0.4853057861328125,180.38566365242005,-0.018468039282379323,0.7473384439945221,0.001
94,3903,789,230.93332886695862,3080192,-2.697593741863966,20.861352920532227,0.2,0.47488537430763245,930,0.1242746,0.4964691162109375,150.62430914342403,-0.020522639643604634,0.7437328100204468,0.001
95,3952,787,145.9575798511505,3112960,-2.661065761744976,22.104415893554688,0.2,0.4708932936191559,940,0.09373465,0.4724212646484375,156.3659417808056,-0.022771107083099196,0.759255662560463,0.001
96,3999,786,225.97543132305145,3145728,-2.6128900706768037,24.866352081298828,0.2,0.4659242630004883,950,0.1158959,0.4992950439453125,140.69682002663612,-0.018136109974147985,0.7367666065692902,0.001
97,4048,785,245.90381288528442,3178496,-2.5973413467407225,21.570493698120117,0.2,0.4643586277961731,960,0.10945885,0.4771820068359375,173.44616859555245,-0.020587643834005576,0.7055758237838745,0.001
98,4100,783,183.22287821769714,3211264,-2.5791935838758944,24.26763153076172,0.2,0.4612061381340027,970,0.107657805,0.4634521484375,170.6945409476757,-0.020241569707650342,0.7315606474876404,0.001
99,4149,781,148.6708047389984,3244032,-2.564945803210139,18.022703170776367,0.2,0.46100273728370667,980,0.13258076,0.50394287109375,148.22118006646633,-0.018521441978373333,0.734963595867157,0.001
100,4198,780,211.07516539096832,3276800,-2.5520407758653163,22.05814552307129,0.2,0.45947515964508057,990,0.13123697,0.4940948486328125,169.4390687942505,-0.02016300407849485,0.7325702905654907,0.001
101,4247,779,173.32858324050903,3309568,-2.5364639934152367,19.956754684448242,0.2,0.4569000005722046,1000,0.13952082,0.5032501220703125,158.5803797841072,-0.01839512500591809,0.7442373335361481,0.001
102,4293,778,214.1713536977768,3342336,-2.5209116961807014,19.605175018310547,0.2,0.4558722674846649,1010,0.12829849,0.4972869873046875,151.67148452997208,-0.018017407830484444,0.726214200258255,0.001
103,4339,777,206.7913180589676,3375104,-2.477866851165891,25.306249618530273,0.2,0.4499363303184509,1020,0.13042662,0.4921661376953125,158.31049658358097,-0.019943026587861824,0.7074169814586639,0.001
104,4384,777,193.57154417037964,3407872,-2.4582266744226215,21.341747283935547,0.2,0.4492890238761902,1030,0.14769486,0.5031005859375,145.31794029474258,-0.016893928112403957,0.7185516059398651,0.001
105,4431,776,213.6780788898468,3440640,-2.4576490778476,19.948328018188477,0.2,0.44861799478530884,1040,0.13058022,0.5174835205078125,136.8012065768242,-0.018159474464482628,0.7487465143203735,0.001
106,4480,775,177.2083259820938,3473408,-2.4425199285149573,29.499845504760742,0.2,0.4472811222076416,1050,0.14810567,0.5283416748046875,159.2261591434479,-0.016067136127821867,0.725740373134613,0.001
107,4537,772,230.48448407649994,3506176,-2.441660774499178,25.870155334472656,0.2,0.44676610827445984,1060,0.1314998,0.5146942138671875,143.26483954191207,-0.020932162008830347,0.7120632529258728,0.001
108,4585,771,198.1088526248932,3538944,-2.4323272068053483,24.185707092285156,0.2,0.44518470764160156,1070,0.12961009,0.5041290283203125,168.64636590480805,-0.020393473863077816,0.7176508605480194,0.001
109,4632,770,127.02432155609131,3571712,-2.413533936068416,25.663349151611328,0.2,0.4440889060497284,1080,0.1272374,0.4936614990234375,149.39000966250896,-0.02000749891085434,0.7422857582569122,0.001
110,4684,769,120.56954002380371,3604480,-2.4027616612613203,25.986236572265625,0.2,0.4425848424434662,1090,0.14306308,0.5092010498046875,171.30682694017887,-0.019172238989995094,0.7047962248325348,0.001
111,4732,768,192.09240889549255,3637248,-2.385945917293429,17.838211059570312,0.2,0.44196534156799316,1100,0.18956222,0.5583038330078125,122.23012900650501,-0.011483101982594234,0.7374768257141113,0.001
112,4783,767,222.6097687482834,3670016,-2.37195626758039,20.781089782714844,0.2,0.4392440915107727,1110,0.12512466,0.491290283203125,174.93549146056176,-0.018634553335141392,0.6834355890750885,0.001
113,4837,765,165.34390676021576,3702784,-2.350858322158456,26.862638473510742,0.2,0.43476414680480957,1120,0.13708892,0.5105682373046875,179.14827150702476,-0.018684617950202664,0.7056972682476044,0.001
114,4885,764,208.0243043899536,3735552,-2.3121499709784983,28.720779418945312,0.2,0.4318990111351013,1130,0.12224312,0.4987030029296875,169.03350821733474,-0.021198524325154722,0.7512045502662659,0.001
115,4933,763,177.8075635433197,3768320,-2.291934040561318,21.58172607421875,0.2,0.43127596378326416,1140,0.14933905,0.5082855224609375,171.0073662340641,-0.018869797884690342,0.735076367855072,0.001
116,4982,762,169.55268079042435,3801088,-2.286305398866534,22.538782119750977,0.2,0.4309568703174591,1150,0.16625752,0.5398681640625,148.8719148874283,-0.016317490863002604,0.7145574688911438,0.001
117,5031,761,239.59142220020294,3833856,-2.2861211907118557,18.340246200561523,0.2,0.43078377842903137,1160,0.16986233,0.5357574462890625,146.39140382409096,-0.017045760576365865,0.7292878925800323,0.001
118,5081,760,170.69138026237488,3866624,-2.2653808198869227,19.967281341552734,0.2,0.42635828256607056,1170,0.13871786,0.5265838623046875,158.1995986044407,-0.01791614668109105,0.7472208440303802,0.001
119,5134,759,252.54344141483307,3899392,-2.22958606146276,18.50374412536621,0.2,0.42163795232772827,1180,0.15165082,0.5348480224609375,151.8118366062641,-0.01846435760962777,0.7400227785110474,0.001
120,5184,758,187.5762858390808,3932160,-2.1882194679230453,17.472517013549805,0.2,0.4192788004875183,1190,0.18349491,0.569512939453125,126.24881004095077,-0.013024614964524516,0.750508263707161,0.001
121,5233,757,200.54355067014694,3964928,-2.1868866492062806,25.109886169433594,0.2,0.4198145866394043,1200,0.17990285,0.566986083984375,144.18721320331096,-0.01376877907605376,0.746399462223053,0.001
122,5282,756,143.19495630264282,3997696,-2.1624978989362718,18.410953521728516,0.2,0.41856491565704346,1210,0.1578272,0.5469024658203125,137.6499087303877,-0.018499355423409726,0.7526814341545105,0.001
123,5332,755,268.0091452598572,4030464,-2.1533520855009556,22.508403778076172,0.2,0.4148784875869751,1220,0.18436053,0.54520263671875,139.07068326175212,-0.016999869186838622,0.7491243481636047,0.001
124,5382,754,174.81696224212646,4063232,-2.129378518462181,23.32262420654297,0.2,0.4122212529182434,1230,0.14540638,0.528485107421875,159.24413905739783,-0.01743822289427044,0.7419803738594055,0.001
125,5432,753,164.05140095949173,4096000,-2.111115218326449,34.073829650878906,0.2,0.4118676781654358,1240,0.13789405,0.50345458984375,209.67498876452447,-0.019065277111076286,0.6929697692394257,0.001
126,5484,752,167.84092938899994,4128768,-2.1041564352810385,29.703266143798828,0.2,0.4103427529335022,1250,0.1721991,0.531732177734375,175.9818809390068,-0.016850795475329507,0.7455548644065857,0.001
127,5535,751,301.0456418991089,4161536,-2.097214013710618,31.319860458374023,0.2,0.41020792722702026,1260,0.14961097,0.522479248046875,193.71023759245872,-0.018818578206264647,0.7479056119918823,0.001
128,5587,750,287.5146105289459,4194304,-2.0695953097194435,43.45296096801758,0.2,0.4070020318031311,1270,0.16128302,0.5263336181640625,216.49442281126977,-0.01522360785784258,0.6986776888370514,0.001
129,5638,749,279.5546373128891,4227072,-2.0524900548160074,22.42538833618164,0.2,0.40565353631973267,1280,0.16251254,0.5450103759765625,186.33213356733322,-0.016866519233008147,0.7264707982540131,0.001
130,5690,748,190.6598755121231,4259840,-2.0260119408369066,22.66942596435547,0.2,0.4026504158973694,1290,0.17791018,0.5378326416015625,172.26822033524513,-0.017157702474287363,0.7551373690366745,0.001
131,5743,747,209.9745715856552,4292608,-2.0180682610720395,24.27059555053711,0.2,0.4004676640033722,1300,0.18606706,0.5707977294921875,156.1250391423702,-0.014006193892782903,0.750199943780899,0.001
132,5796,746,201.61932957172394,4325376,-1.98655447922647,28.659473419189453,0.2,0.3986279368400574,1310,0.16291416,0.5363616943359375,196.58855262994766,-0.018727487922296858,0.7422429919242859,0.001
133,5848,745,212.61647009849548,4358144,-1.9609123354777693,24.143722534179688,0.2,0.39712536334991455,1320,0.15577877,0.5558502197265625,208.14675409197807,-0.01586481932827155,0.7249606549739838,0.001
134,5900,744,248.67544841766357,4390912,-1.9444205136969686,20.669330596923828,0.2,0.39435821771621704,1330,0.16473791,0.5456756591796875,181.02513300180436,-0.01753185241650499,0.7055984139442444,0.001
135,5952,743,207.7198280096054,4423680,-1.9271646758541465,58.94876480102539,0.2,0.39219149947166443,1340,0.24278392,0.5810302734375,192.6114226102829,-0.011648152860288974,0.6835627853870392,0.001
136,6004,742,230.66657829284668,4456448,-1.9009529162198304,24.614097595214844,0.2,0.39023879170417786,1350,0.14604539,0.5310333251953125,204.77475427389146,-0.018111610485357234,0.7471428513526917,0.001
137,6056,741,181.8570442199707,4489216,-1.911980194412172,23.37236976623535,0.2,0.3914215862751007,1360,0.17512588,0.55560302734375,169.93620365858078,-0.016681872208209825,0.743683785200119,0.001
138,6115,739,164.0768028497696,4521984,-1.9077408837154508,23.606935501098633,0.2,0.3913007974624634,1370,0.1693132,0.5383880615234375,181.61299272179605,-0.016512275131026398,0.7290220558643341,0.001
139,6172,737,246.66336369514465,4554752,-1.9026148617267609,24.921751022338867,0.2,0.3888981342315674,1380,0.16694123,0.569451904296875,192.48047143816947,-0.014944240841941792,0.7363163828849792,0.001
140,6236,735,187.4159972667694,4587520,-1.8641642594709993,61.832481384277344,0.2,0.38499051332473755,1390,0.19074637,0.5642578125,215.9472346186638,-0.01671487543717376,0.7230381071567535,0.001
141,6296,733,261.3994834423065,4620288,-1.8413266418501735,39.873741149902344,0.2,0.3851589858531952,1400,0.20830467,0.5912322998046875,171.10412328839303,-0.01183314715672168,0.7155197858810425,0.001
142,6354,732,214.64344203472137,4653056,-1.8492808621376753,23.022340774536133,0.2,0.38468828797340393,1410,0.18800877,0.581787109375,182.1288932800293,-0.013656354436534457,0.7173193991184235,0.001
