time/iterations,time/fps,time/time_elapsed,time/total_timesteps,rew_vec_envs,train/approx_kl,train/loss,train/value_loss,train/clip_range,train/policy_gradient_loss,train/std,train/explained_variance,train/entropy_loss,train/clip_fraction,train/learning_rate,train/n_updates
46,592,2545,1507328,49.51474803686142,0.019423679,47.61598205566406,434.9372820973396,0.2,-0.007788152171633556,0.8430113792419434,0.6055423319339752,-4.977377058565617,0.1894561767578125,0.001,450
47,594,2588,1540096,149.4096655845642,0.031815708,70.62709045410156,264.24339285492897,0.2,-0.005112803265365074,0.841904878616333,0.6718461811542511,-4.973276784271002,0.273876953125,0.001,460
48,597,2632,1572864,139.12657046318054,0.025897527,52.53834915161133,289.36832574605944,0.2,-0.0058856798234046435,0.8401902318000793,0.6583537459373474,-4.9644387640059,0.248455810546875,0.001,470
49,599,2676,1605632,107.99381732940674,0.026684348,28.57538604736328,343.65279268622396,0.2,-0.007922812696415349,0.8360491991043091,0.6884444952011108,-4.954303879290819,0.2552093505859375,0.001,480
50,602,2720,1638400,55.92756390571594,0.026486263,205.06517028808594,398.9124638915062,0.2,-0.006821937076165341,0.8347261548042297,0.6622852087020874,-4.936015762388706,0.233172607421875,0.001,490
51,604,2763,1671168,112.52320352196693,0.031799793,83.86132049560547,348.98892906904223,0.2,-0.0055291774315264774,0.8294841051101685,0.6394295692443848,-4.9226654633879665,0.265716552734375,0.001,500
52,606,2809,1703936,123.94781984388828,0.02952262,50.49245071411133,279.7330427825451,0.2,-0.00402890362238395,0.8228697776794434,0.64984530210495,-4.889127442985773,0.2848358154296875,0.001,510
53,608,2854,1736704,125.60611057281494,0.024750363,85.78130340576172,395.6956961393356,0.2,-0.007836517999749049,0.8228136301040649,0.5908583998680115,-4.879438461363316,0.2181182861328125,0.001,520
54,610,2899,1769472,68.01271975040436,0.024546271,46.16830825805664,340.5896619081497,0.2,-0.005836817439922015,0.8193660974502563,0.5737920701503754,-4.862582644075156,0.25230712890625,0.001,530
55,612,2944,1802240,186.82057130336761,0.025741514,210.09085083007812,463.6636036157608,0.2,-0.00844285175371624,0.8165144324302673,0.603766143321991,-4.854049256443977,0.2041778564453125,0.001,540
56,613,2990,1835008,127.82892352342606,0.026127132,74.30728149414062,419.39486368894575,0.2,-0.0075190552714047955,0.8110083937644958,0.6482905149459839,-4.8231128342449665,0.22882080078125,0.001,550
57,615,3036,1867776,95.63296777009964,0.02256288,60.859439849853516,436.63229809999467,0.2,-0.008794112852046964,0.8075731992721558,0.635114461183548,-4.810798840224743,0.2234710693359375,0.001,560
58,616,3082,1900544,69.50838813185692,0.02318767,68.83768463134766,440.53392508029935,0.2,-0.008508345615882717,0.7989697456359863,0.6080262959003448,-4.775961518287659,0.2448028564453125,0.001,570
59,617,3128,1933312,93.48384138941765,0.03254856,93.58685302734375,407.3670743703842,0.2,-0.005308041920216056,0.7982904314994812,0.6101123094558716,-4.76436893120408,0.2764556884765625,0.001,580
60,619,3174,1966080,160.73454481363297,0.020917635,95.22647857666016,485.8449311494827,0.2,-0.00752740364841884,0.7918983697891235,0.645289957523346,-4.738946335762739,0.2155029296875,0.001,590
61,620,3221,1998848,195.33788692951202,0.025718201,146.9221649169922,403.26045817136765,0.2,-0.007343022792701959,0.787872314453125,0.602671891450882,-4.712104340642691,0.2574859619140625,0.001,600
62,621,3267,2031616,272.66671669483185,0.022820953,264.93829345703125,538.0497252702713,0.2,-0.007958889866858953,0.7848376035690308,0.5472410321235657,-4.6850025951862335,0.253887939453125,0.001,610
63,623,3312,2064384,211.42123126983643,0.025876073,117.27423858642578,542.1985106945037,0.2,-0.005828712896618527,0.783449649810791,0.5786938667297363,-4.680542037636042,0.2486175537109375,0.001,620
64,623,3361,2097152,227.59168434143066,0.026622996,150.4841766357422,477.40752607584,0.2,-0.006941841195657617,0.7848365306854248,0.5945123136043549,-4.684458449482918,0.257611083984375,0.001,630
65,624,3409,2129920,229.80876803398132,0.025314625,224.24269104003906,572.1694508314133,0.2,-0.007855257342089316,0.7803014516830444,0.5853755474090576,-4.669348242878914,0.2406280517578125,0.001,640
66,625,3460,2162688,271.8629725575447,0.03068151,121.31322479248047,530.1646715402603,0.2,-0.0059536921409744535,0.7782122492790222,0.5677827894687653,-4.656219673901797,0.2761260986328125,0.001,650
67,625,3509,2195456,208.57437372207642,0.023644034,367.9722900390625,637.1171562671661,0.2,-0.008983742556301877,0.7730886936187744,0.5800449550151825,-4.640672089159489,0.2193145751953125,0.001,660
68,625,3560,2228224,211.16920375823975,0.032496233,125.16897583007812,443.3957785725594,0.2,-0.005116605090734083,0.7694293260574341,0.5387974679470062,-4.615062066167593,0.301434326171875,0.001,670
69,626,3609,2260992,197.68545150756836,0.027058614,166.2619171142578,651.0945729970932,0.2,-0.007271577676510788,0.7645626068115234,0.5379495024681091,-4.58991052955389,0.24921875,0.001,680
70,626,3658,2293760,285.80978322029114,0.02702071,137.866943359375,544.8785709619522,0.2,-0.006796320181456395,0.7583268880844116,0.5657639801502228,-4.56022327542305,0.2590362548828125,0.001,690
71,627,3710,2326528,173.96583622694016,0.021449689,153.9710693359375,774.3404008626937,0.2,-0.007982553085821565,0.7507485747337341,0.5374688506126404,-4.524265149235726,0.2235504150390625,0.001,700
72,627,3761,2359296,262.55903643369675,0.02630885,274.2740173339844,702.9331495285035,0.2,-0.009509947708647815,0.7451578378677368,0.4960467219352722,-4.491852807253599,0.2473846435546875,0.001,710
73,626,3815,2392064,244.49960827827454,0.026484644,124.04159545898438,570.1909644126893,0.2,-0.008865654611145145,0.7424269318580627,0.5485700368881226,-4.470819456875324,0.24993896484375,0.001,720
74,627,3862,2424832,212.0967003107071,0.027081592,285.3770751953125,659.0511232852936,0.2,-0.008475575003103586,0.736035943031311,0.6122912168502808,-4.443428451567888,0.2544952392578125,0.001,730
75,628,3912,2457600,222.68333864212036,0.026314098,93.18769073486328,622.5997610569,0.2,-0.008199770784995054,0.7334776520729065,0.5321987569332123,-4.421821489930153,0.2673553466796875,0.001,740
76,628,3964,2490368,280.337673664093,0.02702088,234.91299438476562,742.529965877533,0.2,-0.009224486887615058,0.7294793128967285,0.6099810302257538,-4.394238742440939,0.2312591552734375,0.001,750
77,628,4015,2523136,181.16056525707245,0.0261548,260.60589599609375,747.447335100174,0.2,-0.00853299721638905,0.7253478169441223,0.582490086555481,-4.375427258759737,0.2426300048828125,0.001,760
78,629,4061,2555904,161.54112082719803,0.026924128,127.40900421142578,669.3863321781158,0.2,-0.00889171894195897,0.7223210334777832,0.5676633417606354,-4.3536192432045935,0.25565185546875,0.001,770
79,629,4114,2588672,314.1706290245056,0.026387095,239.00961303710938,619.4611520767212,0.2,-0.007436720933037577,0.7150148153305054,0.6005942225456238,-4.320207534730434,0.276043701171875,0.001,780
80,629,4166,2621440,191.99690890312195,0.028787937,215.9717559814453,798.6453268527985,0.2,-0.008373358033350087,0.7126341462135315,0.5663721561431885,-4.297642519325018,0.258251953125,0.001,790
81,629,4218,2654208,223.95084643363953,0.027731495,168.43246459960938,701.1797432661057,0.2,-0.006373741431525559,0.707329273223877,0.6080990433692932,-4.268474599719047,0.2595916748046875,0.001,800
82,628,4272,2686976,172.11967277526855,0.028947536,262.1192321777344,749.3709683179856,0.2,-0.006742861556267599,0.701557993888855,0.5364943444728851,-4.241273071616888,0.2761993408203125,0.001,810
83,628,4323,2719744,194.04457902908325,0.0310372,190.5021514892578,753.8569743871689,0.2,-0.007261573188225156,0.6984666585922241,0.5550322830677032,-4.210404304414988,0.293829345703125,0.001,820
84,628,4376,2752512,142.43207478523254,0.031094836,483.8446044921875,699.47455368042,0.2,-0.007100949694722658,0.6946337223052979,0.6004669964313507,-4.184499663114548,0.2901519775390625,0.001,830
85,629,4424,2785280,209.3770558834076,0.031101912,226.41429138183594,615.3466322898864,0.2,-0.006232863336481387,0.689153254032135,0.5740181803703308,-4.16498687043786,0.2970611572265625,0.001,840
86,630,4471,2818048,222.36391937732697,0.03355266,76.29692840576172,638.1916623592376,0.2,-0.006538774922955781,0.6856880784034729,0.537134975194931,-4.144072563201189,0.305828857421875,0.001,850
87,631,4517,2850816,265.92487347126007,0.039081514,126.46932983398438,584.4021503925323,0.2,-0.006064024466104457,0.6820432543754578,0.5807680487632751,-4.123647828400135,0.3121795654296875,0.001,860
88,631,4565,2883584,199.44057703018188,0.03659489,116.95479583740234,567.062459897995,0.2,-0.006370684734065435,0.6818735599517822,0.5738610029220581,-4.1092825278639795,0.3145233154296875,0.001,870
89,632,4613,2916352,175.9317274093628,0.038166042,96.34431457519531,573.2574776172638,0.2,-0.005609541657759109,0.6809129118919373,0.6116663217544556,-4.103075958043337,0.3154022216796875,0.001,880
90,632,4662,2949120,136.26201128959656,0.03155763,128.4114990234375,619.9263559103013,0.2,-0.007973630206470262,0.6780964732170105,0.6404301226139069,-4.098269625008106,0.278131103515625,0.001,890
91,632,4714,2981888,202.1394236087799,0.033866853,236.2579803466797,636.126504611969,0.2,-0.00916527486697305,0.6749664545059204,0.652532547712326,-4.081548196077347,0.2842193603515625,0.001,900
92,632,4764,3014656,330.804566860199,0.036098972,203.506591796875,662.8413588523865,0.2,-0.008900417316908715,0.6719629764556885,0.6488656997680664,-4.061548038572073,0.2964813232421875,0.001,910
93,632,4819,3047424,224.06730169057846,0.035951294,180.6845703125,632.9388308048249,0.2,-0.006455778808958712,0.6717321276664734,0.6334628164768219,-4.052120612561703,0.3101593017578125,0.001,920
94,632,4872,3080192,186.90757083892822,0.035824172,243.08876037597656,603.6064286947251,0.2,-0.005743884462572168,0.6683943867683411,0.5888683497905731,-4.036171685159206,0.3209442138671875,0.001,930
95,631,4927,3112960,222.45612168312073,0.035681665,158.863525390625,581.8671311616897,0.2,-0.007960142937372438,0.6679998636245728,0.609801322221756,-4.032607884705067,0.2683502197265625,0.001,940
96,630,4985,3145728,281.4624810218811,0.04201731,164.7417449951172,548.6030413389205,0.2,-0.006673150437200093,0.6646219491958618,0.6040163040161133,-4.031624751538038,0.3105560302734375,0.001,950
97,629,5045,3178496,349.96493089199066,0.028218519,272.3406066894531,779.1126318454742,0.2,-0.008126259837081307,0.6630879044532776,0.5961721837520599,-4.008510350063443,0.2788482666015625,0.001,960
98,629,5103,3211264,193.55153226852417,0.034330137,271.2429504394531,722.2637575626374,0.2,-0.008323448481314699,0.6589071750640869,0.6124570667743683,-3.982503578066826,0.305108642578125,0.001,970
99,628,5159,3244032,250.72341293096542,0.030659394,365.39788818359375,741.7993747472763,0.2,-0.005473545333370566,0.6575626730918884,0.566668689250946,-3.9771454613655806,0.312982177734375,0.001,980
100,627,5219,3276800,305.22573363780975,0.036990646,158.19972229003906,653.3806116580963,0.2,-0.0060446888004662466,0.6536074280738831,0.6080575883388519,-3.9548468228429554,0.3185791015625,0.001,990
101,627,5277,3309568,351.61169469356537,0.03247377,184.44290161132812,848.5611180305481,0.2,-0.007203777764516417,0.6526569128036499,0.5804284811019897,-3.947187540307641,0.2795806884765625,0.001,1000
102,626,5334,3342336,274.04843950271606,0.031863607,255.62774658203125,691.5087374687195,0.2,-0.007242385526478756,0.6497071981430054,0.6168008148670197,-3.9328058551996947,0.294708251953125,0.001,1010
103,625,5393,3375104,276.78883051872253,0.03982196,229.24615478515625,642.6296618938446,0.2,-0.00799911503927433,0.6473894119262695,0.6328887939453125,-3.908155383169651,0.3190216064453125,0.001,1020
104,624,5453,3407872,185.69074964523315,0.03128552,295.9306640625,842.6449865818024,0.2,-0.008097062337037641,0.6449301242828369,0.5805308818817139,-3.900390488281846,0.2772735595703125,0.001,1030
105,623,5516,3440640,333.6023335456848,0.036930427,312.1238098144531,759.505100774765,0.2,-0.008843167433224153,0.6433496475219727,0.6000162959098816,-3.8894068486988544,0.287103271484375,0.001,1040
106,623,5574,3473408,313.2142051458359,0.029485945,358.01275634765625,876.402027130127,0.2,-0.009066637004434597,0.6412744522094727,0.5756696164608002,-3.8747463312000034,0.273822021484375,0.001,1050
107,622,5632,3506176,248.71884775161743,0.037203453,180.89068603515625,651.6410580158233,0.2,-0.004911869397983537,0.6396240592002869,0.5629770457744598,-3.853879749774933,0.344500732421875,0.001,1060
108,621,5692,3538944,401.6693296432495,0.035795934,191.9996337890625,760.5500803709031,0.2,-0.008539480918989284,0.637230634689331,0.5943345427513123,-3.846221014484763,0.2981903076171875,0.001,1070
109,620,5751,3571712,175.24930280447006,0.034911804,236.30303955078125,802.0210029125213,0.2,-0.009183863254293101,0.6318740248680115,0.5566340386867523,-3.83067824319005,0.2841796875,0.001,1080
110,620,5811,3604480,231.3927390575409,0.04128591,109.09078979492188,671.4237012386322,0.2,-0.006641908159508603,0.6335024237632751,0.6213527619838715,-3.815720451250672,0.32967529296875,0.001,1090
111,619,5873,3637248,245.3418949842453,0.03485997,164.50991821289062,604.8110705852508,0.2,-0.006482844748097705,0.631173312664032,0.6281768679618835,-3.8110930640250444,0.3167877197265625,0.001,1100
112,618,5934,3670016,282.50906616449356,0.038650554,156.7439422607422,724.2187927484513,0.2,-0.006458821878914023,0.62875896692276,0.6033949851989746,-3.7827147640287877,0.3487823486328125,0.001,1110
113,617,5998,3702784,298.13250690698624,0.033768285,283.544921875,702.5586643695831,0.2,-0.005675511485605966,0.6270681619644165,0.6043576598167419,-3.779509526118636,0.3246429443359375,0.001,1120
114,615,6065,3735552,335.602255821228,0.035035834,207.77740478515625,676.2204330682755,0.2,-0.007438296279360657,0.6242951154708862,0.6480278968811035,-3.7590207647532226,0.316326904296875,0.001,1130
115,614,6129,3768320,327.515531539917,0.037051007,190.96072387695312,765.8335530281067,0.2,-0.006075497770507354,0.6212766766548157,0.547624945640564,-3.751980936154723,0.339862060546875,0.001,1140
116,613,6194,3801088,358.229514837265,0.04185602,319.5018310546875,807.1950886964798,0.2,-0.007573224739462603,0.6153815984725952,0.5285001695156097,-3.7168029684573414,0.3433746337890625,0.001,1150
117,612,6259,3833856,323.0241650342941,0.045134123,427.5636901855469,831.8513167381286,0.2,-0.008441181027592393,0.6146714687347412,0.523663729429245,-3.696312962472439,0.320257568359375,0.001,1160
118,611,6321,3866624,339.70276522636414,0.02992433,380.4879150390625,1009.4225904941559,0.2,-0.011010360184445744,0.6110403537750244,0.5589202642440796,-3.680641929060221,0.26846923828125,0.001,1170
119,610,6382,3899392,331.5834090709686,0.03975996,233.69520568847656,754.6873259305954,0.2,-0.005839823056157911,0.6079391837120056,0.6397930085659027,-3.655203327164054,0.3420013427734375,0.001,1180
120,610,6446,3932160,340.6566905975342,0.03729228,343.6737365722656,745.8635135650635,0.2,-0.00690142825806106,0.6072126626968384,0.6098551452159882,-3.6522934772074223,0.3258392333984375,0.001,1190
121,609,6505,3964928,331.86803509294987,0.041049227,147.7189483642578,736.3682318925858,0.2,-0.007811481069802539,0.6071375608444214,0.5788827538490295,-3.6436951115727423,0.336859130859375,0.001,1200
122,609,6562,3997696,335.0490970611572,0.04091476,258.7811584472656,781.0516177177429,0.2,-0.004724433595765731,0.604218602180481,0.5943138599395752,-3.6307785101234913,0.3567047119140625,0.001,1210
123,608,6622,4030464,226.7602252960205,0.040617973,251.34861755371094,839.6916756391525,0.2,-0.00993286545162846,0.6022570133209229,0.5791880488395691,-3.619867055490613,0.318603515625,0.001,1220
124,607,6685,4063232,324.54471826553345,0.036931947,181.2963409423828,842.9983880996704,0.2,-0.008759129505051533,0.5995277762413025,0.602443128824234,-3.598086379095912,0.3308868408203125,0.001,1230
125,607,6745,4096000,311.4100503921509,0.042925924,312.7752380371094,810.1974815130234,0.2,-0.005096665769451647,0.5975673198699951,0.5592598021030426,-3.5782348196953535,0.367230224609375,0.001,1240
126,606,6807,4128768,467.89021348953247,0.043376565,357.3445739746094,767.4698429584503,0.2,-0.007532148508471437,0.5957618355751038,0.5863142013549805,-3.579070868343115,0.3327911376953125,0.001,1250
127,605,6874,4161536,495.6015434265137,0.041117165,220.23513793945312,833.5465983629226,0.2,-0.00660228981214459,0.5960642099380493,0.5026775002479553,-3.561267964914441,0.343450927734375,0.001,1260
128,604,6939,4194304,265.6468967497349,0.038671903,229.48939514160156,956.3884838581085,0.2,-0.009394109310233035,0.5943493843078613,0.5190227329730988,-3.562828341498971,0.313995361328125,0.001,1270
129,603,7003,4227072,387.20673656463623,0.04402691,211.2065887451172,878.2747098445892,0.2,-0.007815935643520788,0.5939675569534302,0.5535659193992615,-3.5538467109203338,0.3488616943359375,0.001,1280
130,602,7067,4259840,404.4618110656738,0.043600835,261.55279541015625,898.3383112192154,0.2,-0.009793658848502673,0.5907535552978516,0.5714904069900513,-3.5379188381135465,0.3270538330078125,0.001,1290
131,601,7131,4292608,321.99582052230835,0.03867278,160.66868591308594,871.9545258045197,0.2,-0.005986177506201784,0.5900208353996277,0.5445981025695801,-3.5212408106774093,0.3290740966796875,0.001,1300
132,601,7194,4325376,457.69622898101807,0.04967818,312.36651611328125,767.7606382608413,0.2,-0.007258634454410639,0.5905871391296387,0.5354173481464386,-3.527793186530471,0.3624267578125,0.001,1310
133,600,7257,4358144,321.98327255249023,0.048143953,368.05352783203125,824.5000007867814,0.2,-0.0064263906086125646,0.5878344178199768,0.54776331782341,-3.5283977296203375,0.351446533203125,0.001,1320
134,599,7323,4390912,381.6061887741089,0.050180778,160.2413787841797,767.7659696340561,0.2,-0.003684901935412199,0.5858112573623657,0.4984932541847229,-3.49571931399405,0.3842529296875,0.001,1330
135,598,7387,4423680,371.4842457771301,0.051485777,237.97596740722656,793.0786980867385,0.2,-0.009083805821137502,0.5820945501327515,0.5157513618469238,-3.4848459217697383,0.342938232421875,0.001,1340
136,597,7452,4456448,383.8054621219635,0.05002299,282.9897766113281,818.3314305782318,0.2,-0.007830057447063155,0.5801811218261719,0.5299273431301117,-3.467279629409313,0.347314453125,0.001,1350
137,597,7516,4489216,349.363801240921,0.051807195,246.64410400390625,800.1213834762573,0.2,-0.004190522285716725,0.5787016153335571,0.5707603991031647,-3.4498022962361574,0.3699951171875,0.001,1360
138,596,7583,4521984,366.8140678405762,0.04186309,243.67825317382812,741.257744383812,0.2,-0.008482140331761912,0.577543318271637,0.544145792722702,-3.4397499483078717,0.3508087158203125,0.001,1370
139,595,7646,4554752,314.49187564849854,0.035930995,212.55226135253906,977.760580587387,0.2,-0.01031015609005408,0.5771968364715576,0.5755387842655182,-3.4303689163178204,0.3037445068359375,0.001,1380
140,594,7712,4587520,310.643878698349,0.04622775,262.4565734863281,829.1962152004241,0.2,-0.007285408629104495,0.5752538442611694,0.5048788487911224,-3.423311509564519,0.3633331298828125,0.001,1390
141,594,7775,4620288,305.03796434402466,0.047933906,263.84161376953125,740.0021377086639,0.2,-0.0057098842451523526,0.5739542841911316,0.5141573548316956,-3.413433449342847,0.381146240234375,0.001,1400
142,593,7841,4653056,341.2130436897278,0.048912328,223.38453674316406,771.0590157270432,0.2,-0.0061667830723308725,0.574023962020874,0.5351869165897369,-3.4059036202728747,0.360797119140625,0.001,1410
143,592,7911,4685824,299.6383557319641,0.046763957,298.3098449707031,792.6883299350739,0.2,-0.004870655949707725,0.5746655464172363,0.535234808921814,-3.4098089199513195,0.3602386474609375,0.001,1420
