time/iterations,time/fps,time/time_elapsed,time/total_timesteps,rew_vec_envs,train/approx_kl,train/loss,train/value_loss,train/clip_range,train/policy_gradient_loss,train/std,train/explained_variance,train/entropy_loss,train/clip_fraction,train/learning_rate,train/n_updates
144,591,7981,4718592,367.516441822052,0.046427883,230.98973083496094,759.6973277568817,0.2,-0.007983082446298796,0.5737574100494385,0.55410236120224,-3.408400671184063,0.37357177734375,0.001,1430
145,590,8048,4751360,419.32161712646484,0.048698302,166.42578125,690.0699343919754,0.2,-0.006459241254196968,0.5746667385101318,0.5282762944698334,-3.408954667672515,0.38441162109375,0.001,1440
146,589,8111,4784128,335.95253153145313,0.10192764,233.93968200683594,924.0183180332184,0.2,-0.007784391664608847,0.5719242691993713,0.5549809634685516,-3.398695147782564,0.3390167236328125,0.001,1450
147,589,8177,4816896,434.13510966300964,0.05072425,272.00128173828125,800.4801459550857,0.2,-0.006098529379232787,0.5698157548904419,0.5900385677814484,-3.385304582491517,0.378369140625,0.001,1460
148,588,8245,4849664,380.92674046754837,0.043297928,270.6901550292969,930.7003089666366,0.2,-0.009735895895937574,0.5667389631271362,0.5218796133995056,-3.3624049693346025,0.329443359375,0.001,1470
149,587,8311,4882432,363.708791911602,0.0478775,386.53509521484375,865.7424971580506,0.2,-0.00902497257120558,0.5643144845962524,0.6030537784099579,-3.343192448467016,0.3392974853515625,0.001,1480
150,586,8379,4915200,406.542197227478,0.05276051,213.32229614257812,779.3977337121963,0.2,-0.006795064384277794,0.5608406066894531,0.5698519349098206,-3.311164494231343,0.38406982421875,0.001,1490
151,585,8446,4947968,331.64516627788544,0.043967348,283.2154846191406,743.8252408266068,0.2,-0.007226776237075683,0.5594832897186279,0.5717113316059113,-3.309887545183301,0.367193603515625,0.001,1500
152,584,8515,4980736,335.3032600879669,0.04587364,198.589111328125,825.5504068374634,0.2,-0.0066038961624144575,0.557145357131958,0.5175250172615051,-3.295804777368903,0.36881103515625,0.001,1510
153,584,8580,5013504,282.31502616405487,0.044962663,260.8354797363281,852.8319331645965,0.2,-0.0103098111867439,0.5546019673347473,0.49377626180648804,-3.28035897873342,0.3548187255859375,0.001,1520
154,583,8652,5046272,367.2363877296448,0.053438753,253.2376708984375,729.9313460588455,0.2,-0.0082802558230469,0.5525412559509277,0.5063407123088837,-3.254279785603285,0.382965087890625,0.001,1530
155,582,8719,5079040,354.6426285505295,0.047995005,137.52395629882812,771.725918006897,0.2,-0.008436173801965197,0.5500643253326416,0.5798672139644623,-3.2364265762269495,0.3654876708984375,0.001,1540
156,581,8795,5111808,415.7036933898926,0.050825898,187.886474609375,738.3954185962677,0.2,-0.008412535093157203,0.5479836463928223,0.46840792894363403,-3.218364528939128,0.392633056640625,0.001,1550
157,580,8868,5144576,319.0819345712662,0.04721342,412.4546203613281,820.2040435314178,0.2,-0.01009230404815753,0.5470716953277588,0.5329515635967255,-3.2179836399853228,0.354656982421875,0.001,1560
158,579,8935,5177344,271.37468230724335,0.048060637,103.14579010009766,783.7850322723389,0.2,-0.008316959670264624,0.545748770236969,0.47715526819229126,-3.210309773683548,0.3789825439453125,0.001,1570
159,578,9003,5210112,319.50259828567505,0.044521183,347.9046936035156,851.7140368461609,0.2,-0.009907584084066912,0.544074535369873,0.4835687279701233,-3.1987815894186498,0.348345947265625,0.001,1580
160,578,9070,5242880,251.74558222293854,0.043288447,232.32919311523438,758.7488160610199,0.2,-0.010050674918966251,0.5445610284805298,0.5069007277488708,-3.1925032164901497,0.362054443359375,0.001,1590
161,577,9141,5275648,301.7995792031288,0.04507174,143.5541534423828,767.9346113920212,0.2,-0.008889833487774012,0.5411376357078552,0.5520969927310944,-3.1867210153490304,0.3683197021484375,0.001,1600
162,576,9205,5308416,291.62001967430115,0.0482025,418.56036376953125,785.6270870447158,0.2,-0.007938814569206443,0.5392622947692871,0.5720635950565338,-3.167463690787554,0.3642303466796875,0.001,1610
163,575,9273,5341184,408.6329996585846,0.046591178,288.2777404785156,828.4216265201569,0.2,-0.009207400224477169,0.5368584394454956,0.568652331829071,-3.1615931767970324,0.3665679931640625,0.001,1620
164,575,9343,5373952,357.05102372169495,0.0420703,195.5085906982422,933.7076687812805,0.2,-0.010572133526147809,0.5332047939300537,0.5707442760467529,-3.123609823361039,0.3509735107421875,0.001,1630
165,574,9410,5406720,267.6816244125366,0.05732636,161.6571807861328,759.5087184906006,0.2,-0.006197382050959277,0.5329096913337708,0.5320464670658112,-3.1162734769284723,0.4186248779296875,0.001,1640
166,573,9478,5439488,338.09099304676056,0.03881738,208.2357635498047,873.3407662391662,0.2,-0.01222761481112684,0.5299519300460815,0.6143761873245239,-3.1042772982269526,0.342822265625,0.001,1650
167,573,9543,5472256,296.93748211860657,0.04225447,199.9467010498047,908.836085510254,0.2,-0.011610381957143544,0.5255333781242371,0.5846723020076752,-3.070006652921438,0.3272613525390625,0.001,1660
168,572,9611,5505024,421.8686204254627,0.05085116,164.58334350585938,771.4410261631012,0.2,-0.008524344636316527,0.5248148441314697,0.5456566512584686,-3.059276723489165,0.3782745361328125,0.001,1670
169,572,9678,5537792,249.6137933731079,0.04455892,280.4477844238281,882.6566294193268,0.2,-0.009088176750810816,0.5224660634994507,0.5935316681861877,-3.0360671788454057,0.35936279296875,0.001,1680
170,571,9746,5570560,421.8892159461975,0.04966853,310.7033996582031,846.0499847412109,0.2,-0.008412646227588994,0.5214797258377075,0.5360825657844543,-3.028876282647252,0.38056640625,0.001,1690
171,570,9814,5603328,277.38955318927765,0.047750007,240.75169372558594,885.8592062950135,0.2,-0.010548118081715074,0.519237220287323,0.5328973829746246,-3.0168119557201862,0.3656646728515625,0.001,1700
172,570,9881,5636096,328.4583373069763,0.055629622,149.92994689941406,711.3799353122711,0.2,-0.008328286218966242,0.5186169743537903,0.5410990715026855,-3.0099009118974207,0.3923919677734375,0.001,1710
173,569,9952,5668864,384.6666005849838,0.04816476,282.0626525878906,945.9558923721313,0.2,-0.010115721572947222,0.5176575183868408,0.5981070399284363,-2.9959306538105013,0.33953857421875,0.001,1720
174,568,10021,5701632,314.53049874305725,0.058699004,192.3602752685547,798.7718980312347,0.2,-0.008649613360830699,0.515556812286377,0.5490608215332031,-2.9872196562588216,0.39464111328125,0.001,1730
175,568,10089,5734400,288.2800726592541,0.04675602,193.542236328125,914.7362673044205,0.2,-0.011366007517426623,0.5152482390403748,0.5487992465496063,-2.9750169910490514,0.353656005859375,0.001,1740
176,567,10159,5767168,328.6082515716553,0.05242712,253.92735290527344,872.9746172428131,0.2,-0.004001274958136491,0.5140472650527954,0.5660495162010193,-2.9747432548552752,0.3980621337890625,0.001,1750
177,567,10228,5799936,357.5868763923645,0.050789833,221.03549194335938,845.3014044046402,0.2,-0.009050790644687367,0.5169187784194946,0.4855719208717346,-2.979343593493104,0.3965667724609375,0.001,1760
178,566,10297,5832704,404.7388548851013,0.048522122,257.5264892578125,871.4393435239792,0.2,-0.01078694593234104,0.5170133709907532,0.46959811449050903,-2.994054779037833,0.3506744384765625,0.001,1770
179,565,10368,5865472,538.122799873352,0.051007092,270.7175598144531,781.8914319038391,0.2,-0.009967284660524456,0.515227735042572,0.5441648364067078,-2.9833440907299518,0.381988525390625,0.001,1780
180,565,10437,5898240,249.2114099264145,0.0465537,491.2230224609375,878.1669864654541,0.2,-0.010616808784470777,0.5142397284507751,0.47002238035202026,-2.973174241557717,0.36112060546875,0.001,1790
181,564,10510,5931008,386.0591735839844,0.046721492,219.9951171875,833.2328666210175,0.2,-0.010267104580270825,0.5137224793434143,0.5767904818058014,-2.9671083863824608,0.36739501953125,0.001,1800
182,563,10585,5963776,463.1676678657532,0.04667916,349.7330627441406,883.2764273166656,0.2,-0.0099150999529229,0.5110710859298706,0.5764123201370239,-2.952844239771366,0.3649200439453125,0.001,1810
183,562,10656,5996544,297.65245163440704,0.05026513,272.97967529296875,823.306351518631,0.2,-0.010076617399317912,0.5078720450401306,0.5038857460021973,-2.9299679435789585,0.3830291748046875,0.001,1820
184,561,10730,6029312,367.637318611145,0.050054,301.76263427734375,770.3278490066529,0.2,-0.011892522189373266,0.5038566589355469,0.5118495225906372,-2.905306701734662,0.387091064453125,0.001,1830
185,561,10802,6062080,401.3890264034271,0.051315196,318.76629638671875,782.6309765815735,0.2,-0.00842468280425237,0.5015617609024048,0.5162480175495148,-2.8761517528444527,0.40948486328125,0.001,1840
186,560,10875,6094848,449.2506604194641,0.048691645,150.8179473876953,796.3291882991791,0.2,-0.010043941714684479,0.5005213618278503,0.548281341791153,-2.861201337724924,0.362103271484375,0.001,1850
187,559,10948,6127616,313.5124524831772,0.04665649,123.69940948486328,868.3765382289887,0.2,-0.010950192156451521,0.4981018900871277,0.5264568626880646,-2.851163577288389,0.37022705078125,0.001,1860
188,558,11024,6160384,415.9010272026062,0.04898779,293.56646728515625,804.6481883049012,0.2,-0.01075631313615304,0.49592921137809753,0.5269095599651337,-2.835165962576866,0.3811309814453125,0.001,1870
189,557,11099,6193152,473.7201385498047,0.04581432,193.1139373779297,897.1670122861863,0.2,-0.011785626105847768,0.4950140118598938,0.575499415397644,-2.819974672421813,0.3647705078125,0.001,1880
190,557,11174,6225920,349.5878896713257,0.048767924,239.32302856445312,864.7016382455826,0.2,-0.01024304263337399,0.4919201731681824,0.5396276414394379,-2.7984884340316056,0.380194091796875,0.001,1890
191,556,11250,6258688,378.58310317993164,0.04621479,257.5549011230469,825.8913549661636,0.2,-0.011823233870018157,0.49022331833839417,0.5212569236755371,-2.7882239934057,0.3763641357421875,0.001,1900
192,555,11328,6291456,466.4960117340088,0.054664046,379.3974609375,867.8080598115921,0.2,-0.01121936502167955,0.4882376492023468,0.5885127782821655,-2.7719513844698667,0.377801513671875,0.001,1910
193,554,11405,6324224,362.51642656326294,0.05157628,343.7875061035156,814.876786494255,0.2,-0.011490183342903037,0.4883759021759033,0.5768675804138184,-2.762031723558903,0.3687103271484375,0.001,1920
194,553,11478,6356992,287.57947158813477,0.053130884,287.572265625,820.7896903276444,0.2,-0.009530055201321375,0.48759132623672485,0.5170199871063232,-2.758953548595309,0.3935302734375,0.001,1930
195,553,11549,6389760,347.1740012168884,0.054199062,200.20632934570312,752.0333454608917,0.2,-0.00966540938043181,0.48622560501098633,0.5215985178947449,-2.748777086287737,0.3984161376953125,0.001,1940
196,552,11622,6422528,212.76391327381134,0.07010445,154.1054229736328,711.7453900814056,0.2,-0.009738918233415461,0.48438259959220886,0.5803812444210052,-2.735294435173273,0.401019287109375,0.001,1950
197,551,11696,6455296,370.27581787109375,0.0527595,337.1038513183594,735.1113570213317,0.2,-0.010492683035408845,0.48473307490348816,0.5761458873748779,-2.7359046008437873,0.383502197265625,0.001,1960
198,551,11772,6488064,282.9414691925049,0.054765902,317.69134521484375,762.5182570457458,0.2,-0.007468320920452243,0.48227283358573914,0.48512983322143555,-2.7329964198172094,0.39014892578125,0.001,1970
199,550,11848,6520832,441.72396898269653,0.048591584,183.30813598632812,797.1558274269104,0.2,-0.012331990753227728,0.4804425835609436,0.5447600781917572,-2.713794221356511,0.3682220458984375,0.001,1980
200,549,11924,6553600,389.5173783302307,0.06630916,203.01339721679688,609.8956644773483,0.2,-0.00515738817230158,0.4806622862815857,0.45041602849960327,-2.7002551898360254,0.4273223876953125,0.001,1990
201,548,12002,6586368,450.7092835903168,0.051009092,195.83248901367188,713.2072216510772,0.2,-0.011453170642562327,0.4782133996486664,0.4887405037879944,-2.695333532243967,0.375469970703125,0.001,2000
202,548,12077,6619136,310.27096223831177,0.048636325,178.2725830078125,811.5235864877701,0.2,-0.011421998787409394,0.47994402050971985,0.5277194678783417,-2.6965581007301807,0.3607452392578125,0.001,2010
203,547,12152,6651904,320.1483941078186,0.056237094,204.02578735351562,629.4371422052384,0.2,-0.008390438064816408,0.47959721088409424,0.5532497465610504,-2.7061195004731418,0.397723388671875,0.001,2020
204,546,12226,6684672,360.37561494112015,0.07110636,214.23687744140625,717.5297038316727,0.2,-0.008517121273325757,0.4803473651409149,0.5176576673984528,-2.701207407191396,0.3995758056640625,0.001,2030
205,546,12302,6717440,296.97450065612793,0.050247367,167.12022399902344,798.8964935541153,0.2,-0.013159445430210326,0.4779430329799652,0.5373906493186951,-2.6938390519469975,0.370538330078125,0.001,2040
206,545,12376,6750208,355.8046655654907,0.047166526,175.01080322265625,727.955379152298,0.2,-0.010728684497371433,0.4757648706436157,0.5125606954097748,-2.6775220561772586,0.37774658203125,0.001,2050
207,544,12451,6782976,314.2607688307762,0.06671247,224.65443420410156,651.6311636924744,0.2,-0.006521926074492512,0.4737507402896881,0.4544687867164612,-2.651954846829176,0.427020263671875,0.001,2060
208,543,12531,6815744,336.24501371383667,0.05380316,269.3872985839844,801.4161442756653,0.2,-0.012601222792363842,0.47169822454452515,0.5267025530338287,-2.640521962568164,0.3703033447265625,0.001,2070
209,543,12610,6848512,326.26422023773193,0.06503717,197.4443359375,623.0391693353653,0.2,-0.007842117391555803,0.47031721472740173,0.5277672111988068,-2.6231317322701218,0.4185272216796875,0.001,2080
210,542,12682,6881280,372.7195711135864,0.04617515,169.93324279785156,761.1317569732666,0.2,-0.010238412878970848,0.46774232387542725,0.5459059774875641,-2.6062430426478387,0.3847137451171875,0.001,2090
211,542,12755,6914048,318.4993824958801,0.047380686,170.1152801513672,718.0943783760071,0.2,-0.011301896968507207,0.4650316536426544,0.592646062374115,-2.574865223839879,0.376239013671875,0.001,2100
212,541,12831,6946816,404.7066855430603,0.052636795,144.01016235351562,749.7998989343644,0.2,-0.011369714121246943,0.4642527997493744,0.5984837412834167,-2.5648707821965218,0.374774169921875,0.001,2110
213,540,12910,6979584,359.3052854537964,0.060568623,221.52117919921875,690.2865020036697,0.2,-0.005918492578348378,0.4619990885257721,0.4870094656944275,-2.5558933380991222,0.4218902587890625,0.001,2120
214,539,12988,7012352,350.3690872192383,0.058745697,149.88182067871094,700.6940213680267,0.2,-0.008892776466018404,0.4598219394683838,0.5617731511592865,-2.531922075152397,0.41787109375,0.001,2130
215,539,13063,7045120,313.2374439239502,0.057429448,242.9449462890625,722.1555305957794,0.2,-0.006741985846747412,0.4568909704685211,0.44795095920562744,-2.514011903852224,0.4152435302734375,0.001,2140
216,538,13138,7077888,379.4661750793457,0.07008259,152.11732482910156,584.6377259016037,0.2,-0.00107951922036591,0.4580537676811218,0.5160983204841614,-2.503367941454053,0.4548095703125,0.001,2150
217,537,13216,7110656,266.30186676979065,0.05867677,181.36651611328125,747.4432398319244,0.2,-0.009562042811012361,0.45741045475006104,0.4726925492286682,-2.5081275280565025,0.400677490234375,0.001,2160
218,537,13292,7143424,336.8387682437897,0.06323578,164.23779296875,687.6027713775635,0.2,-0.007427885911238263,0.45557379722595215,0.5204584002494812,-2.4939891252666713,0.4063629150390625,0.001,2170
219,536,13372,7176192,393.09106159210205,0.072121546,269.1327209472656,698.0057442426681,0.2,-0.008482829073182074,0.45569556951522827,0.5539254248142242,-2.492038218304515,0.393865966796875,0.001,2180
220,536,13446,7208960,381.14447116851807,0.089948535,201.45059204101562,645.9627265453339,0.2,0.0010202508434304035,0.4563456177711487,0.4852771759033203,-2.4895764116197823,0.4606842041015625,0.001,2190
221,535,13525,7241728,360.72332286834717,0.07298891,161.99319458007812,691.9019146442413,0.2,-0.006085236114449799,0.45595604181289673,0.5273955166339874,-2.497068627178669,0.422296142578125,0.001,2200
222,534,13599,7274496,503.8363094329834,0.051120624,219.5242462158203,677.3205786943436,0.2,-0.00939958811904944,0.454049289226532,0.5777789652347565,-2.4938332457095385,0.39803466796875,0.001,2210
223,534,13681,7307264,468.3369400501251,0.07554035,116.923095703125,618.3004219770431,0.2,-0.005765417680231621,0.45684561133384705,0.47934550046920776,-2.495675991848111,0.4296905517578125,0.001,2220
224,533,13761,7340032,418.29884046316147,0.060143128,163.0073699951172,692.2177984714508,0.2,-0.009122160778861143,0.45699837803840637,0.4790600538253784,-2.5088458795100452,0.4035797119140625,0.001,2230
225,532,13841,7372800,298.9458079338074,0.05954685,189.99798583984375,704.8141760110855,0.2,-0.007873645499057603,0.4570053815841675,0.5659768581390381,-2.509137412533164,0.4104766845703125,0.001,2240
226,531,13923,7405568,466.78114080429077,0.058458585,174.18087768554688,704.9567939281463,0.2,-0.008591128916305025,0.45693930983543396,0.5867660343647003,-2.5053415477275847,0.379510498046875,0.001,2250
227,531,14002,7438336,310.50301790237427,0.06954731,153.8861846923828,569.7630248069763,0.2,-0.004984563065590919,0.4557672142982483,0.5548205077648163,-2.506504349783063,0.4366546630859375,0.001,2260
228,530,14081,7471104,306.9810495376587,0.07860802,171.73373413085938,663.5228896141052,0.2,-0.005368513688881649,0.4549976587295532,0.5661603510379791,-2.4964284278452396,0.415875244140625,0.001,2270
229,529,14164,7503872,295.4463212490082,0.060091235,173.08108520507812,701.5386309862137,0.2,-0.008791077943897108,0.4536828100681305,0.5724754929542542,-2.4800318449735643,0.401654052734375,0.001,2280
230,528,14247,7536640,276.8457889556885,0.053360634,169.21337890625,691.1472728967667,0.2,-0.00994493195648829,0.4533647894859314,0.56843501329422,-2.4752772234380247,0.3911468505859375,0.001,2290
231,528,14334,7569408,283.07344484329224,0.064967975,146.20388793945312,677.0508609771729,0.2,-0.0063294660714745985,0.45276468992233276,0.5357158780097961,-2.4809634879231455,0.4222869873046875,0.001,2300
232,527,14415,7602176,382.8493604660034,0.061594926,150.14886474609375,627.0190837621689,0.2,-0.004136323993952829,0.455144464969635,0.5095645487308502,-2.495605703443289,0.4294189453125,0.001,2310
233,526,14494,7634944,387.92720079421997,0.07786993,208.45733642578125,579.5669835567475,0.2,-0.004552317205889267,0.45582905411720276,0.5666241347789764,-2.5043755535036327,0.4397796630859375,0.001,2320
234,526,14573,7667712,326.61129915714264,0.07362768,200.1206512451172,615.359717297554,0.2,-0.0035621331953734625,0.45630526542663574,0.5507006049156189,-2.499667961895466,0.4577789306640625,0.001,2330
235,525,14651,7700480,319.92078202962875,0.063874185,182.2650146484375,675.3896001338959,0.2,-0.003727585600427119,0.45615264773368835,0.4611341953277588,-2.504854218289256,0.4441864013671875,0.001,2340
236,525,14728,7733248,339.00997853279114,0.06770713,159.54443359375,679.2748107910156,0.2,-0.006731422639859375,0.45682471990585327,0.5308823585510254,-2.5084142457693814,0.4174285888671875,0.001,2350
237,524,14805,7766016,273.79819679260254,0.08660038,147.95924377441406,537.9626775503159,0.2,-0.002833905950683402,0.4611539840698242,0.566045731306076,-2.523774965852499,0.4539093017578125,0.001,2360
238,523,14889,7798784,452.830358505249,0.06312263,176.5942840576172,619.8257934570313,0.2,-0.007712649580207653,0.4630187451839447,0.5517427921295166,-2.5541851900517942,0.4166290283203125,0.001,2370
239,523,14972,7831552,424.9002254009247,0.06785379,172.09642028808594,649.7448208332062,0.2,-0.005512269788960111,0.4610693156719208,0.51575967669487,-2.551476160809398,0.4216644287109375,0.001,2380
240,522,15058,7864320,387.83784395456314,0.0586776,201.89175415039062,662.8586097478867,0.2,-0.010523383139297949,0.4607656002044678,0.599687248468399,-2.5380453288555147,0.3949310302734375,0.001,2390
241,521,15145,7897088,336.75936555862427,0.05967431,214.099853515625,650.5569986343384,0.2,-0.008004628679918824,0.45925891399383545,0.6050416827201843,-2.540162019059062,0.3991668701171875,0.001,2400
242,520,15231,7929856,484.19955253601074,0.05135456,148.66209411621094,706.3109846353531,0.2,-0.012433910844265483,0.4567146301269531,0.5848539471626282,-2.519122910127044,0.3706512451171875,0.001,2410
243,519,15321,7962624,385.8121244907379,0.05919698,95.0500717163086,595.3257033109664,0.2,-0.0027495447022374718,0.4577292799949646,0.47961294651031494,-2.5172533947974443,0.4434783935546875,0.001,2420
244,518,15420,7995392,361.22230529785156,0.076356605,221.50390625,649.1344353675843,0.2,-0.00613402867820696,0.4562544524669647,0.45871078968048096,-2.505347105115652,0.4338348388671875,0.001,2430
245,517,15508,8028160,357.98341155052185,0.06464937,223.19908142089844,724.9315705537796,0.2,-0.008909904080792331,0.4548527002334595,0.49387508630752563,-2.5037791155278684,0.404107666015625,0.001,2440
246,517,15591,8060928,312.17370080947876,0.05801526,126.34532165527344,631.4229111671448,0.2,-0.008988576890988042,0.45397353172302246,0.5255178511142731,-2.489386284351349,0.4012908935546875,0.001,2450
247,516,15676,8093696,376.9487180709839,0.066530965,126.46200561523438,657.024420452118,0.2,-0.0071664388069621054,0.45319169759750366,0.49439817667007446,-2.4801194038242103,0.423382568359375,0.001,2460
248,515,15758,8126464,378.65400218963623,0.051041055,212.03244018554688,702.6259129285812,0.2,-0.011732711204604129,0.4511280059814453,0.5567704141139984,-2.4745488803833724,0.37906494140625,0.001,2470
249,515,15840,8159232,322.84599208831787,0.07860111,258.9932556152344,610.5321974277497,0.2,-0.003571248616935918,0.451959490776062,0.5744753777980804,-2.473695879802108,0.44429931640625,0.001,2480
250,514,15926,8192000,344.1625294685364,0.07110787,184.4411163330078,675.4503943681717,0.2,-0.003781934055587044,0.452614963054657,0.5697906315326691,-2.4797637544572355,0.450213623046875,0.001,2490
251,513,16009,8224768,343.3928875923157,0.09923095,129.6237335205078,680.4310030221939,0.2,-0.005709267590282252,0.4520187973976135,0.6369902193546295,-2.4739365488290788,0.4261627197265625,0.001,2500
252,513,16093,8257536,279.7277159690857,0.09545116,150.24867248535156,589.7162056684494,0.2,0.011602289212532924,0.4551544785499573,0.5420259237289429,-2.5089774765074253,0.528826904296875,0.001,2510
253,512,16180,8290304,436.44120836257935,0.08247399,190.1345977783203,623.8389501333237,0.2,-0.00837827808518341,0.45452189445495605,0.6010611355304718,-2.4934115156531336,0.420166015625,0.001,2520
254,511,16267,8323072,374.2192471027374,0.07499375,213.93333435058594,615.2135572910308,0.2,-0.005452085875003831,0.45558053255081177,0.6008863747119904,-2.4922103982418777,0.437408447265625,0.001,2530
255,510,16353,8355840,351.82816314697266,0.06129137,195.859130859375,730.9727534532547,0.2,-0.007978253655892331,0.45467326045036316,0.6311207711696625,-2.4922200135886667,0.4018829345703125,0.001,2540
256,510,16439,8388608,340.0127785205841,0.08284238,197.85574340820312,660.0110166549682,0.2,-0.003938866421594867,0.4556542634963989,0.5897001922130585,-2.4982524927705527,0.4499420166015625,0.001,2550
257,509,16530,8421376,409.66471815109253,0.05582741,122.10160064697266,671.0620976209641,0.2,-0.009903374854184221,0.4546591341495514,0.6713950932025909,-2.4888958882540466,0.4025604248046875,0.001,2560
258,508,16627,8454144,410.759393453598,0.06311026,203.24099731445312,688.0701610088348,0.2,-0.00753553277500032,0.4530099034309387,0.5881207287311554,-2.475972829759121,0.420745849609375,0.001,2570
259,507,16719,8486912,447.6104242801666,0.05967331,168.76980590820312,779.7865759372711,0.2,-0.011465312241853098,0.4519572854042053,0.5945551693439484,-2.4664809837937356,0.3968109130859375,0.001,2580
260,506,16811,8519680,371.7048535346985,0.051802106,237.39938354492188,812.3002814292907,0.2,-0.012813150352303636,0.450459361076355,0.5899134278297424,-2.4503410082310437,0.36409912109375,0.001,2590
261,505,16911,8552448,391.8499758243561,0.06634669,290.3196716308594,872.3512652873993,0.2,-0.01227502269030083,0.44759297370910645,0.5094321072101593,-2.4336174845695497,0.4035919189453125,0.001,2600
262,504,17008,8585216,402.91361743211746,0.055040635,163.06069946289062,868.3442132472992,0.2,-0.013871642633603187,0.4476013779640198,0.5328226089477539,-2.4304518073797228,0.367840576171875,0.001,2610
263,503,17100,8617984,355.0935592651367,0.05720722,138.24122619628906,738.9659141778945,0.2,-0.009971100897018914,0.44629764556884766,0.5693780183792114,-2.4222669724375008,0.4289398193359375,0.001,2620
264,503,17194,8650752,375.23658752441406,0.06231848,275.51959228515625,642.6566190004348,0.2,-0.008304676966145053,0.4469810426235199,0.5801889300346375,-2.4131609708070756,0.438702392578125,0.001,2630
265,502,17290,8683520,502.5821352005005,0.049483053,253.24462890625,828.5703819274902,0.2,-0.011556475577890524,0.4464288353919983,0.5771464407444,-2.416029078885913,0.37391357421875,0.001,2640
266,501,17382,8716288,351.808123588562,0.066581994,133.40689086914062,697.8350620746612,0.2,-0.006721190503230901,0.4463680386543274,0.5245380103588104,-2.4137925624847414,0.4379241943359375,0.001,2650
267,500,17477,8749056,449.5728236436844,0.059583023,183.30625915527344,784.3719851493836,0.2,-0.013154512905020965,0.44486212730407715,0.5474412441253662,-2.4023140762001276,0.3782318115234375,0.001,2660
268,499,17576,8781824,378.5064744949341,0.07439393,184.99974060058594,752.6643709182739,0.2,-0.006620915254461579,0.44267743825912476,0.540580540895462,-2.3857291396707296,0.420367431640625,0.001,2670
269,498,17668,8814592,479.87167167663574,0.059082523,359.9605712890625,892.3410952568054,0.2,-0.01242962968244683,0.4407080113887787,0.5364859700202942,-2.3691156450659037,0.3952117919921875,0.001,2680
270,498,17765,8847360,349.0329122543335,0.066069,219.6524658203125,841.2989875078201,0.2,-0.008870813417888711,0.43966537714004517,0.5775385499000549,-2.356272594630718,0.40985107421875,0.001,2690
271,497,17861,8880128,352.0437545776367,0.06673666,221.71725463867188,726.5426660299302,0.2,-0.008588564128876897,0.4389318823814392,0.4535459876060486,-2.3462036732584237,0.43912353515625,0.001,2700
272,496,17959,8912896,436.52251720428467,0.056773588,368.23028564453125,785.4759906768799,0.2,-0.012696844235324533,0.4390144944190979,0.5988502204418182,-2.3452663112431766,0.3874847412109375,0.001,2710
273,495,18054,8945664,368.2583729028702,0.06702488,252.1672821044922,725.4660428762436,0.2,-0.00891185214604775,0.44201934337615967,0.5619654059410095,-2.3612910233438016,0.413909912109375,0.001,2720
274,494,18157,8978432,421.52907904982567,0.06116613,135.60304260253906,711.3017082691192,0.2,-0.008464208310761024,0.4433135688304901,0.587162971496582,-2.379314273223281,0.4171112060546875,0.001,2730
275,493,18254,9011200,276.03820276260376,0.06975208,356.8247375488281,791.3788660764694,0.2,-0.008680169096987812,0.4422995448112488,0.5530922412872314,-2.3739856995642183,0.434832763671875,0.001,2740
276,492,18345,9043968,355.0858457610011,0.06363954,166.4403076171875,801.2708436489105,0.2,-0.014951532951090484,0.4388156235218048,0.5959087908267975,-2.350665856525302,0.3879547119140625,0.001,2750
277,492,18439,9076736,466.57597064971924,0.060291607,258.2934875488281,850.6885816574097,0.2,-0.006304211153292272,0.4376339316368103,0.5142662525177002,-2.331495447829366,0.443939208984375,0.001,2760
278,491,18532,9109504,354.8888077735901,0.060455322,188.9453887939453,750.7406647205353,0.2,-0.009417974912503268,0.4373317360877991,0.5131916105747223,-2.329992441087961,0.430535888671875,0.001,2770
279,490,18622,9142272,320.459086894989,0.07713656,190.58856201171875,674.6610779285431,0.2,-0.005496036089607514,0.4383540749549866,0.5380776822566986,-2.3388073917478325,0.439434814453125,0.001,2780
280,490,18717,9175040,385.7479671239853,0.07438578,234.92030334472656,763.3188755989074,0.2,-0.010358146040380234,0.4363465905189514,0.5638075470924377,-2.3294291734695434,0.411334228515625,0.001,2790
281,489,18812,9207808,442.09446001052856,0.055473756,329.5379943847656,810.34288854599,0.2,-0.010901376259425888,0.43573737144470215,0.5947675704956055,-2.311733452230692,0.3869354248046875,0.001,2800
282,488,18906,9240576,379.76823902130127,0.06057918,180.30099487304688,792.7964485883713,0.2,-0.01355463859581505,0.435067355632782,0.5465709567070007,-2.3101027358323334,0.3995635986328125,0.001,2810
283,488,19001,9273344,334.7646017074585,0.06863622,216.80650329589844,770.1226040840149,0.2,-0.010707952938537347,0.43434038758277893,0.5380738079547882,-2.2978344939649107,0.4062744140625,0.001,2820
284,487,19095,9306112,359.238356590271,0.06863178,274.2776184082031,738.3070178747178,0.2,-0.009578944808527012,0.4345446228981018,0.551498144865036,-2.2971850272268055,0.4295928955078125,0.001,2830
285,486,19190,9338880,487.0836305618286,0.076183856,145.4189910888672,827.7392209291459,0.2,-0.0126209731977724,0.4320058524608612,0.6171654164791107,-2.283307110890746,0.4058868408203125,0.001,2840
