step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[1.50151347 0.24688101 0.24177001],[-0.46483533 -0.03092877  2.90618519],[-0.03354587  0.42660323 -0.19724612],[-1.92359654  1.75591558  1.75326815],[0.21628069 0.12478682 0.36936301 0.39523755],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.46483533 -0.03092877  2.90618519],[-0.12595847  0.27361723  0.36233928],[-8.27077602 -2.44131459 -1.19350334],8.705756896481478,0.8528808239345171
0,0,[1.16758082 0.05932171 1.38188263],[-0.45516777 -0.02592261  2.91383856],[-0.03166595  0.46153853 -0.22373515],[-1.92401179  1.75335265  1.74997887],[0.1193693  0.07707957 0.40212874 0.32693543],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.45516777 -0.02592261  2.91383856],[-0.12921455  0.29755803  0.39854834],[-8.291098   -2.38163671 -1.17689536],8.70629555066431,0.8486114834766949
0,0,[ 1.35879092 -0.35843205  2.37527376],[-0.44441161 -0.0201386   2.93115247],[-0.02541067  0.49522275 -0.26321204],[-1.92445457  1.75063356  1.74632713],[0.12656368 0.05888973 0.31337588 0.28033824],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.44441161 -0.0201386   2.93115247],[-0.12297098  0.3182127   0.44585946],[-8.33543397 -2.24806779 -1.12972115],8.706867293003894,0.8438598318766323
0,0,[ 1.16317606 -0.50612293  2.78186554],[-0.43436742 -0.01419089  2.95350861],[-0.01629069  0.52768789 -0.31679101],[-1.92491538  1.7478107   1.74221119],[0.15718557 0.05145312 0.17325284 0.22301987],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.43436742 -0.01419089  2.95350861],[-0.11016199  0.3334912   0.50569199],[-8.38897711 -2.07354358 -1.07017601],8.707456386070593,0.8384308162727507
1,0,[ 0.84795651 -0.40982792  2.68336082],[-0.42717136 -0.008202    2.9757677 ],[-0.00614497  0.55960661 -0.37998973],[-1.925386    1.74492837  1.73754153],[0.08592606 0.18368514 0.11717237 0.17071161],[ 2.30107379 -2.12268662  2.63879538 -0.52056688],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.42717136 -0.008202    2.9757677 ],[-0.09531276  0.34365314  0.57481085],[-8.43799912 -1.89472113 -1.01996507],8.708049499640383,0.8323546368168491
1,0,[ 0.80983066 -0.18542492  2.40477442],[-4.20266510e-01 -1.34118797e-03  2.99527457e+00],[ 0.00460453  0.59043206 -0.44708336],[-1.92586318  1.74200325  1.73228423],[0.14616938 0.09475903 0.092789   0.1429983 ],[ 2.30107379 -2.12268662  2.63879538 -0.52056688],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-4.20266510e-01 -1.34118797e-03  2.99527457e+00],[-0.08092793  0.35144955  0.64687605],[-8.47712985 -1.73235982 -0.98876061],8.708642178207933,0.8259382187422564
1,0,[ 0.57454523 -0.22520974  2.17125997],[-0.41497844  0.00461403  3.01291278],[ 0.01515573  0.62094344 -0.51575994],[-1.92634506  1.73904603  1.72641704],[0.14978102 0.06748    0.11368163 0.12690294],[ 2.30107379 -2.12268662  2.63879538 -0.52056688],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.41497844  0.00461403  3.01291278],[-0.0670312   0.35750598  0.72076699],[-8.50962994 -1.58515358 -0.96135975],8.709232238926365,0.8192653254590172
1,0,[ 0.39396557 -0.34208256  2.01277843],[-0.41124736  0.00906207  3.02956757],[ 0.02513528  0.65148615 -0.58414388],[-1.92683121  1.73605876  1.71993645],[0.13756998 0.0566945  0.14383024 0.13682035],[ 2.30107379 -2.12268662  2.63879538 -0.52056688],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.41124736  0.00906207  3.02956757],[-0.05314403  0.36266921  0.79494453],[-8.53811505 -1.44870094 -0.92888436],8.709820276336632,0.8124620054543553
2,0,[ 0.43282818 -0.8639507   2.06687492],[-0.40787947  0.01087106  3.04712697],[ 0.03424458  0.6818214  -0.58830447],[-1.92733567  1.7329351   1.71308911],[0.66710268 0.63781747 0.71203342 0.6186114 ],[ 1.50952327 -1.5658772   2.59500098 -1.09824812],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.40787947  0.01087106  3.04712697],[-0.03661465  0.39284721  0.81023805],[-8.56640825 -1.31329249 -0.87384664],8.710436003656634,0.809880342602525
2,0,[ 0.85008748 -1.81074724  2.03308022],[-0.40086163  0.00476929  3.0683944 ],[ 0.04301483  0.71147634 -0.34845863],[-1.92794912  1.72895047  1.70755976],[0.87648069 0.85213845 0.85156464 0.87353781],[ 1.50952327 -1.5658772   2.59500098 -1.09824812],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.40086163  0.00476929  3.0683944 ],[-0.01079448  0.52026227  0.59890143],[-8.5993817  -1.17748718 -0.74184903],8.711267510178036,0.8206607117201773
