time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
40927232,1,4.382256,1443,68,,,,,,,,,,,
41025536,2,1.9149847,1458,134,0.065362548828125,-0.0035544728324263513,0.0069871335,-0.8712585297723611,1582.3810152053834,0.8036063760519028,0.0001,0.30298030376434326,9010,609.6234130859375,0.2
41123840,3,2.3088782,1459,202,0.05051066080729167,-0.0032446817870853315,0.0061719785,-0.863054768058161,2146.999397246043,0.7611619979143143,0.0001,0.3024749755859375,9020,632.4671630859375,0.2
41222144,4,2.5339422,1452,270,0.06252950032552083,-0.0035675350582702473,0.006799433,-0.8563782368476193,1786.4075144767762,0.7845282256603241,0.0001,0.30193352699279785,9030,475.3486633300781,0.2
41320448,5,2.551035,1457,337,0.04969482421875,-0.002715136187119545,0.006007433,-0.8475551862890521,2071.816733964284,0.7718002647161484,0.0001,0.30118557810783386,9040,800.172607421875,0.2
41418752,6,3.2908802,1460,403,0.055865478515625,-0.003402374145540913,0.0061897985,-0.8404365892832478,1895.991520690918,0.7867819368839264,0.0001,0.3008303642272949,9050,551.17041015625,0.2
41517056,7,2.4518857,1462,470,0.05353597005208333,-0.0031640073668919894,0.0063803084,-0.8349644730488459,2184.1977796872457,0.788934588432312,0.0001,0.3003121018409729,9060,828.1336059570312,0.2
41615360,8,4.002886,1464,536,0.05594482421875,-0.003015074829333268,0.0066033173,-0.8250110996266206,2064.894963582357,0.7771825194358826,0.0001,0.29944294691085815,9070,779.874267578125,0.2
41713664,9,3.169038,1464,604,0.059549967447916664,-0.0034612126140321684,0.006782401,-0.8151349656283855,2034.2091501871744,0.7762122005224228,0.0001,0.29886049032211304,9080,665.0496826171875,0.2
41811968,10,2.228752,1464,671,0.05137227376302083,-0.0032353628950659184,0.006122744,-0.8073155524209141,2238.9872405370074,0.766351968050003,0.0001,0.29828333854675293,9090,648.2154541015625,0.2
41910272,11,3.2127895,1465,737,0.060338338216145836,-0.003239743594531319,0.0067180805,-0.7993144036581119,1991.1193822542825,0.7924022823572159,0.0001,0.29773855209350586,9100,466.81951904296875,0.2
