step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[ 1.278085    1.59692251 -0.16616391],[-0.31663441 -0.50379271 -1.38196817],[-0.45404498  0.26376698 -0.20142598],[0.20763183 7.6750438  6.07405766],[0.31926225 0.25717375 0.13658728 0.21880793],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.31663441 -0.50379271 -1.38196817],[0.39876752 0.3735827  0.13312669],[ 3.09014346  4.34769325 -4.02402182],6.681629648966124,0.8437592420333483
0,0,[ 0.61880568  1.34926632 -0.67486881],[-0.30579269 -0.49393419 -1.39099379],[-0.49205367  0.28239246 -0.24333052],[0.20880305 7.67762242 6.06990318],[0.31156895 0.23231292 0.08052247 0.17273606],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.30579269 -0.49393419 -1.39099379],[0.4374712  0.40121885 0.16945336],[ 3.12199398  4.33321155 -4.01372912],6.680837536303051,0.8382689659274252
0,0,[ 0.10365536  1.0306229  -1.15966721],[-0.2980588  -0.48768126 -1.40366722],[-0.53080505  0.29894392 -0.29356304],[0.21002355 7.68031431 6.06525567],[0.23247292 0.15081162 0.0617019  0.09827102],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.2980588  -0.48768126 -1.40366722],[0.47597782 0.42934835 0.21542013],[ 3.1252641   4.35122599 -3.99002298],6.679874751828255,0.8323759857328954
0,0,[-0.15292449  0.73922994 -1.44826771],[-0.29201755 -0.48458551 -1.41841637],[-0.57038175  0.31389955 -0.35432697],[0.21126971 7.6830641  6.06002603],[0.17568719 0.08617825 0.09918322 0.06494595],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.29201755 -0.48458551 -1.41841637],[0.51621225 0.45723379 0.27180515],[ 3.10620033  4.38807751 -3.96245228],6.678677470809996,0.8258774079361125
1,0,[ 0.18018119  0.68813597 -1.80790789],[-0.28436977 -0.48342937 -1.43524854],[-0.6110688   0.32632652 -0.36908038],[0.21257645 7.68594828 6.05435048],[0.55147839 0.70739977 0.58060085 0.55287353],[ 0.56292391  0.04866143 -0.42051837 -0.99255049],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.28436977 -0.48342937 -1.43524854],[0.53094953 0.50007329 0.29005812],[ 3.07079222  4.42919943 -3.94199378],6.6773413437481315,0.8215070444107216
1,0,[ 1.28697587  1.49707931 -2.4894352 ],[-0.2627208  -0.4772808  -1.46028444],[-0.65260679  0.33105927 -0.29087999],[0.21417789 7.68948378 6.04913989],[0.29183477 0.27298645 0.24937931 0.25185105],[ 0.56292391  0.04866143 -0.42051837 -0.99255049],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.2627208  -0.4772808  -1.46028444],[0.48981971 0.57185028 0.23058826],[ 3.03564944  4.44685423 -3.94790943],6.67650125339138,0.8212531248104595
1,0,[ 0.95900895  1.13365614 -2.76488854],[-0.24106934 -0.47271437 -1.48789128],[-0.69452282  0.33148902 -0.3311856 ],[0.21587776 7.69323589 6.04363674],[0.28799483 0.12709991 0.2363086  0.24836115],[ 0.56292391  0.04866143 -0.42051837 -0.99255049],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.24106934 -0.47271437 -1.48789128],[0.4961195  0.6172302  0.27353819],[ 2.98198244  4.47651129 -3.95381352],6.6756283581964935,0.816218688214231
1,0,[ 0.34720937  0.60213585 -2.90583406],[-0.2244019  -0.47249608 -1.51566573],[-0.73770568  0.3298654  -0.37728189],[0.2176341  7.69711391 6.0376863 ],[0.22033167 0.07440235 0.22250181 0.23294692],[ 0.56292391  0.04866143 -0.42051837 -0.99255049],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.2244019  -0.47249608 -1.51566573],[0.50117813 0.66311271 0.32320968],[ 2.90329127  4.52847785 -3.95149094],6.674615531920078,0.810816902804508
2,0,[ 0.1311019   0.28483917 -3.06439897],[-0.21041774 -0.47502373 -1.54384536],[-0.78204124  0.32620841 -0.43024316],[0.21942982 7.7010801  6.0312223 ],[0.14377061 0.14783157 0.1927117  0.11102442],[ 0.4732407  -0.10358799 -0.61739147 -0.7182225 ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.21041774 -0.47502373 -1.54384536],[0.50550262 0.70916719 0.38034012],[ 2.80715271  4.59273126 -3.94477148],6.673418077737239,0.8049679210200054
2,0,[ 0.24114602  0.25937748 -3.38956078],[-0.19429083 -0.47875911 -1.57459749],[-0.82756131  0.31786898 -0.48903435],[0.22125115 7.70510271 6.02418597],[0.12951767 0.18129978 0.10349987 0.2011989 ],[ 0.4732407  -0.10358799 -0.61739147 -0.7182225 ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.19429083 -0.47875911 -1.57459749],[0.50462349 0.75736012 0.44363699],[ 2.69389857  4.65776686 -3.94508101],6.67199713250508,0.7987550987384492
