time/fps,time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,train/approx_kl,train/n_updates,train/entropy_loss,train/value_loss,train/loss,train/explained_variance,train/clip_range,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/std
748,229376,-36.03671556711197,306,14,0.0012573246,130,-5.669968116283417,7.125218152999878,3.4397568702697754,0.16444998979568481,0.2,1e-05,0.000146484375,-0.0010495983238797634,0.9987561106681824
750,245760,-33.37073510885239,327,15,0.0023683077,140,-5.670788508653641,6.14431802034378,3.3977513313293457,0.18175798654556274,0.2,1e-05,0.00289306640625,-0.001325594870286295,0.9987286925315857
752,262144,-38.80525350570679,348,16,0.0003144442,150,-5.670324456691742,89.63798018693925,37.26030349731445,0.02401977777481079,0.2,1e-05,0.0,-0.0005637620870402316,0.9986106753349304
753,278528,-46.58999943733215,369,17,0.0005475596,160,-5.6698964715003966,25.51524944603443,29.287418365478516,0.05245614051818848,0.2,1e-05,6.103515625e-05,-0.0009112136453040875,0.9984217286109924
754,294912,-37.91100034117699,390,18,0.0002659004,170,-5.66950153708458,67.94210690259933,3.5318799018859863,0.043546319007873535,0.2,1e-05,0.0,-0.00035647225740831345,0.998498797416687
754,311296,-50.80240225791931,412,19,0.0008696346,180,-5.669893252849579,51.681628754734994,10.57742691040039,0.05493199825286865,0.2,1e-05,3.0517578125e-05,-0.000635245850935462,0.99861079454422
755,327680,-42.60792315006256,433,20,0.00019953187,190,-5.67037111222744,99.68513013422489,11.276403427124023,0.07279717922210693,0.2,1e-05,0.0,-0.0004041161206259858,0.9987274408340454
755,344064,-43.96464341878891,455,21,0.0025328682,200,-5.670458737015724,13.110448235273362,6.218371868133545,0.22792035341262817,0.2,1e-05,0.002838134765625,-0.0013760298232227796,0.9986175298690796
755,360448,-37.50251257419586,477,22,0.00025773238,210,-5.670154267549515,174.79155784845352,117.25133514404297,0.051456570625305176,0.2,1e-05,0.0,-0.0003959732172006625,0.9986228346824646
754,376832,-34.74258255958557,499,23,0.0019861083,220,-5.669840788841247,6.080485472083092,2.9412474632263184,0.31955695152282715,0.2,1e-05,0.0003662109375,-0.0011344600636221003,0.9983707666397095
753,393216,-43.172619104385376,521,24,0.002720861,230,-5.66941374540329,6.870074909925461,3.3211331367492676,0.33355438709259033,0.2,1e-05,0.003533935546875,-0.001538518560482771,0.9984835386276245
750,409600,-40.71430903673172,545,25,0.00014658622,240,-5.669660580158234,139.50712424516678,117.07093811035156,0.050974905490875244,0.2,1e-05,0.0,-0.00036383643873705296,0.9985230565071106
747,425984,-53.534080028533936,569,26,0.00019032319,250,-5.669696947932243,94.26209371984005,96.23353576660156,0.13320821523666382,0.2,1e-05,0.0,-0.000248622511207941,0.9984570741653442
745,442368,-46.66919231414795,593,27,0.00034346207,260,-5.669244590401649,29.16826435625553,26.617389678955078,0.18033474683761597,0.2,1e-05,0.0,-0.0005438832718937192,0.9983039498329163
742,458752,-37.4499951004982,617,28,0.0014788222,270,-5.667767676711082,6.460670346021653,2.7198503017425537,0.4519798755645752,0.2,1e-05,0.00108642578125,-0.0012126663415983785,0.9976198673248291
740,475136,-49.39507436752319,641,29,1.9194595e-05,280,-5.6661089807748795,221.12583819031715,127.5756607055664,0.021582722663879395,0.2,1e-05,0.0,-0.0001650306825467851,0.9976140260696411
738,491520,-46.35385608673096,665,30,0.0017734878,290,-5.6661768615245816,12.62901051044464,4.8780059814453125,0.3423308730125427,0.2,1e-05,0.00069580078125,-0.001020422980946023,0.9976204633712769
735,507904,-44.22511386871338,690,31,0.0011777687,300,-5.666010493040085,6.110789173841477,2.5429091453552246,0.5411705076694489,0.2,1e-05,0.00010986328125,-0.0012201454614114483,0.9975133538246155
732,524288,-26.374229902401567,715,32,4.023722e-05,310,-5.665874254703522,144.7161704003811,94.80611419677734,0.12418127059936523,0.2,1e-05,0.0,-0.00020234272433299337,0.997613787651062
730,540672,-37.900577545166016,739,33,0.00015997858,320,-5.666150158643722,26.62626667022705,19.53526496887207,0.23756057024002075,0.2,1e-05,0.0,-0.0004956175787810934,0.9975890517234802
728,557056,-41.2804696559906,764,34,2.9821731e-05,330,-5.665948140621185,140.13865650594235,48.96531295776367,0.2116178274154663,0.2,1e-05,0.0,-9.42618578847032e-05,0.9975271821022034
726,573440,-35.34213771484792,789,35,0.00020699577,340,-5.6660711616277695,87.08182178735733,4.297912120819092,0.15384268760681152,0.2,1e-05,0.0,-0.00040131735149770973,0.997661292552948
725,589824,-37.781994104385376,812,36,0.0016759797,350,-5.666833537817001,69.8695018708706,17.990535736083984,0.2085915207862854,0.2,1e-05,0.000970458984375,-0.0012167030974524096,0.9979069828987122
724,606208,-35.76143944263458,837,37,0.0024318623,360,-5.667651727795601,11.546676582098007,7.711433410644531,0.5664803385734558,0.2,1e-05,0.002923583984375,-0.0021404897721367887,0.9980255365371704
723,622592,-40.77345511317253,860,38,0.00010669751,370,-5.667797729372978,54.43156426846981,11.096831321716309,0.3291030526161194,0.2,1e-05,0.0,-0.0002341639370570192,0.9979956746101379
722,638976,-54.13155698776245,884,39,0.0001107461,380,-5.6677990585565565,59.866666334867475,12.67412281036377,0.34306806325912476,0.2,1e-05,0.0,-0.00028888962406199427,0.9980295896530151
