time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,time/fps,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss
10551296,2.5777328,75,1,863,,,,,,,,,,,
10616832,3.4651875,138,2,946,-0.00017301990119449328,0.00023332553,1399.112548828125,0.0,0.8329518139362335,0.944973886013031,-5.449248016625643,2570,0.2,0.0001,7605.165051651001
10682368,3.0945492,195,3,1004,-0.00022159193231345852,0.00024805882,2755.6806640625,0.0,0.7849092036485672,0.9448489546775818,-5.4486315928399565,2580,0.2,0.0001,10280.825952911377
10747904,3.4012914,249,4,1050,-0.0002329903943973477,0.00030964034,2284.937255859375,0.0,0.7996692359447479,0.9450196623802185,-5.448597731441259,2590,0.2,0.0001,10040.263599395752
10813440,2.9968944,301,5,1087,-0.0001619769896933576,0.00017678495,3206.50732421875,0.0,0.7989076375961304,0.9450066089630127,-5.449009944498539,2600,0.2,0.0001,10556.095945358276
10878976,3.3142443,359,6,1095,-0.00020648947029258124,0.00020682935,4075.476806640625,0.0,0.7677333205938339,0.9450217485427856,-5.449001470208168,2610,0.2,0.0001,11617.08241004944
10944512,1.9383156,412,7,1111,-0.00023768226201354993,0.00028041776,1804.680419921875,1.52587890625e-06,0.8089767545461655,0.9449796676635742,-5.4490089759230615,2620,0.2,0.0001,10164.585398864747
11010048,3.350628,465,8,1126,-0.0002865568541892571,0.00031712835,3205.45458984375,0.0,0.8117729872465134,0.9451329708099365,-5.449152575433255,2630,0.2,0.0001,12395.328972625732
11075584,3.6909313,520,9,1133,-0.00010055309339804808,9.5167146e-05,2781.104248046875,0.0,0.8012086153030396,0.9451425075531006,-5.449552046507597,2640,0.2,0.0001,9437.598341751098
11141120,2.109343,573,10,1141,-0.0001739502264172188,0.00019786591,4379.32861328125,0.0,0.7919105142354965,0.9449465274810791,-5.449215812236071,2650,0.2,0.0001,13093.89449081421
11206656,2.281401,624,11,1154,-0.0001412599904142553,0.00012788769,2587.715087890625,0.0,0.8111956715583801,0.9449036717414856,-5.448623890429735,2660,0.2,0.0001,9357.360344314575
11272192,1.6418931,677,12,1160,-0.0003140650984278182,0.00039873767,3898.85546875,0.0,0.7824774533510208,0.9447119235992432,-5.448187950998545,2670,0.2,0.0001,11850.274287414552
11337728,2.828629,730,13,1166,-0.00027194094018341276,0.00044170243,2027.2685546875,3.0517578125e-06,0.8206120282411575,0.9444535970687866,-5.447265659272671,2680,0.2,0.0001,7425.44072265625
11403264,2.5936754,784,14,1168,-0.0002195175737142563,0.0002730804,1646.974365234375,0.0,0.7717882394790649,0.944424569606781,-5.446553353965283,2690,0.2,0.0001,11961.639558410645
11468800,1.5959487,837,15,1173,-0.00010270200000377372,7.162579e-05,2602.755615234375,0.0,0.8066456317901611,0.9443668127059937,-5.44641050323844,2700,0.2,0.0001,11717.606171417236
11534336,3.32269,891,16,1175,-0.00023695406707702205,0.00024434386,2214.462646484375,0.0,0.8098795562982559,0.9443451166152954,-5.446208482980728,2710,0.2,0.0001,9863.181338119506
