time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,train/approx_kl,train/clip_range,train/value_loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/loss,train/std,train/n_updates,train/policy_gradient_loss,train/clip_fraction
1,964,22200320,33,-265.73357582092285,,,,,,,,,,,
2,1000,22233088,65,-210.1280906200409,0.021583036,0.2,19769.32954711914,0.8072655349969864,-1.1309639111161232,0.001,8049.66455078125,0.3234212398529053,13540,0.006934891534911003,0.2549468994140625
3,1022,22265856,96,-185.76585415005684,0.03414368,0.2,10214.292221832275,0.8542618453502655,-1.1105786124244332,0.001,3475.2548828125,0.3219040036201477,13550,0.002773567317490233,0.24527587890625
4,1026,22298624,127,-248.83884784579277,0.03389956,0.2,4967.817067337036,0.8459436148405075,-1.0996962800621986,0.001,1897.866455078125,0.320839524269104,13560,0.006312085109311738,0.29615478515625
5,1025,22331392,159,-188.22040140628815,0.052189067,0.2,2842.0926727294923,0.8675973415374756,-1.0841894010081887,0.001,860.5929565429688,0.32064324617385864,13570,0.006310775306337746,0.34664306640625
6,1022,22364160,192,-297.81501388549805,0.05885597,0.2,2286.3455181121826,0.8184198886156082,-1.0867356145754457,0.001,1170.872314453125,0.3207225203514099,13580,0.008249757663725177,0.4054534912109375
7,1024,22396928,223,-202.6077283024788,0.095699914,0.2,1333.6554235458375,0.846096009016037,-1.0954047448933124,0.001,700.1216430664062,0.3217550218105316,13590,0.014075240276724799,0.472314453125
8,1032,22429696,253,-141.3346312046051,4.565421,0.2,857.1687567234039,0.8544842153787613,-1.0981008680537343,0.001,355.7041320800781,0.3182172477245331,13600,0.005457078034669394,0.600506591796875
9,1033,22462464,285,-250.54276031255722,0.3491352,0.2,647.1323579311371,0.8657313883304596,-1.138171369023621,0.001,192.30093383789062,0.3221380114555359,13610,0.05720116443335428,0.6508636474609375
10,1035,22495232,316,-201.6654646396637,0.9059546,0.2,769.7132450580597,0.8712896704673767,-1.136010885052383,0.001,261.1055908203125,0.32142165303230286,13620,0.054878454664867606,0.6488037109375
11,1034,22528000,348,-294.57667326927185,0.10233743,0.2,777.9319956302643,0.7911149710416794,-1.1121206106618047,0.001,241.77674865722656,0.322182834148407,13630,0.01267451802123105,0.51204833984375
12,1034,22560768,380,-167.17106652259827,0.10600777,0.2,659.7456903934478,0.8494008630514145,-1.1174976402893662,0.001,147.3814697265625,0.32236188650131226,13640,0.009788276791005046,0.5115570068359375
13,1033,22593536,412,-191.20586824417114,0.11938427,0.2,601.4730487823487,0.866652712225914,-1.1455590024590492,0.001,257.3724060058594,0.32368481159210205,13650,0.018702395291256835,0.5619049072265625
14,1031,22626304,444,-192.51713049411774,0.116348654,0.2,640.4141144037246,0.7854549437761307,-1.1423364656046033,0.001,324.8705749511719,0.32473093271255493,13660,0.008602461783084436,0.501519775390625
15,1034,22659072,475,-12.367343425750732,40.278175,0.2,546.9947733402253,0.8262652307748795,-1.2209486642852425,0.001,206.61817932128906,0.3348308205604553,13670,0.20747114361583954,0.9243682861328125
16,1034,22691840,506,-53.67947682738304,0.15739164,0.2,676.3435796737671,0.5523931384086609,-1.2783310893923043,0.001,141.35662841796875,0.3368631899356842,13680,0.00870312706902041,0.5646392822265625
17,1033,22724608,538,-91.07178199291229,0.14977777,0.2,502.1767207622528,0.7258200943470001,-1.312270073592663,0.001,181.25389099121094,0.33922746777534485,13690,0.005231243572779931,0.5767059326171875
18,1030,22757376,572,-141.4967383146286,0.14654076,0.2,615.5968201637268,0.48449045419692993,-1.3162138400599361,0.001,111.19573974609375,0.33886027336120605,13700,-0.0010378526450949721,0.5077362060546875
19,1030,22790144,604,-113.33930099010468,0.13036367,0.2,573.2692299842835,0.6718906164169312,-1.3326052432879805,0.001,238.51898193359375,0.33934810757637024,13710,0.004149713971855817,0.563909912109375
20,1031,22822912,635,-126.73796543478966,0.18240792,0.2,389.2462507009506,0.7286710441112518,-1.3549773268401624,0.001,106.7309799194336,0.3419330418109894,13720,0.009018612870931975,0.60926513671875
21,1030,22855680,667,-124.20293176174164,0.1548613,0.2,351.2286486148834,0.7930949628353119,-1.4000229459255933,0.001,91.9705581665039,0.34553098678588867,13730,0.012744451675098389,0.615740966796875
22,1030,22888448,699,-105.56563025712967,0.14775564,0.2,370.9256879329681,0.8025719672441483,-1.4500666176900268,0.001,149.1247100830078,0.3479160964488983,13740,0.015809656295459718,0.607464599609375
23,1031,22921216,730,-125.86244750022888,0.11293314,0.2,1532.7724006652832,0.5352076888084412,-1.417873582057655,0.001,188.19015502929688,0.34765276312828064,13750,-0.005245379210828105,0.454351806640625
24,1032,22953984,761,-159.06654930114746,0.13012254,0.2,489.7780833244324,0.7110320329666138,-1.4535174811258913,0.001,216.03598022460938,0.3495327830314636,13760,0.006164595642258064,0.554052734375
25,1030,22986752,794,-84.53598666191101,0.14191249,0.2,354.8863720178604,0.7910418659448624,-1.4294848443940282,0.001,123.25951385498047,0.34764033555984497,13770,-0.004761817849066574,0.477069091796875
26,1030,23019520,827,-132.98662281036377,0.3876986,0.2,392.755987739563,0.7300478219985962,-1.5279648339375853,0.001,139.74526977539062,0.3568553626537323,13780,0.05682402604725212,0.6750335693359375
27,1030,23052288,858,-147.1277740597725,0.13657662,0.2,500.2684722661972,0.6602844893932343,-1.5262063916772604,0.001,121.1790542602539,0.356528103351593,13790,-0.006739650301096844,0.4511138916015625
28,1031,23085056,889,-198.46087658405304,0.1159872,0.2,436.4551943302155,0.7810987532138824,-1.5268521644175053,0.001,121.09446716308594,0.35578587651252747,13800,-0.00572810827216017,0.5051544189453125
29,1031,23117824,920,-83.08055233955383,0.099962406,0.2,448.1860834598541,0.7315938472747803,-1.5168479807674884,0.001,154.32315063476562,0.3551040291786194,13810,-0.006411384485909366,0.479412841796875
30,1031,23150592,952,-93.58702945709229,0.12599127,0.2,300.0920961856842,0.8575297296047211,-1.5304594120010733,0.001,89.20417785644531,0.35638198256492615,13820,0.001510612325364491,0.537847900390625
31,1032,23183360,983,-111.69021934084594,0.11188184,0.2,486.8963457584381,0.7029495239257812,-1.5165518220514058,0.001,107.26139068603516,0.35532650351524353,13830,-0.009551690198713913,0.4885650634765625
32,1032,23216128,1015,-93.57242852449417,0.120571256,0.2,464.15301525592804,0.6569712460041046,-1.511212375201285,0.001,190.4552764892578,0.35550299286842346,13840,0.0005935257151577389,0.5035186767578125
33,1031,23248896,1048,-210.98314785957336,26.576103,0.2,396.9031623840332,0.7858987003564835,-1.5550844188779593,0.001,195.8800506591797,0.36165815591812134,13850,0.2104218663836946,0.9174560546875
34,1028,23281664,1082,-216.5546032190323,11.737141,0.2,540.5976616621017,0.8245408087968826,-1.609698186069727,0.001,185.4435577392578,0.36374497413635254,13860,0.1271062899460958,0.7242523193359375
35,1027,23314432,1115,-201.56421566009521,0.07241349,0.2,768.8871078968048,0.8633546233177185,-1.6280765648931266,0.001,341.4527587890625,0.3657708466053009,13870,0.0031833923003432574,0.4144073486328125
