time/iterations,time/fps,time/total_timesteps,rew_vec_envs,time/time_elapsed,train/value_loss,train/explained_variance,train/entropy_loss,train/loss,train/std,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/learning_rate
16,652,5537792,215.9828269481659,803,269.40793207883837,0.7035129070281982,-2.2536205925047397,49.331932067871094,0.4269620180130005,0.4484710693359375,1680,-0.007162133704332519,0.2,0.071223065,0.001
17,657,5570560,95.84743350744247,847,241.3870089650154,0.7181832194328308,-2.236462743207812,88.91307830810547,0.42518699169158936,0.435882568359375,1690,-0.00645321607371443,0.2,0.07427147,0.001
18,662,5603328,105.77601408958435,890,215.3110050559044,0.700046718120575,-2.238668429106474,52.93691635131836,0.4258970022201538,0.437628173828125,1700,-0.005102774342230987,0.2,0.075106174,0.001
19,667,5636096,123.2163080573082,933,233.53886394500734,0.6924664378166199,-2.2350832749158145,56.45832824707031,0.42568063735961914,0.4418182373046875,1710,-0.0082012120188665,0.2,0.06729066,0.001
20,671,5668864,151.10519659519196,976,199.29053806066514,0.7397189736366272,-2.243297954648733,29.295364379882812,0.4265226721763611,0.4473358154296875,1720,-0.007471550937043503,0.2,0.07470518,0.001
21,675,5701632,140.1961841583252,1019,205.19638716578484,0.6542149484157562,-2.244710749387741,39.36532974243164,0.42641812562942505,0.4089111328125,1730,-0.008884987609053496,0.2,0.07260807,0.001
22,678,5734400,160.35233521461487,1063,195.7855973303318,0.6785942912101746,-2.245362075418234,38.20603942871094,0.42592212557792664,0.424945068359375,1740,-0.009108754984481493,0.2,0.06408326,0.001
23,682,5767168,150.15860259532928,1104,255.97964717745782,0.7146041095256805,-2.2391174253076316,42.836971282958984,0.4247708320617676,0.4130157470703125,1750,-0.010136608932589298,0.2,0.061566096,0.001
24,685,5799936,194.4848644733429,1146,206.2569041132927,0.6922608911991119,-2.2419296368956565,41.193870544433594,0.42570868134498596,0.4218414306640625,1760,-0.008531805030361283,0.2,0.06725325,0.001
25,688,5832704,153.96501809358597,1189,192.53658975958825,0.6895070374011993,-2.2235126186162235,47.671138763427734,0.4237583577632904,0.42109375,1770,-0.007808492106050835,0.2,0.06369365,0.001
26,691,5865472,100.11332285404205,1231,161.9201015174389,0.737944632768631,-2.2321374166756867,31.480894088745117,0.42465540766716003,0.449755859375,1780,-0.0075708352258516244,0.2,0.07559602,0.001
27,693,5898240,105.96376240253448,1275,207.9089279651642,0.6971304714679718,-2.233678638190031,47.4390869140625,0.425112247467041,0.397125244140625,1790,-0.01327756303253409,0.2,0.060924597,0.001
28,696,5931008,159.28544104099274,1317,215.4700913786888,0.740967184305191,-2.2486159678548576,41.93693542480469,0.42539769411087036,0.416339111328125,1800,-0.012017032298172126,0.2,0.0670384,0.001
29,697,5963776,239.48369073867798,1362,151.5956183254719,0.723026692867279,-2.2405280884355308,30.286693572998047,0.4252276122570038,0.4508758544921875,1810,-0.008445518672670006,0.2,0.06985764,0.001
30,699,5996544,139.58886274695396,1404,199.40718682408334,0.719336211681366,-2.2429387267678975,49.70549011230469,0.4248497188091278,0.3967681884765625,1820,-0.010480735188320978,0.2,0.06314915,0.001
31,701,6029312,93.60795077681541,1448,194.44612622857093,0.7092978358268738,-2.241133676841855,36.037574768066406,0.42459774017333984,0.4282318115234375,1830,-0.010756835708525614,0.2,0.07196875,0.001
32,702,6062080,152.8513443171978,1491,203.26885075569152,0.7302255034446716,-2.2213225547224282,106.99562072753906,0.4213491976261139,0.430731201171875,1840,-0.009066195952982525,0.2,0.060795575,0.001
33,704,6094848,151.321659386158,1535,153.5144819021225,0.740269809961319,-2.202785449102521,37.11205291748047,0.4208468198776245,0.418218994140625,1850,-0.011495575006847503,0.2,0.06920748,0.001
34,705,6127616,194.30766135454178,1580,180.96587987542154,0.7458716928958893,-2.1945876989513637,46.22256088256836,0.419746071100235,0.4408416748046875,1860,-0.007988901106000413,0.2,0.06788005,0.001
35,706,6160384,170.64992675185204,1623,199.97281056642532,0.7261682450771332,-2.2071682173758744,59.64723205566406,0.42136141657829285,0.407672119140625,1870,-0.01211846654623514,0.2,0.061508186,0.001
36,707,6193152,126.37475740909576,1668,246.41872851848603,0.7580449283123016,-2.1828729726374148,39.67364501953125,0.41742366552352905,0.403924560546875,1880,-0.013261694262473612,0.2,0.05700856,0.001
37,707,6225920,90.94062852859497,1712,209.18378695845604,0.7392404079437256,-2.16351210065186,48.77667999267578,0.41766804456710815,0.4286376953125,1890,-0.01172143580079137,0.2,0.067391515,0.001
38,708,6258688,210.11270678043365,1756,231.37634484767915,0.7308762073516846,-2.155542454496026,35.00676345825195,0.4163212180137634,0.4283294677734375,1900,-0.011108148514540516,0.2,0.0697332,0.001
39,709,6291456,179.89724165201187,1800,176.7207187116146,0.7491578459739685,-2.151648806780577,31.67559242248535,0.41611409187316895,0.4268402099609375,1910,-0.01008402982224652,0.2,0.0747761,0.001
40,710,6324224,113.47145700454712,1845,204.81621463894845,0.7262449860572815,-2.1554470151662826,42.45855712890625,0.41556328535079956,0.4270416259765625,1920,-0.00993652139804908,0.2,0.06728775,0.001
41,710,6356992,143.82818582654,1889,165.4827052950859,0.7195062339305878,-2.144229517877102,25.968082427978516,0.4153965413570404,0.478106689453125,1930,-0.005468175873102154,0.2,0.09016967,0.001
42,711,6389760,179.77861762046814,1934,173.61344532966615,0.7498397529125214,-2.140222008898854,33.468299865722656,0.4132675528526306,0.4474822998046875,1940,-0.009997648290300276,0.2,0.08153796,0.001
43,711,6422528,207.39290994405746,1979,206.4240701317787,0.7012182772159576,-2.1258142206817867,38.86564254760742,0.4128357768058777,0.4163604736328125,1950,-0.012359777961319197,0.2,0.07162127,0.001
44,712,6455296,92.66992831230164,2024,180.94593511223792,0.7055530846118927,-2.124439753219485,40.302188873291016,0.41279637813568115,0.413055419921875,1960,-0.012438924488014891,0.2,0.06984645,0.001
45,712,6488064,156.7249389886856,2069,173.57121821045877,0.7193540036678314,-2.112457251548767,49.21597671508789,0.41080397367477417,0.4186492919921875,1970,-0.014104454193875427,0.2,0.069562204,0.001
46,712,6520832,168.96414732933044,2115,206.92175719738006,0.71113321185112,-2.1013867147266865,36.491146087646484,0.4097365140914917,0.42017822265625,1980,-0.01061064778768923,0.2,0.06255075,0.001
47,712,6553600,120.55048570036888,2160,184.40563169121742,0.7000578939914703,-2.0959634579718114,35.732303619384766,0.41030848026275635,0.43233642578125,1990,-0.012474157676842878,0.2,0.08120954,0.001
48,712,6586368,156.48607122898102,2206,185.7653520822525,0.7184210419654846,-2.09903814420104,34.756771087646484,0.4092004895210266,0.4127716064453125,2000,-0.014538007183364243,0.2,0.068503715,0.001
49,712,6619136,155.07169473171234,2252,205.96508442759514,0.7355602383613586,-2.082647643610835,48.67949295043945,0.40778398513793945,0.4224151611328125,2010,-0.014241085821413434,0.2,0.070072144,0.001
50,712,6651904,168.3723465204239,2300,229.339890396595,0.7081405818462372,-2.0725766703486443,56.74396896362305,0.406466543674469,0.4119476318359375,2020,-0.014028950053943844,0.2,0.058869496,0.001
51,711,6684672,174.1339703798294,2347,186.86438513994216,0.760153517127037,-2.042491778731346,50.20082473754883,0.4031337797641754,0.4414337158203125,2030,-0.011912017724534962,0.2,0.07216458,0.001
52,711,6717440,269.99854946136475,2393,225.86378452181816,0.7239260673522949,-2.0372554872184994,50.69017791748047,0.40252116322517395,0.4086517333984375,2040,-0.014218257957691095,0.2,0.062098313,0.001
53,711,6750208,213.8055270910263,2441,184.46917419433595,0.7644914835691452,-2.024903404712677,35.753379821777344,0.40189313888549805,0.44647216796875,2050,-0.01065433805124485,0.2,0.075462684,0.001
54,710,6782976,82.57594925165176,2489,230.44753435850143,0.7549168169498444,-2.0222299966961144,53.08686065673828,0.402042031288147,0.41947021484375,2060,-0.01351408477894438,0.2,0.067594856,0.001
55,710,6815744,145.88204091787338,2537,181.91861640810967,0.7649136483669281,-2.0131684040650724,28.769758224487305,0.4010518491268158,0.449713134765625,2070,-0.01333532731878222,0.2,0.07998316,0.001
56,710,6848512,190.98019170761108,2584,182.6564349770546,0.7584241479635239,-2.007618413493037,27.01131820678711,0.40112826228141785,0.45836181640625,2080,-0.011924105420621344,0.2,0.08963035,0.001
57,709,6881280,247.4068787097931,2632,203.93897384405136,0.7591425180435181,-1.9969905689358711,37.81947708129883,0.3999176621437073,0.438311767578125,2090,-0.01222629355470417,0.2,0.082650796,0.001
58,709,6914048,201.2006390094757,2679,189.09583413004876,0.7407466471195221,-2.0000190103426574,42.12017059326172,0.39957594871520996,0.434490966796875,2100,-0.01255443514273793,0.2,0.06997385,0.001
59,708,6946816,142.54898917675018,2726,218.47875764369965,0.7264400124549866,-1.972985772229731,37.836639404296875,0.3959288001060486,0.441619873046875,2110,-0.011270143705769443,0.2,0.0872681,0.001
60,707,6979584,128.37840694189072,2777,167.2629045844078,0.7748907804489136,-1.9493759779259563,36.67830276489258,0.394250750541687,0.4567596435546875,2120,-0.012837158275215189,0.2,0.07913511,0.001
61,707,7012352,284.3291040658951,2826,220.06952188014984,0.7122094631195068,-1.9311771048232913,34.32017135620117,0.3906625807285309,0.4597686767578125,2130,-0.01129546417723759,0.2,0.08648364,0.001
62,706,7045120,214.33610785007477,2874,211.11064553260803,0.7565523087978363,-1.9067698324099183,29.399181365966797,0.3898741900920868,0.4744598388671875,2140,-0.01245235983551538,0.2,0.09246734,0.001
63,705,7077888,130.71248346567154,2924,216.71155200004577,0.7351149618625641,-1.891789518110454,63.78826141357422,0.3893263638019562,0.4535186767578125,2150,-0.011770370461817947,0.2,0.074664414,0.001
64,705,7110656,163.20435148477554,2973,191.14614036679268,0.773335188627243,-1.896782681159675,39.886444091796875,0.3907046914100647,0.4614288330078125,2160,-0.011193947829815443,0.2,0.084745504,0.001
65,704,7143424,179.77205273509026,3023,209.5267786026001,0.7511243224143982,-1.9049939708784223,42.3062744140625,0.3898526430130005,0.4532470703125,2170,-0.01343483684649982,0.2,0.08534363,0.001
66,703,7176192,157.81520688533783,3073,236.696144759655,0.713744729757309,-1.8896392207592725,40.4353141784668,0.3885660171508789,0.43004150390625,2180,-0.015020543077480398,0.2,0.06318681,0.001
67,702,7208960,98.31204670667648,3123,192.35596222281455,0.7148618698120117,-1.8654399707913398,53.54090881347656,0.3868985176086426,0.4917144775390625,2190,-0.008814792096382007,0.2,0.094200216,0.001
68,702,7241728,170.3225286602974,3174,235.4988991200924,0.7185805439949036,-1.8403981994837522,55.548770904541016,0.38287803530693054,0.4413909912109375,2200,-0.012868593064922607,0.2,0.0887361,0.001
69,701,7274496,237.5772739648819,3225,249.5004402756691,0.7272182404994965,-1.7990865921601653,47.22216033935547,0.380065381526947,0.4347900390625,2210,-0.01347069972252939,0.2,0.07774607,0.001
70,700,7307264,223.66681110858917,3276,264.26567873954775,0.7280192375183105,-1.7832697024568915,49.79597091674805,0.37820082902908325,0.4366912841796875,2220,-0.01377968530578073,0.2,0.07872884,0.001
71,699,7340032,137.59160339832306,3327,231.2692835688591,0.7456198930740356,-1.772967741265893,43.50566864013672,0.37777644395828247,0.4487091064453125,2230,-0.013132519488499384,0.2,0.084778264,0.001
72,698,7372800,156.53680682182312,3379,202.94625583291054,0.7519239336252213,-1.7644547138363122,49.51393508911133,0.3763905167579651,0.4956512451171875,2240,-0.009671682356929523,0.2,0.10432665,0.001
73,697,7405568,153.77492007613182,3431,223.46711492538452,0.7555657923221588,-1.7425721833482384,44.493141174316406,0.3744879364967346,0.4660064697265625,2250,-0.015417979667836335,0.2,0.0775978,0.001
74,696,7438336,124.2803293466568,3482,212.44994233846666,0.756542980670929,-1.7286700321361423,87.39122772216797,0.37268728017807007,0.509454345703125,2260,-0.006638845459383447,0.2,0.10753068,0.001
75,695,7471104,208.45214211940765,3535,210.48584536910056,0.7801574617624283,-1.7087439453229307,41.207679748535156,0.37112653255462646,0.477630615234375,2270,-0.011957833308770205,0.2,0.09175831,0.001
76,693,7503872,128.00654488801956,3588,216.37014006972313,0.7139722406864166,-1.6928371664136648,47.78351974487305,0.37107765674591064,0.48367919921875,2280,-0.012330777620445588,0.2,0.0900349,0.001
77,692,7536640,105.21215173602104,3641,252.8303962826729,0.7347093820571899,-1.6952494895085692,50.323463439941406,0.37002426385879517,0.4675506591796875,2290,-0.012129588701645844,0.2,0.086239696,0.001
78,692,7569408,159.4689267873764,3693,238.08542679548265,0.7215891480445862,-1.6959004387259484,41.17222213745117,0.3706764876842499,0.513507080078125,2300,-0.01080957954582118,0.2,0.10096653,0.001
79,690,7602176,129.86770606040955,3746,206.65322443246842,0.7743154764175415,-1.6835468582808972,45.91291809082031,0.36782151460647583,0.497802734375,2310,-0.010995937112602406,0.2,0.1023753,0.001
80,689,7634944,162.88284575939178,3800,238.53806813955308,0.7352841198444366,-1.6627632604911924,54.08975601196289,0.3662797212600708,0.490289306640625,2320,-0.010919092443509726,0.2,0.084152654,0.001
81,688,7667712,187.0996949672699,3854,237.0434818148613,0.7320384383201599,-1.6392866667360066,56.694950103759766,0.3648238480091095,0.481915283203125,2330,-0.013131153100766823,0.2,0.107711375,0.001
82,687,7700480,205.57991507649422,3908,261.75815949440005,0.741164356470108,-1.6170959072187543,44.77294158935547,0.36384499073028564,0.482720947265625,2340,-0.01407110782674863,0.2,0.09219568,0.001
83,685,7733248,276.53393518924713,3967,249.5266697049141,0.7274948954582214,-1.61727682556957,52.79304122924805,0.36382895708084106,0.47078857421875,2350,-0.012967911413579714,0.2,0.09115915,0.001
84,684,7766016,169.43501764535904,4023,297.561858355999,0.7234181463718414,-1.627403836324811,46.891151428222656,0.3644982576370239,0.4716064453125,2360,-0.012957110457136878,0.2,0.08401945,0.001
85,682,7798784,263.0761947631836,4079,238.90807725191115,0.746732622385025,-1.6144114026799798,112.13365173339844,0.362246572971344,0.4993682861328125,2370,-0.01176462038383761,0.2,0.104189016,0.001
86,681,7831552,145.28007847070694,4132,241.327901160717,0.6696197390556335,-1.5932742631062866,43.448970794677734,0.3607693314552307,0.490191650390625,2380,-0.012314224059082335,0.2,0.10181962,0.001
87,680,7864320,211.54058194160461,4188,197.90801847577094,0.7199214994907379,-1.5967009779065848,38.035316467285156,0.35930532217025757,0.5180633544921875,2390,-0.01110094064133591,0.2,0.10737106,0.001
88,679,7897088,117.91513323783875,4243,276.1699849963188,0.7044706344604492,-1.5569300850853325,142.4943389892578,0.3574570119380951,0.48905029296875,2400,-0.012613925103869406,0.2,0.10691896,0.001
89,678,7929856,227.30135902762413,4299,225.19780339598657,0.7244381606578827,-1.5647537764161825,41.74223327636719,0.3569703698158264,0.4862548828125,2410,-0.014946678581691231,0.2,0.09101188,0.001
90,677,7962624,164.19656383991241,4354,241.21430199146272,0.7196875810623169,-1.5502114856615663,49.34311294555664,0.35692739486694336,0.5044525146484375,2420,-0.010500956448231591,0.2,0.09537767,0.001
91,675,7995392,186.5857719182968,4413,236.59816845059396,0.7387780547142029,-1.5398087628185748,48.63316345214844,0.3557588458061218,0.4828582763671875,2430,-0.01429250760411378,0.2,0.097105905,0.001
92,673,8028160,179.69579088687897,4474,227.737704706192,0.7649029046297073,-1.5375506168231368,36.06815719604492,0.35628464818000793,0.48243408203125,2440,-0.014096359167524497,0.2,0.09239897,0.001
93,671,8060928,200.7048840522766,4538,213.10757114887238,0.7489580810070038,-1.5405415205284954,36.43199157714844,0.3554341793060303,0.5010223388671875,2450,-0.013235663671366638,0.2,0.09870266,0.001
94,670,8093696,182.22629964351654,4597,239.34234704971314,0.7263048589229584,-1.52204279191792,47.87176513671875,0.3544272780418396,0.490087890625,2460,-0.014596400109439855,0.2,0.10410902,0.001
95,668,8126464,199.1587611436844,4653,200.26460478901862,0.7558950483798981,-1.51552365552634,35.2221794128418,0.35316944122314453,0.5111053466796875,2470,-0.011320189253456191,0.2,0.10877914,0.001
96,667,8159232,164.6275139451027,4710,243.51191859841347,0.7463324964046478,-1.4830914087593556,49.338706970214844,0.35090821981430054,0.5073699951171875,2480,-0.011613610619679093,0.2,0.10393142,0.001
97,666,8192000,185.96779042482376,4769,233.69422442913054,0.7505763173103333,-1.4606623319908976,48.10202407836914,0.34847187995910645,0.4792449951171875,2490,-0.015549209821256228,0.2,0.09206069,0.001
98,658,8224768,257.58975064754486,4876,232.45623086690904,0.7548322975635529,-1.4477304805070161,80.49137878417969,0.34858304262161255,0.50101318359375,2500,-0.012511727681703633,0.2,0.103951715,0.001
99,646,8257536,178.62527179718018,5015,236.71543415784836,0.7539767622947693,-1.4493383888155222,50.873939514160156,0.3478859066963196,0.487994384765625,2510,-0.013867199618107406,0.2,0.093891375,0.001
100,638,8290304,214.86015474796295,5134,231.717431974411,0.7533120363950729,-1.4369953524321317,54.58741760253906,0.34688109159469604,0.5075164794921875,2520,-0.01264793240261497,0.2,0.10256465,0.001
101,631,8323072,171.8560854792595,5240,244.3470443725586,0.7550830096006393,-1.4189154144376517,45.38812255859375,0.3463508188724518,0.476177978515625,2530,-0.0148660338109039,0.2,0.093260705,0.001
102,628,8355840,139.39991784095764,5319,239.94238451719283,0.7388586401939392,-1.4018844597041606,78.72554016113281,0.34454643726348877,0.4943450927734375,2540,-0.01321911957784323,0.2,0.0977869,0.001
103,624,8388608,165.36724889278412,5401,217.02365711927413,0.753748819231987,-1.3874571736902,54.41088104248047,0.341966450214386,0.518072509765625,2550,-0.011516298558126437,0.2,0.11338791,0.001
104,624,8421376,185.3403938114643,5461,244.17113938331605,0.7507196813821793,-1.3646124474704266,52.1330451965332,0.3407272398471832,0.503253173828125,2560,-0.012057848855329211,0.2,0.11162993,0.001
105,620,8454144,182.10016417503357,5548,186.88834960460662,0.8001066893339157,-1.3455758810043335,39.63795852661133,0.33979636430740356,0.5367645263671875,2570,-0.007261589981862926,0.2,0.1247349,0.001
106,619,8486912,216.55305323004723,5606,236.23916125297546,0.7552580535411835,-1.3267754945904016,46.40946960449219,0.33755338191986084,0.5006622314453125,2580,-0.015070620628102915,0.2,0.096802205,0.001
107,617,8519680,201.92228364944458,5676,251.5723080098629,0.7484821081161499,-1.3142715368419886,41.53316116333008,0.33532214164733887,0.51038818359375,2590,-0.010943107863204205,0.2,0.099186614,0.001
108,614,8552448,211.00451457500458,5755,225.31528389453888,0.7502973973751068,-1.2774105407297611,36.987613677978516,0.33273833990097046,0.51954345703125,2600,-0.00972780277224956,0.2,0.11984342,0.001
109,614,8585216,65.34410673379898,5812,230.07337616682054,0.745773196220398,-1.2441433671861888,38.885772705078125,0.3316892981529236,0.51253662109375,2610,-0.012487813036568696,0.2,0.114119336,0.001
110,612,8617984,169.6671860218048,5885,242.75001561641693,0.7241444289684296,-1.2452527642250062,42.80543518066406,0.33110547065734863,0.510113525390625,2620,-0.01198854047615896,0.2,0.11476975,0.001
111,612,8650752,224.20419669151306,5941,234.43637238144873,0.7595104277133942,-1.2637165006250144,73.05736541748047,0.3320487141609192,0.540899658203125,2630,-0.0101567155426892,0.2,0.116543666,0.001
112,611,8683520,129.63184583187103,5998,224.89742052555084,0.7461936771869659,-1.2604762475937605,56.62944412231445,0.3312806487083435,0.5361907958984375,2640,-0.01190752882794186,0.2,0.121865705,0.001
113,610,8716288,103.28850117325783,6066,206.1056825518608,0.7302442193031311,-1.256002812832594,31.93647003173828,0.3318193256855011,0.5206451416015625,2650,-0.011852508913216297,0.2,0.12347855,0.001
114,609,8749056,103.29484218358994,6125,173.71180168390273,0.7523621618747711,-1.245857271552086,44.372825622558594,0.3303912878036499,0.5514862060546875,2660,-0.006013540603453294,0.2,0.13566823,0.001
115,609,8781824,131.76968944072723,6183,246.40328038930892,0.7333592474460602,-1.2363892940804362,58.86723327636719,0.32998788356781006,0.5024017333984375,2670,-0.01035188074602047,0.2,0.11202219,0.001
116,609,8814592,157.92575657367706,6239,260.8571323156357,0.6890146136283875,-1.2238096283748745,43.097129821777344,0.3292386531829834,0.5433685302734375,2680,-0.009979944150109077,0.2,0.13331613,0.001
117,608,8847360,243.39003610610962,6298,215.84017800092698,0.7743683457374573,-1.2240742597728969,50.73193359375,0.3300987184047699,0.527862548828125,2690,-0.011029511905144318,0.2,0.13910897,0.001
118,608,8880128,209.99211478233337,6355,254.67434432506562,0.7428419589996338,-1.2057579152286053,50.238136291503906,0.3280639052391052,0.497271728515625,2700,-0.015498101223056438,0.2,0.10760691,0.001
119,607,8912896,154.93008440732956,6413,263.4274332880974,0.7178588509559631,-1.203154114820063,55.547508239746094,0.32729849219322205,0.4997100830078125,2710,-0.01429190097769606,0.2,0.0988793,0.001
120,607,8945664,93.41958922147751,6473,234.97307454943657,0.7027303874492645,-1.1798753628507257,43.28792953491211,0.32487478852272034,0.5284393310546875,2720,-0.011701851061661727,0.2,0.11809515,0.001
121,607,8978432,235.86573630571365,6531,247.22808220386506,0.7016621530056,-1.1727024523541332,41.935821533203125,0.3263372480869293,0.5176513671875,2730,-0.011807910487550543,0.2,0.11369051,0.001
122,606,9011200,163.02425757050514,6594,263.2450477361679,0.7432236969470978,-1.1792882151901722,56.512229919433594,0.32469573616981506,0.5178436279296875,2740,-0.011725572147406637,0.2,0.1384848,0.001
123,605,9043968,173.0957840681076,6656,272.3732677459717,0.7084087133407593,-1.1455300260335206,58.16893768310547,0.32208141684532166,0.4988677978515625,2750,-0.013415364413231146,0.2,0.10329381,0.001
124,601,9076736,-302.06978464126587,6749,273.45153654813765,0.7088859677314758,-1.1929336350411177,78.33137512207031,0.3304416537284851,0.9019256591796875,2760,0.1820500602305401,0.2,76.35118,0.001
125,598,9109504,-221.65962636470795,6838,1750.2338536262512,0.06153172254562378,-1.23306905310601,492.0892639160156,0.33107441663742065,0.4442718505859375,2770,-0.0040925315479398705,0.2,0.06981101,0.001
126,596,9142272,-319.65333434939384,6922,1369.4924607276917,0.6032436788082123,-1.2347075972706079,496.4395751953125,0.3312857449054718,0.4442047119140625,2780,-0.005814787862254889,0.2,0.064265326,0.001
127,593,9175040,-437.08281421661377,7013,1254.418243265152,0.6607723832130432,-1.2463134629651904,450.18194580078125,0.33217722177505493,0.456683349609375,2790,-0.005056952629820444,0.2,0.075035855,0.001
128,590,9207808,-314.68471026420593,7100,1323.0994782447815,0.6903833746910095,-1.2608130445703865,540.7775268554688,0.3338232636451721,0.4617523193359375,2800,-0.001481306305504404,0.2,0.06565677,0.001
129,587,9240576,-355.6596927344799,7191,1027.0035801887511,0.6949728727340698,-1.280207311362028,432.3431091308594,0.3352449834346771,0.4761962890625,2810,-0.0037710451215389185,0.2,0.08296021,0.001
130,584,9273344,-342.943677008152,7285,1218.5937713146209,0.6927273571491241,-1.2978292444720865,403.2079162597656,0.3367016315460205,0.44368896484375,2820,-0.0082480940665846,0.2,0.06241971,0.001
131,582,9306112,-242.3551340997219,7374,1146.426303911209,0.6845246851444244,-1.3245368715375663,545.5848999023438,0.33885663747787476,0.4746917724609375,2830,-0.0016894504609808792,0.2,0.07062015,0.001
132,579,9338880,-341.19461596012115,7461,1178.693879699707,0.6385132670402527,-1.3359370123595,353.2933349609375,0.33932235836982727,0.4579010009765625,2840,-0.007419007974021952,0.2,0.067079425,0.001
133,577,9371648,-359.6837709248066,7546,1132.1062041282653,0.6393046677112579,-1.3374544762074947,368.964111328125,0.33987849950790405,0.4382049560546875,2850,-0.008189274074538844,0.2,0.062162053,0.001
134,574,9404416,-224.6467707157135,7636,990.9820947647095,0.6660924553871155,-1.3573594879359008,362.7303771972656,0.34086811542510986,0.611822509765625,2860,0.034647344231052556,0.2,0.15114339,0.001
135,572,9437184,-402.76244482398033,7729,995.186460018158,0.6662022769451141,-1.3522720124572516,402.6501770019531,0.3417929410934448,0.483880615234375,2870,-0.0026682559502660295,0.2,0.07726139,0.001
136,569,9469952,-242.02026039361954,7823,1171.780795288086,0.6466968953609467,-1.3560337990522384,345.4935302734375,0.3416137993335724,0.4541595458984375,2880,-0.00636372139051673,0.2,0.076472566,0.001
137,567,9502720,-340.8115164041519,7913,1071.0406846046449,0.6539813280105591,-1.3645401241257786,498.1881103515625,0.34188106656074524,0.4694610595703125,2890,-0.004140496956824791,0.2,0.08137932,0.001
138,565,9535488,-249.70354396104813,8002,932.9428719520569,0.6648616194725037,-1.423998655565083,472.1661682128906,0.3502129912376404,0.6939971923828125,2900,0.06259989706486521,0.2,3.8647761,0.001
139,563,9568256,-131.00723105669022,8088,825.6173645019531,0.6897220611572266,-1.4734874852001667,284.6737365722656,0.35049930214881897,0.440283203125,2910,-0.0065671074022247925,0.2,0.06103017,0.001
140,561,9601024,-229.99060985445976,8175,707.6528817415237,0.6844005584716797,-1.4745535707101225,295.5721130371094,0.3517107367515564,0.48011474609375,2920,-0.004631300483742962,0.2,0.08192134,0.001
141,558,9633792,-223.88750705122948,8269,753.0624468564987,0.7263381481170654,-1.5009800964966415,322.7118225097656,0.3528844714164734,0.4517059326171875,2930,-0.007992965676385211,0.2,0.06778047,0.001
