time/iterations,time/fps,time/total_timesteps,rew_vec_envs,time/time_elapsed,train/value_loss,train/explained_variance,train/entropy_loss,train/loss,train/std,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/learning_rate
142,556,9666560,-174.92952501773834,8355,821.3798213005066,0.7016526460647583,-1.5052210446447134,321.4140319824219,0.3528112769126892,0.4315155029296875,2940,-0.008893959863780766,0.2,0.061913528,0.001
143,554,9699328,-229.69064271450043,8447,800.7390060424805,0.6002574861049652,-1.4898317536339163,311.6058044433594,0.3517812490463257,0.4748748779296875,2950,-0.006528624334896449,0.2,0.0864594,0.001
144,552,9732096,-222.68257707357407,8540,739.0435172319412,0.6956981420516968,-1.4909724311903119,215.69546508789062,0.3526678681373596,0.456927490234375,2960,-0.003804409450458479,0.2,0.07056345,0.001
145,550,9764864,-254.1987859606743,8637,802.2586797475815,0.7031351923942566,-1.4835677897557615,198.94419860839844,0.35231783986091614,0.45477294921875,2970,-0.006332418501187931,0.2,0.07688873,0.001
146,547,9797632,-157.15940552949905,8741,794.9384924888611,0.6745907366275787,-1.5029314804822207,205.43453979492188,0.35313621163368225,0.4746551513671875,2980,-0.004195892028292292,0.2,0.07815969,0.001
147,544,9830400,-293.2108734548092,8844,880.3156377792359,0.7053572535514832,-1.4937360549345613,210.8993377685547,0.3522956073284149,0.4582183837890625,2990,-0.009877695020622922,0.2,0.07417038,0.001
148,542,9863168,-316.1200567483902,8937,923.8987610340118,0.7070179581642151,-1.4885033970698713,284.4237060546875,0.3518676459789276,0.4439239501953125,3000,-0.008765982738259482,0.2,0.061063163,0.001
149,540,9895936,-393.3779524564743,9033,854.8978664398194,0.7013213634490967,-1.483210359327495,239.4436492919922,0.3508991599082947,0.4415130615234375,3010,-0.009423562251322437,0.2,0.069665775,0.001
150,538,9928704,-156.68915855884552,9123,872.3147962093353,0.6754712462425232,-1.463819544017315,202.12977600097656,0.34964990615844727,0.447601318359375,3020,-0.008631947769026737,0.2,0.08049783,0.001
151,536,9961472,-157.65651188790798,9217,783.6173675537109,0.7131587266921997,-1.4835434066131712,181.43023681640625,0.35151827335357666,0.4803558349609375,3030,-0.0014613662468036636,0.2,0.08298333,0.001
152,534,9994240,-153.0214939713478,9313,724.205292725563,0.7343504428863525,-1.485079250484705,338.9232177734375,0.35121017694473267,0.487518310546875,3040,-0.0010394746073870919,0.2,0.088951945,0.001
153,532,10027008,-257.5124092102051,9408,731.2453425407409,0.7243139147758484,-1.493191508576274,203.52731323242188,0.35217589139938354,0.480670166015625,3050,-0.006433710683631943,0.2,0.06901924,0.001
