time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
26869760,1,2.1098688,1625,60,,,,,,,,,,,
26968064,2,2.4611528,1592,123,0.050034586588541666,-0.0027490889092102104,0.0060820035,-2.236897694692016,951.6126304308574,0.8515483289957047,0.0001,0.42425984144210815,7580,214.4995574951172,0.2
27066368,3,1.7375625,1571,187,0.04906107584635417,-0.003080114490330743,0.0058075264,-2.2275833040475845,897.404757976532,0.8422611355781555,0.0001,0.4232843816280365,7590,296.4064636230469,0.2
27164672,4,1.6397476,1569,250,0.04941202799479167,-0.0030702786422504382,0.006224975,-2.212967627868056,890.3154741605123,0.827173188328743,0.0001,0.4211214780807495,7600,311.9436340332031,0.2
27262976,5,1.4980146,1566,313,0.0479705810546875,-0.0028210014523210704,0.005536093,-2.2015397284179925,815.6697027842204,0.8492033332586288,0.0001,0.42074471712112427,7610,302.8295593261719,0.2
27361280,6,2.8200471,1566,376,0.05457356770833333,-0.0034006900783424498,0.006176217,-2.1923987389852604,1079.4176205476126,0.8449423760175705,0.0001,0.419284462928772,7620,312.534912109375,0.2
27459584,7,2.122059,1568,438,0.043187459309895836,-0.002863866420011618,0.005391112,-2.180444407959779,1184.558611456553,0.8233490884304047,0.0001,0.4181867837905884,7630,349.3828125,0.2
27557888,8,1.2267812,1566,502,0.0488128662109375,-0.0027801138974003453,0.006009292,-2.167180255552133,1165.5927759965261,0.7932562828063965,0.0001,0.4166924059391022,7640,377.8384704589844,0.2
27656192,9,1.8943558,1566,564,0.042769368489583334,-0.002394909959790918,0.0052883136,-2.1541351543118554,991.5983718554179,0.8480619639158249,0.0001,0.41520801186561584,7650,221.10122680664062,0.2
27754496,10,2.243914,1567,627,0.04860738118489583,-0.002989182221669277,0.005903411,-2.1421336033691962,1011.9744399229686,0.8313961327075958,0.0001,0.4141835570335388,7660,455.6333312988281,0.2
27852800,11,2.545406,1567,689,0.05574442545572917,-0.002917436986839069,0.0067043924,-2.133901563162605,814.1953106880188,0.8529018312692642,0.0001,0.4136585593223572,7670,178.99110412597656,0.2
