time/iterations,time/time_elapsed,time/fps,rew_vec_envs,time/total_timesteps,train/std,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/loss,train/entropy_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/clip_range,train/value_loss
41,1126,1192,174.19227349758148,1343488,0.7791683077812195,-0.0067848514489014635,0.001,0.007046495,78.23411560058594,-4.666540119051933,400,0.674308717250824,0.0680267333984375,0.2,267.55819063186647
42,1156,1189,120.26348477602005,1376256,0.7749319076538086,-0.007220495700312313,0.001,0.007612529,74.58185577392578,-4.658983442187309,410,0.6734255850315094,0.0768341064453125,0.2,270.6539221286774
43,1187,1186,128.05561208724976,1409024,0.7734730243682861,-0.0069224373859469775,0.001,0.0072521153,95.54290771484375,-4.64123894572258,420,0.6789353787899017,0.072705078125,0.2,240.9710735797882
44,1218,1183,182.33914852142334,1441792,0.7680339217185974,-0.00749103786656633,0.001,0.008766698,104.28612518310547,-4.623464548587799,430,0.6558351218700409,0.0911285400390625,0.2,280.5702711105347
45,1248,1180,146.6318119764328,1474560,0.7633084654808044,-0.00679964786831988,0.001,0.007890686,107.25215911865234,-4.597259190678597,440,0.6840644478797913,0.0785400390625,0.2,234.4843563079834
46,1281,1176,166.8267942070961,1507328,0.7564117312431335,-0.006326522241579369,0.001,0.009126478,82.5692367553711,-4.566273254156113,450,0.6729576289653778,0.080010986328125,0.2,240.52833700180054
47,1313,1172,184.45181226730347,1540096,0.7499741911888123,-0.006498121494223597,0.001,0.007415193,83.35786437988281,-4.533250313997269,460,0.6584143936634064,0.0739227294921875,0.2,268.9510138988495
48,1344,1169,169.82961201667786,1572864,0.7454437017440796,-0.00673548102422501,0.001,0.007507826,94.61152648925781,-4.5009343206882475,470,0.6842956244945526,0.087835693359375,0.2,268.9513958930969
49,1375,1167,243.73896670341492,1605632,0.7411758899688721,-0.007326627310976619,0.001,0.009095559,79.52851104736328,-4.479418322443962,480,0.6848983466625214,0.0909423828125,0.2,289.2764950275421
50,1406,1164,236.8618083000183,1638400,0.7368725538253784,-0.006308567419182509,0.001,0.012701882,95.37251281738281,-4.456952768564224,490,0.6928077042102814,0.0867706298828125,0.2,275.10159292221067
51,1437,1162,253.71336495876312,1671168,0.7288349866867065,-0.006852100447576959,0.001,0.009875907,121.2109603881836,-4.417466315627098,500,0.6938281655311584,0.104364013671875,0.2,244.77775554656984
52,1468,1160,218.2303381562233,1703936,0.7244484424591064,-0.006457956625672523,0.001,0.011854174,85.75150299072266,-4.389601707458496,510,0.6687352061271667,0.098626708984375,0.2,259.1694040775299
53,1498,1158,168.9247781485319,1736704,0.7242043614387512,-0.006011776406376157,0.001,0.008270338,92.03875732421875,-4.376869437098503,520,0.6574184000492096,0.0967559814453125,0.2,278.6508313655853
54,1530,1156,200.95249271392822,1769472,0.722847044467926,-0.007050595852342667,0.001,0.008767908,154.1985321044922,-4.374863374233246,530,0.6582936346530914,0.096173095703125,0.2,259.4634745121002
55,1560,1154,169.83310997486115,1802240,0.7198030948638916,-0.006677760831371416,0.001,0.010261671,65.47727966308594,-4.360241937637329,540,0.6431147158145905,0.1049346923828125,0.2,272.647455739975
56,1592,1152,159.74868154525757,1835008,0.7159653902053833,-0.007013701340474654,0.001,0.008861765,85.84524536132812,-4.3371158093214035,550,0.6834546327590942,0.096295166015625,0.2,246.2157766342163
57,1625,1149,224.88511455059052,1867776,0.7105934619903564,-0.006093627488007769,0.001,0.008844732,118.75713348388672,-4.308032885193825,560,0.700241357088089,0.0979736328125,0.2,256.9100020885468
58,1657,1146,194.17915225028992,1900544,0.7036252021789551,-0.007242798870720435,0.001,0.009753829,86.63168334960938,-4.273794573545456,570,0.6931478977203369,0.112933349609375,0.2,235.53390655517578
59,1690,1143,217.88774991035461,1933312,0.6977806091308594,-0.006535410738433711,0.001,0.011439228,100.292724609375,-4.237791463732719,580,0.6195017695426941,0.118304443359375,0.2,272.618824338913
60,1722,1141,188.5894502401352,1966080,0.6956605911254883,-0.006126139302796219,0.001,0.010016453,119.98152923583984,-4.217742457985878,590,0.6707015335559845,0.10599365234375,0.2,268.21782913208006
61,1755,1138,153.9334580898285,1998848,0.6911293864250183,-0.007262592228653375,0.001,0.012175384,65.88859558105469,-4.195274361968041,600,0.6324567794799805,0.1066650390625,0.2,250.46937885284424
62,1787,1136,184.04911541938782,2031616,0.6849930286407471,-0.00838379501219606,0.001,0.012683606,119.97492218017578,-4.161736834049225,610,0.6778287887573242,0.123162841796875,0.2,272.7303628921509
