time/time_elapsed,time/iterations,time/fps,rew_vec_envs,time/total_timesteps,train/std,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/loss,train/approx_kl,train/entropy_loss
71,1,460,6585.9105224609375,13664256,,,,,,,,,,,
133,2,491,6079.9735107421875,13697024,0.20639115571975708,0.001,0.0028673346096184105,0.8173214495182037,4170,0.2,8983.413689804078,0.2793060302734375,2059.691162109375,0.03386251,1.4478044105693697
195,3,502,7509.495361328125,13729792,0.20606940984725952,0.001,-4.443790749064646e-06,0.8168811500072479,4180,0.2,9919.377212524414,0.2570159912109375,2511.812744140625,0.024245052,1.4516621364280582
258,4,507,7140.020263671875,13762560,0.20565524697303772,0.001,0.0012997753125091548,0.798502966761589,4190,0.2,10205.612405776978,0.256646728515625,1849.52978515625,0.025777515,1.4572392359375954
321,5,510,6982.718566894531,13795328,0.20517688989639282,0.001,0.0023009087668469873,0.7826304882764816,4200,0.2,11689.880084991455,0.2683563232421875,2129.784423828125,0.036521487,1.4651702105998994
384,6,511,6579.457244873047,13828096,0.20462992787361145,0.001,0.0026443821920111078,0.7887926995754242,4210,0.2,10351.865060424805,0.2591278076171875,2249.4794921875,0.030768044,1.4741672609001397
446,7,513,6562.4783935546875,13860864,0.20480278134346008,0.001,0.004913255814244621,0.8121544718742371,4220,0.2,9075.121268463135,0.2845123291015625,1913.969482421875,0.031186532,1.481008557230234
509,8,514,7084.568572998047,13893632,0.20474067330360413,0.001,0.0017833264821092599,0.7959338277578354,4230,0.2,10413.049625396729,0.275335693359375,2128.666259765625,0.025384301,1.4826071459800005
572,9,515,6689.418884277344,13926400,0.2049793303012848,0.001,0.003145025684716529,0.8040180802345276,4240,0.2,9921.950782775879,0.2735260009765625,2217.196044921875,0.028602395,1.4828841244801878
635,10,515,6585.314239501953,13959168,0.20469625294208527,0.001,0.0019015745256183436,0.7796240001916885,4250,0.2,11202.207451629638,0.25352783203125,2143.945068359375,0.026624475,1.4819913912564515
698,11,515,7140.1422119140625,13991936,0.20432588458061218,0.001,0.0014318274814286269,0.8040021806955338,4260,0.2,10685.762728500365,0.2614471435546875,3417.214111328125,0.026051963,1.487458067201078
762,12,515,6839.1356201171875,14024704,0.20367084443569183,0.001,0.0017187028232001466,0.8219606876373291,4270,0.2,10542.402692031861,0.26080322265625,2517.5341796875,0.02680565,1.4959292985498904
826,13,515,7623.813140869141,14057472,0.203444242477417,0.001,0.0021206158082350155,0.8203609734773636,4280,0.2,10851.390731811523,0.2734588623046875,2086.896240234375,0.03497322,1.5032067976891994
890,14,515,6401.354049682617,14090240,0.2026272863149643,0.001,0.00016835816641105338,0.8066841512918472,4290,0.2,10178.47509613037,0.2432373046875,2316.654052734375,0.030818734,1.5111850038170815
952,15,515,6587.842956542969,14123008,0.2023266851902008,0.001,0.0027806262998637974,0.7840478718280792,4300,0.2,10490.913109588622,0.2651763916015625,1955.4354248046875,0.028786903,1.5220927823334933
1016,16,515,7118.941253662109,14155776,0.20222705602645874,0.001,0.0042463816524104915,0.8064202219247818,4310,0.2,10173.585344696045,0.2961395263671875,2154.276123046875,0.03597805,1.525222740136087
1080,17,515,7164.234710693359,14188544,0.20243510603904724,0.001,0.0019057850033277646,0.8129267543554306,4320,0.2,10202.941618347168,0.268988037109375,2077.784912109375,0.03350119,1.5251460429280996
1144,18,515,6911.658966064453,14221312,0.20260927081108093,0.001,0.002680327562484308,0.7982733994722366,4330,0.2,10864.61083946228,0.2570404052734375,2227.212646484375,0.025119359,1.5225877534598111
1208,19,515,6511.164154052734,14254080,0.20229096710681915,0.001,0.002291088793936069,0.7980608940124512,4340,0.2,11543.322409820557,0.2698822021484375,2422.046142578125,0.023711126,1.5249709954485298
1272,20,515,6846.832214355469,14286848,0.20185279846191406,0.001,0.0042277404350898,0.8314343988895416,4350,0.2,9456.826439666747,0.285125732421875,2327.190185546875,0.029016,1.5328945625573396
1335,21,515,6519.287780761719,14319616,0.20195382833480835,0.001,0.0020227903056365903,0.8001326471567154,4360,0.2,10661.325444793702,0.2607818603515625,2390.850830078125,0.024548743,1.5354558277875185
1400,22,514,7127.427185058594,14352384,0.2022087574005127,0.001,0.0017505756972241216,0.8030996769666672,4370,0.2,11020.16127357483,0.2663665771484375,1913.4052734375,0.029073263,1.5348645208403469
1464,23,514,6898.725036621094,14385152,0.202426016330719,0.001,0.003125425251710112,0.8089409321546555,4380,0.2,10491.643878173829,0.2787261962890625,2072.669921875,0.033471927,1.5323322208598256
1528,24,514,6595.330078125,14417920,0.20205223560333252,0.001,0.0034084804945450744,0.7743532806634903,4390,0.2,11242.126953887939,0.276507568359375,2437.88671875,0.036219623,1.5318832965567708
1592,25,514,6988.353363037109,14450688,0.2021414041519165,0.001,0.0016898445690458174,0.8130083084106445,4400,0.2,10037.213167572021,0.273504638671875,2030.223388671875,0.030123934,1.5356111451983452
1657,26,514,7223.761810302734,14483456,0.20188452303409576,0.001,0.005524019260337809,0.821193590760231,4410,0.2,10443.684842300416,0.283331298828125,2100.846435546875,0.027758338,1.53997942507267
1722,27,513,6636.562164306641,14516224,0.20159977674484253,0.001,0.0030786110804911005,0.793606698513031,4420,0.2,12442.041672134399,0.264801025390625,2375.59326171875,0.03384429,1.5461897149682045
