time/time_elapsed,time/iterations,time/fps,rew_vec_envs,time/total_timesteps,train/std,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/loss,train/approx_kl,train/entropy_loss
69,1,469,6561.271942138672,12615680,,,,,,,,,,,
131,2,497,6827.334701538086,12648448,0.2154172956943512,0.001,0.0004451949425856583,0.8098075538873672,3850,0.2,9843.05085067749,0.2556396484375,1679.3311767578125,0.029861994,1.2623544812202454
194,3,504,6277.128265380859,12681216,0.21527895331382751,0.001,0.002892530011740746,0.8349466025829315,3860,0.2,9742.123746490479,0.255279541015625,1826.3272705078125,0.025699828,1.2680101549252867
257,4,508,7035.306869506836,12713984,0.214830681681633,0.001,0.00133443366503343,0.8066516369581223,3870,0.2,10208.825629806519,0.2510894775390625,2528.45703125,0.02757918,1.2771596744656564
319,5,512,6819.448486328125,12746752,0.21433362364768982,0.001,0.0017344538056931925,0.8015904575586319,3880,0.2,9936.107015228272,0.2536041259765625,2110.711181640625,0.031898364,1.287214508280158
381,6,514,6746.0665283203125,12779520,0.21388915181159973,0.001,0.0014499497843644348,0.8159664869308472,3890,0.2,9403.427869033814,0.263751220703125,2258.7568359375,0.028934058,1.2948483984917403
444,7,515,6806.168243408203,12812288,0.21352441608905792,0.001,0.0026302382579160622,0.8083309084177017,3900,0.2,9695.752407836913,0.270733642578125,2183.948486328125,0.0279595,1.3042534237727523
507,8,516,6817.003616333008,12845056,0.21306991577148438,0.001,0.001898694497140241,0.7934823334217072,3910,0.2,10516.829933166504,0.2601959228515625,2640.46142578125,0.035156026,1.3133179919794202
569,9,517,6666.852722167969,12877824,0.21241727471351624,0.001,0.002259878965560347,0.7907143831253052,3920,0.2,8917.564738845826,0.2638763427734375,1945.1168212890625,0.034139827,1.3221361229196191
632,10,517,6956.9613037109375,12910592,0.21230828762054443,0.001,0.0008837872584990692,0.783414751291275,3930,0.2,10347.523345947266,0.2528717041015625,2148.694580078125,0.026447631,1.3284048087894917
695,11,518,6218.663009643555,12943360,0.2123592644929886,0.001,0.0012980992560187588,0.8070739656686783,3940,0.2,10236.415147018433,0.2665985107421875,1920.3880615234375,0.02609646,1.3309447057545185
758,12,518,6619.564697265625,12976128,0.21208304166793823,0.001,0.00023445563565474003,0.8012369126081467,3950,0.2,10085.105363082886,0.254998779296875,2321.041748046875,0.025767572,1.3346868166700006
821,13,518,6983.730621337891,13008896,0.2121870517730713,0.001,0.0007990428774064639,0.781459391117096,3960,0.2,10133.3493724823,0.2519195556640625,2313.399169921875,0.0258612,1.3364370664581657
884,14,518,6682.7554931640625,13041664,0.21182867884635925,0.001,0.004350369832536671,0.7917972356081009,3970,0.2,10008.318658447266,0.28121337890625,2132.009033203125,0.041821294,1.3409802796319128
948,15,518,7464.130310058594,13074432,0.21172329783439636,0.001,0.0014608265002607368,0.7937908470630646,3980,0.2,9999.620860671997,0.2644287109375,1847.9837646484375,0.030412957,1.3450764233246446
1013,16,517,7423.496795654297,13107200,0.2111995816230774,0.001,0.0011045052309782478,0.7830846607685089,3990,0.2,10439.156030654907,0.254193115234375,1988.6484375,0.03642468,1.3519198244437576
1079,17,516,6521.843841552734,13139968,0.2106616497039795,0.001,0.00013610313471872358,0.7978708744049072,4000,0.2,10550.393990325927,0.25069580078125,2051.050537109375,0.02738649,1.3638469241559505
1143,18,515,6812.997314453125,13172736,0.2106950283050537,0.001,0.0018507730379496933,0.8169278502464294,4010,0.2,10520.945395660401,0.2602447509765625,2440.0810546875,0.027952034,1.371183911897242
1206,19,516,6540.082855224609,13205504,0.21001142263412476,0.001,0.0014996704558143392,0.7921528816223145,4020,0.2,11329.398622894287,0.2616119384765625,2036.36279296875,0.031842165,1.3791969243437052
1269,20,516,7345.469757080078,13238272,0.2097112536430359,0.001,0.0034949529963341774,0.7979174554347992,4030,0.2,11069.23039932251,0.2758880615234375,2375.194580078125,0.024895106,1.3883031418547034
1332,21,516,6950.196929931641,13271040,0.2096109688282013,0.001,0.0036982149937102803,0.7758552730083466,4040,0.2,10326.928713989259,0.272637939453125,1845.818603515625,0.029106554,1.3921185158193112
1395,22,516,6691.671630859375,13303808,0.209363654255867,0.001,-0.0003427849100262392,0.7747008055448532,4050,0.2,12708.635861968995,0.2480499267578125,2687.392822265625,0.022831913,1.3962559834122659
1459,23,516,6537.645690917969,13336576,0.20912401378154755,0.001,0.0040481921489117665,0.7913217097520828,4060,0.2,9698.99785232544,0.2779052734375,1822.5537109375,0.041069843,1.402297472022474
1524,24,515,6502.380676269531,13369344,0.20893487334251404,0.001,0.0017033808822816353,0.7758252024650574,4070,0.2,10308.92409362793,0.2648345947265625,2133.1416015625,0.026111688,1.4058323428034782
1589,25,515,7081.375549316406,13402112,0.20884564518928528,0.001,0.004212688344705384,0.8003624826669693,4080,0.2,9420.332903671264,0.2724517822265625,2090.42626953125,0.037492942,1.4056436259299516
1653,26,515,7325.617523193359,13434880,0.2082163542509079,0.001,0.0011583306004467886,0.7787641286849976,4090,0.2,11012.177603912354,0.268743896484375,2675.73681640625,0.032457232,1.4101688845083118
1716,27,515,6472.3624267578125,13467648,0.2078334391117096,0.001,0.0028093480754250778,0.7948608249425888,4100,0.2,10337.653744125366,0.2687744140625,1927.12353515625,0.034833647,1.417783623188734
1780,28,515,6506.483489990234,13500416,0.2076457142829895,0.001,0.002252055553981336,0.8086118251085281,4110,0.2,9877.033140945434,0.26865234375,2210.372314453125,0.03665477,1.4230391411110759
1845,29,514,6814.315979003906,13533184,0.20749835669994354,0.001,0.0014030870559508912,0.7830900400876999,4120,0.2,10206.399781799317,0.261114501953125,2004.30029296875,0.029120397,1.4254375465214253
1909,30,514,7176.168701171875,13565952,0.2072988748550415,0.001,0.0015920873196591857,0.7875676453113556,4130,0.2,9813.491091918946,0.2683990478515625,2163.86279296875,0.03022541,1.4276418244466185
1975,31,514,7163.57373046875,13598720,0.2072300910949707,0.001,0.002790207357611507,0.7915448993444443,4140,0.2,10445.969361495972,0.2653839111328125,2258.56787109375,0.03720901,1.431491521000862
2041,32,513,6951.819671630859,13631488,0.20688849687576294,0.001,0.0012029416549921735,0.7800189107656479,4150,0.2,10615.036288070678,0.2633392333984375,2462.70751953125,0.03183233,1.435726630501449
