time/time_elapsed,time/iterations,rew_vec_envs,time/fps,time/total_timesteps,train/std,train/policy_gradient_loss,train/learning_rate,train/loss,train/n_updates,train/entropy_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/value_loss,train/approx_kl
77,1,0.8783193281269632,845,1114112,,,,,,,,,,,
138,2,0.7295694967565396,943,1179648,0.9419115781784058,-0.001236125773357344,0.001,0.09159708768129349,170,-5.446097403764725,0.13203740119934082,0.2,0.3209014892578125,1.7241939358529634,0.033711705
197,3,1.0378284371690825,993,1245184,0.9523378610610962,0.001614303293899866,0.001,49.63127517700195,180,-5.463279380276799,0.30215710401535034,0.2,0.33997955322265627,18.346693780610803,0.042495158
258,4,0.873397746385308,1013,1310720,0.9574779272079468,0.004457204804202775,0.001,1.5853235721588135,190,-5.487809782475233,0.7431298792362213,0.2,0.39220733642578126,0.5465092125086812,0.041717485
320,5,0.9972367834998295,1021,1376256,0.9557225704193115,-0.0016310997196342214,0.001,1.9826000928878784,200,-5.484280464798212,0.7053548395633698,0.2,0.30349578857421877,4.365430533123435,0.030011663
377,6,0.7583445405471139,1041,1441792,0.9527891278266907,-0.010671299188106786,0.001,-0.0031434297561645508,210,-5.488760726153851,0.5856017470359802,0.2,0.32772216796875,0.07567195015144534,0.02991369
440,7,0.8697219847235829,1042,1507328,0.9451056122779846,-0.01660132481101755,0.001,-0.017897209152579308,220,-5.45533256419003,0.8042180985212326,0.2,0.30164794921875,0.042862111596332395,0.028671693
502,8,1.282636132731568,1042,1572864,0.9391088485717773,-0.009373038118246768,0.001,0.007246963679790497,230,-5.434074050560594,0.33815014362335205,0.2,0.267193603515625,3.120769145799568,0.026594255
563,9,1.4807644737884402,1046,1638400,0.9306541085243225,-0.004046930668118875,0.001,6.627841949462891,240,-5.411692332848906,0.6426125168800354,0.2,0.1337371826171875,6.5532334251038264,0.015748717
623,10,1.4259659353811003,1051,1703936,0.9383153319358826,-0.0010623418363138626,0.001,2.1647796630859375,250,-5.409285311773419,0.3202971816062927,0.2,0.2970306396484375,3.0612708970264064,0.032496702
680,11,0.9306109526660293,1059,1769472,0.9348534345626831,-0.004299107432780147,0.001,65.7281494140625,260,-5.420302153378725,0.3696519732475281,0.2,0.13874664306640624,95.54644640493207,0.017714396
735,12,1.3355602199735586,1069,1835008,0.9339523315429688,-0.0006356156807669322,0.001,0.267980694770813,270,-5.414492804184556,0.7249139845371246,0.2,0.3610748291015625,5.83339517628774,0.050099734
790,13,1.4150966219604015,1077,1900544,0.9454710483551025,0.0018411466344332439,0.001,0.22059941291809082,280,-5.439022275805473,0.30067408084869385,0.2,0.442559814453125,6.211880222917534,0.06565751
845,14,1.8410341728013009,1084,1966080,0.9540765881538391,0.0028002211369312136,0.001,0.20404168963432312,290,-5.483306032419205,0.3346630930900574,0.2,0.43682708740234377,35.07538945268607,0.06279938
901,15,20.131613981095143,1090,2031616,0.9546293616294861,-0.0023629458030882235,0.001,0.2685926556587219,300,-5.486022076383233,0.213223397731781,0.2,0.36707916259765627,78.36976799060358,0.05622852
957,16,1.732175802346319,1094,2097152,0.9545787572860718,-0.0028161783579889743,0.001,2.214057445526123,310,-5.505179239809513,0.1373884081840515,0.2,0.367999267578125,16.80393489841372,0.049858384
